instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Noise
10072,2011-01-01,4,0,11,33,2,6,0,4,0.86,0.86,0.1,0.45,499,922,1235,1
6050,2011-01-01,2,0,11,10,0,5,1,5,0.69,0.95,0.94,0.65,479,180,271,1
18114,2011-01-01,3,2,17,31,1,1,1,1,0.54,1.09,1.09,1.11,461,604,1351,1
13446,2012-07-19,3,1,7,10,0,4,1,1,0.76,0.7121,0.58,0.194,41,157,198,0
9611,2012-02-10,1,1,2,9,0,5,1,1,0.22,0.2273,0.55,0.1642,10,265,275,0
5531,2011-01-01,5,1,2,17,2,7,0,3,0.71,0.83,0.49,1.15,288,190,973,1
16083,2011-01-01,5,0,15,7,1,4,2,1,1.17,1.09,1.23,0.72,21,297,77,1
13501,2012-07-21,3,1,7,17,0,6,0,3,0.6,0.5455,0.88,0.1642,92,149,241,0
2680,2011-04-26,2,0,4,13,0,2,1,1,0.74,0.6667,0.51,0.4478,37,139,176,0
14872,2012-09-16,3,1,9,20,0,0,0,1,0.6,0.6212,0.53,0.1045,57,267,324,0
2543,2011-04-20,2,0,4,20,0,3,1,1,0.68,0.6212,0.32,0.1045,31,194,225,0
45,2011-01-02,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31,0
14789,2012-09-13,3,1,9,9,0,4,1,1,0.6,0.6061,0.64,0.0896,46,292,338,0
5212,2011-08-10,3,0,8,1,0,3,1,1,0.72,0.6667,0.54,0.194,7,10,17,0
21981,2011-01-01,1,0,18,15,1,4,1,1,0.48,1.06,0.07,0.9,535,1246,1222,1
14478,2011-01-01,1,2,8,9,1,8,2,1,0.94,0.67,0.45,0.65,471,712,1156,1
7668,2011-11-21,4,0,11,2,0,1,1,3,0.44,0.4394,1,0.194,1,2,3,0
17929,2011-01-01,4,0,4,27,0,5,1,5,1.27,0.84,1.33,0.41,466,649,1210,1
12113,2012-05-24,2,1,5,21,0,4,1,3,0.64,0.5909,0.78,0.1642,48,237,285,0
11634,2012-05-04,2,1,5,22,0,5,1,1,0.6,0.5606,0.83,0.1343,50,182,232,0
2992,2011-05-09,2,0,5,13,0,1,1,1,0.62,0.6212,0.38,0.2836,36,138,174,0
2099,2011-01-01,4,0,4,34,1,8,0,4,0.2,0.86,0.55,0.04,248,136,1242,1
24681,2011-01-01,3,0,3,26,2,7,1,2,0.13,0.32,0.81,0.31,9,504,1059,1
23371,2011-01-01,4,1,4,17,0,7,1,5,0.71,1.15,1.17,1.18,106,629,269,1
22951,2011-01-01,0,2,13,17,2,6,0,1,1.18,0.39,0.21,1.03,474,756,623,1
6857,2011-10-18,4,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896,4,105,109,0
8181,2011-12-12,4,0,12,12,0,1,1,1,0.28,0.2879,0.52,0.1045,7,138,145,0
7258,2011-11-04,4,0,11,0,0,5,1,2,0.4,0.4091,0.82,0,11,32,43,0
13431,2012-07-18,3,1,7,19,0,3,1,2,0.76,0.7121,0.62,0.1045,78,438,516,0
5598,2011-08-26,3,0,8,3,0,5,1,1,0.6,0.5455,0.88,0.1045,3,8,11,0
11831,2012-05-13,2,1,5,3,0,0,0,2,0.54,0.5152,0.64,0.1343,2,26,28,0
12358,2012-06-04,2,1,6,2,0,1,1,1,0.56,0.5303,0.6,0.2239,1,10,11,0
14824,2012-09-14,3,1,9,20,0,5,1,1,0.66,0.6212,0.61,0.1045,67,337,404,0
7328,2011-11-06,4,0,11,22,0,0,0,1,0.36,0.3788,0.87,0,5,40,45,0
6623,2011-01-01,1,0,8,24,1,7,2,0,0.5,0.42,0.4,0.98,300,975,1393,1
8650,2011-01-01,5,2,13,34,1,9,1,4,0.89,0.91,0.01,0.55,18,856,801,1
14499,2012-09-01,3,1,9,7,0,6,0,2,0.74,0.6818,0.58,0.1343,8,58,66,0
757,2011-02-03,1,0,2,22,0,4,1,1,0.18,0.2121,0.51,0.0896,2,39,41,0
15140,2012-09-28,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642,2,15,17,0
11028,2012-04-09,2,1,4,15,0,1,1,1,0.58,0.5455,0.28,0.5522,82,173,255,0
14772,2012-09-12,3,1,9,16,0,3,1,1,0.72,0.6515,0.37,0.1642,90,419,509,0
4483,2011-07-10,3,0,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836,128,244,372,0
13612,2012-07-26,3,1,7,8,0,4,1,2,0.7,0.6667,0.74,0.2537,49,680,729,0
14073,2011-01-01,2,0,2,28,2,8,2,4,1.29,0.27,0.65,0.71,225,912,372,1
12180,2012-05-27,2,1,5,16,0,0,0,1,0.78,0.7121,0.52,0.2836,258,243,501,0
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,0
3261,2011-05-20,2,0,5,18,0,5,1,1,0.6,0.6212,0.56,0.1642,79,394,473,0
22829,2011-01-01,2,0,10,29,1,1,0,6,0.28,1.05,0.43,0.68,40,246,941,1
5472,2011-08-20,3,0,8,21,0,6,0,1,0.72,0.6818,0.7,0.2239,81,144,225,0
8689,2012-01-02,1,1,1,20,1,1,0,1,0.24,0.2273,0.41,0.2239,5,83,88,0
6915,2011-10-20,4,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,56,438,494,0
17360,2012-12-31,1,1,12,4,0,1,1,1,0.14,0.1667,0.69,0.1045,0,3,3,0
4189,2011-06-28,3,0,6,10,0,2,1,1,0.8,0.7424,0.49,0.1642,45,112,157,0
12772,2012-06-21,3,1,6,8,0,4,1,1,0.74,0.697,0.7,0,27,563,590,0
13441,2011-01-01,1,1,0,0,0,8,2,5,0.1,0.83,0.78,0.01,392,714,664,1
6644,2011-10-09,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0,66,119,185,0
3625,2011-06-04,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,49,141,190,0
7033,2011-10-25,4,0,10,15,0,2,1,1,0.56,0.5303,0.37,0.1045,63,171,234,0
16366,2011-01-01,1,1,14,35,0,3,0,1,0.86,0.61,0.58,0.52,525,782,397,1
16942,2011-01-01,3,2,6,11,2,9,0,5,0.31,0.4,1.14,0.79,471,979,999,1
17143,2011-01-01,2,0,4,18,1,6,0,0,1.0,1.07,0.69,0.14,398,673,1234,1
8037,2011-12-06,4,0,12,12,0,2,1,3,0.46,0.4545,1,0.2239,5,50,55,0
5002,2011-01-01,0,1,16,13,2,3,0,1,1.27,0.3,1.25,1.25,2,696,57,1
11196,2012-04-16,2,1,4,16,1,1,0,1,0.8,0.697,0.33,0.4627,92,266,358,0
15910,2011-01-01,5,0,1,18,2,0,0,6,1.28,0.98,0.15,1.11,492,129,438,1
4999,2011-08-01,3,0,8,4,0,1,1,1,0.66,0.6061,0.83,0.1343,2,2,4,0
16272,2011-01-01,1,0,18,29,1,7,0,5,0.74,0.41,1.06,0.51,132,1103,1352,1
4695,2011-07-19,3,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,26,127,153,0
16897,2012-12-11,4,1,12,19,0,2,1,1,0.32,0.303,0.53,0.2239,21,412,433,0
385,2011-01-17,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,0
16331,2012-11-18,4,1,11,4,0,0,0,2,0.3,0.2879,0.81,0.194,4,8,12,0
9147,2012-01-22,1,1,1,0,0,0,0,1,0.16,0.1364,0.8,0.2985,1,51,52,0
16102,2012-11-08,4,1,11,15,0,4,1,1,0.44,0.4394,0.18,0.4179,32,201,233,0
8485,2011-12-25,1,0,12,5,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1,0
7238,2011-11-03,4,0,11,4,0,4,1,1,0.32,0.3333,0.81,0.0896,1,3,4,0
4961,2011-07-30,3,0,7,14,0,6,0,1,0.9,0.7879,0.29,0,112,193,305,0
15040,2012-09-23,4,1,9,20,0,0,0,1,0.52,0.5,0.42,0.1642,60,192,252,0
4932,2011-01-01,0,0,14,35,0,9,0,5,1.16,1.13,0.33,0.57,177,6,853,1
2442,2011-04-16,2,0,4,15,0,6,0,3,0.52,0.5,0.83,0.5821,16,62,78,0
14360,2011-01-01,2,2,16,24,2,8,0,0,0.41,0.26,0.28,0.52,347,180,1067,1
8073,2011-12-08,4,0,12,0,0,4,1,2,0.26,0.2273,0.87,0.2985,0,21,21,0
7786,2011-01-01,3,1,12,4,2,8,2,5,1.05,1.48,1.31,0.1,457,985,54,1
18186,2011-01-01,1,0,1,25,2,5,0,5,1.36,0.67,0.5,0.08,257,444,1307,1
2266,2011-04-09,2,0,4,6,0,6,0,2,0.3,0.2879,0.93,0.194,0,13,13,0
3375,2011-05-25,2,0,5,12,0,3,1,1,0.74,0.6818,0.55,0.1343,32,178,210,0
7395,2011-01-01,3,1,3,26,1,9,0,5,0.53,0.74,1.31,0.96,103,1216,72,1
16154,2012-11-10,4,1,11,19,0,6,0,1,0.46,0.4545,0.51,0.0896,55,228,283,0
7708,2011-01-01,2,0,2,14,0,9,0,4,1.21,1.07,0.28,0.44,61,973,381,1
14969,2012-09-20,3,1,9,21,0,4,1,1,0.56,0.5303,0.64,0.194,28,246,274,0
9476,2012-02-04,1,1,2,17,0,6,0,3,0.3,0.2879,0.7,0.194,13,54,67,0
6238,2011-01-01,2,2,11,13,0,2,0,1,1.0,0.16,0.32,1.05,538,486,307,1
19435,2011-01-01,6,2,17,3,2,6,0,2,0.27,0.48,0.78,0.09,456,257,1401,1
25924,2011-01-01,5,0,2,8,2,6,0,3,0.02,0.96,0.88,1.11,133,589,817,1
13052,2011-01-01,0,2,14,21,0,7,0,2,1.02,0.36,0.69,0.93,273,1112,40,1
4441,2011-07-08,3,0,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,33,136,169,0
14417,2011-01-01,2,2,18,20,1,6,0,3,1.34,0.95,1.37,1.23,82,647,1436,1
9526,2012-02-06,1,1,2,20,0,1,1,1,0.34,0.3333,0.46,0.1642,7,194,201,0
8467,2011-12-24,1,0,12,10,0,6,0,1,0.3,0.2576,0.42,0.4925,4,52,56,0
3155,2011-05-16,2,0,5,8,0,1,1,1,0.56,0.5303,0.73,0.2985,28,366,394,0
5333,2011-08-15,3,0,8,2,0,1,1,2,0.6,0.5606,0.83,0,0,3,3,0
5438,2011-08-19,3,0,8,11,0,5,1,2,0.72,0.6818,0.66,0.0896,45,120,165,0
13137,2012-07-06,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,99,194,293,0
12111,2012-05-24,2,1,5,19,0,4,1,1,0.7,0.6515,0.61,0.2985,76,416,492,0
11724,2011-01-01,3,1,6,4,1,6,1,6,1.15,0.82,0.67,0.33,80,119,476,1
5562,2011-08-24,3,0,8,15,0,3,1,1,0.76,0.6818,0.48,0.4478,63,141,204,0
18006,2011-01-01,3,1,16,0,1,2,1,6,1.25,1.39,0.92,0.69,205,258,925,1
12875,2012-06-25,3,1,6,15,0,1,1,1,0.78,0.6818,0.38,0.4627,65,168,233,0
15263,2012-10-03,4,1,10,3,0,3,1,2,0.6,0.5152,0.94,0,0,7,7,0
2449,2011-04-16,2,0,4,22,0,6,0,3,0.42,0.4242,1,0,2,22,24,0
7389,2011-01-01,1,0,7,21,2,0,0,0,0.31,0.87,1.2,0.96,177,161,189,1
15787,2011-01-01,0,1,4,0,2,9,2,1,0.49,0.75,0.16,0.87,184,758,84,1
20266,2011-01-01,5,1,11,26,1,5,0,4,0.45,1.34,0.94,0.61,352,267,1120,1
5442,2011-08-19,3,0,8,15,0,5,1,1,0.8,0.7424,0.49,0.1045,66,156,222,0
12344,2012-06-03,2,1,6,12,0,0,0,1,0.66,0.6212,0.39,0.2985,276,408,684,0
2287,2011-04-10,2,0,4,3,0,0,0,2,0.38,0.3939,0.87,0.1343,5,11,16,0
2139,2011-04-03,2,0,4,23,0,0,0,1,0.4,0.4091,0.5,0.0896,9,22,31,0
13620,2011-01-01,3,1,10,33,0,0,0,5,0.53,0.57,0.55,0.1,165,308,1248,1
725,2011-02-02,1,0,2,13,0,3,1,1,0.34,0.3333,0.93,0.1642,1,74,75,0
14511,2012-09-01,3,1,9,19,0,6,0,3,0.78,0.7424,0.62,0,157,235,392,0
21747,2011-01-01,2,0,11,25,1,3,1,5,0.68,0.12,1.42,0.78,196,739,315,1
4970,2011-01-01,0,0,16,31,1,3,2,0,1.4,0.16,1.14,0.88,208,756,1055,1
15924,2011-01-01,2,0,12,2,0,1,1,2,1.07,0.86,0.01,0.36,10,39,1386,1
14966,2011-01-01,6,0,9,30,0,0,2,5,0.5,0.61,0.45,0.73,187,718,349,1
13048,2012-07-02,3,1,7,20,0,1,1,1,0.78,0.697,0.43,0.1343,38,357,395,0
8722,2011-01-01,3,2,2,6,2,9,0,3,1.11,1.05,0.68,1.02,340,705,292,1
16753,2012-12-05,4,1,12,19,0,3,1,1,0.38,0.3939,0.43,0.3582,14,400,414,0
9050,2012-01-17,1,1,1,23,0,2,1,1,0.46,0.4545,0.72,0.3881,1,60,61,0
5284,2011-08-13,3,0,8,1,0,6,0,2,0.68,0.6364,0.57,0.0896,13,64,77,0
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,0
1273,2011-02-26,1,0,2,4,0,6,0,2,0.22,0.2576,0.6,0.0896,1,1,2,0
7859,2011-01-01,5,2,14,20,1,7,2,1,0.37,0.74,1.07,0.65,477,861,794,1
9502,2012-02-05,1,1,2,19,0,0,0,1,0.3,0.2879,0.52,0.2239,6,63,69,0
13454,2012-07-19,3,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.194,93,684,777,0
4843,2011-07-25,3,0,7,16,0,1,1,1,0.7,0.6667,0.84,0.2239,37,161,198,0
9742,2012-02-15,1,1,2,20,0,3,1,1,0.36,0.3485,0.46,0.1642,4,207,211,0
2702,2011-01-01,4,1,16,29,1,0,0,3,1.08,1.11,0.09,1.24,441,675,965,1
7263,2011-11-04,4,0,11,5,0,5,1,2,0.38,0.3939,0.87,0,0,23,23,0
23544,2011-01-01,6,2,14,33,0,6,1,1,0.43,0.71,0.93,0.14,468,503,1067,1
7260,2011-11-04,4,0,11,2,0,5,1,2,0.4,0.4091,0.76,0,2,8,10,0
6222,2011-09-21,3,0,9,19,0,3,1,3,0.62,0.5455,0.94,0,30,253,283,0
17995,2011-01-01,1,0,10,11,1,5,1,6,0.39,0.33,1.42,0.75,315,648,84,1
15674,2012-10-20,4,1,10,6,0,6,0,1,0.42,0.4242,0.71,0,5,26,31,0
11725,2012-05-08,2,1,5,17,0,2,1,2,0.64,0.6061,0.69,0.2836,77,640,717,0
9115,2012-01-20,1,1,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,11,163,174,0
13940,2012-08-09,3,1,8,0,0,4,1,1,0.72,0.697,0.74,0.194,16,51,67,0
7373,2011-11-08,4,0,11,19,0,2,1,1,0.46,0.4545,0.59,0,14,264,278,0
16126,2012-11-09,4,1,11,15,0,5,1,1,0.46,0.4545,0.36,0.2239,78,278,356,0
18257,2011-01-01,4,1,8,11,0,1,0,5,0.98,1.43,1.17,0.32,198,196,872,1
6800,2011-01-01,0,2,0,25,1,0,1,2,1.27,0.37,0.39,0.96,532,547,1462,1
17136,2012-12-21,1,1,12,18,0,5,1,2,0.26,0.2273,0.56,0.2985,7,236,243,0
13439,2012-07-19,3,1,7,3,0,4,1,1,0.72,0.6818,0.7,0.1045,1,4,5,0
2391,2011-01-01,3,1,10,26,0,5,1,5,0.29,0.18,0.5,0.97,314,1290,1133,1
12076,2012-05-23,2,1,5,8,0,3,1,1,0.58,0.5455,0.83,0,38,681,719,0
5325,2011-08-14,3,0,8,18,0,0,0,1,0.74,0.697,0.66,0.1642,125,222,347,0
123,2011-01-06,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0,3,216,219,0
9660,2011-01-01,6,0,6,27,2,8,2,2,1.28,0.23,0.05,0.13,110,162,936,1
10466,2012-03-17,1,1,3,4,0,6,0,2,0.42,0.4242,0.94,0,0,2,2,0
4076,2011-06-23,3,0,6,17,0,4,1,2,0.72,0.6818,0.7,0.3582,74,495,569,0
4150,2011-06-26,3,0,6,19,0,0,0,2,0.72,0.6667,0.48,0.1343,89,228,317,0
9954,2012-02-24,1,1,2,18,0,5,1,2,0.42,0.4242,0.94,0,11,289,300,0
13037,2012-07-02,3,1,7,9,0,1,1,1,0.78,0.697,0.46,0.2537,56,239,295,0
2612,2011-04-23,2,0,4,17,0,6,0,1,0.6,0.5909,0.73,0.3284,168,215,383,0
7023,2011-10-25,4,0,10,5,0,2,1,1,0.38,0.3939,0.87,0.1343,0,24,24,0
16275,2012-11-15,4,1,11,20,0,4,1,1,0.34,0.3485,0.61,0.1045,23,262,285,0
3872,2011-06-15,2,0,6,5,0,3,1,1,0.48,0.4697,0.67,0.2836,1,20,21,0
23681,2011-01-01,1,2,6,15,1,0,2,6,0.23,0.31,0.3,0.56,100,1211,639,1
1373,2011-03-02,1,0,3,11,0,3,1,1,0.34,0.303,0.53,0.3284,8,65,73,0
13018,2011-01-01,2,0,15,22,1,9,1,5,0.37,1.28,1.3,0.51,385,328,1344,1
5476,2011-08-21,3,0,8,1,0,0,0,1,0.68,0.6364,0.79,0.2239,17,69,86,0
9790,2012-02-17,1,1,2,20,0,5,1,1,0.4,0.4091,0.35,0.194,13,158,171,0
9478,2012-02-04,1,1,2,19,0,6,0,3,0.26,0.2727,0.87,0.1343,5,75,80,0
3964,2011-01-01,3,2,2,2,1,0,1,2,0.27,0.8,0.75,0.21,386,730,168,1
5519,2011-08-22,3,0,8,20,0,1,1,1,0.66,0.6212,0.34,0.194,21,247,268,0
7972,2011-12-03,4,0,12,19,0,6,0,1,0.3,0.3182,0.61,0.0896,31,144,175,0
7561,2011-01-01,4,0,18,10,1,1,0,4,0.21,0.41,0.28,0.73,229,99,1066,1
4284,2011-01-01,2,2,3,18,2,7,1,4,1.47,0.48,1.26,0.95,328,561,63,1
17557,2011-01-01,1,1,1,33,2,9,2,6,0.12,0.49,0.62,0.75,258,353,931,1
13911,2012-08-07,3,1,8,19,0,2,1,2,0.76,0.7273,0.66,0.1045,104,506,610,0
3116,2011-05-14,2,0,5,17,0,6,0,2,0.56,0.5303,0.88,0.194,78,194,272,0
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,0
19094,2011-01-01,1,0,2,3,2,7,2,5,0.08,0.28,0.7,0.24,363,1086,1179,1
14794,2012-09-13,3,1,9,14,0,4,1,1,0.72,0.6515,0.39,0.1343,60,214,274,0
11229,2012-04-18,2,1,4,1,0,3,1,1,0.52,0.5,0.34,0.194,1,13,14,0
9050,2011-01-01,2,0,15,21,2,6,2,3,1.18,0.0,0.47,0.68,511,171,102,1
12282,2011-01-01,2,0,8,19,2,1,2,0,0.53,0.29,0.04,0.89,536,707,1391,1
1272,2011-02-26,1,0,2,3,0,6,0,1,0.22,0.2273,0.55,0.1343,1,7,8,0
24459,2011-01-01,4,0,15,18,0,7,0,5,0.29,1.2,0.93,1.16,328,465,225,1
4477,2011-07-10,3,0,7,10,0,0,0,1,0.76,0.697,0.55,0.1343,95,173,268,0
8437,2011-12-23,1,0,12,4,0,5,1,3,0.38,0.3939,0.94,0.2836,0,2,2,0
1117,2011-02-19,1,0,2,6,0,6,0,1,0.4,0.4091,0.17,0.4179,3,3,6,0
1249,2011-01-01,1,2,1,0,0,6,2,1,0.8,0.12,0.86,0.98,12,1283,220,1
15569,2012-10-15,4,1,10,21,0,1,1,1,0.52,0.5,0.59,0.3284,16,190,206,0
9977,2012-02-25,1,1,2,17,0,6,0,1,0.3,0.2727,0.33,0.3582,16,143,159,0
2410,2011-04-15,2,0,4,7,1,5,0,1,0.4,0.4091,0.71,0.1642,10,139,149,0
6086,2011-01-01,5,1,7,24,0,3,0,5,1.02,0.55,0.25,0.26,535,538,364,1
24842,2011-01-01,1,0,9,22,1,8,2,3,0.02,0.33,0.4,0.78,341,1044,347,1
24442,2011-01-01,1,2,3,18,2,6,1,6,1.18,0.53,0.62,0.36,137,1197,1126,1
352,2011-01-01,4,2,6,25,1,3,2,3,0.9,0.63,0.56,0.93,219,191,894,1
11714,2011-01-01,3,1,1,11,2,5,2,0,0.3,0.98,0.65,0.72,450,854,1238,1
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,0
12164,2012-05-27,2,1,5,0,0,0,0,2,0.68,0.6364,0.69,0.1642,48,89,137,0
1588,2011-03-11,1,0,3,15,0,5,1,2,0.34,0.3182,0.53,0.2537,21,64,85,0
8328,2011-01-01,3,0,15,0,0,6,2,0,0.06,0.59,0.3,0.04,548,500,743,1
2758,2011-04-29,2,0,4,19,0,5,1,1,0.46,0.4545,0.55,0.3284,40,230,270,0
5892,2011-09-07,3,0,9,23,0,3,1,3,0.62,0.5455,0.94,0.194,3,21,24,0
12173,2012-05-27,2,1,5,9,0,0,0,1,0.66,0.6061,0.83,0.2239,130,140,270,0
3022,2011-05-10,2,0,5,19,0,2,1,1,0.6,0.6212,0.43,0.2239,69,365,434,0
17816,2011-01-01,5,0,15,11,2,6,0,6,1.25,0.6,0.32,0.25,243,1274,746,1
16813,2012-12-08,4,1,12,7,0,6,0,2,0.36,0.3636,1,0.0896,3,36,39,0
1803,2011-03-20,1,0,3,19,0,0,0,1,0.36,0.3333,0.43,0.2836,21,58,79,0
8926,2011-01-01,1,2,10,20,2,0,0,0,0.51,0.99,0.73,0.65,374,1000,1432,1
10537,2012-03-20,1,1,3,3,0,2,1,2,0.54,0.5152,0.88,0,0,3,3,0
13083,2012-07-04,3,1,7,7,1,3,0,1,0.68,0.6364,0.65,0,10,62,72,0
5340,2011-01-01,1,2,14,24,0,5,0,4,0.44,0.9,0.28,0.22,17,147,1087,1
15292,2012-10-04,4,1,10,8,0,4,1,1,0.64,0.5758,0.89,0,27,711,738,0
10320,2012-03-11,1,1,3,1,0,0,0,1,0.24,0.2424,0.52,0.1642,4,57,61,0
6460,2011-01-01,5,2,15,1,0,9,0,2,0.13,1.15,0.42,0.86,380,316,1400,1
15083,2012-09-25,4,1,9,15,0,2,1,1,0.66,0.6212,0.36,0.3284,56,247,303,0
1986,2011-03-28,2,0,3,14,0,1,1,1,0.32,0.303,0.22,0.2239,15,65,80,0
2848,2011-05-03,2,0,5,13,0,2,1,2,0.7,0.6515,0.58,0.6119,50,144,194,0
15829,2011-01-01,5,1,5,29,2,6,0,0,0.39,1.03,1.44,1.05,321,258,828,1
5993,2011-09-12,3,0,9,6,0,1,1,1,0.56,0.5303,0.83,0,1,108,109,0
3864,2011-06-14,2,0,6,21,0,2,1,1,0.6,0.6212,0.56,0.2985,37,206,243,0
3523,2011-05-31,2,0,5,16,0,2,1,1,0.9,0.8333,0.39,0.1343,44,205,249,0
13938,2012-08-08,3,1,8,22,0,3,1,1,0.72,0.697,0.74,0.1045,35,198,233,0
6549,2011-10-05,4,0,10,10,0,3,1,1,0.56,0.5303,0.56,0.3881,30,103,133,0
454,2011-01-01,1,1,4,16,1,1,1,5,0.31,0.49,0.66,0.7,66,218,101,1
5403,2011-08-18,3,0,8,0,0,4,1,1,0.68,0.6364,0.65,0.1343,18,38,56,0
15330,2011-01-01,3,0,16,31,2,4,0,3,0.36,1.09,0.47,0.96,273,1278,1342,1
10981,2012-04-07,2,1,4,16,0,6,0,1,0.54,0.5152,0.19,0.3881,354,261,615,0
10162,2011-01-01,3,1,17,3,2,3,2,6,0.12,0.62,1.18,0.16,399,124,523,1
19,2011-01-01,1,0,1,18,0,6,0,3,0.42,0.4242,0.88,0.2537,9,26,35,0
6916,2011-01-01,5,0,4,32,0,1,2,1,0.14,0.3,0.06,0.59,261,635,1101,1
23767,2011-01-01,6,2,17,15,1,5,2,5,0.77,0.14,0.02,0.07,294,949,1309,1
9714,2012-02-14,1,1,2,16,0,2,1,1,0.42,0.4242,0.35,0.2985,15,251,266,0
5820,2011-01-01,6,2,6,34,2,8,1,4,0.5,1.38,1.34,0.99,258,788,138,1
13903,2012-08-07,3,1,8,11,0,2,1,2,0.76,0.7273,0.66,0.0896,84,130,214,0
8590,2011-01-01,5,1,0,28,2,4,0,3,0.76,1.35,1.05,0.81,3,582,150,1
10479,2012-03-17,1,1,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343,291,357,648,0
16231,2012-11-14,4,1,11,0,0,3,1,1,0.26,0.2424,0.56,0.2836,4,20,24,0
563,2011-01-01,4,0,11,29,1,9,0,1,1.33,0.73,0.51,0.45,473,974,1048,1
25498,2011-01-01,4,1,14,30,1,9,0,0,1.31,0.8,0.06,0.86,445,651,1386,1
10863,2012-04-02,2,1,4,18,0,1,1,1,0.5,0.4848,0.27,0.2537,75,543,618,0
1069,2011-02-17,1,0,2,6,0,4,1,1,0.3,0.303,0.7,0.1343,3,44,47,0
8116,2011-12-09,4,0,12,19,0,5,1,1,0.34,0.3636,0.61,0,10,189,199,0
1017,2011-02-15,1,0,2,0,0,2,1,1,0.3,0.2727,0.49,0.4179,7,12,19,0
560,2011-01-25,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,21,85,106,0
15380,2012-10-08,4,1,10,0,1,1,0,1,0.38,0.3939,0.76,0.2836,7,44,51,0
13922,2012-08-08,3,1,8,6,0,3,1,2,0.7,0.6667,0.84,0.1642,4,169,173,0
12028,2011-01-01,5,0,17,18,1,2,2,0,0.63,0.25,0.23,0.38,151,992,499,1
1894,2011-03-24,2,0,3,16,0,4,1,2,0.3,0.2879,0.65,0.2239,6,78,84,0
16746,2011-01-01,5,2,16,22,1,4,0,2,0.92,0.76,0.27,1.23,339,173,1044,1
8138,2011-01-01,6,0,1,34,2,0,0,4,0.37,0.71,1.1,0.16,138,181,270,1
2861,2011-01-01,2,0,3,7,2,8,0,6,0.51,0.4,1.14,0.75,38,1046,1064,1
23502,2011-01-01,0,2,7,17,1,6,0,5,1.16,0.07,1.2,0.23,200,962,1192,1
20986,2011-01-01,5,1,7,6,0,3,1,4,1.17,1.04,0.26,0.32,140,173,403,1
15567,2012-10-15,4,1,10,19,0,1,1,3,0.52,0.5,0.83,0.0896,12,227,239,0
10437,2012-03-15,1,1,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,12,85,97,0
21029,2011-01-01,3,0,6,27,1,1,2,2,1.29,0.81,0.65,0.25,538,974,1457,1
1764,2011-03-19,1,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179,1,2,3,0
14985,2012-09-21,3,1,9,13,0,5,1,1,0.7,0.6515,0.54,0.1642,105,316,421,0
16728,2012-12-04,4,1,12,18,0,2,1,1,0.5,0.4848,0.63,0.2239,38,693,731,0
5089,2011-08-04,3,0,8,22,0,4,1,1,0.68,0.6364,0.74,0.194,33,141,174,0
14408,2012-08-28,3,1,8,12,0,2,1,1,0.8,0.7424,0.49,0.2836,56,241,297,0
3846,2011-06-14,2,0,6,3,0,2,1,1,0.58,0.5455,0.53,0.3284,1,1,2,0
714,2011-02-02,1,0,2,2,0,3,1,3,0.22,0.2273,0.93,0.1343,4,0,4,0
3457,2011-05-28,2,0,5,22,0,6,0,1,0.66,0.6061,0.78,0.2239,46,115,161,0
6787,2011-01-01,5,0,1,7,2,7,1,3,0.34,0.08,0.4,1.0,318,732,1064,1
23731,2011-01-01,4,0,16,26,0,6,1,1,0.57,1.19,0.03,0.41,545,293,1294,1
10397,2011-01-01,0,1,5,6,0,5,0,1,0.01,0.0,0.81,0.02,39,290,1268,1
1846,2011-01-01,0,2,2,9,0,9,0,1,1.18,1.06,0.43,0.63,349,257,530,1
11294,2012-04-20,2,1,4,18,0,5,1,1,0.62,0.6212,0.5,0.2836,110,558,668,0
15250,2012-10-02,4,1,10,14,0,2,1,3,0.6,0.5455,0.88,0.1343,16,147,163,0
