instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_3,feature_y_3,feature_y_3
9720,1,1,2,22,0.36,0.3636,0.5,0.1045,5,77,60,456533.0,1.4384569591461411
9721,1,1,2,23,0.36,0.3636,0.5,0.0896,2,57,53,185193.0,0.7163707881255232
9722,1,1,2,0,0.32,0.3485,0.57,0,0,22,61,10648.0,29.513995986914356
9723,1,1,2,1,0.34,0.3636,0.53,0,0,5,42,125.0,11.979139227322584
9724,1,1,2,2,0.3,0.3333,0.61,0,0,4,59,64.0,0.6109713317819904
9725,1,1,2,3,0.28,0.3182,0.75,0,0,3,54,27.0,2.266489527055483
9726,1,1,2,4,0.28,0.2879,0.7,0.1045,0,1,47,1.0,0.8900177298266997
9727,1,1,2,5,0.28,0.2879,0.7,0.1045,0,25,57,15625.0,0.696298942266857
9728,1,1,2,6,0.3,0.303,0.61,0.1343,3,95,9,857375.0,0.7081558739235672
9729,1,1,2,7,0.3,0.2879,0.65,0.194,3,321,43,33076161.0,5.944410581534946
9730,1,1,2,8,0.32,0.2879,0.61,0.3582,7,515,13,136590875.0,0.7041425227235925
9731,1,1,2,9,0.32,0.303,0.61,0.3284,5,231,38,12326391.0,0.7713855584154635
9732,1,1,2,10,0.34,0.303,0.57,0.2985,12,120,13,1728000.0,0.7041425227235925
9733,1,1,2,11,0.36,0.3333,0.53,0.2836,13,138,73,2628072.0,3.0937909668046757
9734,1,1,2,12,0.38,0.3939,0.46,0.3881,11,163,89,4330747.0,0.5376143475480764
9735,1,1,2,13,0.4,0.4091,0.43,0.2836,11,170,90,4913000.0,0.5279840346175494
9736,1,1,2,14,0.42,0.4242,0.41,0.3582,6,134,25,2406104.0,1.1525407907094694
9737,1,1,2,15,0.42,0.4242,0.41,0.2239,7,171,5,5000211.0,24.34527915938213
9738,1,1,2,16,0.42,0.4242,0.38,0.194,9,231,29,12326391.0,2.9729510585814833
9739,1,1,2,17,0.42,0.4242,0.38,0.194,17,487,63,115501303.0,0.8566369271513424
9740,1,1,2,18,0.4,0.4091,0.4,0.2239,9,468,28,102503232.0,0.7868403851802712
9741,1,1,2,19,0.38,0.3939,0.43,0.1642,9,311,15,30080231.0,0.6059548980890475
9742,1,1,2,20,0.36,0.3485,0.46,0.1642,4,211,76,9393931.0,0.6385257158828442
9743,1,1,2,21,0.34,0.3333,0.53,0.1642,8,178,31,5639752.0,1.6779583343684343
9744,1,1,2,22,0.34,0.3485,0.49,0.1045,3,107,76,1225043.0,0.6385257158828442
9745,1,1,2,23,0.34,0.3485,0.53,0.0896,4,58,77,195112.0,0.5001199891426975
9746,1,1,2,0,0.3,0.303,0.7,0.1343,1,23,66,12167.0,1.0272753459349424
9747,1,1,2,1,0.3,0.3333,0.7,0,0,5,67,125.0,6.921372193247372
9748,1,1,2,2,0.3,0.3182,0.7,0.0896,1,7,50,343.0,1.3557021544363344
9749,1,1,2,3,0.3,0.3333,0.61,0,0,1,86,1.0,13.064798934155936
9750,1,1,2,4,0.3,0.3182,0.7,0.0896,0,3,35,27.0,1.7488102347630208
9751,1,1,2,5,0.3,0.3333,0.7,0,0,20,23,8000.0,6.50281329350808
9752,1,1,2,6,0.3,0.3182,0.7,0.0896,4,87,3,658503.0,0.8763320184878719
9753,1,1,2,7,0.3,0.303,0.7,0.1343,3,288,24,23887872.0,10.590792759495987
9754,1,1,2,8,0.3,0.3182,0.7,0.0896,9,498,13,123505992.0,0.7041425227235925
9755,1,1,2,9,0.3,0.303,0.7,0.1642,3,202,73,8242408.0,3.0937909668046757
9756,1,1,2,10,0.32,0.3333,0.7,0.1343,2,44,78,85184.0,0.6605113804923478
9757,1,1,2,11,0.32,0.3333,0.7,0.1045,2,71,70,357911.0,0.5637325966004665
9758,1,1,2,12,0.32,0.3333,0.76,0.0896,1,45,8,91125.0,0.5026746699330502
9759,1,1,2,13,0.34,0.3182,0.71,0.2537,2,64,60,262144.0,1.4384569591461411
9760,1,1,2,14,0.32,0.3182,0.81,0.194,1,31,44,29791.0,0.9826059824898337
9761,1,1,2,15,0.34,0.3636,0.76,0,3,53,44,148877.0,0.9826059824898337
9762,1,1,2,16,0.34,0.3636,0.81,0,8,118,92,1643032.0,4.534449634384539
9763,1,1,2,17,0.34,0.3636,0.87,0,8,289,76,24137569.0,0.6385257158828442
9764,1,1,2,18,0.34,0.3333,0.87,0.1343,8,353,89,43986977.0,0.5376143475480764
9765,1,1,2,19,0.32,0.3182,0.87,0.1642,4,258,38,17173512.0,0.7713855584154635
9766,1,1,2,20,0.32,0.3333,0.87,0.1343,5,216,46,10077696.0,0.5258208681509198
9767,1,1,2,21,0.34,0.3485,0.81,0.1045,3,145,62,3048625.0,3.8340720458680737
9768,1,1,2,22,0.32,0.3485,0.81,0,3,111,2,1367631.0,0.5237528663423374
9769,1,1,2,23,0.32,0.3333,0.81,0.0896,3,73,59,389017.0,0.6109713317819904
9770,1,1,2,0,0.3,0.3333,0.87,0,2,34,63,39304.0,0.8566369271513424
9771,1,1,2,1,0.3,0.3333,0.93,0,2,18,15,5832.0,0.6059548980890475
9772,1,1,2,2,0.3,0.3182,0.93,0.1045,1,12,99,1728.0,1260.7704250424647
9773,1,1,2,3,0.28,0.2879,0.93,0.1045,0,1,42,1.0,11.979139227322584
9774,1,1,2,4,0.28,0.2727,0.93,0.194,0,1,94,1.0,1.3249455192268595
9775,1,1,2,5,0.28,0.2727,0.93,0.1642,0,16,73,4096.0,3.0937909668046757
9776,1,1,2,6,0.28,0.2879,0.96,0.1343,1,71,20,357911.0,0.5227541141700891
9777,1,1,2,7,0.28,0.2879,0.93,0.1045,4,226,87,11543176.0,5.612234025512922
9778,1,1,2,8,0.26,0.303,1,0,4,520,72,140608000.0,0.7975605094780727
9779,1,1,2,9,0.26,0.303,1,0,8,283,65,22665187.0,0.5473967051355444
9780,1,1,2,10,0.34,0.3182,0.71,0.2836,13,116,40,1560896.0,0.573028742574676
9781,1,1,2,11,0.36,0.3333,0.62,0.4179,9,142,23,2863288.0,6.50281329350808
9782,1,1,2,12,0.38,0.3939,0.46,0.3881,21,198,2,7762392.0,0.5237528663423374
9783,1,1,2,13,0.4,0.4091,0.43,0.3582,34,205,12,8615125.0,2.15783677484981
9784,1,1,2,14,0.4,0.4091,0.37,0.3582,33,170,29,4913000.0,2.9729510585814833
9785,1,1,2,15,0.42,0.4242,0.35,0.4179,41,221,77,10793861.0,0.5001199891426975
9786,1,1,2,16,0.42,0.4242,0.32,0.2985,56,307,100,28934443.0,2.025790915867646
9787,1,1,2,17,0.42,0.4242,0.32,0.3284,36,465,13,100544625.0,0.7041425227235925
9788,1,1,2,18,0.4,0.4091,0.35,0.2537,15,377,34,53582633.0,0.6539868700870936
9789,1,1,2,19,0.38,0.3939,0.37,0.2239,16,282,45,22425768.0,0.5402766739296717
9790,1,1,2,20,0.4,0.4091,0.35,0.194,13,171,23,5000211.0,6.50281329350808
9791,1,1,2,21,0.38,0.3939,0.37,0.194,15,129,36,2146689.0,121.63753475026189
9792,1,1,2,22,0.36,0.3485,0.4,0.2239,15,107,26,1225043.0,0.5673570710394846
9793,1,1,2,23,0.36,0.3485,0.4,0.194,10,82,25,551368.0,1.1525407907094694
9794,1,1,2,0,0.34,0.3333,0.42,0.1642,5,86,6,636056.0,1.3877622922787505
9795,1,1,2,1,0.32,0.3182,0.49,0.1642,7,45,15,91125.0,0.6059548980890475
9796,1,1,2,2,0.3,0.2879,0.61,0.2537,6,45,76,91125.0,0.6385257158828442
9797,1,1,2,3,0.28,0.2879,0.65,0.1045,3,18,25,5832.0,1.1525407907094694
9798,1,1,2,4,0.26,0.303,0.7,0,3,7,61,343.0,29.513995986914356
9799,1,1,2,5,0.24,0.2576,0.7,0.0896,0,1,47,1.0,0.8900177298266997
9800,1,1,2,6,0.24,0.2879,0.7,0,1,9,58,729.0,0.5017882105819239
9801,1,1,2,7,0.24,0.2879,0.7,0,8,41,68,68921.0,9.796975387185967
9802,1,1,2,8,0.22,0.2727,0.87,0,10,102,51,1061208.0,0.5987202322070889
9803,1,1,2,9,0.22,0.2424,0.8,0.1045,22,138,33,2628072.0,0.500022035944306
9804,1,1,2,10,0.26,0.2727,0.81,0.1045,48,205,77,8615125.0,0.5001199891426975
9805,1,1,2,11,0.32,0.3333,0.57,0.1343,102,286,25,23393656.0,1.1525407907094694
9806,1,1,2,12,0.36,0.3485,0.43,0.194,128,369,57,50243409.0,0.696298942266857
9807,1,1,2,13,0.4,0.4091,0.43,0.2836,165,384,5,56623104.0,24.34527915938213
9808,1,1,2,14,0.44,0.4394,0.35,0.3582,183,427,42,77854483.0,11.979139227322584
9809,1,1,2,15,0.42,0.4242,0.41,0.2537,229,499,69,124251499.0,1.129668825806919
9810,1,1,2,16,0.44,0.4394,0.44,0.3284,186,404,68,65939264.0,9.796975387185967
9811,1,1,2,17,0.48,0.4697,0.36,0.2836,142,364,2,48228544.0,0.5237528663423374
9812,1,1,2,18,0.46,0.4545,0.38,0.2985,70,246,32,14886936.0,0.6445680044638951
9813,1,1,2,19,0.44,0.4394,0.44,0.1642,38,188,13,6644672.0,0.7041425227235925
9814,1,1,2,20,0.44,0.4394,0.44,0.1642,25,148,61,3241792.0,29.513995986914356
9815,1,1,2,21,0.44,0.4394,0.33,0.2985,25,114,75,1481544.0,1.633404121532299
9816,1,1,2,22,0.4,0.4091,0.4,0.4478,17,118,80,1643032.0,163.63007223971312
9817,1,1,2,23,0.36,0.3333,0.4,0.3881,12,74,70,405224.0,0.5637325966004665
9818,1,1,2,0,0.34,0.303,0.39,0.3582,9,74,97,405224.0,0.7248437158702044
9819,1,1,2,1,0.32,0.303,0.39,0.2537,10,72,78,373248.0,0.6605113804923478
9820,1,1,2,2,0.3,0.2879,0.36,0.2836,3,48,24,110592.0,10.590792759495987
9821,1,1,2,3,0.3,0.2879,0.36,0.2239,3,15,99,3375.0,1260.7704250424647
9822,1,1,2,4,0.28,0.2576,0.41,0.3881,0,3,33,27.0,0.500022035944306
9823,1,1,2,5,0.26,0.2273,0.48,0.2985,1,2,24,8.0,10.590792759495987
9824,1,1,2,6,0.24,0.2121,0.52,0.3284,0,5,82,125.0,0.7614819393063025
9825,1,1,2,7,0.24,0.2121,0.52,0.2836,2,14,95,2744.0,0.5940846816900167
9826,1,1,2,8,0.24,0.2273,0.56,0.194,8,56,84,175616.0,0.5769706814181332
9827,1,1,2,9,0.24,0.2273,0.56,0.2537,20,93,14,804357.0,0.5023592408312615
9828,1,1,2,10,0.26,0.2424,0.52,0.2537,49,191,59,6967871.0,0.6109713317819904
9829,1,1,2,11,0.26,0.2273,0.56,0.3284,82,226,42,11543176.0,11.979139227322584
9830,1,1,2,12,0.28,0.2727,0.52,0.2537,71,255,67,16581375.0,6.921372193247372
9831,1,1,2,13,0.3,0.303,0.49,0.1642,64,261,2,17779581.0,0.5237528663423374
9832,1,1,2,14,0.32,0.3182,0.45,0.194,48,237,81,13312053.0,2.7018847930632726
9833,1,1,2,15,0.3,0.2879,0.49,0.194,85,253,62,16194277.0,3.8340720458680737
9834,1,1,2,16,0.32,0.303,0.45,0.2836,62,212,29,9528128.0,2.9729510585814833
9835,1,1,2,17,0.3,0.2879,0.49,0.2537,22,157,6,3869893.0,1.3877622922787505
9836,1,1,2,18,0.3,0.2727,0.49,0.3284,23,167,56,4657463.0,2.09008693583188
9837,1,1,2,19,0.3,0.2879,0.52,0.2537,18,119,50,1685159.0,1.3557021544363344
9838,1,1,2,20,0.3,0.2879,0.52,0.2836,22,103,63,1092727.0,0.8566369271513424
9839,1,1,2,21,0.26,0.2576,0.65,0.1642,3,36,16,46656.0,1.4043036899381962
9840,1,1,2,22,0.24,0.2576,0.75,0.0896,8,55,67,166375.0,6.921372193247372
9841,1,1,2,23,0.22,0.2273,0.93,0.1642,5,35,70,42875.0,0.5637325966004665
9842,1,1,2,0,0.24,0.2576,0.87,0.0896,5,41,59,68921.0,0.6109713317819904
9843,1,1,2,1,0.24,0.2576,0.87,0.0896,3,15,1,3375.0,0.5430441251857795
9844,1,1,2,2,0.24,0.2576,0.87,0.0896,1,20,18,8000.0,4.015858573649374
9845,1,1,2,3,0.24,0.2273,0.81,0.194,0,8,8,512.0,0.5026746699330502
9846,1,1,2,5,0.24,0.2121,0.6,0.3582,0,6,46,216.0,0.5258208681509198
9847,1,1,2,6,0.24,0.197,0.52,0.4179,1,10,98,1000.0,2.3440166611427986
9848,1,1,2,7,0.22,0.197,0.55,0.3284,2,44,83,85184.0,0.5080359962611123
9849,1,1,2,8,0.2,0.1818,0.59,0.3582,9,120,17,1728000.0,25.90505251316606
9850,1,1,2,9,0.2,0.1818,0.59,0.3582,12,110,34,1331000.0,0.6539868700870936
9851,1,1,2,10,0.22,0.197,0.55,0.4478,30,143,39,2924207.0,0.5092180208714154
9852,1,1,2,11,0.26,0.2273,0.48,0.3582,45,208,88,8998912.0,0.9658118980490871
9853,1,1,2,12,0.28,0.2727,0.45,0.2239,65,281,89,22188041.0,0.5376143475480764
9854,1,1,2,13,0.3,0.2879,0.42,0.2836,66,312,60,30371328.0,1.4384569591461411
9855,1,1,2,14,0.32,0.3182,0.36,0.194,57,263,44,18191447.0,0.9826059824898337
9856,1,1,2,15,0.34,0.3182,0.34,0.2239,54,289,1,24137569.0,0.5430441251857795
9857,1,1,2,16,0.36,0.3788,0.29,0.1045,64,280,40,21952000.0,0.573028742574676
9858,1,1,2,17,0.38,0.3939,0.27,0.2537,27,253,33,16194277.0,0.500022035944306
9859,1,1,2,18,0.34,0.3182,0.34,0.2239,27,242,47,14172488.0,0.8900177298266997
9860,1,1,2,19,0.34,0.3182,0.34,0.2239,8,172,91,5088448.0,0.9041693413125955
9861,1,1,2,20,0.34,0.3333,0.34,0.194,9,126,33,2000376.0,0.500022035944306
9862,1,1,2,21,0.3,0.303,0.39,0.1642,8,98,0,941192.0,1.0
9863,1,1,2,22,0.3,0.3182,0.45,0.0896,9,62,2,238328.0,0.5237528663423374
9864,1,1,2,23,0.3,0.3333,0.39,0,0,26,15,17576.0,0.6059548980890475
9865,1,1,2,0,0.26,0.303,0.65,0,1,12,51,1728.0,0.5987202322070889
9866,1,1,2,1,0.26,0.303,0.56,0,0,7,2,343.0,0.5237528663423374
9867,1,1,2,2,0.24,0.2879,0.6,0,0,3,13,27.0,0.7041425227235925
9868,1,1,2,4,0.22,0.2727,0.64,0,0,2,41,8.0,1.1885273858987428
9869,1,1,2,5,0.2,0.2576,0.69,0,0,15,75,3375.0,1.633404121532299
9870,1,1,2,6,0.2,0.2576,0.75,0,3,86,1,636056.0,0.5430441251857795
9871,1,1,2,7,0.22,0.2727,0.64,0,6,279,87,21717639.0,5.612234025512922
9872,1,1,2,8,0.2,0.2273,0.69,0.0896,5,464,60,99897344.0,1.4384569591461411
9873,1,1,2,9,0.2,0.2273,0.75,0.1045,6,217,91,10218313.0,0.9041693413125955
9874,1,1,2,10,0.24,0.2273,0.7,0.194,8,85,65,614125.0,0.5473967051355444
9875,1,1,2,11,0.26,0.2424,0.7,0.2836,5,86,85,636056.0,1.213703616753761
9876,1,1,2,12,0.3,0.2727,0.56,0.3881,16,163,48,4330747.0,4.315081398019611
9877,1,1,2,13,0.34,0.303,0.49,0.4179,8,131,70,2248091.0,0.5637325966004665
9878,1,1,2,14,0.32,0.2879,0.53,0.3881,16,124,20,1906624.0,0.5227541141700891
9879,1,1,2,15,0.34,0.303,0.49,0.4179,23,160,0,4096000.0,1.0
9880,1,1,2,16,0.36,0.3333,0.46,0.4179,14,254,68,16387064.0,9.796975387185967
9881,1,1,2,17,0.38,0.3939,0.4,0.4478,21,432,20,80621568.0,0.5227541141700891
9882,1,1,2,18,0.38,0.3939,0.4,0.4478,11,425,17,76765625.0,25.90505251316606
9883,1,1,2,19,0.36,0.3333,0.46,0.2985,5,304,57,28094464.0,0.696298942266857
9884,1,1,2,20,0.34,0.3182,0.53,0.2537,4,227,75,11697083.0,1.633404121532299
9885,1,1,2,21,0.34,0.3333,0.61,0.1642,7,154,3,3652264.0,0.8763320184878719
9886,1,1,2,22,0.34,0.3333,0.71,0.194,3,100,22,1000000.0,1.0089303546212294
9887,1,1,2,23,0.32,0.303,0.66,0.2239,1,47,97,103823.0,0.7248437158702044
9888,1,1,2,0,0.32,0.303,0.66,0.2239,5,24,36,13824.0,121.63753475026189
9889,1,1,2,1,0.32,0.3333,0.7,0.1343,3,7,32,343.0,0.6445680044638951
9890,1,1,2,2,0.34,0.3182,0.66,0.2836,1,6,34,216.0,0.6539868700870936
9891,1,1,2,3,0.34,0.3182,0.71,0.2239,1,4,59,64.0,0.6109713317819904
9892,1,1,2,4,0.34,0.3333,0.71,0.1642,0,2,69,8.0,1.129668825806919
9893,1,1,2,5,0.32,0.3333,0.7,0.1045,1,30,28,27000.0,0.7868403851802712
9894,1,1,2,6,0.32,0.3182,0.76,0.1642,5,90,99,729000.0,1260.7704250424647
9895,1,1,2,7,0.32,0.3333,0.76,0.0896,10,302,26,27543608.0,0.5673570710394846
9896,1,1,2,8,0.3,0.3182,0.75,0.0896,9,576,75,191102976.0,1.633404121532299
9897,1,1,2,9,0.32,0.3333,0.7,0.0896,11,252,34,16003008.0,0.6539868700870936
9898,1,1,2,10,0.34,0.3485,0.71,0.0896,17,139,71,2685619.0,0.5125433048899948
9899,1,1,2,11,0.36,0.3485,0.66,0.1642,22,171,22,5000211.0,1.0089303546212294
9900,1,1,2,12,0.4,0.4091,0.62,0.2836,21,207,58,8869743.0,0.5017882105819239
9901,1,1,2,13,0.42,0.4242,0.54,0.2985,15,190,32,6859000.0,0.6445680044638951
9902,1,1,2,14,0.44,0.4394,0.54,0.3284,35,177,19,5545233.0,0.869658074441806
9903,1,1,2,15,0.5,0.4848,0.31,0.4179,34,195,79,7414875.0,1.798925688187395
9904,1,1,2,16,0.52,0.5,0.29,0.4627,30,298,31,26463592.0,1.6779583343684343
9905,1,1,2,17,0.52,0.5,0.32,0.3881,43,529,33,148035889.0,0.500022035944306
9906,1,1,2,18,0.48,0.4697,0.41,0.3284,42,525,92,144703125.0,4.534449634384539
9907,1,1,2,19,0.46,0.4545,0.44,0.2836,22,327,20,34965783.0,0.5227541141700891
9908,1,1,2,20,0.44,0.4394,0.47,0.194,25,274,29,20570824.0,2.9729510585814833
9909,1,1,2,21,0.48,0.4697,0.33,0.2836,19,239,30,13651919.0,83.55352537043731
9910,1,1,2,22,0.44,0.4394,0.47,0.2537,18,147,57,3176523.0,0.696298942266857
9911,1,1,2,23,0.46,0.4545,0.41,0.2836,5,62,65,238328.0,0.5473967051355444
9912,1,1,2,0,0.44,0.4394,0.47,0.2537,12,42,84,74088.0,0.5769706814181332
9913,1,1,2,1,0.44,0.4394,0.58,0.2836,3,15,93,3375.0,19.33568064408107
9914,1,1,2,2,0.44,0.4394,0.62,0.2239,5,9,77,729.0,0.5001199891426975
9915,1,1,2,3,0.44,0.4394,0.67,0.194,2,6,25,216.0,1.1525407907094694
9916,1,1,2,4,0.4,0.4091,0.76,0.2239,0,1,15,1.0,0.6059548980890475
9917,1,1,2,5,0.4,0.4091,0.76,0.2239,2,32,100,32768.0,2.025790915867646
9918,1,1,2,6,0.36,0.3485,0.87,0.194,3,91,0,753571.0,1.0
9919,1,1,2,7,0.36,0.3485,0.81,0.2239,9,326,8,34645976.0,0.5026746699330502
9920,1,1,2,8,0.34,0.3333,0.87,0.194,11,560,0,175616000.0,1.0
9921,1,1,2,9,0.36,0.3333,0.81,0.2537,14,242,99,14172488.0,1260.7704250424647
9922,1,1,2,10,0.42,0.4242,0.67,0.194,41,148,99,3241792.0,1260.7704250424647
9923,1,1,2,11,0.48,0.4697,0.48,0.2836,54,182,27,6028568.0,0.5111492047520422
9924,1,1,2,12,0.5,0.4848,0.42,0.2537,25,224,58,11239424.0,0.5017882105819239
9925,1,1,2,13,0.52,0.5,0.39,0.194,30,218,23,10360232.0,6.50281329350808
9926,1,1,2,14,0.54,0.5152,0.37,0.2537,36,192,63,7077888.0,0.8566369271513424
9927,1,1,2,15,0.54,0.5152,0.33,0.1343,46,217,52,10218313.0,0.503365605112174
9928,1,1,2,16,0.56,0.5303,0.32,0,45,343,51,40353607.0,0.5987202322070889
9929,1,1,2,17,0.54,0.5152,0.32,0.1642,49,610,0,226981000.0,1.0
9930,1,1,2,18,0.54,0.5152,0.37,0.1343,36,522,87,142236648.0,5.612234025512922
9931,1,1,2,19,0.5,0.4848,0.39,0.0896,20,369,49,50243409.0,21.622861843277043
9932,1,1,2,20,0.46,0.4545,0.44,0.1343,23,269,8,19465109.0,0.5026746699330502
9933,1,1,2,21,0.44,0.4394,0.51,0.2239,17,222,49,10941048.0,21.622861843277043
9934,1,1,2,22,0.44,0.4394,0.54,0.2537,19,137,81,2571353.0,2.7018847930632726
9935,1,1,2,23,0.44,0.4394,0.54,0,14,85,39,614125.0,0.5092180208714154
9936,1,1,2,0,0.44,0.4394,0.58,0.0896,12,46,26,97336.0,0.5673570710394846
9937,1,1,2,1,0.44,0.4394,0.62,0.194,3,18,63,5832.0,0.8566369271513424
9938,1,1,2,2,0.42,0.4242,0.77,0.2836,1,5,76,125.0,0.6385257158828442
9939,1,1,2,3,0.42,0.4242,0.82,0.1343,0,5,72,125.0,0.7975605094780727
9940,1,1,2,4,0.4,0.4091,0.87,0.1343,0,2,55,8.0,4084.5228050458813
9941,1,1,2,5,0.4,0.4091,0.87,0.194,1,26,52,17576.0,0.503365605112174
9942,1,1,2,6,0.4,0.4091,0.87,0.1642,2,82,73,551368.0,3.0937909668046757
9943,1,1,2,7,0.4,0.4091,0.76,0.2239,7,272,5,20123648.0,24.34527915938213
9944,1,1,2,8,0.38,0.3939,0.76,0.3284,17,469,47,103161709.0,0.8900177298266997
9945,1,1,2,9,0.36,0.3333,0.81,0.2537,15,244,45,14526784.0,0.5402766739296717
9946,1,1,2,10,0.36,0.3485,0.81,0.1642,22,141,50,2803221.0,1.3557021544363344
9947,1,1,2,11,0.36,0.3636,0.81,0.1045,27,163,62,4330747.0,3.8340720458680737
9948,1,1,2,12,0.4,0.4091,0.76,0.1343,27,228,47,11852352.0,0.8900177298266997
9949,1,1,2,13,0.42,0.4242,0.71,0.1045,30,183,83,6128487.0,0.5080359962611123
9950,1,1,2,14,0.46,0.4545,0.67,0.1045,5,31,81,29791.0,2.7018847930632726
9951,1,1,2,15,0.4,0.4091,0.87,0.194,11,94,91,830584.0,0.9041693413125955
9952,1,1,2,16,0.4,0.4091,0.87,0.194,12,178,28,5639752.0,0.7868403851802712
9953,1,1,2,17,0.42,0.4242,0.94,0.1045,14,256,76,16777216.0,0.6385257158828442
9954,1,1,2,18,0.42,0.4242,0.94,0,11,300,16,27000000.0,1.4043036899381962
9955,1,1,2,19,0.44,0.4394,0.88,0.1045,6,233,80,12649337.0,163.63007223971312
9956,1,1,2,20,0.44,0.4394,0.62,0.4179,8,167,89,4657463.0,0.5376143475480764
9957,1,1,2,21,0.42,0.4242,0.35,0.806,1,152,88,3511808.0,0.9658118980490871
9958,1,1,2,22,0.4,0.4091,0.37,0.5821,4,106,97,1191016.0,0.7248437158702044
9959,1,1,2,23,0.38,0.3939,0.37,0.6866,10,86,36,636056.0,121.63753475026189
9960,1,1,2,0,0.36,0.3333,0.43,0.3881,5,61,37,226981.0,2.8053491651647224
9961,1,1,2,1,0.34,0.303,0.42,0.3582,4,46,70,97336.0,0.5637325966004665
9962,1,1,2,2,0.32,0.303,0.45,0.2537,1,38,35,54872.0,1.7488102347630208
9963,1,1,2,3,0.3,0.2727,0.45,0.2985,0,7,10,343.0,2.193083986739962
9964,1,1,2,4,0.3,0.2727,0.42,0.3284,0,2,60,8.0,1.4384569591461411
9965,1,1,2,5,0.3,0.2727,0.42,0.2985,0,3,28,27.0,0.7868403851802712
9966,1,1,2,6,0.3,0.2727,0.42,0.2985,1,13,24,2197.0,10.590792759495987
9967,1,1,2,7,0.28,0.2424,0.45,0.4478,3,23,91,12167.0,0.9041693413125955
9968,1,1,2,8,0.26,0.2273,0.48,0.2985,3,93,50,804357.0,1.3557021544363344
9969,1,1,2,9,0.22,0.197,0.75,0.3284,15,122,32,1815848.0,0.6445680044638951
9970,1,1,2,10,0.26,0.2273,0.6,0.3582,24,183,55,6128487.0,4084.5228050458813
9971,1,1,2,11,0.3,0.2576,0.39,0.6119,23,210,50,9261000.0,1.3557021544363344
9972,1,1,2,12,0.32,0.2727,0.29,0.6567,41,258,43,17173512.0,5.944410581534946
9973,1,1,2,13,0.32,0.2879,0.31,0.4925,48,226,27,11543176.0,0.5111492047520422
9974,1,1,2,14,0.32,0.2727,0.29,0.5522,35,216,79,10077696.0,1.798925688187395
9975,1,1,2,15,0.32,0.2879,0.29,0.4179,21,232,99,12487168.0,1260.7704250424647
9976,1,1,2,16,0.32,0.2727,0.26,0.5821,32,195,9,7414875.0,0.7081558739235672
9977,1,1,2,17,0.3,0.2727,0.33,0.3582,16,159,1,4019679.0,0.5430441251857795
9978,1,1,2,18,0.3,0.2576,0.28,0.5821,7,133,4,2352637.0,4.111884294479769
9979,1,1,2,19,0.26,0.2121,0.33,0.4478,12,149,55,3307949.0,4084.5228050458813
9980,1,1,2,20,0.26,0.2121,0.3,0.5522,10,105,60,1157625.0,1.4384569591461411
9981,1,1,2,21,0.24,0.2121,0.35,0.3284,5,85,53,614125.0,0.7163707881255232
9982,1,1,2,22,0.24,0.197,0.38,0.4627,4,82,40,551368.0,0.573028742574676
9983,1,1,2,23,0.24,0.197,0.41,0.4179,7,91,62,753571.0,3.8340720458680737
9984,1,1,2,0,0.24,0.2121,0.41,0.3582,7,70,90,343000.0,0.5279840346175494
9985,1,1,2,1,0.24,0.2121,0.44,0.3284,5,55,94,166375.0,1.3249455192268595
9986,1,1,2,2,0.24,0.2121,0.44,0.3284,5,42,65,74088.0,0.5473967051355444
9987,1,1,2,3,0.24,0.2273,0.41,0.194,0,21,56,9261.0,2.09008693583188
9988,1,1,2,4,0.24,0.2273,0.41,0.194,1,6,70,216.0,0.5637325966004665
9989,1,1,2,5,0.22,0.2121,0.44,0.2239,0,5,89,125.0,0.5376143475480764
9990,1,1,2,6,0.22,0.197,0.44,0.3284,0,2,19,8.0,0.869658074441806
9991,1,1,2,7,0.2,0.1818,0.51,0.2985,2,22,39,10648.0,0.5092180208714154
9992,1,1,2,8,0.2,0.197,0.51,0.2537,2,59,55,205379.0,4084.5228050458813
9993,1,1,2,9,0.22,0.2121,0.47,0.2239,11,87,88,658503.0,0.9658118980490871
9994,1,1,2,10,0.26,0.2576,0.41,0.1642,27,188,32,6644672.0,0.6445680044638951
9995,1,1,2,11,0.28,0.2576,0.41,0.2836,43,227,78,11697083.0,0.6605113804923478
9996,1,1,2,12,0.3,0.303,0.39,0.1343,49,305,6,28372625.0,1.3877622922787505
9997,1,1,2,13,0.32,0.3333,0.36,0,58,325,14,34328125.0,0.5023592408312615
9998,1,1,2,14,0.34,0.3485,0.31,0,68,331,43,36264691.0,5.944410581534946
9999,1,1,2,15,0.36,0.3485,0.29,0,72,353,42,43986977.0,11.979139227322584
10000,1,1,2,16,0.36,0.3333,0.32,0.2537,64,339,8,38958219.0,0.5026746699330502
10001,1,1,2,17,0.36,0.3485,0.32,0.2239,46,287,23,23639903.0,6.50281329350808
10002,1,1,2,18,0.34,0.3182,0.36,0.2836,17,216,93,10077696.0,19.33568064408107
10003,1,1,2,19,0.34,0.3333,0.34,0.1642,13,143,26,2924207.0,0.5673570710394846
10004,1,1,2,20,0.32,0.3182,0.42,0.1642,9,88,9,681472.0,0.7081558739235672
10005,1,1,2,21,0.3,0.303,0.45,0.1343,8,83,90,571787.0,0.5279840346175494
10006,1,1,2,22,0.3,0.2879,0.42,0.2239,3,71,64,357911.0,0.5208262701161901
