instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_1
8501,1,0,12,21,0.3,0.303,0.56,0.1343,4,19,14
8502,1,0,12,22,0.28,0.2727,0.61,0.1642,2,17,50
8503,1,0,12,23,0.26,0.2727,0.65,0.1343,2,16,56
8504,1,0,12,0,0.22,0.2273,0.75,0.1642,5,11,39
8505,1,0,12,1,0.28,0.2727,0.56,0.194,3,10,32
8506,1,0,12,2,0.34,0.3182,0.46,0.2239,2,7,28
8507,1,0,12,4,0.34,0.303,0.46,0.2985,0,2,20
8508,1,0,12,5,0.34,0.303,0.42,0.3881,0,4,39
8509,1,0,12,6,0.32,0.303,0.45,0.2836,0,4,8
8510,1,0,12,7,0.32,0.3182,0.45,0.194,2,19,37
8511,1,0,12,8,0.32,0.3333,0.45,0.1343,5,18,4
8512,1,0,12,9,0.34,0.303,0.46,0.2985,24,62,59
8513,1,0,12,10,0.34,0.2879,0.42,0.5224,31,70,51
8514,1,0,12,11,0.34,0.2879,0.46,0.5821,40,91,55
8515,1,0,12,12,0.36,0.3182,0.43,0.4627,34,100,91
8516,1,0,12,13,0.38,0.3939,0.4,0.2985,57,140,29
8517,1,0,12,14,0.38,0.3939,0.4,0.3284,73,153,21
8518,1,0,12,15,0.38,0.3939,0.4,0.2537,26,131,10
8519,1,0,12,16,0.36,0.3333,0.43,0.2836,28,97,13
8520,1,0,12,17,0.34,0.3182,0.46,0.2239,30,97,93
8521,1,0,12,18,0.32,0.3333,0.49,0.0896,21,75,19
8522,1,0,12,19,0.3,0.3182,0.65,0.0896,16,65,54
8523,1,0,12,20,0.3,0.3182,0.56,0.0896,14,56,89
8524,1,0,12,21,0.26,0.303,0.7,0,10,49,88
8525,1,0,12,22,0.26,0.303,0.7,0,5,27,41
8526,1,0,12,23,0.26,0.2727,0.7,0.1045,4,29,67
8527,1,0,12,0,0.26,0.2576,0.7,0.1642,3,12,55
8528,1,0,12,1,0.26,0.2727,0.7,0.1343,0,6,82
8529,1,0,12,2,0.26,0.2727,0.7,0.1343,2,4,26
8530,1,0,12,3,0.3,0.2879,0.61,0.2239,0,3,87
8531,1,0,12,4,0.3,0.2879,0.65,0.2239,0,3,28
8532,1,0,12,5,0.3,0.2727,0.64,0.2836,0,8,71
8533,1,0,12,6,0.3,0.2727,0.61,0.2985,0,35,57
8534,1,0,12,7,0.3,0.2879,0.65,0.2836,1,80,27
8535,1,0,12,8,0.3,0.303,0.65,0.1642,9,164,3
8536,1,0,12,9,0.32,0.3333,0.66,0.1045,19,104,100
8537,1,0,12,10,0.32,0.3333,0.66,0.0896,13,60,56
8538,1,0,12,11,0.32,0.3333,0.66,0.1045,6,30,20
8539,1,0,12,12,0.3,0.3182,0.81,0.0896,8,24,78
8540,1,0,12,13,0.3,0.303,0.87,0.1343,1,20,32
8541,1,0,12,14,0.42,0.4242,0.82,0.3881,0,14,0
8542,1,0,12,15,0.42,0.4242,0.82,0.3881,2,19,14
8543,1,0,12,16,0.44,0.4394,0.88,0.3284,2,46,87
8544,1,0,12,17,0.4,0.4091,0.87,0.1343,6,115,53
8545,1,0,12,18,0.38,0.3939,0.87,0.2836,9,135,40
8546,1,0,12,19,0.34,0.3333,0.87,0.1642,3,90,89
8547,1,0,12,20,0.32,0.3333,0.93,0.0896,3,69,43
8548,1,0,12,21,0.32,0.3333,0.87,0.0896,11,63,95
8549,1,0,12,22,0.32,0.3333,0.87,0.0896,3,32,36
8550,1,0,12,23,0.3,0.303,0.93,0.1343,2,26,32
8551,1,0,12,0,0.32,0.3182,0.87,0.1642,0,10,55
8552,1,0,12,1,0.32,0.3182,0.76,0.1642,0,12,33
8553,1,0,12,2,0.32,0.303,0.61,0.2537,0,7,7
8554,1,0,12,3,0.32,0.303,0.61,0.2537,0,4,35
8555,1,0,12,5,0.32,0.2879,0.57,0.3582,0,9,7
8556,1,0,12,6,0.32,0.303,0.57,0.2537,1,43,94
8557,1,0,12,7,0.32,0.303,0.57,0.2537,4,110,2
8558,1,0,12,8,0.32,0.2879,0.57,0.3582,11,217,63
8559,1,0,12,9,0.32,0.303,0.57,0.3284,18,189,57
8560,1,0,12,10,0.34,0.3182,0.57,0.2239,12,96,19
8561,1,0,12,11,0.36,0.3333,0.46,0.3582,18,111,26
8562,1,0,12,12,0.34,0.2879,0.46,0.5522,32,140,11
8563,1,0,12,13,0.34,0.2879,0.39,0.4627,24,159,20
8564,1,0,12,14,0.32,0.2879,0.39,0.3881,24,120,81
8565,1,0,12,15,0.32,0.2879,0.36,0.4179,16,117,97
8566,1,0,12,16,0.3,0.2727,0.36,0.4179,23,167,2
8567,1,0,12,17,0.28,0.2727,0.38,0.2537,25,250,9
8568,1,0,12,18,0.26,0.2273,0.38,0.3284,10,169,34
8569,1,0,12,19,0.24,0.2273,0.41,0.2537,16,151,50
8570,1,0,12,20,0.24,0.2273,0.41,0.2239,9,79,34
8571,1,0,12,21,0.22,0.2273,0.44,0.1343,7,70,61
8572,1,0,12,22,0.22,0.2424,0.44,0.1045,2,33,36
8573,1,0,12,23,0.22,0.2121,0.44,0.2537,3,39,8
8574,1,0,12,0,0.22,0.2273,0.47,0.194,4,28,11
8575,1,0,12,1,0.22,0.2121,0.47,0.2239,0,15,57
8576,1,0,12,2,0.2,0.2273,0.51,0.1045,0,3,66
8577,1,0,12,3,0.2,0.197,0.55,0.194,0,2,46
8578,1,0,12,4,0.2,0.2121,0.55,0.1642,1,3,91
8579,1,0,12,5,0.2,0.2273,0.55,0.1045,0,10,61
8580,1,0,12,6,0.2,0.2576,0.59,0,2,41,77
8581,1,0,12,7,0.18,0.2121,0.64,0.0896,2,106,11
8582,1,0,12,8,0.2,0.2576,0.64,0,3,210,82
8583,1,0,12,9,0.2,0.2121,0.64,0.1343,15,170,92
8584,1,0,12,10,0.22,0.2273,0.64,0.1642,13,110,59
8585,1,0,12,11,0.24,0.2576,0.6,0.0896,23,122,99
8586,1,0,12,12,0.26,0.2727,0.56,0.1045,12,130,10
8587,1,0,12,13,0.28,0.2879,0.52,0.1045,36,131,37
8588,1,0,12,14,0.3,0.3333,0.52,0,30,142,96
8589,1,0,12,15,0.3,0.3182,0.52,0.0896,27,177,70
8590,1,0,12,16,0.3,0.303,0.52,0.1642,22,177,37
8591,1,0,12,17,0.3,0.303,0.61,0.1642,14,240,95
8592,1,0,12,18,0.3,0.303,0.56,0.1343,15,207,81
8593,1,0,12,19,0.3,0.3182,0.56,0.1045,11,135,100
8594,1,0,12,20,0.28,0.2879,0.65,0.1045,8,96,30
8595,1,0,12,21,0.28,0.2879,0.61,0.1343,8,68,92
8596,1,0,12,22,0.28,0.2879,0.65,0.1343,7,55,88
8597,1,0,12,23,0.3,0.303,0.65,0.1642,1,45,31
8598,1,0,12,0,0.28,0.2879,0.7,0.1343,4,30,61
8599,1,0,12,1,0.26,0.2879,0.65,0.0896,9,20,23
8600,1,0,12,2,0.24,0.2576,0.7,0.1045,2,12,6
8601,1,0,12,3,0.24,0.2576,0.7,0.1045,0,6,51
8602,1,0,12,4,0.24,0.2576,0.7,0.0896,0,2,19
8603,1,0,12,5,0.22,0.2576,0.75,0.0896,0,10,40
8604,1,0,12,6,0.24,0.2576,0.7,0.0896,1,32,73
8605,1,0,12,7,0.24,0.2576,0.75,0.0896,3,95,41
8606,1,0,12,8,0.24,0.2576,0.75,0.0896,12,205,0
8607,1,0,12,9,0.26,0.303,0.75,0,19,194,30
8608,1,0,12,10,0.3,0.2879,0.65,0.2537,10,118,38
8609,1,0,12,11,0.32,0.3182,0.66,0.194,45,171,74
8610,1,0,12,12,0.32,0.3333,0.57,0.1343,38,197,65
8611,1,0,12,13,0.36,0.3485,0.53,0.1343,53,207,33
8612,1,0,12,14,0.4,0.4091,0.47,0.0896,67,245,3
8613,1,0,12,15,0.42,0.4242,0.44,0,56,292,11
8614,1,0,12,16,0.42,0.4242,0.47,0.194,36,283,88
8615,1,0,12,17,0.38,0.3939,0.54,0.1642,54,242,46
8616,1,0,12,18,0.36,0.3485,0.62,0.1343,19,182,68
8617,1,0,12,19,0.34,0.303,0.49,0.4179,16,112,24
8618,1,0,12,20,0.34,0.3485,0.66,0.1045,16,91,67
8619,1,0,12,21,0.36,0.3636,0.66,0.1045,11,95,12
8620,1,0,12,22,0.34,0.3333,0.71,0.1642,7,85,31
8621,1,0,12,23,0.36,0.3333,0.66,0.2537,13,73,50
8622,1,0,12,0,0.38,0.3939,0.62,0.3284,7,44,12
8623,1,0,12,1,0.4,0.4091,0.62,0.2836,4,35,91
8624,1,0,12,2,0.4,0.4091,0.62,0.2836,1,28,28
8625,1,0,12,3,0.4,0.4091,0.62,0.2836,1,18,70
8626,1,0,12,4,0.38,0.3939,0.71,0.2239,1,10,4
8627,1,0,12,5,0.36,0.3485,0.76,0.2239,1,1,98
8628,1,0,12,6,0.4,0.4091,0.71,0.0896,1,6,51
8629,1,0,12,7,0.38,0.3939,0.76,0,6,19,21
8630,1,0,12,8,0.34,0.3333,0.81,0.1343,7,49,45
8631,1,0,12,9,0.38,0.3939,0.76,0,18,90,8
8632,1,0,12,10,0.4,0.4091,0.76,0.1642,20,128,64
8633,1,0,12,11,0.42,0.4242,0.71,0.1642,65,217,30
8634,1,0,12,12,0.52,0.5,0.39,0.2985,93,273,18
8635,1,0,12,13,0.5,0.4848,0.42,0.4925,108,313,97
8636,1,0,12,14,0.46,0.4545,0.51,0.3284,115,300,66
8637,1,0,12,15,0.46,0.4545,0.47,0.4925,89,253,48
8638,1,0,12,16,0.44,0.4394,0.51,0.3881,52,195,4
8639,1,0,12,17,0.42,0.4242,0.54,0.194,28,129,55
8640,1,0,12,18,0.42,0.4242,0.54,0.1343,13,93,75
8641,1,0,12,19,0.42,0.4242,0.54,0.2239,19,92,15
8642,1,0,12,20,0.42,0.4242,0.54,0.2239,8,71,73
8643,1,0,12,21,0.4,0.4091,0.58,0.194,2,52,86
8644,1,0,12,22,0.38,0.3939,0.62,0.1343,2,38,19
8645,1,0,12,23,0.36,0.3788,0.66,0,4,31,51
8646,1,1,1,0,0.36,0.3788,0.66,0,5,48,9
8647,1,1,1,1,0.36,0.3485,0.66,0.1343,15,93,2
8648,1,1,1,2,0.32,0.3485,0.76,0,16,75,11
8649,1,1,1,3,0.3,0.3333,0.81,0,11,52,79
8650,1,1,1,4,0.28,0.303,0.81,0.0896,0,8,48
8651,1,1,1,5,0.28,0.2879,0.81,0.1045,0,5,79
8652,1,1,1,6,0.26,0.2727,0.93,0.1343,1,2,65
8653,1,1,1,7,0.26,0.2576,0.93,0.1642,1,7,82
8654,1,1,1,8,0.26,0.2727,0.87,0.1045,4,14,79
8655,1,1,1,9,0.26,0.2727,0.93,0.1045,13,40,96
8656,1,1,1,10,0.3,0.3182,0.81,0.1045,18,70,75
8657,1,1,1,11,0.34,0.3333,0.76,0.1343,40,138,51
8658,1,1,1,12,0.4,0.4091,0.62,0.2836,58,201,91
8659,1,1,1,13,0.42,0.4242,0.58,0.2836,82,223,67
8660,1,1,1,14,0.44,0.4394,0.54,0.2985,120,267,98
8661,1,1,1,15,0.46,0.4545,0.51,0.2985,101,265,7
8662,1,1,1,16,0.44,0.4394,0.54,0.2985,68,215,95
8663,1,1,1,17,0.48,0.4697,0.48,0.1642,36,111,19
8664,1,1,1,18,0.46,0.4545,0.59,0.2537,25,106,59
8665,1,1,1,19,0.42,0.4242,0.67,0.3881,20,105,78
8666,1,1,1,20,0.44,0.4394,0.62,0.2985,25,83,45
8667,1,1,1,21,0.44,0.4394,0.67,0.2537,10,71,3
8668,1,1,1,22,0.46,0.4545,0.55,0.4179,13,66,71
8669,1,1,1,23,0.44,0.4394,0.51,0.2985,4,29,100
8670,1,1,1,0,0.4,0.4091,0.4,0.4627,8,39,86
8671,1,1,1,1,0.36,0.3333,0.43,0.4179,1,12,26
8672,1,1,1,2,0.36,0.3182,0.34,0.4478,1,7,63
8673,1,1,1,4,0.28,0.2576,0.45,0.3284,0,4,77
8674,1,1,1,5,0.28,0.2576,0.45,0.3284,1,4,84
8675,1,1,1,6,0.26,0.2273,0.41,0.3881,0,14,29
8676,1,1,1,7,0.24,0.2121,0.32,0.3881,0,16,89
8677,1,1,1,8,0.24,0.2273,0.35,0.2537,2,53,58
8678,1,1,1,9,0.24,0.2576,0.35,0,15,68,10
8679,1,1,1,10,0.26,0.2424,0.35,0.2836,20,109,9
8680,1,1,1,11,0.26,0.2121,0.35,0.4925,33,175,65
8681,1,1,1,12,0.28,0.2727,0.36,0.2537,41,202,59
8682,1,1,1,13,0.3,0.2727,0.36,0.2985,26,176,97
8683,1,1,1,14,0.3,0.2727,0.36,0.4179,10,151,37
8684,1,1,1,15,0.28,0.2424,0.38,0.4478,29,168,63
8685,1,1,1,16,0.26,0.2273,0.35,0.4179,10,154,20
8686,1,1,1,17,0.26,0.2273,0.35,0.3881,17,153,47
8687,1,1,1,18,0.26,0.2424,0.33,0.2537,13,126,96
8688,1,1,1,19,0.24,0.2273,0.38,0.2239,4,93,72
8689,1,1,1,20,0.24,0.2273,0.41,0.2239,5,88,71
8690,1,1,1,21,0.24,0.2121,0.41,0.3284,3,66,95
8691,1,1,1,22,0.22,0.2121,0.44,0.2836,3,39,92
8692,1,1,1,23,0.22,0.2121,0.44,0.2537,2,34,26
8693,1,1,1,0,0.2,0.197,0.51,0.2537,0,13,85
8694,1,1,1,1,0.18,0.1818,0.55,0.2239,1,6,81
8695,1,1,1,2,0.18,0.1667,0.51,0.2537,0,3,73
8696,1,1,1,3,0.16,0.1364,0.55,0.2836,0,2,3
8697,1,1,1,4,0.16,0.1515,0.55,0.2537,0,5,91
8698,1,1,1,5,0.14,0.1364,0.54,0.194,0,12,10
8699,1,1,1,6,0.14,0.1212,0.59,0.2836,4,85,10
8700,1,1,1,7,0.14,0.1212,0.59,0.2537,2,170,13
8701,1,1,1,8,0.16,0.1364,0.55,0.2836,5,354,74
8702,1,1,1,9,0.16,0.1364,0.5,0.2836,8,153,15
8703,1,1,1,10,0.16,0.1212,0.47,0.4627,5,60,2
8704,1,1,1,11,0.18,0.1364,0.37,0.5224,12,75,51
8705,1,1,1,12,0.18,0.1364,0.37,0.5224,4,74,23
8706,1,1,1,13,0.18,0.1212,0.34,0.6567,5,73,71
8707,1,1,1,14,0.16,0.1212,0.43,0.5224,7,79,85
8708,1,1,1,15,0.16,0.1212,0.37,0.4179,9,77,47
8709,1,1,1,16,0.14,0.0909,0.39,0.5821,7,136,79
8710,1,1,1,17,0.14,0.1061,0.26,0.4627,4,245,21
8711,1,1,1,18,0.14,0.0909,0.26,0.5224,10,224,19
8712,1,1,1,19,0.12,0.0909,0.28,0.4179,4,156,67
8713,1,1,1,20,0.12,0.1212,0.33,0.2537,0,115,63
8714,1,1,1,21,0.1,0.1061,0.36,0.2239,2,68,72
8715,1,1,1,22,0.1,0.1061,0.46,0.2537,0,33,12
8716,1,1,1,23,0.1,0.0758,0.46,0.3881,0,18,90
8717,1,1,1,0,0.08,0.0606,0.42,0.3284,0,9,87
8718,1,1,1,1,0.04,0.0303,0.38,0.2985,0,3,96
8719,1,1,1,2,0.02,0.0152,0.34,0.2836,0,1,81
8720,1,1,1,3,0.02,0.0152,0.34,0.2836,0,1,27
8721,1,1,1,4,0.02,0.0455,0.41,0.194,0,2,51
8722,1,1,1,5,0.02,0.0455,0.41,0.194,0,14,85
8723,1,1,1,6,0.02,0.0455,0.41,0.1642,0,59,7
8724,1,1,1,7,0.02,0.0455,0.44,0.194,1,152,34
8725,1,1,1,8,0.02,0.0606,0.44,0.1343,5,315,33
8726,1,1,1,9,0.04,0.0606,0.45,0.1343,7,180,45
8727,1,1,1,10,0.06,0.1061,0.45,0,7,64,77
8728,1,1,1,11,0.08,0.1212,0.42,0.0896,6,46,9
8729,1,1,1,12,0.1,0.1061,0.46,0.194,9,84,90
8730,1,1,1,13,0.14,0.1212,0.43,0.2537,9,91,89
8731,1,1,1,14,0.14,0.1212,0.46,0.2537,6,75,5
8732,1,1,1,15,0.18,0.1515,0.37,0.3284,9,90,71
8733,1,1,1,16,0.18,0.1667,0.4,0.2836,8,131,13
8734,1,1,1,17,0.2,0.197,0.4,0.194,9,281,45
8735,1,1,1,18,0.2,0.2121,0.37,0.1343,9,289,70
8736,1,1,1,19,0.2,0.2273,0.4,0.1045,2,184,45
8737,1,1,1,20,0.2,0.197,0.4,0.194,2,123,24
8738,1,1,1,21,0.2,0.2576,0.44,0,2,90,47
8739,1,1,1,22,0.2,0.2273,0.47,0.0896,4,52,15
8740,1,1,1,23,0.2,0.2273,0.44,0.1045,0,32,61
8741,1,1,1,0,0.22,0.2273,0.47,0.194,1,14,26
8742,1,1,1,1,0.2,0.2273,0.51,0.0896,0,5,77
8743,1,1,1,2,0.2,0.2273,0.51,0.0896,0,4,16
8744,1,1,1,3,0.2,0.2576,0.61,0,0,4,36
8745,1,1,1,4,0.2,0.2273,0.59,0.0896,0,5,16
8746,1,1,1,5,0.2,0.2273,0.59,0.0896,0,26,86
8747,1,1,1,6,0.2,0.2121,0.75,0.1343,0,78,99
8748,1,1,1,7,0.2,0.2273,0.69,0.0896,3,215,62
8749,1,1,1,8,0.2,0.2576,0.75,0,11,388,18
8750,1,1,1,9,0.22,0.2727,0.69,0,7,227,98
8751,1,1,1,10,0.24,0.2576,0.52,0.0896,5,86,90
8752,1,1,1,11,0.3,0.3333,0.49,0,6,84,1
8753,1,1,1,12,0.3,0.2879,0.49,0.2537,6,120,0
8754,1,1,1,13,0.34,0.303,0.42,0.2985,6,118,11
8755,1,1,1,14,0.34,0.3182,0.39,0.2836,13,117,78
8756,1,1,1,15,0.36,0.3333,0.34,0.2836,6,119,87
8757,1,1,1,16,0.36,0.3333,0.34,0.2836,19,197,33
8758,1,1,1,17,0.36,0.3485,0.34,0.194,19,412,64
8759,1,1,1,18,0.34,0.3333,0.36,0.1642,9,383,29
8760,1,1,1,19,0.34,0.3485,0.34,0.0896,10,265,95
8761,1,1,1,20,0.3,0.3333,0.49,0,5,177,4
8762,1,1,1,21,0.26,0.2727,0.6,0.1343,9,97,26
8763,1,1,1,22,0.26,0.2576,0.6,0.1642,1,71,93
8764,1,1,1,23,0.24,0.2576,0.7,0.1045,4,60,70
8765,1,1,1,0,0.22,0.2576,0.75,0.0896,1,25,14
8766,1,1,1,1,0.22,0.2727,0.75,0,2,8,84
8767,1,1,1,2,0.22,0.2273,0.69,0.1642,2,5,13
8768,1,1,1,3,0.22,0.2424,0.69,0.1045,1,4,99
8769,1,1,1,4,0.22,0.2273,0.69,0.1343,0,3,4
8770,1,1,1,5,0.2,0.2121,0.8,0.1343,0,13,31
8771,1,1,1,6,0.22,0.2424,0.73,0.1045,1,70,78
8772,1,1,1,7,0.24,0.2879,0.65,0,4,205,37
8773,1,1,1,8,0.24,0.2424,0.7,0.1343,11,447,51
8774,1,1,1,9,0.24,0.2424,0.7,0.1642,4,241,42
8775,1,1,1,10,0.26,0.2576,0.65,0.194,14,116,77
8776,1,1,1,11,0.3,0.303,0.56,0.1642,8,138,93
8777,1,1,1,12,0.36,0.3333,0.5,0.2537,23,191,15
8778,1,1,1,13,0.4,0.4091,0.43,0.2836,16,204,86
8779,1,1,1,14,0.46,0.4545,0.36,0.194,26,178,84
8780,1,1,1,15,0.52,0.5,0.27,0.2537,44,222,22
8781,1,1,1,16,0.52,0.5,0.27,0.2836,35,294,92
8782,1,1,1,17,0.46,0.4545,0.36,0.2239,20,476,99
8783,1,1,1,18,0.5,0.4848,0.29,0.2537,28,419,88
8784,1,1,1,19,0.46,0.4545,0.33,0.2836,11,272,8
8785,1,1,1,20,0.42,0.4242,0.41,0.194,14,177,26
8786,1,1,1,21,0.4,0.4091,0.43,0.2239,17,154,45
8787,1,1,1,22,0.36,0.3485,0.5,0.194,12,135,31
8788,1,1,1,23,0.36,0.3788,0.5,0,13,101,66
8789,1,1,1,0,0.36,0.3485,0.5,0.1642,2,79,52
8790,1,1,1,1,0.38,0.3939,0.46,0.1642,6,62,68
8791,1,1,1,2,0.36,0.3636,0.5,0.1045,2,38,36
8792,1,1,1,3,0.32,0.3333,0.57,0.1045,1,20,84
8793,1,1,1,4,0.32,0.3333,0.57,0.0896,1,10,30
8794,1,1,1,5,0.26,0.2727,0.75,0.1045,2,9,40
8795,1,1,1,6,0.26,0.2727,0.75,0.1045,0,7,7
8796,1,1,1,7,0.22,0.2273,0.87,0.194,0,20,29
8797,1,1,1,8,0.24,0.2576,0.75,0.1045,0,64,89
8798,1,1,1,9,0.22,0.2273,0.8,0.1343,14,130,11
8799,1,1,1,10,0.28,0.303,0.75,0.0896,43,203,7
8800,1,1,1,11,0.34,0.3182,0.57,0.2239,74,324,43
8801,1,1,1,12,0.4,0.4091,0.43,0.2239,100,376,0
8802,1,1,1,13,0.44,0.4394,0.44,0.194,149,445,1
8803,1,1,1,14,0.5,0.4848,0.42,0.2836,156,512,77
8804,1,1,1,15,0.58,0.5455,0.37,0.2985,132,449,32
8805,1,1,1,16,0.56,0.5303,0.37,0.2836,133,401,7
8806,1,1,1,17,0.54,0.5152,0.43,0.1343,87,322,34
8807,1,1,1,18,0.54,0.5152,0.45,0.1343,49,297,14
8808,1,1,1,19,0.52,0.5,0.42,0.1045,44,215,51
8809,1,1,1,20,0.5,0.4848,0.39,0.2537,21,170,60
8810,1,1,1,21,0.44,0.4394,0.44,0.2239,22,140,97
8811,1,1,1,22,0.44,0.4394,0.38,0.2537,16,109,31
8812,1,1,1,23,0.42,0.4242,0.38,0.2239,16,119,85
8813,1,1,1,0,0.38,0.3939,0.4,0.2836,14,91,70
8814,1,1,1,1,0.34,0.3333,0.42,0.194,10,72,81
8815,1,1,1,2,0.36,0.3333,0.37,0.2836,10,67,18
8816,1,1,1,3,0.34,0.3333,0.42,0.1343,6,32,85
8817,1,1,1,4,0.32,0.303,0.49,0.2537,2,6,30
8818,1,1,1,5,0.32,0.3333,0.49,0.1045,0,2,97
8819,1,1,1,6,0.3,0.3333,0.52,0,0,2,45
8820,1,1,1,7,0.3,0.3333,0.52,0,1,24,44
8821,1,1,1,8,0.3,0.303,0.52,0.1343,4,57,87
8822,1,1,1,9,0.32,0.3333,0.53,0.1343,23,125,28
8823,1,1,1,10,0.34,0.3333,0.49,0.1642,27,208,12
8824,1,1,1,11,0.36,0.3485,0.46,0.2239,55,256,50
8825,1,1,1,12,0.38,0.3939,0.43,0.2239,78,351,32
8826,1,1,1,13,0.4,0.4091,0.37,0.2985,77,343,79
8827,1,1,1,14,0.4,0.4091,0.4,0.194,75,328,1
8828,1,1,1,15,0.4,0.4091,0.37,0.2836,89,330,29
8829,1,1,1,16,0.4,0.4091,0.37,0.2985,58,314,34
8830,1,1,1,17,0.38,0.3939,0.4,0.2239,22,219,86
8831,1,1,1,18,0.34,0.3182,0.46,0.2239,19,181,52
8832,1,1,1,19,0.32,0.3182,0.49,0.194,8,112,25
8833,1,1,1,20,0.3,0.303,0.52,0.1642,7,126,25
8834,1,1,1,21,0.28,0.2727,0.56,0.2239,10,91,30
8835,1,1,1,22,0.26,0.2727,0.6,0.1045,4,58,92
8836,1,1,1,23,0.26,0.2424,0.56,0.2537,0,30,92
8837,1,1,1,0,0.24,0.2273,0.6,0.2239,3,15,86
8838,1,1,1,1,0.24,0.2424,0.6,0.1343,1,5,46
8839,1,1,1,2,0.24,0.2424,0.56,0.1343,2,5,68
8840,1,1,1,3,0.24,0.2424,0.52,0.1642,0,3,21
8841,1,1,1,4,0.22,0.2424,0.64,0.1045,0,4,33
8842,1,1,1,5,0.2,0.2273,0.64,0.0896,0,21,44
8843,1,1,1,6,0.22,0.2273,0.6,0.1343,3,88,52
8844,1,1,1,7,0.22,0.2424,0.6,0.1045,1,240,32
8845,1,1,1,8,0.22,0.2576,0.55,0.0896,13,420,96
8846,1,1,1,9,0.22,0.2727,0.64,0,9,197,23
8847,1,1,1,10,0.24,0.2879,0.6,0,13,108,25
8848,1,1,1,11,0.26,0.2879,0.56,0.0896,6,88,75
8849,1,1,1,12,0.26,0.2727,0.56,0.1045,10,103,26
8850,1,1,1,13,0.26,0.2727,0.56,0.1045,3,80,48
8851,1,1,1,14,0.22,0.2273,0.75,0.1642,5,50,56
8852,1,1,1,15,0.22,0.2273,0.75,0.1642,5,69,30
8853,1,1,1,16,0.22,0.2576,0.87,0.0896,3,49,15
8854,1,1,1,17,0.22,0.2727,0.87,0,5,152,62
8855,1,1,1,18,0.2,0.2273,0.86,0.0896,6,164,6
8856,1,1,1,19,0.2,0.2273,0.93,0.0896,3,190,80
8857,1,1,1,20,0.2,0.2273,0.86,0.0896,5,132,19
8858,1,1,1,21,0.2,0.2576,0.93,0,1,79,2
8859,1,1,1,22,0.2,0.2273,0.92,0.1045,8,62,92
8860,1,1,1,23,0.22,0.2424,0.87,0.1045,1,52,65
8861,1,1,1,0,0.22,0.2424,0.87,0.1045,0,14,43
8862,1,1,1,1,0.22,0.2424,0.93,0.1045,2,5,55
8863,1,1,1,2,0.22,0.2273,0.87,0.1642,2,4,99
8864,1,1,1,4,0.2,0.2121,0.86,0.1642,0,4,23
8865,1,1,1,5,0.4,0.4091,0.47,0.2239,0,23,63
8866,1,1,1,6,0.18,0.1818,0.93,0.194,0,79,40
8867,1,1,1,7,0.18,0.197,0.93,0.1642,3,222,54
8868,1,1,1,8,0.18,0.197,0.93,0.1642,6,471,47
8869,1,1,1,9,0.18,0.197,0.93,0.1642,11,195,8
8870,1,1,1,10,0.18,0.197,0.93,0.1642,3,83,79
8871,1,1,1,11,0.42,0.4242,0.38,0.2985,8,101,6
8872,1,1,1,12,0.42,0.4242,0.38,0.2985,13,140,27
8873,1,1,1,13,0.42,0.4242,0.38,0.2985,15,178,41
8874,1,1,1,14,0.42,0.4242,0.38,0.2985,10,106,83
8875,1,1,1,15,0.42,0.4242,0.38,0.2985,17,136,32
8876,1,1,1,16,0.42,0.4242,0.38,0.3582,15,240,20
8877,1,1,1,17,0.42,0.4242,0.38,0.2537,14,460,37
8878,1,1,1,18,0.4,0.4091,0.4,0.1045,13,385,42
8879,1,1,1,19,0.38,0.3939,0.46,0.1045,11,281,36
8880,1,1,1,20,0.34,0.3485,0.53,0.1045,10,200,10
8881,1,1,1,21,0.32,0.3333,0.66,0.0896,7,116,37
8882,1,1,1,22,0.3,0.303,0.7,0.0896,10,114,54
8883,1,1,1,23,0.26,0.2727,0.81,0.1045,3,41,71
8884,1,1,1,0,0.26,0.303,0.81,0,2,28,72
8885,1,1,1,1,0.24,0.2576,0.87,0.0896,1,7,32
8886,1,1,1,2,0.2,0.2121,0.85,0.1642,0,5,12
8887,1,1,1,3,0.22,0.2727,0.8,0,0,4,88
8888,1,1,1,4,0.2,0.2121,0.8,0.1343,0,2,68
8889,1,1,1,5,0.2,0.2121,0.8,0.1343,0,22,20
8890,1,1,1,6,0.2,0.2121,0.86,0.1343,2,74,10
8891,1,1,1,7,0.2,0.2121,0.8,0.1343,9,256,37
8892,1,1,1,8,0.2,0.2273,0.82,0.1045,11,499,41
8893,1,1,1,9,0.2,0.2121,0.86,0.1343,7,225,15
8894,1,1,1,10,0.24,0.2424,0.87,0.1343,13,97,54
8895,1,1,1,11,0.26,0.2879,0.87,0.0896,9,99,43
8896,1,1,1,12,0.3,0.3333,0.81,0,4,55,43
8897,1,1,1,13,0.32,0.3485,0.76,0,8,65,40
8898,1,1,1,14,0.32,0.3333,0.81,0.1045,3,73,25
8899,1,1,1,15,0.34,0.3485,0.87,0.0896,6,79,40
8900,1,1,1,16,0.34,0.3182,0.87,0.2537,6,118,91
8901,1,1,1,17,0.34,0.3182,0.87,0.2239,6,134,6
8902,1,1,1,18,0.34,0.3333,0.87,0.194,2,98,63
8903,1,1,1,19,0.32,0.303,0.93,0.2239,1,93,36
