instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_2,feature_y_2
10848,2,1,4,2,0.44,0.4394,0.94,0.1343,2,5,83,125.0
10849,2,1,4,4,0.4,0.4091,0.76,0.4925,2,4,53,64.0
10850,2,1,4,5,0.4,0.4091,0.76,0.4925,2,24,76,13824.0
10851,2,1,4,6,0.36,0.3182,0.71,0.4627,6,110,68,1331000.0
10852,2,1,4,7,0.34,0.303,0.66,0.3881,12,306,26,28652616.0
10853,2,1,4,8,0.36,0.3333,0.57,0.3284,36,589,83,204336469.0
10854,2,1,4,9,0.38,0.3939,0.54,0.3582,52,317,54,31855013.0
10855,2,1,4,10,0.4,0.4091,0.5,0.5224,85,204,30,8489664.0
10856,2,1,4,11,0.42,0.4242,0.47,0.4478,81,209,29,9129329.0
10857,2,1,4,12,0.44,0.4394,0.44,0.4478,100,281,85,22188041.0
10858,2,1,4,13,0.46,0.4545,0.36,0.2985,97,281,75,22188041.0
10859,2,1,4,14,0.46,0.4545,0.31,0.4179,127,268,57,19248832.0
10860,2,1,4,15,0.48,0.4697,0.33,0.4179,132,324,51,34012224.0
10861,2,1,4,16,0.5,0.4848,0.34,0.3284,104,395,69,61629875.0
10862,2,1,4,17,0.5,0.4848,0.29,0.2836,128,729,93,387420489.0
10863,2,1,4,18,0.5,0.4848,0.27,0.2537,75,618,27,236029032.0
10864,2,1,4,19,0.5,0.4848,0.27,0.2537,66,494,51,120553784.0
10865,2,1,4,20,0.46,0.4545,0.31,0.1642,48,329,27,35611289.0
10866,2,1,4,21,0.46,0.4545,0.28,0.1343,24,238,43,13481272.0
10867,2,1,4,22,0.42,0.4242,0.44,0.194,17,123,4,1860867.0
10868,2,1,4,23,0.44,0.4394,0.35,0.1642,6,66,4,287496.0
10869,2,1,4,0,0.4,0.4091,0.43,0.1343,1,33,56,35937.0
10870,2,1,4,1,0.38,0.3939,0.46,0.2239,0,11,0,1331.0
10871,2,1,4,2,0.36,0.3485,0.53,0.1642,0,5,93,125.0
10872,2,1,4,3,0.38,0.3939,0.46,0,0,3,29,27.0
10873,2,1,4,4,0.32,0.3333,0.66,0.0896,0,1,30,1.0
10874,2,1,4,5,0.32,0.3333,0.66,0.0896,2,27,15,19683.0
10875,2,1,4,6,0.3,0.3182,0.61,0.0896,2,100,87,1000000.0
10876,2,1,4,7,0.32,0.3333,0.66,0.0896,14,341,51,39651821.0
10877,2,1,4,8,0.34,0.3636,0.57,0,27,604,64,220348864.0
10878,2,1,4,9,0.42,0.4242,0.38,0.0896,54,408,18,67917312.0
10879,2,1,4,10,0.44,0.4394,0.33,0,77,219,68,10503459.0
10880,2,1,4,11,0.48,0.4697,0.23,0,91,258,77,17173512.0
10881,2,1,4,12,0.52,0.5,0.25,0,101,331,6,36264691.0
10882,2,1,4,13,0.56,0.5303,0.19,0.2537,120,345,18,41063625.0
10883,2,1,4,14,0.56,0.5303,0.21,0.2239,120,311,68,30080231.0
10884,2,1,4,15,0.6,0.5909,0.2,0.194,109,316,84,31554496.0
10885,2,1,4,16,0.62,0.6061,0.21,0.1642,145,485,87,114084125.0
10886,2,1,4,17,0.62,0.6061,0.17,0.194,123,757,97,433798093.0
10887,2,1,4,18,0.6,0.6061,0.26,0.1642,139,800,100,512000000.0
10888,2,1,4,19,0.56,0.5303,0.26,0.1045,98,558,7,173741112.0
10889,2,1,4,20,0.56,0.5303,0.24,0.1343,54,379,4,54439939.0
10890,2,1,4,21,0.54,0.5152,0.45,0,33,243,49,14348907.0
10891,2,1,4,22,0.5,0.4848,0.51,0,25,158,37,3944312.0
10892,2,1,4,23,0.5,0.4848,0.59,0,13,79,8,493039.0
10893,2,1,4,0,0.48,0.4697,0.48,0,18,41,10,68921.0
10894,2,1,4,1,0.46,0.4545,0.59,0,0,11,20,1331.0
10895,2,1,4,2,0.46,0.4545,0.51,0,0,5,49,125.0
10896,2,1,4,3,0.44,0.4394,0.58,0.0896,0,3,92,27.0
10897,2,1,4,4,0.42,0.4242,0.67,0.0896,0,1,96,1.0
10898,2,1,4,5,0.42,0.4242,0.67,0.0896,0,27,32,19683.0
10899,2,1,4,6,0.42,0.4242,0.58,0,6,126,16,2000376.0
10900,2,1,4,7,0.44,0.4394,0.62,0,12,366,70,49027896.0
10901,2,1,4,8,0.44,0.4394,0.72,0.1045,31,684,91,320013504.0
10902,2,1,4,9,0.48,0.4697,0.55,0.1343,47,363,59,47832147.0
10903,2,1,4,10,0.54,0.5152,0.45,0.1343,68,167,48,4657463.0
10904,2,1,4,11,0.6,0.6212,0.43,0.3582,61,213,89,9663597.0
10905,2,1,4,12,0.6,0.6212,0.46,0.4179,73,283,19,22665187.0
10906,2,1,4,13,0.6,0.6212,0.46,0.2537,70,251,0,15813251.0
10907,2,1,4,14,0.62,0.6212,0.46,0.194,82,258,25,17173512.0
10908,2,1,4,15,0.64,0.6212,0.44,0.2836,86,268,29,19248832.0
10909,2,1,4,16,0.64,0.6212,0.44,0.2836,86,390,89,59319000.0
10910,2,1,4,17,0.66,0.6212,0.41,0.2985,99,744,58,411830784.0
10911,2,1,4,18,0.66,0.6212,0.41,0.2537,113,759,16,437245479.0
10912,2,1,4,19,0.66,0.6212,0.39,0.2239,75,494,1,120553784.0
10913,2,1,4,20,0.64,0.6212,0.27,0.2239,39,372,48,51478848.0
10914,2,1,4,21,0.6,0.6061,0.23,0.3284,43,298,95,26463592.0
10915,2,1,4,22,0.56,0.5303,0.22,0.1642,30,181,3,5929741.0
10916,2,1,4,23,0.52,0.5,0.23,0.4179,19,131,73,2248091.0
10917,2,1,4,0,0.52,0.5,0.23,0.4179,12,45,23,91125.0
10918,2,1,4,1,0.48,0.4697,0.27,0.3284,4,13,47,2197.0
10919,2,1,4,2,0.46,0.4545,0.33,0.4478,7,18,87,5832.0
10920,2,1,4,3,0.42,0.4242,0.41,0.2985,0,5,63,125.0
10921,2,1,4,4,0.38,0.3939,0.43,0.2836,0,1,40,1.0
10922,2,1,4,5,0.38,0.3939,0.43,0.2836,1,29,90,24389.0
10923,2,1,4,6,0.36,0.3333,0.46,0.3284,8,126,15,2000376.0
10924,2,1,4,7,0.34,0.3333,0.49,0.194,15,354,5,44361864.0
10925,2,1,4,8,0.36,0.3485,0.46,0.2239,28,638,41,259694072.0
10926,2,1,4,9,0.4,0.4091,0.37,0.2537,61,351,43,43243551.0
10927,2,1,4,10,0.42,0.4242,0.35,0.2836,88,246,91,14886936.0
10928,2,1,4,11,0.42,0.4242,0.38,0.2239,109,268,8,19248832.0
10929,2,1,4,12,0.44,0.4394,0.33,0,66,276,15,21024576.0
10930,2,1,4,13,0.46,0.4545,0.31,0,89,291,17,24642171.0
10931,2,1,4,14,0.46,0.4545,0.33,0.1642,143,287,32,23639903.0
10932,2,1,4,15,0.5,0.4848,0.31,0.1045,98,269,52,19465109.0
10933,2,1,4,16,0.5,0.4848,0.31,0.194,84,402,82,64964808.0
10934,2,1,4,17,0.5,0.4848,0.31,0.1642,145,822,93,555412248.0
10935,2,1,4,18,0.5,0.4848,0.31,0.1045,80,698,3,340068392.0
10936,2,1,4,19,0.48,0.4697,0.31,0.2537,64,487,43,115501303.0
10937,2,1,4,20,0.44,0.4394,0.41,0.194,33,312,77,30371328.0
10938,2,1,4,21,0.42,0.4242,0.47,0.194,25,234,4,12812904.0
10939,2,1,4,22,0.4,0.4091,0.47,0.194,20,149,94,3307949.0
10940,2,1,4,23,0.4,0.4091,0.5,0.1343,12,136,81,2515456.0
10941,2,1,4,0,0.4,0.4091,0.43,0,12,61,49,226981.0
10942,2,1,4,1,0.36,0.3485,0.62,0.1343,10,38,42,54872.0
10943,2,1,4,2,0.36,0.3333,0.5,0.3881,6,11,12,1331.0
10944,2,1,4,3,0.34,0.303,0.53,0.3284,3,8,8,512.0
10945,2,1,4,4,0.34,0.3182,0.49,0.2537,2,5,6,125.0
10946,2,1,4,5,0.32,0.303,0.53,0.3284,0,23,66,12167.0
10947,2,1,4,6,0.3,0.2727,0.49,0.3881,0,80,53,512000.0
10948,2,1,4,7,0.3,0.2879,0.49,0.2836,15,246,58,14886936.0
10949,2,1,4,8,0.3,0.2727,0.49,0.3284,19,508,70,131096512.0
10950,2,1,4,9,0.34,0.303,0.42,0.3284,58,376,35,53157376.0
10951,2,1,4,10,0.36,0.3333,0.4,0.3284,81,238,56,13481272.0
10952,2,1,4,11,0.4,0.4091,0.37,0.2985,112,291,36,24642171.0
10953,2,1,4,12,0.42,0.4242,0.35,0.2985,113,337,14,38272753.0
10954,2,1,4,13,0.44,0.4394,0.33,0.3284,173,411,79,69426531.0
10955,2,1,4,14,0.48,0.4697,0.29,0.3881,240,490,60,117649000.0
10956,2,1,4,15,0.5,0.4848,0.27,0.2836,218,537,16,154854153.0
10957,2,1,4,16,0.5,0.4848,0.22,0.4179,184,536,68,153990656.0
10958,2,1,4,17,0.52,0.5,0.23,0.4179,172,655,7,281011375.0
10959,2,1,4,18,0.5,0.4848,0.22,0.4627,104,484,13,113379904.0
10960,2,1,4,19,0.48,0.4697,0.23,0.2985,115,412,57,69934528.0
10961,2,1,4,20,0.46,0.4545,0.24,0.2836,61,252,100,16003008.0
10962,2,1,4,21,0.44,0.4394,0.26,0.1343,54,190,25,6859000.0
10963,2,1,4,22,0.4,0.4091,0.35,0.2239,34,158,15,3944312.0
10964,2,1,4,23,0.42,0.4242,0.3,0.2836,21,113,8,1442897.0
10965,2,1,4,0,0.42,0.4242,0.26,0.2985,9,94,51,830584.0
10966,2,1,4,1,0.4,0.4091,0.28,0.2537,9,69,46,328509.0
10967,2,1,4,2,0.36,0.3333,0.29,0.3582,11,36,89,46656.0
10968,2,1,4,3,0.36,0.3333,0.32,0.2537,7,28,41,21952.0
10969,2,1,4,4,0.32,0.3182,0.36,0.1642,3,7,100,343.0
10970,2,1,4,5,0.32,0.3182,0.33,0.1642,0,2,24,8.0
10971,2,1,4,6,0.32,0.3182,0.36,0.194,1,19,56,6859.0
10972,2,1,4,7,0.32,0.303,0.33,0.2836,14,54,64,157464.0
10973,2,1,4,8,0.34,0.3182,0.34,0.2537,29,123,94,1860867.0
10974,2,1,4,9,0.4,0.4091,0.3,0.2537,103,276,6,21024576.0
10975,2,1,4,10,0.42,0.4242,0.28,0.2537,187,363,13,47832147.0
10976,2,1,4,11,0.44,0.4394,0.24,0.2985,251,495,47,121287375.0
10977,2,1,4,12,0.46,0.4545,0.23,0.3881,320,590,3,205379000.0
10978,2,1,4,13,0.5,0.4848,0.22,0.194,355,643,92,265847707.0
10979,2,1,4,14,0.5,0.4848,0.22,0.2985,326,578,65,193100552.0
10980,2,1,4,15,0.52,0.5,0.19,0.4179,321,626,15,245314376.0
10981,2,1,4,16,0.54,0.5152,0.19,0.3881,354,615,72,232608375.0
10982,2,1,4,17,0.54,0.5152,0.19,0.4179,299,567,78,182284263.0
10983,2,1,4,18,0.54,0.5152,0.18,0.2985,227,517,13,138188413.0
10984,2,1,4,19,0.54,0.5152,0.16,0.3284,170,413,76,70444997.0
10985,2,1,4,20,0.5,0.4848,0.2,0.2239,73,208,86,8998912.0
10986,2,1,4,21,0.5,0.4848,0.2,0.194,75,234,81,12812904.0
10987,2,1,4,22,0.48,0.4697,0.2,0.194,76,182,6,6028568.0
10988,2,1,4,23,0.46,0.4545,0.23,0.2239,32,118,20,1643032.0
10989,2,1,4,0,0.44,0.4394,0.24,0.2239,21,85,23,614125.0
10990,2,1,4,1,0.44,0.4394,0.24,0.2239,14,64,3,262144.0
10991,2,1,4,2,0.44,0.4394,0.24,0.2239,7,32,1,32768.0
10992,2,1,4,3,0.42,0.4242,0.26,0.1343,8,26,74,17576.0
10993,2,1,4,4,0.4,0.4091,0.4,0,0,7,36,343.0
10994,2,1,4,5,0.38,0.3939,0.46,0,4,12,41,1728.0
10995,2,1,4,6,0.36,0.3788,0.37,0,7,28,25,21952.0
10996,2,1,4,7,0.38,0.3939,0.27,0.1642,12,37,73,50653.0
10997,2,1,4,8,0.4,0.4091,0.3,0.194,19,84,47,592704.0
10998,2,1,4,9,0.44,0.4394,0.26,0.2239,71,179,80,5735339.0
10999,2,1,4,10,0.5,0.4848,0.25,0.2239,113,299,96,26730899.0
11000,2,1,4,11,0.5,0.4848,0.25,0.2836,195,404,75,65939264.0
11001,2,1,4,12,0.54,0.5152,0.24,0.2537,198,457,30,95443993.0
11002,2,1,4,13,0.58,0.5455,0.23,0.1642,229,483,37,112678587.0
11003,2,1,4,14,0.6,0.5909,0.18,0.4478,254,503,61,127263527.0
11004,2,1,4,15,0.62,0.6061,0.17,0.3582,260,486,84,114791256.0
11005,2,1,4,16,0.64,0.6061,0.19,0.3284,232,476,93,107850176.0
11006,2,1,4,17,0.62,0.6061,0.22,0.2985,185,411,38,69426531.0
11007,2,1,4,18,0.62,0.6061,0.25,0.3284,151,310,83,29791000.0
11008,2,1,4,19,0.6,0.6061,0.23,0.3881,89,276,40,21024576.0
11009,2,1,4,20,0.56,0.5303,0.28,0.4179,65,211,9,9393931.0
11010,2,1,4,21,0.52,0.5,0.34,0.2239,53,130,20,2197000.0
11011,2,1,4,22,0.5,0.4848,0.36,0.2239,33,118,64,1643032.0
11012,2,1,4,23,0.5,0.4848,0.39,0.2537,10,51,100,132651.0
11013,2,1,4,0,0.48,0.4697,0.39,0.2836,8,37,81,50653.0
11014,2,1,4,1,0.46,0.4545,0.41,0.1343,4,16,56,4096.0
11015,2,1,4,2,0.46,0.4545,0.31,0.194,2,6,77,216.0
11016,2,1,4,3,0.44,0.4394,0.3,0.1642,0,3,29,27.0
11017,2,1,4,4,0.44,0.4394,0.24,0.194,2,5,28,125.0
11018,2,1,4,5,0.44,0.4394,0.24,0.194,2,32,88,32768.0
11019,2,1,4,6,0.42,0.4242,0.26,0.2239,3,111,71,1367631.0
11020,2,1,4,7,0.42,0.4242,0.28,0.194,11,331,88,36264691.0
11021,2,1,4,8,0.44,0.4394,0.3,0.194,22,617,92,234885113.0
11022,2,1,4,9,0.46,0.4545,0.31,0.3582,50,286,25,23393656.0
11023,2,1,4,10,0.5,0.4848,0.27,0.4925,65,178,73,5639752.0
11024,2,1,4,11,0.52,0.5,0.27,0.4179,96,223,57,11089567.0
11025,2,1,4,12,0.54,0.5152,0.28,0.7164,94,280,23,21952000.0
11026,2,1,4,13,0.54,0.5152,0.28,0.5821,108,281,73,22188041.0
11027,2,1,4,14,0.56,0.5303,0.28,0.5522,66,218,38,10360232.0
11028,2,1,4,15,0.58,0.5455,0.28,0.5522,82,255,16,16581375.0
11029,2,1,4,16,0.56,0.5303,0.3,0.4179,81,391,56,59776471.0
11030,2,1,4,17,0.54,0.5152,0.32,0.4179,67,632,7,252435968.0
11031,2,1,4,18,0.54,0.5152,0.34,0.2985,60,646,79,269586136.0
11032,2,1,4,19,0.52,0.5,0.34,0.3582,35,421,56,74618461.0
11033,2,1,4,20,0.5,0.4848,0.36,0.4478,21,276,84,21024576.0
11034,2,1,4,21,0.48,0.4697,0.41,0.4179,14,165,100,4492125.0
11035,2,1,4,22,0.46,0.4545,0.41,0.4925,6,108,14,1259712.0
11036,2,1,4,23,0.44,0.4394,0.44,0.2985,6,67,45,300763.0
11037,2,1,4,0,0.44,0.4394,0.47,0.2836,3,26,13,17576.0
11038,2,1,4,1,0.42,0.4242,0.5,0.2239,0,9,56,729.0
11039,2,1,4,2,0.36,0.3485,0.71,0.1343,0,2,79,8.0
11040,2,1,4,3,0.36,0.3485,0.71,0.1343,0,2,17,8.0
11041,2,1,4,4,0.34,0.3333,0.71,0.1343,0,2,30,8.0
11042,2,1,4,5,0.34,0.3333,0.71,0.1343,0,24,90,13824.0
11043,2,1,4,6,0.34,0.3485,0.71,0.1045,3,103,28,1092727.0
11044,2,1,4,7,0.34,0.3485,0.71,0.1045,16,384,30,56623104.0
11045,2,1,4,8,0.38,0.3939,0.62,0.1343,22,692,21,331373888.0
11046,2,1,4,9,0.42,0.4242,0.67,0.194,16,319,80,32461759.0
11047,2,1,4,10,0.46,0.4545,0.47,0.1642,49,181,26,5929741.0
11048,2,1,4,11,0.5,0.4848,0.36,0,78,239,26,13651919.0
11049,2,1,4,12,0.54,0.5152,0.22,0.2836,75,259,80,17373979.0
11050,2,1,4,13,0.52,0.5,0.23,0.1642,81,283,66,22665187.0
11051,2,1,4,14,0.54,0.5152,0.24,0.194,75,224,97,11239424.0
11052,2,1,4,15,0.56,0.5303,0.21,0.2985,46,203,54,8365427.0
11053,2,1,4,16,0.58,0.5455,0.21,0.2537,66,362,45,47437928.0
11054,2,1,4,17,0.56,0.5303,0.21,0.5224,88,744,29,411830784.0
11055,2,1,4,18,0.54,0.5152,0.22,0.4179,78,704,12,348913664.0
11056,2,1,4,19,0.52,0.5,0.2,0.3582,51,479,84,109902239.0
11057,2,1,4,20,0.46,0.4545,0.28,0.3881,34,282,68,22425768.0
11058,2,1,4,21,0.44,0.4394,0.3,0.4478,15,206,69,8741816.0
11059,2,1,4,22,0.4,0.4091,0.37,0.4925,9,127,62,2048383.0
11060,2,1,4,23,0.36,0.3333,0.4,0.4179,14,62,92,238328.0
11061,2,1,4,0,0.34,0.303,0.36,0.4179,8,30,37,27000.0
11062,2,1,4,1,0.34,0.3182,0.39,0.2836,3,12,26,1728.0
11063,2,1,4,2,0.32,0.303,0.45,0.2836,0,2,30,8.0
11064,2,1,4,3,0.3,0.2879,0.49,0.2239,0,2,32,8.0
11065,2,1,4,5,0.28,0.2727,0.56,0.194,1,27,42,19683.0
11066,2,1,4,6,0.28,0.2879,0.56,0.1045,3,106,91,1191016.0
11067,2,1,4,7,0.28,0.2879,0.52,0.1343,18,321,91,33076161.0
11068,2,1,4,8,0.3,0.2879,0.49,0.2239,14,595,44,210644875.0
11069,2,1,4,9,0.32,0.303,0.49,0.2985,20,302,79,27543608.0
11070,2,1,4,10,0.34,0.303,0.49,0.3284,26,153,79,3581577.0
11071,2,1,4,11,0.38,0.3939,0.43,0.3284,38,180,97,5832000.0
11072,2,1,4,12,0.36,0.3333,0.46,0.3881,35,182,31,6028568.0
11073,2,1,4,13,0.4,0.4091,0.4,0.3582,16,163,8,4330747.0
11074,2,1,4,14,0.36,0.3485,0.57,0.194,34,135,54,2460375.0
11075,2,1,4,15,0.38,0.3939,0.46,0.2239,50,202,38,8242408.0
11076,2,1,4,16,0.44,0.4394,0.33,0.2985,51,307,83,28934443.0
11077,2,1,4,17,0.42,0.4242,0.35,0.3881,52,579,10,194104539.0
11078,2,1,4,18,0.4,0.4091,0.43,0.4179,39,585,3,200201625.0
11079,2,1,4,19,0.4,0.4091,0.4,0.3582,28,384,11,56623104.0
11080,2,1,4,20,0.36,0.3333,0.46,0.3284,22,235,50,12977875.0
11081,2,1,4,21,0.34,0.303,0.57,0.3881,11,165,47,4492125.0
11082,2,1,4,22,0.34,0.303,0.57,0.3284,4,134,32,2406104.0
11083,2,1,4,23,0.34,0.303,0.57,0.2985,9,61,32,226981.0
11084,2,1,4,0,0.32,0.303,0.66,0.2836,1,23,43,12167.0
11085,2,1,4,1,0.32,0.303,0.66,0.2239,2,9,97,729.0
11086,2,1,4,2,0.32,0.303,0.61,0.2836,0,4,9,64.0
11087,2,1,4,3,0.32,0.303,0.61,0.2537,2,5,74,125.0
11088,2,1,4,4,0.3,0.2879,0.61,0.2239,0,1,93,1.0
11089,2,1,4,5,0.3,0.2879,0.61,0.2239,0,21,69,9261.0
11090,2,1,4,6,0.3,0.2879,0.65,0.2537,2,96,2,884736.0
11091,2,1,4,7,0.3,0.2727,0.65,0.3284,12,306,47,28652616.0
11092,2,1,4,8,0.32,0.303,0.66,0.3284,20,624,24,242970624.0
11093,2,1,4,9,0.36,0.3333,0.57,0.3582,16,287,7,23639903.0
11094,2,1,4,10,0.4,0.4091,0.5,0.2985,38,141,91,2803221.0
11095,2,1,4,11,0.42,0.4242,0.47,0.2985,50,224,30,11239424.0
11096,2,1,4,12,0.46,0.4545,0.41,0.4478,60,259,40,17373979.0
11097,2,1,4,13,0.48,0.4697,0.36,0.4478,55,203,41,8365427.0
11098,2,1,4,14,0.5,0.4848,0.31,0.3284,74,224,80,11239424.0
11099,2,1,4,15,0.48,0.4697,0.31,0.2537,42,211,60,9393931.0
11100,2,1,4,16,0.48,0.4697,0.31,0.2836,54,353,61,43986977.0
11101,2,1,4,17,0.5,0.4848,0.27,0.3881,60,656,93,282300416.0
11102,2,1,4,18,0.5,0.4848,0.27,0.3881,63,610,95,226981000.0
11103,2,1,4,19,0.46,0.4545,0.31,0.2985,50,433,34,81182737.0
11104,2,1,4,20,0.44,0.4394,0.33,0.2537,26,280,14,21952000.0
11105,2,1,4,21,0.42,0.4242,0.35,0.1343,13,187,59,6539203.0
11106,2,1,4,22,0.42,0.4242,0.35,0.194,15,158,27,3944312.0
11107,2,1,4,23,0.42,0.4242,0.35,0.194,8,94,32,830584.0
11108,2,1,4,0,0.4,0.4091,0.37,0.2537,14,55,10,166375.0
11109,2,1,4,1,0.36,0.3485,0.46,0.194,2,30,59,27000.0
11110,2,1,4,2,0.34,0.3333,0.49,0.194,6,11,39,1331.0
11111,2,1,4,3,0.34,0.3333,0.61,0.1642,3,11,100,1331.0
11112,2,1,4,4,0.34,0.3333,0.53,0.1343,1,5,3,125.0
11113,2,1,4,5,0.34,0.3333,0.53,0.1642,2,21,2,9261.0
11114,2,1,4,6,0.32,0.3182,0.57,0.1642,0,84,81,592704.0
11115,2,1,4,7,0.34,0.3182,0.61,0.2239,13,296,67,25934336.0
11116,2,1,4,8,0.38,0.3939,0.46,0.1642,24,563,1,178453547.0
11117,2,1,4,9,0.42,0.4242,0.41,0.1642,36,330,89,35937000.0
11118,2,1,4,10,0.44,0.4394,0.38,0.194,59,192,21,7077888.0
11119,2,1,4,11,0.46,0.4545,0.36,0.1343,75,233,65,12649337.0
11120,2,1,4,12,0.5,0.4848,0.31,0,104,322,86,33386248.0
11121,2,1,4,13,0.52,0.5,0.27,0.2836,112,358,70,45882712.0
11122,2,1,4,14,0.52,0.5,0.27,0,125,348,17,42144192.0
11123,2,1,4,15,0.54,0.5152,0.28,0.2537,115,352,92,43614208.0
11124,2,1,4,16,0.56,0.5303,0.26,0.2537,113,463,56,99252847.0
11125,2,1,4,17,0.56,0.5303,0.24,0.1642,117,738,66,401947272.0
11126,2,1,4,18,0.54,0.5152,0.26,0.1343,107,671,25,302111711.0
11127,2,1,4,19,0.54,0.5152,0.24,0.1642,75,427,59,77854483.0
11128,2,1,4,20,0.5,0.4848,0.29,0.1343,44,286,97,23393656.0
11129,2,1,4,21,0.5,0.4848,0.36,0,36,189,58,6751269.0
11130,2,1,4,22,0.44,0.4394,0.62,0.1045,34,215,59,9938375.0
11131,2,1,4,23,0.42,0.4242,0.62,0.0896,35,198,95,7762392.0
11132,2,1,4,0,0.4,0.4091,0.58,0.1343,11,96,25,884736.0
11133,2,1,4,1,0.4,0.4091,0.58,0.1343,10,70,41,343000.0
11134,2,1,4,2,0.38,0.3939,0.66,0.1343,3,56,29,175616.0
11135,2,1,4,3,0.36,0.3636,0.66,0.0896,6,32,49,32768.0
11136,2,1,4,4,0.36,0.3636,0.71,0.1045,5,14,86,2744.0
11137,2,1,4,5,0.36,0.3636,0.66,0.1045,2,7,85,343.0
11138,2,1,4,6,0.34,0.3333,0.76,0.1642,2,21,41,9261.0
11139,2,1,4,7,0.36,0.3636,0.71,0.1045,8,64,0,262144.0
11140,2,1,4,8,0.36,0.3485,0.71,0.1343,24,160,22,4096000.0
11141,2,1,4,9,0.42,0.4242,0.54,0.1343,59,265,50,18609625.0
11142,2,1,4,10,0.46,0.4545,0.51,0.1642,139,406,46,66923416.0
11143,2,1,4,11,0.52,0.5,0.45,0.194,207,564,32,179406144.0
11144,2,1,4,12,0.58,0.5455,0.35,0.2537,274,678,64,311665752.0
11145,2,1,4,13,0.62,0.6212,0.33,0.2985,308,678,50,311665752.0
11146,2,1,4,14,0.64,0.6212,0.27,0.4478,288,660,86,287496000.0
11147,2,1,4,15,0.64,0.6212,0.27,0.3582,311,658,27,284890312.0
11148,2,1,4,16,0.64,0.6212,0.27,0.3582,253,582,30,197137368.0
11149,2,1,4,17,0.62,0.6212,0.33,0.2537,251,560,97,175616000.0
11150,2,1,4,18,0.62,0.6212,0.35,0.2239,197,481,46,111284641.0
11151,2,1,4,19,0.6,0.6212,0.4,0.1642,163,459,1,96702579.0
11152,2,1,4,20,0.56,0.5303,0.46,0.1343,112,321,82,33076161.0
11153,2,1,4,21,0.56,0.5303,0.43,0.1343,53,220,55,10648000.0
11154,2,1,4,22,0.54,0.5152,0.52,0.1642,64,212,24,9528128.0
11155,2,1,4,23,0.54,0.5152,0.56,0.194,45,196,62,7529536.0
11156,2,1,4,0,0.54,0.5152,0.56,0.194,30,124,25,1906624.0
11157,2,1,4,1,0.54,0.5152,0.56,0.1642,17,106,11,1191016.0
11158,2,1,4,2,0.54,0.5152,0.56,0.1045,20,74,62,405224.0
11159,2,1,4,3,0.52,0.5,0.59,0.1343,18,45,67,91125.0
11160,2,1,4,4,0.54,0.5152,0.52,0,2,12,97,1728.0
11161,2,1,4,5,0.5,0.4848,0.68,0.1642,4,10,87,1000.0
11162,2,1,4,6,0.5,0.4848,0.63,0.1343,5,16,72,4096.0
11163,2,1,4,7,0.5,0.4848,0.63,0.1045,16,46,92,97336.0
11164,2,1,4,8,0.52,0.5,0.59,0,33,97,88,912673.0
11165,2,1,4,9,0.54,0.5152,0.56,0.2239,97,251,56,15813251.0
11166,2,1,4,10,0.58,0.5455,0.53,0.2239,186,421,77,74618461.0
11167,2,1,4,11,0.62,0.6212,0.46,0.2985,227,528,38,147197952.0
11168,2,1,4,12,0.64,0.6212,0.44,0.2836,275,635,89,256047875.0
11169,2,1,4,13,0.66,0.6212,0.44,0.2836,298,681,41,315821241.0
11170,2,1,4,14,0.7,0.6364,0.39,0.2836,282,628,5,247673152.0
11171,2,1,4,15,0.7,0.6364,0.39,0.3881,266,617,60,234885113.0
11172,2,1,4,16,0.72,0.6515,0.39,0.3582,286,616,83,233744896.0
11173,2,1,4,17,0.7,0.6364,0.42,0.3284,262,623,38,241804367.0
11174,2,1,4,18,0.7,0.6364,0.42,0.2537,184,479,56,109902239.0
11175,2,1,4,19,0.7,0.6364,0.42,0.2537,114,379,97,54439939.0
11176,2,1,4,20,0.64,0.6212,0.5,0.2239,86,291,42,24642171.0
11177,2,1,4,21,0.62,0.6212,0.57,0.2537,76,229,1,12008989.0
11178,2,1,4,22,0.68,0.6364,0.44,0.3582,37,134,27,2406104.0
11179,2,1,4,23,0.66,0.6212,0.5,0.3881,25,90,75,729000.0
11180,2,1,4,0,0.64,0.6212,0.53,0.3284,15,41,51,68921.0
11181,2,1,4,1,0.62,0.6061,0.61,0.3582,7,28,45,21952.0
11182,2,1,4,2,0.6,0.6061,0.64,0.2537,5,14,7,2744.0
11183,2,1,4,3,0.58,0.5455,0.68,0.194,3,8,13,512.0
11184,2,1,4,4,0.54,0.5152,0.77,0.2239,0,6,51,216.0
11185,2,1,4,5,0.54,0.5152,0.77,0.2239,4,38,28,54872.0
11186,2,1,4,6,0.52,0.5,0.83,0.1642,10,133,67,2352637.0
11187,2,1,4,7,0.52,0.5,0.83,0.1343,20,387,97,57960603.0
11188,2,1,4,8,0.56,0.5303,0.83,0.1642,48,597,14,212776173.0
11189,2,1,4,9,0.62,0.6061,0.69,0.2239,59,297,98,26198073.0
11190,2,1,4,10,0.62,0.6061,0.69,0.2537,75,224,33,11239424.0
11191,2,1,4,11,0.64,0.6061,0.65,0.2537,115,251,94,15813251.0
11192,2,1,4,12,0.68,0.6364,0.57,0.2537,75,271,74,19902511.0
11193,2,1,4,13,0.74,0.6667,0.45,0.2985,79,263,38,18191447.0
11194,2,1,4,14,0.76,0.6818,0.45,0.3284,105,288,79,23887872.0
