instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2
9058,1,1,1,7,0.32,0.2879,0.42,0.3582,1,263,87,780
9059,1,1,1,8,0.3,0.2727,0.52,0.4179,15,489,100,975
9060,1,1,1,9,0.28,0.2576,0.52,0.3284,6,202,63,890
9061,1,1,1,10,0.3,0.2727,0.42,0.4627,5,93,71,640
9062,1,1,1,11,0.3,0.2727,0.42,0.3881,4,114,77,560
9063,1,1,1,12,0.3,0.2576,0.39,0.4925,6,161,73,909
9064,1,1,1,13,0.3,0.2727,0.42,0.4627,6,130,95,515
9065,1,1,1,14,0.3,0.2727,0.33,0.3881,7,105,89,535
9066,1,1,1,15,0.3,0.2576,0.33,0.5224,8,130,9,787
9067,1,1,1,16,0.28,0.2273,0.3,0.5224,13,176,96,801
9068,1,1,1,17,0.26,0.2121,0.33,0.4478,8,346,77,672
9069,1,1,1,18,0.24,0.2121,0.32,0.3582,8,355,74,596
9070,1,1,1,19,0.22,0.197,0.37,0.3881,5,256,1,620
9071,1,1,1,20,0.22,0.2121,0.37,0.2537,1,165,72,963
9072,1,1,1,21,0.2,0.1667,0.4,0.4179,5,124,96,801
9073,1,1,1,22,0.18,0.1667,0.47,0.2537,4,78,15,954
9074,1,1,1,23,0.16,0.1364,0.47,0.2985,2,38,6,597
9075,1,1,1,0,0.14,0.1364,0.5,0.194,0,16,3,847
9076,1,1,1,1,0.14,0.1515,0.5,0.1642,0,5,12,869
9077,1,1,1,2,0.14,0.1515,0.5,0.1343,0,3,3,745
9078,1,1,1,3,0.12,0.1515,0.54,0.1045,0,4,82,516
9079,1,1,1,4,0.12,0.1515,0.54,0.1045,0,1,95,570
9080,1,1,1,5,0.12,0.1212,0.55,0.2537,0,19,91,870
9081,1,1,1,6,0.12,0.1364,0.54,0.1642,0,86,100,995
9082,1,1,1,7,0.12,0.1667,0.54,0.0896,2,206,81,810
9083,1,1,1,8,0.12,0.1515,0.54,0.1045,9,423,51,844
9084,1,1,1,9,0.12,0.197,0.54,0,6,210,63,845
9085,1,1,1,10,0.14,0.2121,0.59,0,10,108,25,778
9086,1,1,1,11,0.16,0.1667,0.55,0.1642,6,99,92,978
9087,1,1,1,12,0.2,0.197,0.51,0.194,5,111,2,521
9088,1,1,1,13,0.22,0.2121,0.47,0.2836,6,124,36,975
9089,1,1,1,14,0.24,0.2273,0.44,0.194,15,119,75,854
9090,1,1,1,15,0.26,0.2273,0.44,0.2985,9,127,34,807
9091,1,1,1,16,0.26,0.2273,0.41,0.3284,8,193,75,905
9092,1,1,1,17,0.26,0.2273,0.44,0.3284,21,385,21,878
9093,1,1,1,18,0.26,0.2273,0.44,0.3284,16,361,98,910
9094,1,1,1,19,0.26,0.2273,0.48,0.2985,5,234,72,975
9095,1,1,1,20,0.26,0.2121,0.52,0.4478,7,191,69,665
9096,1,1,1,21,0.26,0.2273,0.44,0.3582,4,121,38,770
9097,1,1,1,22,0.26,0.2273,0.44,0.4179,0,90,76,854
9098,1,1,1,23,0.26,0.2273,0.48,0.3284,1,56,79,778
9099,1,1,1,0,0.26,0.2273,0.48,0.2985,3,27,76,752
9100,1,1,1,1,0.26,0.2727,0.48,0.1343,0,15,47,579
9101,1,1,1,2,0.26,0.2727,0.48,0.1343,0,11,98,723
9102,1,1,1,3,0.24,0.2576,0.52,0.1045,0,4,18,870
9103,1,1,1,4,0.22,0.2424,0.6,0.1045,0,3,85,515
9104,1,1,1,5,0.22,0.2424,0.6,0.1045,0,19,43,862
9105,1,1,1,6,0.24,0.2121,0.6,0.2836,0,68,55,938
9106,1,1,1,7,0.22,0.2121,0.69,0.2239,2,185,47,898
9107,1,1,1,8,0.22,0.2121,0.64,0.2537,4,425,53,934
9108,1,1,1,9,0.22,0.197,0.47,0.3881,21,263,32,953
9109,1,1,1,10,0.22,0.2121,0.44,0.2836,1,97,79,579
9110,1,1,1,11,0.2,0.1818,0.32,0.3582,6,123,65,744
9111,1,1,1,12,0.2,0.1818,0.34,0.3284,5,124,74,983
9112,1,1,1,13,0.22,0.2121,0.32,0.2985,12,156,74,771
9113,1,1,1,14,0.22,0.2121,0.35,0.2985,8,115,35,887
9114,1,1,1,15,0.22,0.2273,0.35,0.194,12,156,10,704
9115,1,1,1,16,0.2,0.2121,0.37,0.1642,11,174,20,932
9116,1,1,1,17,0.22,0.2576,0.32,0.0896,9,349,93,535
9117,1,1,1,18,0.2,0.2273,0.34,0.0896,5,301,91,967
9118,1,1,1,19,0.2,0.2273,0.37,0.1045,6,192,40,984
9119,1,1,1,20,0.2,0.2273,0.34,0.0896,1,142,64,764
9120,1,1,1,21,0.2,0.2273,0.37,0.0896,5,104,59,891
9121,1,1,1,22,0.2,0.197,0.37,0.2239,1,72,42,546
9122,1,1,1,23,0.16,0.1515,0.64,0.2239,3,38,86,954
9123,1,1,1,0,0.16,0.1515,0.64,0.2239,0,24,78,659
9124,1,1,1,1,0.14,0.1364,0.86,0.194,1,23,51,800
9125,1,1,1,2,0.14,0.2121,0.86,0,1,26,32,591
9126,1,1,1,3,0.14,0.1818,0.93,0.0896,0,13,82,833
9127,1,1,1,4,0.16,0.197,0.86,0.0896,0,1,95,793
9128,1,1,1,5,0.16,0.1818,0.86,0.1045,0,2,19,993
9129,1,1,1,6,0.16,0.1667,0.93,0.1642,0,1,11,930
9130,1,1,1,7,0.16,0.1667,0.93,0.1642,3,13,70,613
9131,1,1,1,8,0.16,0.1515,0.93,0.2537,3,25,44,683
9132,1,1,1,9,0.16,0.1515,0.93,0.2537,2,42,56,867
9133,1,1,1,10,0.16,0.1515,0.93,0.2537,0,45,0,659
9134,1,1,1,11,0.18,0.2121,0.86,0.1045,1,63,18,854
9135,1,1,1,12,0.2,0.2121,0.8,0.1642,5,67,15,657
9136,1,1,1,13,0.2,0.197,0.8,0.2537,10,76,92,546
9137,1,1,1,14,0.2,0.197,0.8,0.194,6,95,28,522
9138,1,1,1,15,0.2,0.197,0.8,0.194,6,119,24,661
9139,1,1,1,16,0.2,0.1818,0.8,0.2985,5,118,78,609
9140,1,1,1,17,0.2,0.1818,0.8,0.3881,7,106,24,914
9141,1,1,1,18,0.2,0.1818,0.75,0.3881,3,110,94,659
9142,1,1,1,19,0.18,0.1515,0.8,0.3881,0,85,69,941
9143,1,1,1,20,0.18,0.1667,0.8,0.2985,5,67,77,679
9144,1,1,1,21,0.18,0.1515,0.74,0.3284,5,69,96,735
9145,1,1,1,22,0.18,0.1667,0.74,0.2985,3,59,2,926
9146,1,1,1,23,0.16,0.1515,0.8,0.2537,1,52,62,640
9147,1,1,1,0,0.16,0.1364,0.8,0.2985,1,52,87,673
9148,1,1,1,1,0.18,0.1667,0.74,0.2985,1,50,83,948
9149,1,1,1,2,0.18,0.1667,0.74,0.2836,1,47,68,650
9150,1,1,1,3,0.18,0.1667,0.69,0.2836,1,21,57,677
9151,1,1,1,4,0.16,0.1364,0.8,0.2836,1,2,73,658
9152,1,1,1,5,0.16,0.1515,0.74,0.2239,1,3,10,642
9153,1,1,1,6,0.16,0.1515,0.74,0.2239,0,4,32,565
9154,1,1,1,7,0.16,0.1515,0.74,0.2239,2,13,81,764
9155,1,1,1,8,0.16,0.1515,0.74,0.2239,3,32,18,569
9156,1,1,1,9,0.16,0.1515,0.74,0.2239,9,63,68,981
9157,1,1,1,10,0.16,0.1364,0.74,0.2836,9,129,98,988
9158,1,1,1,11,0.16,0.1515,0.8,0.2537,18,133,15,890
9159,1,1,1,12,0.16,0.1515,0.8,0.2239,24,185,73,737
9160,1,1,1,13,0.16,0.1818,0.8,0.1343,24,199,97,785
9161,1,1,1,14,0.16,0.1667,0.8,0.1642,19,182,38,510
9162,1,1,1,15,0.16,0.1515,0.8,0.194,27,176,16,781
9163,1,1,1,16,0.16,0.1515,0.8,0.194,12,155,48,522
9164,1,1,1,17,0.16,0.1818,0.8,0.1045,8,108,14,672
9165,1,1,1,18,0.16,0.1818,0.86,0.1045,11,121,91,775
9166,1,1,1,19,0.16,0.1818,0.86,0.1045,9,89,52,704
9167,1,1,1,20,0.16,0.1667,0.86,0.1642,5,74,61,704
9168,1,1,1,21,0.16,0.1818,0.86,0.1045,8,44,38,852
9169,1,1,1,22,0.16,0.197,0.93,0.0896,0,58,32,728
9170,1,1,1,23,0.16,0.1818,0.93,0.1045,2,37,81,760
9171,1,1,1,0,0.18,0.2424,0.86,0,2,19,84,839
9172,1,1,1,1,0.18,0.2121,0.86,0.1045,0,4,23,733
9173,1,1,1,2,0.18,0.2121,0.86,0.1045,0,2,93,939
9174,1,1,1,3,0.18,0.2424,0.86,0,0,1,52,758
9175,1,1,1,4,0.2,0.2576,0.8,0,0,1,54,751
9176,1,1,1,5,0.2,0.2576,0.86,0,0,19,70,605
9177,1,1,1,6,0.2,0.2576,0.86,0,6,42,77,934
9178,1,1,1,7,0.2,0.2576,0.86,0,8,122,90,850
9179,1,1,1,8,0.2,0.2121,0.86,0.1343,5,272,68,993
9180,1,1,1,9,0.2,0.2273,0.86,0.0896,13,211,51,758
9181,1,1,1,10,0.2,0.2576,0.93,0,10,149,69,714
9182,1,1,1,11,0.2,0.2273,0.93,0.0896,5,62,53,820
9183,1,1,1,12,0.22,0.2727,0.93,0,10,62,73,557
9184,1,1,1,13,0.22,0.2576,0.93,0.0896,5,37,56,712
9185,1,1,1,14,0.22,0.2273,0.93,0.194,13,61,3,559
9186,1,1,1,15,0.22,0.2121,1,0.2239,10,74,87,845
9187,1,1,1,16,0.24,0.2424,0.93,0.1642,14,122,46,790
9188,1,1,1,17,0.24,0.2576,0.96,0.1045,6,276,7,608
9189,1,1,1,18,0.24,0.2424,0.93,0.1343,7,282,17,863
9190,1,1,1,19,0.26,0.2576,0.93,0.1642,9,220,73,898
9191,1,1,1,20,0.26,0.2576,1,0.1642,8,169,41,631
9192,1,1,1,21,0.26,0.2424,1,0.2836,8,120,85,786
9193,1,1,1,22,0.26,0.2424,1,0.2836,4,68,11,966
9194,1,1,1,23,0.28,0.2576,0.93,0.3284,2,37,31,733
9195,1,1,1,0,0.3,0.2879,1,0.2836,6,25,64,908
9196,1,1,1,1,0.32,0.303,0.93,0.2537,2,9,82,566
9197,1,1,1,2,0.32,0.303,0.93,0.2239,2,8,44,554
9198,1,1,1,3,0.32,0.3333,0.93,0.1343,0,3,0,862
9199,1,1,1,4,0.3,0.3182,1,0.0896,0,2,50,816
9200,1,1,1,5,0.3,0.3182,1,0.0896,0,26,19,821
9201,1,1,1,6,0.32,0.3182,0.93,0.194,1,89,23,532
9202,1,1,1,7,0.32,0.3333,0.93,0.1343,11,232,75,653
9203,1,1,1,8,0.32,0.3333,0.93,0.1343,11,490,41,815
9204,1,1,1,9,0.32,0.3333,0.87,0.0896,11,255,71,621
9205,1,1,1,10,0.32,0.3333,0.93,0.0896,23,116,55,851
9206,1,1,1,11,0.34,0.3333,0.87,0.1343,30,153,85,556
9207,1,1,1,12,0.34,0.3333,0.87,0.1642,25,175,65,632
9208,1,1,1,13,0.34,0.3333,0.87,0.1642,33,203,64,917
9209,1,1,1,14,0.36,0.3485,0.81,0.2239,35,173,94,605
9210,1,1,1,15,0.4,0.4091,0.71,0.1642,52,208,49,934
9211,1,1,1,16,0.4,0.4091,0.71,0.1343,35,278,46,895
9212,1,1,1,17,0.42,0.4242,0.67,0.0896,41,515,97,957
9213,1,1,1,18,0.4,0.4091,0.62,0.0896,32,423,12,695
9214,1,1,1,19,0.44,0.4394,0.51,0.0896,20,331,19,722
9215,1,1,1,20,0.32,0.3485,0.76,0,18,229,8,739
9216,1,1,1,21,0.36,0.3788,0.71,0,18,172,36,510
9217,1,1,1,22,0.32,0.3485,0.81,0,14,125,39,987
9218,1,1,1,23,0.32,0.3485,0.76,0,19,99,70,680
9219,1,1,1,0,0.26,0.303,0.93,0,6,31,73,949
9220,1,1,1,1,0.3,0.2879,0.7,0.2239,4,13,54,901
9221,1,1,1,2,0.28,0.2727,0.7,0.194,3,6,41,795
9222,1,1,1,3,0.26,0.2576,0.75,0.194,0,1,60,561
9223,1,1,1,4,0.26,0.2424,0.7,0.2836,0,4,10,798
9224,1,1,1,5,0.26,0.2424,0.7,0.2836,0,33,96,773
9225,1,1,1,6,0.24,0.2273,0.73,0.2239,1,88,5,861
9226,1,1,1,7,0.24,0.2273,0.75,0.2239,14,257,37,502
9227,1,1,1,8,0.24,0.2273,0.7,0.2537,18,513,94,910
9228,1,1,1,9,0.24,0.2273,0.7,0.2537,18,236,87,942
9229,1,1,1,10,0.26,0.2273,0.7,0.3284,30,141,4,690
9230,1,1,1,11,0.3,0.2727,0.61,0.2985,52,157,41,884
9231,1,1,1,12,0.32,0.3333,0.53,0.1343,46,193,8,874
9232,1,1,1,13,0.34,0.3333,0.49,0.1343,63,212,95,882
9233,1,1,1,14,0.34,0.3485,0.49,0.0896,53,160,13,594
9234,1,1,1,15,0.36,0.3788,0.46,0,30,155,85,663
9235,1,1,1,16,0.34,0.3333,0.53,0.1642,29,246,37,885
9236,1,1,1,17,0.36,0.3485,0.53,0.1642,27,470,28,909
9237,1,1,1,18,0.32,0.3333,0.66,0.1343,24,439,11,896
9238,1,1,1,19,0.34,0.3636,0.53,0,5,316,60,650
9239,1,1,1,20,0.32,0.3182,0.61,0.194,10,235,64,659
9240,1,1,1,21,0.3,0.3333,0.65,0,19,185,72,947
9241,1,1,1,22,0.3,0.3182,0.65,0.0896,12,113,82,715
9242,1,1,1,23,0.28,0.3182,0.65,0,3,66,83,835
9243,1,1,1,0,0.28,0.2879,0.75,0.1045,3,25,53,632
9244,1,1,1,1,0.28,0.3182,0.75,0,5,21,95,923
9245,1,1,1,2,0.28,0.2727,0.75,0.1642,1,7,74,574
9246,1,1,1,3,0.28,0.303,0.75,0.0896,1,6,96,693
9247,1,1,1,4,0.28,0.3182,0.75,0,0,3,23,580
9248,1,1,1,5,0.3,0.3182,0.75,0.1045,0,28,77,929
9249,1,1,1,6,0.28,0.3182,0.81,0,0,88,49,545
9250,1,1,1,7,0.28,0.303,0.81,0.0896,11,239,22,811
9251,1,1,1,8,0.28,0.303,0.81,0.0896,16,530,68,576
9252,1,1,1,9,0.3,0.3333,0.81,0,18,274,1,572
9253,1,1,1,10,0.3,0.303,0.81,0.1343,16,108,88,605
9254,1,1,1,11,0.3,0.3182,0.87,0.1045,11,111,52,760
9255,1,1,1,12,0.34,0.3333,0.81,0.1343,29,165,80,702
9256,1,1,1,13,0.38,0.3939,0.71,0,17,173,48,965
9257,1,1,1,14,0.4,0.4091,0.71,0.1045,16,128,88,802
9258,1,1,1,15,0.42,0.4242,0.71,0.1045,22,164,77,685
9259,1,1,1,16,0.4,0.4091,0.71,0.0896,15,224,48,553
9260,1,1,1,17,0.42,0.4242,0.71,0,16,413,45,915
9261,1,1,1,18,0.42,0.4242,0.71,0,12,406,28,659
9262,1,1,1,19,0.4,0.4091,0.76,0.1045,11,313,63,541
9263,1,1,1,20,0.4,0.4091,0.82,0.1343,8,224,8,690
9264,1,1,1,21,0.4,0.4091,0.76,0.1045,8,192,8,804
9265,1,1,1,22,0.38,0.3939,0.82,0.1045,3,142,77,670
9266,1,1,1,23,0.4,0.4091,0.82,0,5,91,96,738
9267,1,1,1,0,0.4,0.4091,0.82,0.2537,6,38,95,678
9268,1,1,1,1,0.4,0.4091,0.87,0.2239,6,29,86,620
9269,1,1,1,2,0.42,0.4242,0.94,0.1343,2,13,32,699
9270,1,1,1,3,0.42,0.4242,0.94,0.2836,3,8,99,716
9271,1,1,1,4,0.4,0.4091,1,0.2985,1,4,44,810
9272,1,1,1,5,0.42,0.4242,0.94,0.3284,0,24,70,893
9273,1,1,1,6,0.42,0.4242,1,0.3284,0,72,71,787
9274,1,1,1,7,0.42,0.4242,1,0.2985,6,134,27,683
9275,1,1,1,8,0.5,0.4848,0.88,0.2836,14,220,29,892
9276,1,1,1,9,0.5,0.4848,0.88,0.2836,6,107,67,731
9277,1,1,1,10,0.48,0.4697,1,0.1642,9,126,51,641
9278,1,1,1,11,0.48,0.4697,0.94,0.1343,10,105,38,722
9279,1,1,1,12,0.5,0.4848,0.88,0.1642,25,180,1,782
9280,1,1,1,13,0.5,0.4848,0.59,0.4627,26,201,16,974
9281,1,1,1,14,0.5,0.4848,0.55,0.5522,23,176,61,792
9282,1,1,1,15,0.48,0.4697,0.51,0.3284,27,197,100,769
9283,1,1,1,16,0.44,0.4394,0.51,0.5522,26,267,0,834
9284,1,1,1,17,0.42,0.4242,0.5,0.5821,16,422,37,789
9285,1,1,1,18,0.4,0.4091,0.5,0.4925,20,383,12,703
9286,1,1,1,19,0.36,0.3333,0.5,0.3881,10,251,50,532
9287,1,1,1,20,0.34,0.303,0.53,0.3582,6,159,59,710
9288,1,1,1,21,0.34,0.2879,0.53,0.5224,8,135,95,929
9289,1,1,1,22,0.34,0.303,0.49,0.3881,11,119,1,783
9290,1,1,1,23,0.32,0.2879,0.49,0.4179,8,86,18,962
9291,1,1,1,0,0.3,0.2879,0.52,0.2836,1,69,38,915
9292,1,1,1,1,0.3,0.303,0.52,0.1642,1,58,2,741
9293,1,1,1,2,0.26,0.303,0.6,0,3,41,35,842
9294,1,1,1,3,0.26,0.2879,0.6,0.0896,1,17,74,969
9295,1,1,1,4,0.26,0.2576,0.6,0.1642,0,8,75,647
9296,1,1,1,5,0.24,0.2576,0.75,0.0896,0,10,75,690
9297,1,1,1,6,0.24,0.2879,0.7,0,3,15,74,503
9298,1,1,1,7,0.22,0.2727,0.75,0,3,31,61,857
9299,1,1,1,8,0.2,0.2273,0.8,0.0896,9,91,82,852
9300,1,1,1,9,0.22,0.2727,0.8,0,13,158,74,977
9301,1,1,1,10,0.26,0.2727,0.7,0.1343,27,191,87,955
9302,1,1,1,11,0.3,0.303,0.56,0.1343,55,296,83,883
9303,1,1,1,12,0.3,0.2879,0.61,0.2836,70,314,48,801
9304,1,1,1,13,0.34,0.3182,0.57,0.2537,80,373,99,536
9305,1,1,1,14,0.38,0.3939,0.5,0.3881,123,362,60,884
9306,1,1,1,15,0.4,0.4091,0.47,0.3284,90,410,24,913
9307,1,1,1,16,0.42,0.4242,0.44,0.3582,131,407,92,986
9308,1,1,1,17,0.42,0.4242,0.44,0.3881,57,290,30,746
9309,1,1,1,18,0.42,0.4242,0.41,0.2239,40,241,73,795
9310,1,1,1,19,0.42,0.4242,0.41,0.5522,33,206,94,689
9311,1,1,1,20,0.4,0.4091,0.35,0.3881,5,120,24,547
9312,1,1,1,21,0.36,0.3333,0.29,0.3582,18,127,85,801
9313,1,1,1,22,0.34,0.3333,0.34,0.194,6,103,4,535
9314,1,1,1,23,0.32,0.3182,0.31,0.194,6,85,19,948
9315,1,1,1,0,0.3,0.2879,0.33,0.2239,15,96,28,868
9316,1,1,1,1,0.3,0.2727,0.28,0.3582,5,73,17,881
9317,1,1,1,2,0.28,0.2576,0.26,0.3284,3,51,96,793
9318,1,1,1,3,0.26,0.2576,0.28,0.194,4,21,46,854
9319,1,1,1,4,0.24,0.2576,0.3,0,0,5,93,981
9320,1,1,1,5,0.2,0.2121,0.51,0.1343,1,7,32,726
9321,1,1,1,6,0.2,0.2273,0.4,0.1045,1,5,75,856
9322,1,1,1,7,0.2,0.2121,0.37,0.1343,0,12,19,612
9323,1,1,1,8,0.18,0.197,0.4,0.1343,9,70,90,927
9324,1,1,1,9,0.18,0.197,0.43,0.1343,13,111,16,637
9325,1,1,1,10,0.24,0.2424,0.35,0.1343,38,191,9,995
9326,1,1,1,11,0.28,0.2727,0.28,0.2239,57,255,90,544
9327,1,1,1,12,0.32,0.303,0.26,0.2239,73,288,53,967
9328,1,1,1,13,0.32,0.303,0.26,0.2239,78,316,73,866
9329,1,1,1,14,0.32,0.303,0.26,0.2537,51,280,86,902
9330,1,1,1,15,0.36,0.3333,0.25,0.2836,68,310,42,746
9331,1,1,1,16,0.36,0.3333,0.21,0.4179,54,322,63,859
9332,1,1,1,17,0.36,0.3333,0.21,0.4179,33,234,94,544
9333,1,1,1,18,0.34,0.303,0.23,0.3582,17,168,83,766
9334,1,1,1,19,0.32,0.303,0.29,0.2537,14,159,18,859
9335,1,1,1,20,0.3,0.2879,0.39,0.2239,13,111,56,770
9336,1,1,1,21,0.3,0.2879,0.33,0.2836,0,69,97,947
9337,1,1,1,22,0.32,0.2879,0.26,0.3881,7,64,31,711
9338,1,1,1,23,0.3,0.2727,0.33,0.3284,4,25,52,855
9339,1,1,1,0,0.32,0.2879,0.26,0.4179,0,10,99,786
9340,1,1,1,1,0.26,0.2273,0.6,0.3582,0,9,50,578
9341,1,1,1,2,0.24,0.2121,0.48,0.3582,1,7,28,517
9342,1,1,1,3,0.24,0.2273,0.48,0.194,0,4,99,832
9343,1,1,1,4,0.2,0.2121,0.51,0.1343,0,5,52,728
9344,1,1,1,5,0.2,0.2121,0.51,0.1343,0,26,86,890
9345,1,1,1,6,0.22,0.2121,0.44,0.2537,0,80,68,578
9346,1,1,1,7,0.22,0.2121,0.44,0.2836,4,225,72,850
9347,1,1,1,8,0.2,0.197,0.47,0.2239,12,493,81,595
9348,1,1,1,9,0.2,0.197,0.47,0.2239,5,198,68,703
9349,1,1,1,10,0.22,0.2121,0.41,0.2836,3,85,23,869
9350,1,1,1,11,0.26,0.2576,0.38,0,6,99,32,599
9351,1,1,1,12,0.26,0.2273,0.35,0.3881,5,134,48,921
9352,1,1,1,13,0.3,0.2879,0.31,0.194,15,132,74,757
9353,1,1,1,14,0.32,0.3333,0.24,0.1343,15,115,96,984
9354,1,1,1,15,0.32,0.3182,0.24,0.194,7,138,88,848
9355,1,1,1,16,0.34,0.3333,0.25,0.194,11,221,99,634
9356,1,1,1,17,0.36,0.3485,0.21,0.194,16,438,12,771
9357,1,1,1,18,0.34,0.3333,0.23,0.1642,11,410,15,745
9358,1,1,1,19,0.3,0.3182,0.45,0.1045,8,306,86,998
9359,1,1,1,20,0.3,0.303,0.39,0.1642,2,181,39,623
9360,1,1,1,21,0.3,0.303,0.42,0.1642,3,162,31,566
9361,1,1,1,22,0.28,0.2727,0.48,0.2239,2,94,89,533
9362,1,1,1,23,0.26,0.2576,0.6,0.194,0,52,26,1000
9363,1,1,1,0,0.28,0.2727,0.52,0.2537,0,15,22,951
9364,1,1,1,1,0.3,0.2727,0.42,0.2985,1,8,28,891
9365,1,1,1,2,0.3,0.2879,0.42,0.2239,0,2,45,650
9366,1,1,1,3,0.3,0.2879,0.45,0.2239,0,2,0,925
9367,1,1,1,4,0.3,0.2879,0.49,0.194,0,1,45,976
9368,1,1,1,5,0.3,0.2879,0.49,0.194,0,22,8,552
9369,1,1,1,6,0.28,0.2727,0.52,0.1642,0,104,1,767
9370,1,1,1,7,0.26,0.2576,0.6,0.194,6,279,87,928
9371,1,1,1,8,0.26,0.2727,0.6,0.1045,14,512,6,522
9372,1,1,1,9,0.3,0.2879,0.52,0.194,30,261,71,724
9373,1,1,1,10,0.32,0.3182,0.57,0.194,34,144,100,798
9374,1,1,1,11,0.4,0.4091,0.37,0.2836,14,139,46,759
9375,1,1,1,12,0.4,0.4091,0.43,0.2985,13,194,64,950
9376,1,1,1,13,0.46,0.4545,0.36,0.2239,27,198,53,915
9377,1,1,1,14,0.5,0.4848,0.29,0.3284,18,160,11,587
9378,1,1,1,15,0.54,0.5152,0.26,0.4478,27,177,92,609
9379,1,1,1,16,0.54,0.5152,0.26,0.4478,30,307,74,886
9380,1,1,1,17,0.54,0.5152,0.26,0.4179,41,559,97,916
9381,1,1,1,18,0.54,0.5152,0.24,0.3582,16,502,67,855
9382,1,1,1,19,0.5,0.4848,0.29,0.2836,22,328,64,915
9383,1,1,1,20,0.4,0.4091,0.58,0.1045,15,238,10,591
9384,1,1,1,21,0.46,0.4545,0.33,0.2985,3,165,40,965
9385,1,1,1,22,0.44,0.4394,0.35,0.2985,11,129,13,787
9386,1,1,1,23,0.44,0.4394,0.38,0.2537,2,63,11,806
9387,1,1,2,0,0.44,0.4394,0.38,0.2836,0,31,13,709
9388,1,1,2,1,0.44,0.4394,0.41,0.2836,0,4,80,609
9389,1,1,2,2,0.44,0.4394,0.44,0.2836,1,7,35,654
9390,1,1,2,3,0.44,0.4394,0.44,0.194,0,3,6,609
9391,1,1,2,4,0.4,0.4091,0.5,0.1642,0,1,64,684
9392,1,1,2,5,0.4,0.4091,0.5,0.1642,0,18,77,780
9393,1,1,2,6,0.4,0.4091,0.54,0.1642,0,67,78,696
9394,1,1,2,7,0.38,0.3939,0.62,0.0896,7,208,7,717
9395,1,1,2,8,0.36,0.3636,0.73,0.1045,15,520,39,705
9396,1,1,2,9,0.36,0.3485,0.71,0.194,9,276,73,984
9397,1,1,2,10,0.4,0.4091,0.62,0.1343,9,133,64,846
9398,1,1,2,11,0.4,0.4091,0.58,0.1642,27,143,72,668
9399,1,1,2,12,0.44,0.4394,0.54,0.1045,26,179,94,946
9400,1,1,2,13,0.46,0.4545,0.47,0.2239,12,186,25,751
9401,1,1,2,14,0.62,0.6212,0.33,0.2239,33,192,0,650
9402,1,1,2,15,0.6,0.6212,0.35,0.2836,25,194,12,966
9403,1,1,2,16,0.6,0.6212,0.4,0.2239,22,283,23,899
9404,1,1,2,17,0.58,0.5455,0.43,0.194,31,539,20,977
9405,1,1,2,18,0.56,0.5303,0.46,0.1642,12,526,8,903
9406,1,1,2,19,0.54,0.5152,0.52,0.2836,20,335,90,889
9407,1,1,2,20,0.52,0.5,0.52,0.1642,10,264,56,672
9408,1,1,2,21,0.52,0.5,0.52,0.1642,16,233,8,557
9409,1,1,2,22,0.5,0.4848,0.55,0.194,7,140,5,688
9410,1,1,2,23,0.46,0.4545,0.63,0.0896,22,97,43,533
9411,1,1,2,0,0.46,0.4545,0.59,0.1343,7,31,56,868
9412,1,1,2,1,0.46,0.4545,0.55,0,3,17,2,727
9413,1,1,2,2,0.42,0.4242,0.67,0.1343,2,9,45,845
9414,1,1,2,3,0.42,0.4242,0.67,0.1343,0,2,73,630
9415,1,1,2,4,0.4,0.4091,0.82,0.0896,0,1,34,700
9416,1,1,2,5,0.4,0.4091,0.82,0,0,19,25,543
9417,1,1,2,6,0.36,0.3788,0.9,0,1,74,42,531
9418,1,1,2,7,0.36,0.3788,0.93,0,4,205,0,942
9419,1,1,2,8,0.4,0.4091,0.87,0,9,445,8,647
9420,1,1,2,9,0.38,0.3939,0.87,0,15,228,51,975
9421,1,1,2,10,0.42,0.4242,0.77,0.1045,6,78,26,783
9422,1,1,2,11,0.4,0.4091,0.82,0.2537,6,105,3,925
9423,1,1,2,12,0.42,0.4242,0.82,0,8,148,74,653
9424,1,1,2,13,0.42,0.4242,0.77,0,13,137,23,912
9425,1,1,2,14,0.4,0.4091,0.76,0.1045,12,141,96,604
9426,1,1,2,15,0.46,0.4545,0.67,0.1642,24,174,89,776
9427,1,1,2,16,0.46,0.4545,0.55,0.2836,18,229,42,999
9428,1,1,2,17,0.42,0.4242,0.54,0.4925,13,450,74,799
9429,1,1,2,18,0.4,0.4091,0.43,0.4627,17,410,27,626
9430,1,1,2,19,0.38,0.3939,0.43,0.5224,16,327,58,557
9431,1,1,2,20,0.36,0.3182,0.46,0.5224,9,213,50,544
9432,1,1,2,21,0.34,0.303,0.46,0.4179,4,148,29,703
9433,1,1,2,22,0.32,0.2879,0.49,0.4179,3,109,48,916
9434,1,1,2,23,0.32,0.303,0.49,0.2537,0,61,31,747
9435,1,1,2,0,0.32,0.2879,0.53,0.3881,1,38,78,905
9436,1,1,2,1,0.3,0.2727,0.56,0.3284,3,22,40,814
9437,1,1,2,2,0.3,0.2879,0.52,0.2239,0,6,30,668
9438,1,1,2,3,0.28,0.2576,0.56,0.2985,0,4,98,846
9439,1,1,2,4,0.26,0.2576,0.6,0.2239,0,2,86,897
9440,1,1,2,5,0.26,0.2576,0.6,0.2239,0,17,70,616
