instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3
9355,1,1,1,16,0.34,0.3333,0.25,0.194,11,221,88,688,250
9356,1,1,1,17,0.36,0.3485,0.21,0.194,16,438,86,872,237
9357,1,1,1,18,0.34,0.3333,0.23,0.1642,11,410,82,764,14
9358,1,1,1,19,0.3,0.3182,0.45,0.1045,8,306,47,869,47
9359,1,1,1,20,0.3,0.303,0.39,0.1642,2,181,39,838,82
9360,1,1,1,21,0.3,0.303,0.42,0.1642,3,162,81,611,176
9361,1,1,1,22,0.28,0.2727,0.48,0.2239,2,94,86,558,108
9362,1,1,1,23,0.26,0.2576,0.6,0.194,0,52,18,677,164
9363,1,1,1,0,0.28,0.2727,0.52,0.2537,0,15,25,911,53
9364,1,1,1,1,0.3,0.2727,0.42,0.2985,1,8,16,977,108
9365,1,1,1,2,0.3,0.2879,0.42,0.2239,0,2,76,992,3
9366,1,1,1,3,0.3,0.2879,0.45,0.2239,0,2,10,834,140
9367,1,1,1,4,0.3,0.2879,0.49,0.194,0,1,39,734,204
9368,1,1,1,5,0.3,0.2879,0.49,0.194,0,22,43,966,82
9369,1,1,1,6,0.28,0.2727,0.52,0.1642,0,104,38,507,6
9370,1,1,1,7,0.26,0.2576,0.6,0.194,6,279,10,689,170
9371,1,1,1,8,0.26,0.2727,0.6,0.1045,14,512,58,832,37
9372,1,1,1,9,0.3,0.2879,0.52,0.194,30,261,99,900,79
9373,1,1,1,10,0.32,0.3182,0.57,0.194,34,144,54,1000,30
9374,1,1,1,11,0.4,0.4091,0.37,0.2836,14,139,78,925,163
9375,1,1,1,12,0.4,0.4091,0.43,0.2985,13,194,98,804,71
9376,1,1,1,13,0.46,0.4545,0.36,0.2239,27,198,35,937,122
9377,1,1,1,14,0.5,0.4848,0.29,0.3284,18,160,100,917,220
9378,1,1,1,15,0.54,0.5152,0.26,0.4478,27,177,91,833,33
9379,1,1,1,16,0.54,0.5152,0.26,0.4478,30,307,76,654,47
9380,1,1,1,17,0.54,0.5152,0.26,0.4179,41,559,34,901,188
9381,1,1,1,18,0.54,0.5152,0.24,0.3582,16,502,92,765,75
9382,1,1,1,19,0.5,0.4848,0.29,0.2836,22,328,92,729,50
9383,1,1,1,20,0.4,0.4091,0.58,0.1045,15,238,34,879,92
9384,1,1,1,21,0.46,0.4545,0.33,0.2985,3,165,42,663,218
9385,1,1,1,22,0.44,0.4394,0.35,0.2985,11,129,73,547,134
9386,1,1,1,23,0.44,0.4394,0.38,0.2537,2,63,47,885,166
9387,1,1,2,0,0.44,0.4394,0.38,0.2836,0,31,41,930,110
9388,1,1,2,1,0.44,0.4394,0.41,0.2836,0,4,13,674,5
9389,1,1,2,2,0.44,0.4394,0.44,0.2836,1,7,88,556,132
9390,1,1,2,3,0.44,0.4394,0.44,0.194,0,3,73,890,30
9391,1,1,2,4,0.4,0.4091,0.5,0.1642,0,1,97,592,188
9392,1,1,2,5,0.4,0.4091,0.5,0.1642,0,18,21,651,156
9393,1,1,2,6,0.4,0.4091,0.54,0.1642,0,67,63,716,48
9394,1,1,2,7,0.38,0.3939,0.62,0.0896,7,208,72,648,25
9395,1,1,2,8,0.36,0.3636,0.73,0.1045,15,520,38,945,231
9396,1,1,2,9,0.36,0.3485,0.71,0.194,9,276,26,557,171
9397,1,1,2,10,0.4,0.4091,0.62,0.1343,9,133,1,564,104
9398,1,1,2,11,0.4,0.4091,0.58,0.1642,27,143,54,887,181
9399,1,1,2,12,0.44,0.4394,0.54,0.1045,26,179,77,688,89
9400,1,1,2,13,0.46,0.4545,0.47,0.2239,12,186,44,676,67
9401,1,1,2,14,0.62,0.6212,0.33,0.2239,33,192,59,841,75
9402,1,1,2,15,0.6,0.6212,0.35,0.2836,25,194,68,823,155
9403,1,1,2,16,0.6,0.6212,0.4,0.2239,22,283,14,656,39
9404,1,1,2,17,0.58,0.5455,0.43,0.194,31,539,65,896,79
9405,1,1,2,18,0.56,0.5303,0.46,0.1642,12,526,37,730,84
9406,1,1,2,19,0.54,0.5152,0.52,0.2836,20,335,57,760,111
9407,1,1,2,20,0.52,0.5,0.52,0.1642,10,264,63,978,165
9408,1,1,2,21,0.52,0.5,0.52,0.1642,16,233,19,868,239
9409,1,1,2,22,0.5,0.4848,0.55,0.194,7,140,50,591,150
9410,1,1,2,23,0.46,0.4545,0.63,0.0896,22,97,7,881,10
9411,1,1,2,0,0.46,0.4545,0.59,0.1343,7,31,32,935,243
9412,1,1,2,1,0.46,0.4545,0.55,0,3,17,99,587,116
9413,1,1,2,2,0.42,0.4242,0.67,0.1343,2,9,61,815,21
9414,1,1,2,3,0.42,0.4242,0.67,0.1343,0,2,97,906,30
9415,1,1,2,4,0.4,0.4091,0.82,0.0896,0,1,33,610,171
9416,1,1,2,5,0.4,0.4091,0.82,0,0,19,65,655,213
9417,1,1,2,6,0.36,0.3788,0.9,0,1,74,61,682,1
9418,1,1,2,7,0.36,0.3788,0.93,0,4,205,66,590,193
9419,1,1,2,8,0.4,0.4091,0.87,0,9,445,79,637,17
9420,1,1,2,9,0.38,0.3939,0.87,0,15,228,10,999,162
9421,1,1,2,10,0.42,0.4242,0.77,0.1045,6,78,36,792,246
9422,1,1,2,11,0.4,0.4091,0.82,0.2537,6,105,56,807,186
9423,1,1,2,12,0.42,0.4242,0.82,0,8,148,81,561,229
9424,1,1,2,13,0.42,0.4242,0.77,0,13,137,57,739,98
9425,1,1,2,14,0.4,0.4091,0.76,0.1045,12,141,90,861,179
9426,1,1,2,15,0.46,0.4545,0.67,0.1642,24,174,26,874,157
9427,1,1,2,16,0.46,0.4545,0.55,0.2836,18,229,79,645,147
9428,1,1,2,17,0.42,0.4242,0.54,0.4925,13,450,42,608,48
9429,1,1,2,18,0.4,0.4091,0.43,0.4627,17,410,25,984,8
9430,1,1,2,19,0.38,0.3939,0.43,0.5224,16,327,3,649,173
9431,1,1,2,20,0.36,0.3182,0.46,0.5224,9,213,58,527,67
9432,1,1,2,21,0.34,0.303,0.46,0.4179,4,148,40,566,234
9433,1,1,2,22,0.32,0.2879,0.49,0.4179,3,109,39,675,115
9434,1,1,2,23,0.32,0.303,0.49,0.2537,0,61,94,743,51
9435,1,1,2,0,0.32,0.2879,0.53,0.3881,1,38,36,766,108
9436,1,1,2,1,0.3,0.2727,0.56,0.3284,3,22,53,533,135
9437,1,1,2,2,0.3,0.2879,0.52,0.2239,0,6,31,596,141
9438,1,1,2,3,0.28,0.2576,0.56,0.2985,0,4,37,887,43
9439,1,1,2,4,0.26,0.2576,0.6,0.2239,0,2,53,925,187
9440,1,1,2,5,0.26,0.2576,0.6,0.2239,0,17,59,575,227
9441,1,1,2,6,0.24,0.2424,0.65,0.1642,0,88,8,505,164
9442,1,1,2,7,0.24,0.2273,0.65,0.2239,10,226,25,992,200
9443,1,1,2,8,0.24,0.2273,0.65,0.2239,12,441,51,571,144
9444,1,1,2,9,0.24,0.2273,0.65,0.194,18,270,57,930,15
9445,1,1,2,10,0.28,0.2576,0.56,0.2836,15,129,28,870,21
9446,1,1,2,11,0.32,0.303,0.53,0.2985,15,164,36,746,23
9447,1,1,2,12,0.34,0.3333,0.46,0.1343,25,216,58,700,121
9448,1,1,2,13,0.36,0.3636,0.46,0,25,198,9,873,23
9449,1,1,2,14,0.36,0.3485,0.46,0.2239,22,170,1,954,61
9450,1,1,2,15,0.38,0.3939,0.4,0,48,216,59,858,97
9451,1,1,2,16,0.4,0.4091,0.37,0.1045,36,311,67,753,140
9452,1,1,2,17,0.4,0.4091,0.37,0.0896,30,488,40,820,90
9453,1,1,2,18,0.38,0.3939,0.4,0.1343,17,385,42,617,76
9454,1,1,2,19,0.34,0.3485,0.49,0.1045,11,267,3,558,170
9455,1,1,2,20,0.34,0.3485,0.49,0.1045,8,163,68,877,209
9456,1,1,2,21,0.34,0.3485,0.49,0.1045,8,134,23,869,65
9457,1,1,2,22,0.34,0.3485,0.49,0.1045,3,119,42,758,43
9458,1,1,2,23,0.26,0.2727,0.7,0.1045,3,77,15,821,187
9459,1,1,2,0,0.26,0.2727,0.7,0.1045,10,86,80,777,129
9460,1,1,2,1,0.26,0.2727,0.7,0.1045,0,43,27,804,245
9461,1,1,2,2,0.24,0.2576,0.7,0.0896,6,44,6,831,83
9462,1,1,2,3,0.24,0.2879,0.75,0,1,18,79,895,63
9463,1,1,2,4,0.24,0.2576,0.81,0.0896,1,6,20,948,190
9464,1,1,2,5,0.24,0.2576,0.81,0.0896,1,4,49,795,227
9465,1,1,2,6,0.22,0.2273,0.87,0.1343,1,5,38,659,115
9466,1,1,2,7,0.24,0.2424,0.87,0.1343,1,28,27,658,36
9467,1,1,2,8,0.24,0.2879,0.87,0,4,90,2,603,137
9468,1,1,2,9,0.24,0.2424,0.81,0.1343,16,157,14,637,114
9469,1,1,2,10,0.24,0.2576,0.87,0.1045,31,224,87,941,22
9470,1,1,2,11,0.3,0.3333,0.7,0,46,270,20,639,53
9471,1,1,2,12,0.3,0.3182,0.7,0.0896,40,300,42,641,14
9472,1,1,2,13,0.3,0.2879,0.7,0.194,58,302,45,793,2
9473,1,1,2,14,0.32,0.303,0.66,0.2239,47,276,84,845,161
9474,1,1,2,15,0.32,0.303,0.66,0.2239,61,305,70,905,242
9475,1,1,2,16,0.34,0.3333,0.61,0.1642,20,143,50,735,61
9476,1,1,2,17,0.3,0.2879,0.7,0.194,13,67,23,510,64
9477,1,1,2,18,0.28,0.2727,0.75,0.1642,6,64,61,792,63
9478,1,1,2,19,0.26,0.2727,0.87,0.1343,5,80,87,517,140
9479,1,1,2,20,0.24,0.2273,0.93,0.194,4,77,76,563,72
9480,1,1,2,21,0.24,0.2424,0.93,0.1343,4,78,90,799,98
9481,1,1,2,22,0.24,0.2576,0.87,0.0896,4,95,13,750,55
9482,1,1,2,23,0.24,0.2424,0.87,0.1343,4,70,28,611,118
9483,1,1,2,0,0.24,0.2424,0.87,0.1343,3,61,78,614,201
9484,1,1,2,1,0.24,0.2576,0.93,0.1045,5,51,73,990,92
9485,1,1,2,2,0.24,0.2576,0.93,0.1045,4,63,10,616,88
9486,1,1,2,3,0.24,0.2576,0.87,0.0896,4,17,45,766,78
9487,1,1,2,4,0.24,0.2424,0.87,0.1343,0,9,61,686,7
9488,1,1,2,5,0.26,0.2576,0.81,0.194,0,4,2,689,233
9489,1,1,2,6,0.26,0.2424,0.7,0.2537,0,4,100,949,167
9490,1,1,2,7,0.24,0.2424,0.75,0.1642,0,16,82,715,78
9491,1,1,2,8,0.24,0.2424,0.75,0.1642,4,62,29,567,209
9492,1,1,2,9,0.24,0.2273,0.7,0.2239,9,92,79,639,50
9493,1,1,2,10,0.26,0.2424,0.65,0.2836,10,148,3,693,104
9494,1,1,2,11,0.26,0.2576,0.7,0.194,22,182,20,855,92
9495,1,1,2,12,0.26,0.2576,0.65,0.194,25,248,73,798,87
9496,1,1,2,13,0.28,0.2727,0.61,0.1642,33,274,73,818,118
9497,1,1,2,14,0.3,0.303,0.61,0.1642,40,243,34,950,58
9498,1,1,2,15,0.3,0.2879,0.56,0.2537,55,272,78,865,38
9499,1,1,2,16,0.3,0.2879,0.56,0.2239,35,296,96,948,186
9500,1,1,2,17,0.32,0.3182,0.53,0.1642,31,306,67,977,7
9501,1,1,2,18,0.3,0.2879,0.52,0.2537,10,181,58,606,65
9502,1,1,2,19,0.3,0.2879,0.52,0.2239,6,69,24,884,6
9503,1,1,2,20,0.28,0.2727,0.56,0.194,3,50,4,538,167
9504,1,1,2,21,0.28,0.2879,0.56,0.1045,6,66,0,698,10
9505,1,1,2,22,0.26,0.2727,0.6,0.1045,9,191,71,907,55
9506,1,1,2,23,0.24,0.2424,0.7,0.1343,4,42,61,617,59
9507,1,1,2,0,0.24,0.2424,0.65,0.1343,7,21,15,970,239
9508,1,1,2,1,0.22,0.2576,0.75,0.0896,0,6,95,665,159
9509,1,1,2,2,0.22,0.2727,0.75,0,0,3,98,751,29
9510,1,1,2,4,0.18,0.2121,0.8,0.1045,0,2,18,530,44
9511,1,1,2,5,0.18,0.2121,0.8,0.1045,0,17,49,652,12
9512,1,1,2,6,0.16,0.1818,0.86,0.1045,0,72,41,576,22
9513,1,1,2,7,0.16,0.1818,0.86,0.1045,5,234,88,688,103
9514,1,1,2,8,0.16,0.1818,0.86,0.1343,10,444,83,965,44
9515,1,1,2,9,0.18,0.2121,0.8,0.1045,8,277,100,969,216
9516,1,1,2,10,0.22,0.2424,0.75,0.1045,20,116,24,765,31
9517,1,1,2,11,0.26,0.2727,0.7,0.1343,12,116,25,910,232
9518,1,1,2,12,0.32,0.3182,0.61,0.1642,19,150,75,618,161
9519,1,1,2,13,0.38,0.3939,0.4,0.2239,17,141,89,881,5
9520,1,1,2,14,0.4,0.4091,0.35,0.1642,14,140,33,530,83
9521,1,1,2,15,0.42,0.4242,0.32,0.2836,25,171,37,675,46
9522,1,1,2,16,0.4,0.4091,0.43,0.2537,13,228,19,523,168
9523,1,1,2,17,0.4,0.4091,0.43,0.2537,13,430,94,985,127
9524,1,1,2,18,0.38,0.3939,0.43,0.2239,11,437,17,504,48
9525,1,1,2,19,0.36,0.3333,0.43,0.2537,7,291,68,790,71
9526,1,1,2,20,0.34,0.3333,0.46,0.1642,7,201,15,647,40
9527,1,1,2,21,0.32,0.3182,0.57,0.1642,11,154,54,847,63
9528,1,1,2,22,0.3,0.303,0.65,0.1343,4,87,89,627,83
9529,1,1,2,23,0.3,0.303,0.65,0.1343,3,46,60,530,111
9530,1,1,2,0,0.3,0.2879,0.7,0.194,1,23,0,664,14
9531,1,1,2,1,0.28,0.2879,0.61,0.1343,8,14,43,528,229
9532,1,1,2,2,0.3,0.3333,0.61,0,0,4,81,574,96
9533,1,1,2,3,0.3,0.3333,0.7,0,1,2,13,816,106
9534,1,1,2,4,0.3,0.3333,0.7,0,0,3,9,686,238
9535,1,1,2,5,0.32,0.3333,0.49,0.0896,0,15,49,903,42
9536,1,1,2,6,0.32,0.303,0.45,0.2985,2,100,95,977,34
9537,1,1,2,7,0.32,0.3485,0.45,0,6,299,87,753,4
9538,1,1,2,8,0.3,0.3182,0.49,0,7,529,98,675,49
9539,1,1,2,9,0.32,0.3333,0.49,0,11,289,45,555,15
9540,1,1,2,10,0.34,0.3333,0.46,0.1642,12,116,39,987,150
9541,1,1,2,11,0.36,0.3485,0.46,0.194,9,129,14,518,101
9542,1,1,2,12,0.4,0.4091,0.4,0.3284,9,172,51,622,71
9543,1,1,2,13,0.44,0.4394,0.38,0.2537,15,184,14,569,106
9544,1,1,2,14,0.44,0.4394,0.38,0.2537,11,138,91,765,168
9545,1,1,2,15,0.44,0.4394,0.38,0.194,13,146,75,684,66
9546,1,1,2,16,0.44,0.4394,0.35,0.2537,19,276,23,507,97
9547,1,1,2,17,0.44,0.4394,0.35,0.194,15,509,55,687,212
9548,1,1,2,18,0.42,0.4242,0.38,0.194,10,518,100,842,118
9549,1,1,2,19,0.38,0.3939,0.43,0.2239,11,338,65,501,240
9550,1,1,2,20,0.36,0.3485,0.5,0.1343,6,212,49,938,74
9551,1,1,2,21,0.34,0.3485,0.61,0.1045,20,190,9,522,101
9552,1,1,2,22,0.32,0.3182,0.57,0.194,11,118,4,609,77
9553,1,1,2,23,0.32,0.3333,0.57,0.1343,2,51,55,816,15
9554,1,1,2,0,0.3,0.2879,0.56,0.2239,2,23,50,940,108
9555,1,1,2,1,0.28,0.2727,0.61,0.1642,1,10,63,580,235
9556,1,1,2,2,0.26,0.303,0.65,0,0,1,52,585,67
9557,1,1,2,3,0.26,0.303,0.65,0,0,1,43,951,5
9558,1,1,2,4,0.24,0.2576,0.7,0.0896,0,1,56,851,173
9559,1,1,2,5,0.24,0.2576,0.7,0.0896,0,20,59,696,184
9560,1,1,2,6,0.24,0.2879,0.7,0,3,98,33,500,203
9561,1,1,2,7,0.24,0.2576,0.7,0.1045,5,281,60,725,158
9562,1,1,2,8,0.24,0.2273,0.7,0.2239,13,508,13,680,60
9563,1,1,2,9,0.24,0.2576,0.7,0.1642,8,253,80,509,118
9564,1,1,2,10,0.26,0.2576,0.7,0.2239,1,108,81,934,194
9565,1,1,2,11,0.26,0.2576,0.65,0.2239,5,102,85,869,92
9566,1,1,2,12,0.28,0.2576,0.65,0.2836,14,138,59,517,84
9567,1,1,2,13,0.28,0.2879,0.61,0.1045,15,126,76,952,2
9568,1,1,2,14,0.3,0.303,0.56,0.1642,8,108,60,703,175
9569,1,1,2,15,0.3,0.3182,0.61,0.1045,5,54,86,529,4
9570,1,1,2,16,0.26,0.2727,0.81,0.1045,2,75,54,944,24
9571,1,1,2,17,0.24,0.2576,0.87,0.1045,8,155,17,759,192
9572,1,1,2,18,0.24,0.2576,0.87,0.1045,4,167,70,769,200
9573,1,1,2,19,0.24,0.2576,0.87,0.1045,3,161,70,602,219
9574,1,1,2,20,0.24,0.2424,0.87,0.1343,3,125,67,829,18
9575,1,1,2,21,0.24,0.2273,0.87,0.194,3,129,91,614,198
9576,1,1,2,22,0.24,0.2424,0.87,0.1343,3,98,34,810,8
9577,1,1,2,23,0.24,0.2424,0.87,0.1642,3,60,80,670,12
9578,1,1,2,0,0.24,0.2424,0.87,0.1642,3,26,15,667,113
9579,1,1,2,1,0.24,0.2424,0.87,0.1343,2,12,76,943,247
9580,1,1,2,2,0.22,0.2273,0.8,0.1343,0,2,35,634,8
9581,1,1,2,3,0.22,0.2121,0.8,0.2836,0,4,24,615,178
9582,1,1,2,4,0.22,0.197,0.75,0.4478,0,1,20,509,100
9583,1,1,2,5,0.2,0.1818,0.75,0.2836,0,18,13,868,185
9584,1,1,2,6,0.2,0.1818,0.75,0.2836,1,76,100,558,27
9585,1,1,2,7,0.2,0.197,0.69,0.2537,4,267,32,661,202
9586,1,1,2,8,0.2,0.197,0.64,0.2537,11,484,44,937,13
9587,1,1,2,9,0.2,0.197,0.59,0.2239,9,238,83,536,151
9588,1,1,2,10,0.22,0.2121,0.51,0.2239,7,97,65,724,176
9589,1,1,2,11,0.24,0.2273,0.52,0.2239,4,99,10,751,240
9590,1,1,2,12,0.26,0.2273,0.48,0.3284,10,158,54,860,13
9591,1,1,2,13,0.3,0.2727,0.42,0.3284,10,154,81,794,8
9592,1,1,2,14,0.32,0.303,0.39,0.2985,18,144,7,951,72
9593,1,1,2,15,0.32,0.303,0.36,0.2985,14,134,23,771,27
9594,1,1,2,16,0.34,0.3333,0.36,0,15,238,53,639,15
9595,1,1,2,17,0.34,0.3333,0.34,0.1343,12,399,37,821,250
9596,1,1,2,18,0.34,0.3333,0.31,0.1642,13,417,53,845,191
9597,1,1,2,19,0.32,0.3333,0.33,0.1045,8,295,51,791,166
9598,1,1,2,20,0.32,0.3485,0.36,0,2,199,61,997,240
9599,1,1,2,21,0.3,0.3182,0.52,0.0896,8,177,67,870,209
9600,1,1,2,22,0.3,0.3333,0.56,0,3,107,89,855,155
9601,1,1,2,23,0.3,0.3333,0.52,0,9,84,40,502,146
9602,1,1,2,0,0.28,0.303,0.65,0.0896,4,43,17,538,117
9603,1,1,2,1,0.28,0.303,0.61,0.0896,2,13,4,732,106
9604,1,1,2,2,0.26,0.2879,0.52,0.0896,7,16,47,668,239
9605,1,1,2,3,0.26,0.2879,0.56,0.0896,0,5,43,540,51
9606,1,1,2,4,0.26,0.2879,0.56,0.0896,0,2,18,935,246
9607,1,1,2,5,0.24,0.2273,0.52,0.2239,0,17,32,523,168
9608,1,1,2,6,0.2,0.197,0.59,0.194,3,64,92,810,94
9609,1,1,2,7,0.2,0.2121,0.59,0.1642,5,230,75,783,51
9610,1,1,2,8,0.2,0.2121,0.59,0.1642,1,448,26,575,0
9611,1,1,2,9,0.22,0.2273,0.55,0.1642,10,275,51,628,51
9612,1,1,2,10,0.26,0.2727,0.48,0.1343,5,124,75,971,207
9613,1,1,2,11,0.28,0.2879,0.45,0.1045,19,153,74,702,113
9614,1,1,2,12,0.3,0.303,0.42,0.1343,8,176,46,840,70
9615,1,1,2,13,0.3,0.3182,0.42,0.0896,22,192,54,545,61
9616,1,1,2,14,0.32,0.3333,0.39,0.0896,8,146,95,572,8
9617,1,1,2,15,0.32,0.3333,0.45,0.1343,27,191,48,748,5
9618,1,1,2,16,0.34,0.3182,0.42,0.2537,28,268,70,966,152
9619,1,1,2,17,0.34,0.3333,0.42,0.194,15,396,62,569,23
9620,1,1,2,18,0.3,0.303,0.61,0.1343,14,359,76,906,245
9621,1,1,2,19,0.32,0.3485,0.57,0,16,262,82,587,6
9622,1,1,2,20,0.32,0.3485,0.57,0,7,151,64,936,153
9623,1,1,2,21,0.32,0.3333,0.66,0.0896,14,122,40,712,67
9624,1,1,2,22,0.32,0.3485,0.66,0,11,113,12,569,114
9625,1,1,2,23,0.3,0.3182,0.7,0.0896,1,65,26,972,138
9626,1,1,2,0,0.3,0.303,0.7,0.1343,3,53,34,533,41
9627,1,1,2,1,0.28,0.2879,0.81,0.1343,2,45,88,584,97
9628,1,1,2,2,0.26,0.2576,0.81,0.194,2,26,37,838,11
9629,1,1,2,3,0.24,0.2273,0.87,0.2239,0,9,30,738,112
9630,1,1,2,4,0.24,0.2273,0.87,0.2239,0,4,66,502,58
9631,1,1,2,5,0.22,0.2273,0.93,0.1642,0,2,44,884,35
9632,1,1,2,6,0.22,0.2273,0.93,0.1343,1,9,33,819,91
9633,1,1,2,7,0.22,0.2273,0.93,0.1343,0,19,80,962,125
9634,1,1,2,8,0.22,0.2273,0.93,0.1343,1,78,30,957,158
9635,1,1,2,9,0.22,0.2424,0.93,0.1045,5,90,7,587,22
9636,1,1,2,10,0.22,0.2424,0.93,0.1045,23,166,56,709,89
9637,1,1,2,11,0.24,0.2576,0.81,0.1045,26,183,53,862,144
9638,1,1,2,12,0.26,0.2576,0.81,0.1642,25,221,9,789,3
9639,1,1,2,13,0.26,0.2424,0.81,0.2836,18,235,21,593,27
9640,1,1,2,14,0.26,0.2424,0.81,0.2537,38,243,85,813,135
9641,1,1,2,15,0.3,0.2727,0.61,0.2985,12,124,31,996,5
9642,1,1,2,16,0.22,0.197,0.75,0.4179,12,146,26,543,121
9643,1,1,2,17,0.22,0.1818,0.69,0.4627,13,144,18,599,121
9644,1,1,2,18,0.22,0.1818,0.47,0.6567,3,108,59,724,62
9645,1,1,2,19,0.2,0.1515,0.4,0.5522,2,87,35,715,203
9646,1,1,2,20,0.16,0.1212,0.43,0.5522,1,63,41,767,49
9647,1,1,2,21,0.14,0.0758,0.43,0.6418,5,48,11,622,80
9648,1,1,2,22,0.14,0.1061,0.39,0.3881,0,46,97,933,119
9649,1,1,2,23,0.12,0.0758,0.5,0.4925,0,20,23,642,48
9650,1,1,2,0,0.1,0.0758,0.68,0.3881,0,21,58,977,167
9651,1,1,2,1,0.08,0.0455,0.79,0.4627,0,24,83,703,116
9652,1,1,2,2,0.1,0.0606,0.58,0.5821,1,27,93,577,5
9653,1,1,2,3,0.1,0.0455,0.46,0.6866,0,14,71,748,101
9654,1,1,2,4,0.1,0.0455,0.46,0.7164,0,1,47,774,46
9655,1,1,2,5,0.1,0.0758,0.49,0.3881,0,3,51,649,148
9656,1,1,2,6,0.1,0.0758,0.49,0.3881,0,2,5,616,19
9657,1,1,2,7,0.08,0.0909,0.53,0.194,0,18,51,685,135
9658,1,1,2,8,0.08,0.0758,0.53,0.2537,0,26,91,904,235
9659,1,1,2,9,0.1,0.0909,0.49,0.2985,3,63,63,794,20
9660,1,1,2,10,0.12,0.1061,0.42,0.3582,8,91,7,941,6
9661,1,1,2,11,0.12,0.1061,0.42,0.2985,3,124,65,713,35
9662,1,1,2,12,0.14,0.0758,0.39,0.6418,7,140,27,924,68
9663,1,1,2,13,0.16,0.1212,0.4,0.4478,10,138,88,613,216
9664,1,1,2,14,0.16,0.1212,0.4,0.5224,9,111,42,742,114
9665,1,1,2,15,0.16,0.1212,0.4,0.5522,5,155,71,889,137
9666,1,1,2,16,0.2,0.1667,0.34,0.4627,16,164,66,552,167
9667,1,1,2,17,0.18,0.1515,0.37,0.4179,4,87,37,797,199
9668,1,1,2,18,0.16,0.1212,0.4,0.4627,4,96,14,635,37
9669,1,1,2,19,0.16,0.1364,0.4,0.2836,2,80,19,994,194
9670,1,1,2,20,0.14,0.1212,0.42,0.3284,1,57,3,731,224
9671,1,1,2,21,0.14,0.1212,0.43,0.2985,0,36,74,647,163
9672,1,1,2,22,0.14,0.1515,0.43,0.1642,0,28,50,902,156
9673,1,1,2,23,0.14,0.1364,0.43,0.2239,0,23,66,747,25
9674,1,1,2,0,0.14,0.1364,0.46,0.2239,0,9,87,983,204
9675,1,1,2,1,0.12,0.1212,0.5,0.2239,0,6,30,930,112
9676,1,1,2,2,0.14,0.1364,0.46,0.194,0,4,88,559,134
9677,1,1,2,3,0.12,0.1515,0.54,0.1045,0,1,81,731,217
9678,1,1,2,4,0.12,0.1667,0.54,0.0896,0,2,81,675,45
9679,1,1,2,5,0.1,0.1212,0.58,0.1343,0,17,84,743,181
9680,1,1,2,6,0.1,0.1061,0.54,0.2239,1,72,36,691,237
9681,1,1,2,7,0.1,0.1061,0.54,0.194,1,195,28,586,123
9682,1,1,2,8,0.1,0.1212,0.54,0.1343,4,417,82,576,58
9683,1,1,2,9,0.12,0.1364,0.5,0.194,7,205,83,752,13
9684,1,1,2,10,0.14,0.1515,0.5,0.1343,1,71,91,990,206
9685,1,1,2,11,0.22,0.2273,0.37,0.194,5,90,84,605,192
9686,1,1,2,12,0.28,0.2576,0.28,0.3284,7,118,0,984,206
9687,1,1,2,13,0.32,0.303,0.22,0.2239,11,140,87,678,41
9688,1,1,2,14,0.34,0.3485,0.23,0.1045,10,135,97,906,238
9689,1,1,2,15,0.36,0.3485,0.27,0.1343,10,155,30,703,26
9690,1,1,2,16,0.36,0.3485,0.23,0.194,5,211,83,898,74
9691,1,1,2,17,0.36,0.3485,0.23,0.194,8,407,96,968,204
9692,1,1,2,18,0.34,0.3182,0.25,0.2537,6,405,67,981,240
9693,1,1,2,19,0.34,0.3333,0.25,0.1343,7,263,26,536,227
9694,1,1,2,20,0.3,0.303,0.42,0.1642,4,214,20,979,15
9695,1,1,2,21,0.28,0.2879,0.45,0.1343,2,147,96,925,15
9696,1,1,2,22,0.26,0.2727,0.56,0.1045,3,102,61,944,103
9697,1,1,2,23,0.28,0.3182,0.41,0,2,36,91,996,184
9698,1,1,2,0,0.26,0.303,0.6,0,0,14,38,774,226
9699,1,1,2,1,0.26,0.303,0.56,0,0,6,25,916,122
9700,1,1,2,2,0.28,0.3182,0.41,0,0,3,81,727,115
9701,1,1,2,3,0.26,0.303,0.52,0,0,3,74,660,143
9702,1,1,2,4,0.26,0.2727,0.65,0.1045,0,2,68,582,72
9703,1,1,2,5,0.26,0.2727,0.65,0.1045,2,22,26,579,133
9704,1,1,2,6,0.26,0.303,0.56,0,1,90,65,728,112
9705,1,1,2,7,0.24,0.2576,0.6,0.0896,4,280,92,553,23
9706,1,1,2,8,0.24,0.2879,0.7,0,3,513,3,531,70
9707,1,1,2,9,0.26,0.2879,0.56,0.0896,6,262,48,534,88
9708,1,1,2,10,0.26,0.2727,0.6,0.1343,8,98,72,735,74
9709,1,1,2,11,0.3,0.303,0.45,0.1642,5,112,65,890,189
9710,1,1,2,12,0.3,0.2879,0.52,0.2239,10,172,52,949,167
9711,1,1,2,13,0.36,0.3333,0.4,0.2537,6,173,84,714,99
9712,1,1,2,14,0.4,0.4091,0.4,0.2239,13,124,63,947,105
9713,1,1,2,15,0.42,0.4242,0.38,0.4478,7,145,52,693,135
9714,1,1,2,16,0.42,0.4242,0.35,0.2985,15,266,83,733,115
9715,1,1,2,17,0.42,0.4242,0.38,0.3582,19,523,30,974,158
9716,1,1,2,18,0.38,0.3939,0.46,0.2985,8,406,20,1000,191
