instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_1
9394,1,1,2,7,0.38,0.3939,0.62,0.0896,7,208,84
9395,1,1,2,8,0.36,0.3636,0.73,0.1045,15,520,84
9396,1,1,2,9,0.36,0.3485,0.71,0.194,9,276,55
9397,1,1,2,10,0.4,0.4091,0.62,0.1343,9,133,29
9398,1,1,2,11,0.4,0.4091,0.58,0.1642,27,143,90
9399,1,1,2,12,0.44,0.4394,0.54,0.1045,26,179,2
9400,1,1,2,13,0.46,0.4545,0.47,0.2239,12,186,35
9401,1,1,2,14,0.62,0.6212,0.33,0.2239,33,192,97
9402,1,1,2,15,0.6,0.6212,0.35,0.2836,25,194,98
9403,1,1,2,16,0.6,0.6212,0.4,0.2239,22,283,23
9404,1,1,2,17,0.58,0.5455,0.43,0.194,31,539,43
9405,1,1,2,18,0.56,0.5303,0.46,0.1642,12,526,27
9406,1,1,2,19,0.54,0.5152,0.52,0.2836,20,335,53
9407,1,1,2,20,0.52,0.5,0.52,0.1642,10,264,73
9408,1,1,2,21,0.52,0.5,0.52,0.1642,16,233,67
9409,1,1,2,22,0.5,0.4848,0.55,0.194,7,140,91
9410,1,1,2,23,0.46,0.4545,0.63,0.0896,22,97,64
9411,1,1,2,0,0.46,0.4545,0.59,0.1343,7,31,41
9412,1,1,2,1,0.46,0.4545,0.55,0,3,17,15
9413,1,1,2,2,0.42,0.4242,0.67,0.1343,2,9,32
9414,1,1,2,3,0.42,0.4242,0.67,0.1343,0,2,77
9415,1,1,2,4,0.4,0.4091,0.82,0.0896,0,1,95
9416,1,1,2,5,0.4,0.4091,0.82,0,0,19,89
9417,1,1,2,6,0.36,0.3788,0.9,0,1,74,43
9418,1,1,2,7,0.36,0.3788,0.93,0,4,205,82
9419,1,1,2,8,0.4,0.4091,0.87,0,9,445,84
9420,1,1,2,9,0.38,0.3939,0.87,0,15,228,45
9421,1,1,2,10,0.42,0.4242,0.77,0.1045,6,78,75
9422,1,1,2,11,0.4,0.4091,0.82,0.2537,6,105,3
9423,1,1,2,12,0.42,0.4242,0.82,0,8,148,74
9424,1,1,2,13,0.42,0.4242,0.77,0,13,137,78
9425,1,1,2,14,0.4,0.4091,0.76,0.1045,12,141,14
9426,1,1,2,15,0.46,0.4545,0.67,0.1642,24,174,58
9427,1,1,2,16,0.46,0.4545,0.55,0.2836,18,229,3
9428,1,1,2,17,0.42,0.4242,0.54,0.4925,13,450,28
9429,1,1,2,18,0.4,0.4091,0.43,0.4627,17,410,66
9430,1,1,2,19,0.38,0.3939,0.43,0.5224,16,327,77
9431,1,1,2,20,0.36,0.3182,0.46,0.5224,9,213,97
9432,1,1,2,21,0.34,0.303,0.46,0.4179,4,148,96
9433,1,1,2,22,0.32,0.2879,0.49,0.4179,3,109,58
9434,1,1,2,23,0.32,0.303,0.49,0.2537,0,61,3
9435,1,1,2,0,0.32,0.2879,0.53,0.3881,1,38,70
9436,1,1,2,1,0.3,0.2727,0.56,0.3284,3,22,23
9437,1,1,2,2,0.3,0.2879,0.52,0.2239,0,6,3
9438,1,1,2,3,0.28,0.2576,0.56,0.2985,0,4,59
9439,1,1,2,4,0.26,0.2576,0.6,0.2239,0,2,16
9440,1,1,2,5,0.26,0.2576,0.6,0.2239,0,17,45
9441,1,1,2,6,0.24,0.2424,0.65,0.1642,0,88,55
9442,1,1,2,7,0.24,0.2273,0.65,0.2239,10,226,58
9443,1,1,2,8,0.24,0.2273,0.65,0.2239,12,441,41
9444,1,1,2,9,0.24,0.2273,0.65,0.194,18,270,7
9445,1,1,2,10,0.28,0.2576,0.56,0.2836,15,129,11
9446,1,1,2,11,0.32,0.303,0.53,0.2985,15,164,20
9447,1,1,2,12,0.34,0.3333,0.46,0.1343,25,216,67
9448,1,1,2,13,0.36,0.3636,0.46,0,25,198,37
9449,1,1,2,14,0.36,0.3485,0.46,0.2239,22,170,15
9450,1,1,2,15,0.38,0.3939,0.4,0,48,216,53
9451,1,1,2,16,0.4,0.4091,0.37,0.1045,36,311,43
9452,1,1,2,17,0.4,0.4091,0.37,0.0896,30,488,82
9453,1,1,2,18,0.38,0.3939,0.4,0.1343,17,385,39
9454,1,1,2,19,0.34,0.3485,0.49,0.1045,11,267,30
9455,1,1,2,20,0.34,0.3485,0.49,0.1045,8,163,72
9456,1,1,2,21,0.34,0.3485,0.49,0.1045,8,134,23
9457,1,1,2,22,0.34,0.3485,0.49,0.1045,3,119,13
9458,1,1,2,23,0.26,0.2727,0.7,0.1045,3,77,34
9459,1,1,2,0,0.26,0.2727,0.7,0.1045,10,86,95
9460,1,1,2,1,0.26,0.2727,0.7,0.1045,0,43,63
9461,1,1,2,2,0.24,0.2576,0.7,0.0896,6,44,44
9462,1,1,2,3,0.24,0.2879,0.75,0,1,18,95
9463,1,1,2,4,0.24,0.2576,0.81,0.0896,1,6,44
9464,1,1,2,5,0.24,0.2576,0.81,0.0896,1,4,58
9465,1,1,2,6,0.22,0.2273,0.87,0.1343,1,5,0
9466,1,1,2,7,0.24,0.2424,0.87,0.1343,1,28,11
9467,1,1,2,8,0.24,0.2879,0.87,0,4,90,72
9468,1,1,2,9,0.24,0.2424,0.81,0.1343,16,157,39
9469,1,1,2,10,0.24,0.2576,0.87,0.1045,31,224,3
9470,1,1,2,11,0.3,0.3333,0.7,0,46,270,84
9471,1,1,2,12,0.3,0.3182,0.7,0.0896,40,300,40
9472,1,1,2,13,0.3,0.2879,0.7,0.194,58,302,1
9473,1,1,2,14,0.32,0.303,0.66,0.2239,47,276,4
9474,1,1,2,15,0.32,0.303,0.66,0.2239,61,305,51
9475,1,1,2,16,0.34,0.3333,0.61,0.1642,20,143,40
9476,1,1,2,17,0.3,0.2879,0.7,0.194,13,67,83
9477,1,1,2,18,0.28,0.2727,0.75,0.1642,6,64,97
9478,1,1,2,19,0.26,0.2727,0.87,0.1343,5,80,92
9479,1,1,2,20,0.24,0.2273,0.93,0.194,4,77,32
9480,1,1,2,21,0.24,0.2424,0.93,0.1343,4,78,43
9481,1,1,2,22,0.24,0.2576,0.87,0.0896,4,95,10
9482,1,1,2,23,0.24,0.2424,0.87,0.1343,4,70,15
9483,1,1,2,0,0.24,0.2424,0.87,0.1343,3,61,63
9484,1,1,2,1,0.24,0.2576,0.93,0.1045,5,51,88
9485,1,1,2,2,0.24,0.2576,0.93,0.1045,4,63,20
9486,1,1,2,3,0.24,0.2576,0.87,0.0896,4,17,57
9487,1,1,2,4,0.24,0.2424,0.87,0.1343,0,9,42
9488,1,1,2,5,0.26,0.2576,0.81,0.194,0,4,66
9489,1,1,2,6,0.26,0.2424,0.7,0.2537,0,4,98
9490,1,1,2,7,0.24,0.2424,0.75,0.1642,0,16,27
9491,1,1,2,8,0.24,0.2424,0.75,0.1642,4,62,89
9492,1,1,2,9,0.24,0.2273,0.7,0.2239,9,92,54
9493,1,1,2,10,0.26,0.2424,0.65,0.2836,10,148,81
9494,1,1,2,11,0.26,0.2576,0.7,0.194,22,182,16
9495,1,1,2,12,0.26,0.2576,0.65,0.194,25,248,86
9496,1,1,2,13,0.28,0.2727,0.61,0.1642,33,274,25
9497,1,1,2,14,0.3,0.303,0.61,0.1642,40,243,34
9498,1,1,2,15,0.3,0.2879,0.56,0.2537,55,272,93
9499,1,1,2,16,0.3,0.2879,0.56,0.2239,35,296,93
9500,1,1,2,17,0.32,0.3182,0.53,0.1642,31,306,56
9501,1,1,2,18,0.3,0.2879,0.52,0.2537,10,181,12
9502,1,1,2,19,0.3,0.2879,0.52,0.2239,6,69,79
9503,1,1,2,20,0.28,0.2727,0.56,0.194,3,50,51
9504,1,1,2,21,0.28,0.2879,0.56,0.1045,6,66,69
9505,1,1,2,22,0.26,0.2727,0.6,0.1045,9,191,39
9506,1,1,2,23,0.24,0.2424,0.7,0.1343,4,42,88
9507,1,1,2,0,0.24,0.2424,0.65,0.1343,7,21,53
9508,1,1,2,1,0.22,0.2576,0.75,0.0896,0,6,65
9509,1,1,2,2,0.22,0.2727,0.75,0,0,3,20
9510,1,1,2,4,0.18,0.2121,0.8,0.1045,0,2,30
9511,1,1,2,5,0.18,0.2121,0.8,0.1045,0,17,35
9512,1,1,2,6,0.16,0.1818,0.86,0.1045,0,72,88
9513,1,1,2,7,0.16,0.1818,0.86,0.1045,5,234,17
9514,1,1,2,8,0.16,0.1818,0.86,0.1343,10,444,20
9515,1,1,2,9,0.18,0.2121,0.8,0.1045,8,277,16
9516,1,1,2,10,0.22,0.2424,0.75,0.1045,20,116,89
9517,1,1,2,11,0.26,0.2727,0.7,0.1343,12,116,11
9518,1,1,2,12,0.32,0.3182,0.61,0.1642,19,150,97
9519,1,1,2,13,0.38,0.3939,0.4,0.2239,17,141,94
9520,1,1,2,14,0.4,0.4091,0.35,0.1642,14,140,82
9521,1,1,2,15,0.42,0.4242,0.32,0.2836,25,171,8
9522,1,1,2,16,0.4,0.4091,0.43,0.2537,13,228,29
9523,1,1,2,17,0.4,0.4091,0.43,0.2537,13,430,82
9524,1,1,2,18,0.38,0.3939,0.43,0.2239,11,437,46
9525,1,1,2,19,0.36,0.3333,0.43,0.2537,7,291,22
9526,1,1,2,20,0.34,0.3333,0.46,0.1642,7,201,21
9527,1,1,2,21,0.32,0.3182,0.57,0.1642,11,154,28
9528,1,1,2,22,0.3,0.303,0.65,0.1343,4,87,77
9529,1,1,2,23,0.3,0.303,0.65,0.1343,3,46,46
9530,1,1,2,0,0.3,0.2879,0.7,0.194,1,23,99
9531,1,1,2,1,0.28,0.2879,0.61,0.1343,8,14,36
9532,1,1,2,2,0.3,0.3333,0.61,0,0,4,53
9533,1,1,2,3,0.3,0.3333,0.7,0,1,2,8
9534,1,1,2,4,0.3,0.3333,0.7,0,0,3,18
9535,1,1,2,5,0.32,0.3333,0.49,0.0896,0,15,56
9536,1,1,2,6,0.32,0.303,0.45,0.2985,2,100,71
9537,1,1,2,7,0.32,0.3485,0.45,0,6,299,81
9538,1,1,2,8,0.3,0.3182,0.49,0,7,529,5
9539,1,1,2,9,0.32,0.3333,0.49,0,11,289,88
9540,1,1,2,10,0.34,0.3333,0.46,0.1642,12,116,95
9541,1,1,2,11,0.36,0.3485,0.46,0.194,9,129,91
9542,1,1,2,12,0.4,0.4091,0.4,0.3284,9,172,12
9543,1,1,2,13,0.44,0.4394,0.38,0.2537,15,184,14
9544,1,1,2,14,0.44,0.4394,0.38,0.2537,11,138,30
9545,1,1,2,15,0.44,0.4394,0.38,0.194,13,146,89
9546,1,1,2,16,0.44,0.4394,0.35,0.2537,19,276,25
9547,1,1,2,17,0.44,0.4394,0.35,0.194,15,509,85
9548,1,1,2,18,0.42,0.4242,0.38,0.194,10,518,95
9549,1,1,2,19,0.38,0.3939,0.43,0.2239,11,338,74
9550,1,1,2,20,0.36,0.3485,0.5,0.1343,6,212,76
9551,1,1,2,21,0.34,0.3485,0.61,0.1045,20,190,70
9552,1,1,2,22,0.32,0.3182,0.57,0.194,11,118,58
9553,1,1,2,23,0.32,0.3333,0.57,0.1343,2,51,62
9554,1,1,2,0,0.3,0.2879,0.56,0.2239,2,23,78
9555,1,1,2,1,0.28,0.2727,0.61,0.1642,1,10,81
9556,1,1,2,2,0.26,0.303,0.65,0,0,1,46
9557,1,1,2,3,0.26,0.303,0.65,0,0,1,67
9558,1,1,2,4,0.24,0.2576,0.7,0.0896,0,1,87
9559,1,1,2,5,0.24,0.2576,0.7,0.0896,0,20,30
9560,1,1,2,6,0.24,0.2879,0.7,0,3,98,71
9561,1,1,2,7,0.24,0.2576,0.7,0.1045,5,281,51
9562,1,1,2,8,0.24,0.2273,0.7,0.2239,13,508,25
9563,1,1,2,9,0.24,0.2576,0.7,0.1642,8,253,95
9564,1,1,2,10,0.26,0.2576,0.7,0.2239,1,108,7
9565,1,1,2,11,0.26,0.2576,0.65,0.2239,5,102,64
9566,1,1,2,12,0.28,0.2576,0.65,0.2836,14,138,99
9567,1,1,2,13,0.28,0.2879,0.61,0.1045,15,126,33
9568,1,1,2,14,0.3,0.303,0.56,0.1642,8,108,48
9569,1,1,2,15,0.3,0.3182,0.61,0.1045,5,54,2
9570,1,1,2,16,0.26,0.2727,0.81,0.1045,2,75,7
9571,1,1,2,17,0.24,0.2576,0.87,0.1045,8,155,52
9572,1,1,2,18,0.24,0.2576,0.87,0.1045,4,167,15
9573,1,1,2,19,0.24,0.2576,0.87,0.1045,3,161,87
9574,1,1,2,20,0.24,0.2424,0.87,0.1343,3,125,37
9575,1,1,2,21,0.24,0.2273,0.87,0.194,3,129,27
9576,1,1,2,22,0.24,0.2424,0.87,0.1343,3,98,10
9577,1,1,2,23,0.24,0.2424,0.87,0.1642,3,60,20
9578,1,1,2,0,0.24,0.2424,0.87,0.1642,3,26,91
9579,1,1,2,1,0.24,0.2424,0.87,0.1343,2,12,95
9580,1,1,2,2,0.22,0.2273,0.8,0.1343,0,2,96
9581,1,1,2,3,0.22,0.2121,0.8,0.2836,0,4,99
9582,1,1,2,4,0.22,0.197,0.75,0.4478,0,1,25
9583,1,1,2,5,0.2,0.1818,0.75,0.2836,0,18,57
9584,1,1,2,6,0.2,0.1818,0.75,0.2836,1,76,66
9585,1,1,2,7,0.2,0.197,0.69,0.2537,4,267,33
9586,1,1,2,8,0.2,0.197,0.64,0.2537,11,484,95
9587,1,1,2,9,0.2,0.197,0.59,0.2239,9,238,30
9588,1,1,2,10,0.22,0.2121,0.51,0.2239,7,97,23
9589,1,1,2,11,0.24,0.2273,0.52,0.2239,4,99,46
9590,1,1,2,12,0.26,0.2273,0.48,0.3284,10,158,59
9591,1,1,2,13,0.3,0.2727,0.42,0.3284,10,154,71
9592,1,1,2,14,0.32,0.303,0.39,0.2985,18,144,82
9593,1,1,2,15,0.32,0.303,0.36,0.2985,14,134,9
9594,1,1,2,16,0.34,0.3333,0.36,0,15,238,28
9595,1,1,2,17,0.34,0.3333,0.34,0.1343,12,399,85
9596,1,1,2,18,0.34,0.3333,0.31,0.1642,13,417,35
9597,1,1,2,19,0.32,0.3333,0.33,0.1045,8,295,70
9598,1,1,2,20,0.32,0.3485,0.36,0,2,199,72
9599,1,1,2,21,0.3,0.3182,0.52,0.0896,8,177,80
9600,1,1,2,22,0.3,0.3333,0.56,0,3,107,12
9601,1,1,2,23,0.3,0.3333,0.52,0,9,84,21
9602,1,1,2,0,0.28,0.303,0.65,0.0896,4,43,55
9603,1,1,2,1,0.28,0.303,0.61,0.0896,2,13,98
9604,1,1,2,2,0.26,0.2879,0.52,0.0896,7,16,85
9605,1,1,2,3,0.26,0.2879,0.56,0.0896,0,5,51
9606,1,1,2,4,0.26,0.2879,0.56,0.0896,0,2,71
9607,1,1,2,5,0.24,0.2273,0.52,0.2239,0,17,45
9608,1,1,2,6,0.2,0.197,0.59,0.194,3,64,39
9609,1,1,2,7,0.2,0.2121,0.59,0.1642,5,230,20
9610,1,1,2,8,0.2,0.2121,0.59,0.1642,1,448,69
9611,1,1,2,9,0.22,0.2273,0.55,0.1642,10,275,84
9612,1,1,2,10,0.26,0.2727,0.48,0.1343,5,124,37
9613,1,1,2,11,0.28,0.2879,0.45,0.1045,19,153,7
9614,1,1,2,12,0.3,0.303,0.42,0.1343,8,176,23
9615,1,1,2,13,0.3,0.3182,0.42,0.0896,22,192,78
9616,1,1,2,14,0.32,0.3333,0.39,0.0896,8,146,68
9617,1,1,2,15,0.32,0.3333,0.45,0.1343,27,191,12
9618,1,1,2,16,0.34,0.3182,0.42,0.2537,28,268,47
9619,1,1,2,17,0.34,0.3333,0.42,0.194,15,396,48
9620,1,1,2,18,0.3,0.303,0.61,0.1343,14,359,23
9621,1,1,2,19,0.32,0.3485,0.57,0,16,262,6
9622,1,1,2,20,0.32,0.3485,0.57,0,7,151,65
9623,1,1,2,21,0.32,0.3333,0.66,0.0896,14,122,23
9624,1,1,2,22,0.32,0.3485,0.66,0,11,113,52
9625,1,1,2,23,0.3,0.3182,0.7,0.0896,1,65,100
9626,1,1,2,0,0.3,0.303,0.7,0.1343,3,53,18
9627,1,1,2,1,0.28,0.2879,0.81,0.1343,2,45,21
9628,1,1,2,2,0.26,0.2576,0.81,0.194,2,26,19
9629,1,1,2,3,0.24,0.2273,0.87,0.2239,0,9,14
9630,1,1,2,4,0.24,0.2273,0.87,0.2239,0,4,65
9631,1,1,2,5,0.22,0.2273,0.93,0.1642,0,2,21
9632,1,1,2,6,0.22,0.2273,0.93,0.1343,1,9,39
9633,1,1,2,7,0.22,0.2273,0.93,0.1343,0,19,16
9634,1,1,2,8,0.22,0.2273,0.93,0.1343,1,78,63
9635,1,1,2,9,0.22,0.2424,0.93,0.1045,5,90,6
9636,1,1,2,10,0.22,0.2424,0.93,0.1045,23,166,91
9637,1,1,2,11,0.24,0.2576,0.81,0.1045,26,183,57
9638,1,1,2,12,0.26,0.2576,0.81,0.1642,25,221,54
9639,1,1,2,13,0.26,0.2424,0.81,0.2836,18,235,7
9640,1,1,2,14,0.26,0.2424,0.81,0.2537,38,243,76
9641,1,1,2,15,0.3,0.2727,0.61,0.2985,12,124,11
9642,1,1,2,16,0.22,0.197,0.75,0.4179,12,146,100
9643,1,1,2,17,0.22,0.1818,0.69,0.4627,13,144,92
9644,1,1,2,18,0.22,0.1818,0.47,0.6567,3,108,14
9645,1,1,2,19,0.2,0.1515,0.4,0.5522,2,87,79
9646,1,1,2,20,0.16,0.1212,0.43,0.5522,1,63,29
9647,1,1,2,21,0.14,0.0758,0.43,0.6418,5,48,1
9648,1,1,2,22,0.14,0.1061,0.39,0.3881,0,46,54
9649,1,1,2,23,0.12,0.0758,0.5,0.4925,0,20,71
9650,1,1,2,0,0.1,0.0758,0.68,0.3881,0,21,54
9651,1,1,2,1,0.08,0.0455,0.79,0.4627,0,24,28
9652,1,1,2,2,0.1,0.0606,0.58,0.5821,1,27,45
9653,1,1,2,3,0.1,0.0455,0.46,0.6866,0,14,27
9654,1,1,2,4,0.1,0.0455,0.46,0.7164,0,1,21
9655,1,1,2,5,0.1,0.0758,0.49,0.3881,0,3,95
9656,1,1,2,6,0.1,0.0758,0.49,0.3881,0,2,86
9657,1,1,2,7,0.08,0.0909,0.53,0.194,0,18,58
9658,1,1,2,8,0.08,0.0758,0.53,0.2537,0,26,1
9659,1,1,2,9,0.1,0.0909,0.49,0.2985,3,63,42
9660,1,1,2,10,0.12,0.1061,0.42,0.3582,8,91,13
9661,1,1,2,11,0.12,0.1061,0.42,0.2985,3,124,54
9662,1,1,2,12,0.14,0.0758,0.39,0.6418,7,140,48
9663,1,1,2,13,0.16,0.1212,0.4,0.4478,10,138,25
9664,1,1,2,14,0.16,0.1212,0.4,0.5224,9,111,80
9665,1,1,2,15,0.16,0.1212,0.4,0.5522,5,155,6
9666,1,1,2,16,0.2,0.1667,0.34,0.4627,16,164,81
9667,1,1,2,17,0.18,0.1515,0.37,0.4179,4,87,40
9668,1,1,2,18,0.16,0.1212,0.4,0.4627,4,96,23
9669,1,1,2,19,0.16,0.1364,0.4,0.2836,2,80,81
9670,1,1,2,20,0.14,0.1212,0.42,0.3284,1,57,73
9671,1,1,2,21,0.14,0.1212,0.43,0.2985,0,36,59
9672,1,1,2,22,0.14,0.1515,0.43,0.1642,0,28,64
9673,1,1,2,23,0.14,0.1364,0.43,0.2239,0,23,56
9674,1,1,2,0,0.14,0.1364,0.46,0.2239,0,9,36
9675,1,1,2,1,0.12,0.1212,0.5,0.2239,0,6,83
9676,1,1,2,2,0.14,0.1364,0.46,0.194,0,4,92
9677,1,1,2,3,0.12,0.1515,0.54,0.1045,0,1,83
9678,1,1,2,4,0.12,0.1667,0.54,0.0896,0,2,75
9679,1,1,2,5,0.1,0.1212,0.58,0.1343,0,17,26
9680,1,1,2,6,0.1,0.1061,0.54,0.2239,1,72,61
9681,1,1,2,7,0.1,0.1061,0.54,0.194,1,195,24
9682,1,1,2,8,0.1,0.1212,0.54,0.1343,4,417,42
9683,1,1,2,9,0.12,0.1364,0.5,0.194,7,205,48
9684,1,1,2,10,0.14,0.1515,0.5,0.1343,1,71,58
9685,1,1,2,11,0.22,0.2273,0.37,0.194,5,90,11
9686,1,1,2,12,0.28,0.2576,0.28,0.3284,7,118,19
9687,1,1,2,13,0.32,0.303,0.22,0.2239,11,140,46
9688,1,1,2,14,0.34,0.3485,0.23,0.1045,10,135,77
9689,1,1,2,15,0.36,0.3485,0.27,0.1343,10,155,3
9690,1,1,2,16,0.36,0.3485,0.23,0.194,5,211,40
9691,1,1,2,17,0.36,0.3485,0.23,0.194,8,407,61
9692,1,1,2,18,0.34,0.3182,0.25,0.2537,6,405,78
9693,1,1,2,19,0.34,0.3333,0.25,0.1343,7,263,36
9694,1,1,2,20,0.3,0.303,0.42,0.1642,4,214,21
9695,1,1,2,21,0.28,0.2879,0.45,0.1343,2,147,12
9696,1,1,2,22,0.26,0.2727,0.56,0.1045,3,102,36
9697,1,1,2,23,0.28,0.3182,0.41,0,2,36,62
9698,1,1,2,0,0.26,0.303,0.6,0,0,14,90
9699,1,1,2,1,0.26,0.303,0.56,0,0,6,77
9700,1,1,2,2,0.28,0.3182,0.41,0,0,3,77
9701,1,1,2,3,0.26,0.303,0.52,0,0,3,53
9702,1,1,2,4,0.26,0.2727,0.65,0.1045,0,2,16
9703,1,1,2,5,0.26,0.2727,0.65,0.1045,2,22,6
9704,1,1,2,6,0.26,0.303,0.56,0,1,90,41
9705,1,1,2,7,0.24,0.2576,0.6,0.0896,4,280,89
9706,1,1,2,8,0.24,0.2879,0.7,0,3,513,80
9707,1,1,2,9,0.26,0.2879,0.56,0.0896,6,262,44
9708,1,1,2,10,0.26,0.2727,0.6,0.1343,8,98,63
9709,1,1,2,11,0.3,0.303,0.45,0.1642,5,112,87
9710,1,1,2,12,0.3,0.2879,0.52,0.2239,10,172,99
9711,1,1,2,13,0.36,0.3333,0.4,0.2537,6,173,87
9712,1,1,2,14,0.4,0.4091,0.4,0.2239,13,124,19
9713,1,1,2,15,0.42,0.4242,0.38,0.4478,7,145,25
9714,1,1,2,16,0.42,0.4242,0.35,0.2985,15,266,56
9715,1,1,2,17,0.42,0.4242,0.38,0.3582,19,523,6
9716,1,1,2,18,0.38,0.3939,0.46,0.2985,8,406,75
9717,1,1,2,19,0.36,0.3485,0.5,0.1642,11,281,39
9718,1,1,2,20,0.38,0.3939,0.46,0.1343,6,184,98
9719,1,1,2,21,0.36,0.3636,0.5,0.1045,4,109,0
9720,1,1,2,22,0.36,0.3636,0.5,0.1045,5,77,93
9721,1,1,2,23,0.36,0.3636,0.5,0.0896,2,57,7
9722,1,1,2,0,0.32,0.3485,0.57,0,0,22,83
9723,1,1,2,1,0.34,0.3636,0.53,0,0,5,4
9724,1,1,2,2,0.3,0.3333,0.61,0,0,4,93
9725,1,1,2,3,0.28,0.3182,0.75,0,0,3,98
9726,1,1,2,4,0.28,0.2879,0.7,0.1045,0,1,27
9727,1,1,2,5,0.28,0.2879,0.7,0.1045,0,25,78
9728,1,1,2,6,0.3,0.303,0.61,0.1343,3,95,39
9729,1,1,2,7,0.3,0.2879,0.65,0.194,3,321,49
9730,1,1,2,8,0.32,0.2879,0.61,0.3582,7,515,6
9731,1,1,2,9,0.32,0.303,0.61,0.3284,5,231,7
9732,1,1,2,10,0.34,0.303,0.57,0.2985,12,120,81
9733,1,1,2,11,0.36,0.3333,0.53,0.2836,13,138,39
9734,1,1,2,12,0.38,0.3939,0.46,0.3881,11,163,84
9735,1,1,2,13,0.4,0.4091,0.43,0.2836,11,170,44
9736,1,1,2,14,0.42,0.4242,0.41,0.3582,6,134,32
9737,1,1,2,15,0.42,0.4242,0.41,0.2239,7,171,23
9738,1,1,2,16,0.42,0.4242,0.38,0.194,9,231,66
9739,1,1,2,17,0.42,0.4242,0.38,0.194,17,487,49
9740,1,1,2,18,0.4,0.4091,0.4,0.2239,9,468,75
9741,1,1,2,19,0.38,0.3939,0.43,0.1642,9,311,35
9742,1,1,2,20,0.36,0.3485,0.46,0.1642,4,211,38
9743,1,1,2,21,0.34,0.3333,0.53,0.1642,8,178,8
9744,1,1,2,22,0.34,0.3485,0.49,0.1045,3,107,82
9745,1,1,2,23,0.34,0.3485,0.53,0.0896,4,58,49
9746,1,1,2,0,0.3,0.303,0.7,0.1343,1,23,40
9747,1,1,2,1,0.3,0.3333,0.7,0,0,5,40
9748,1,1,2,2,0.3,0.3182,0.7,0.0896,1,7,49
9749,1,1,2,3,0.3,0.3333,0.61,0,0,1,42
9750,1,1,2,4,0.3,0.3182,0.7,0.0896,0,3,73
9751,1,1,2,5,0.3,0.3333,0.7,0,0,20,31
9752,1,1,2,6,0.3,0.3182,0.7,0.0896,4,87,78
9753,1,1,2,7,0.3,0.303,0.7,0.1343,3,288,7
9754,1,1,2,8,0.3,0.3182,0.7,0.0896,9,498,23
9755,1,1,2,9,0.3,0.303,0.7,0.1642,3,202,25
9756,1,1,2,10,0.32,0.3333,0.7,0.1343,2,44,90
9757,1,1,2,11,0.32,0.3333,0.7,0.1045,2,71,80
9758,1,1,2,12,0.32,0.3333,0.76,0.0896,1,45,60
9759,1,1,2,13,0.34,0.3182,0.71,0.2537,2,64,99
9760,1,1,2,14,0.32,0.3182,0.81,0.194,1,31,14
9761,1,1,2,15,0.34,0.3636,0.76,0,3,53,80
9762,1,1,2,16,0.34,0.3636,0.81,0,8,118,26
9763,1,1,2,17,0.34,0.3636,0.87,0,8,289,38
9764,1,1,2,18,0.34,0.3333,0.87,0.1343,8,353,55
9765,1,1,2,19,0.32,0.3182,0.87,0.1642,4,258,61
9766,1,1,2,20,0.32,0.3333,0.87,0.1343,5,216,74
9767,1,1,2,21,0.34,0.3485,0.81,0.1045,3,145,45
9768,1,1,2,22,0.32,0.3485,0.81,0,3,111,73
9769,1,1,2,23,0.32,0.3333,0.81,0.0896,3,73,58
9770,1,1,2,0,0.3,0.3333,0.87,0,2,34,83
9771,1,1,2,1,0.3,0.3333,0.93,0,2,18,29
9772,1,1,2,2,0.3,0.3182,0.93,0.1045,1,12,10
9773,1,1,2,3,0.28,0.2879,0.93,0.1045,0,1,32
9774,1,1,2,4,0.28,0.2727,0.93,0.194,0,1,70
9775,1,1,2,5,0.28,0.2727,0.93,0.1642,0,16,100
9776,1,1,2,6,0.28,0.2879,0.96,0.1343,1,71,38
9777,1,1,2,7,0.28,0.2879,0.93,0.1045,4,226,96
9778,1,1,2,8,0.26,0.303,1,0,4,520,42
9779,1,1,2,9,0.26,0.303,1,0,8,283,68
9780,1,1,2,10,0.34,0.3182,0.71,0.2836,13,116,42
9781,1,1,2,11,0.36,0.3333,0.62,0.4179,9,142,35
9782,1,1,2,12,0.38,0.3939,0.46,0.3881,21,198,14
9783,1,1,2,13,0.4,0.4091,0.43,0.3582,34,205,78
9784,1,1,2,14,0.4,0.4091,0.37,0.3582,33,170,84
9785,1,1,2,15,0.42,0.4242,0.35,0.4179,41,221,99
9786,1,1,2,16,0.42,0.4242,0.32,0.2985,56,307,7
9787,1,1,2,17,0.42,0.4242,0.32,0.3284,36,465,98
9788,1,1,2,18,0.4,0.4091,0.35,0.2537,15,377,19
9789,1,1,2,19,0.38,0.3939,0.37,0.2239,16,282,49
9790,1,1,2,20,0.4,0.4091,0.35,0.194,13,171,34
9791,1,1,2,21,0.38,0.3939,0.37,0.194,15,129,96
9792,1,1,2,22,0.36,0.3485,0.4,0.2239,15,107,1
9793,1,1,2,23,0.36,0.3485,0.4,0.194,10,82,95
9794,1,1,2,0,0.34,0.3333,0.42,0.1642,5,86,79
9795,1,1,2,1,0.32,0.3182,0.49,0.1642,7,45,19
9796,1,1,2,2,0.3,0.2879,0.61,0.2537,6,45,43
9797,1,1,2,3,0.28,0.2879,0.65,0.1045,3,18,86
9798,1,1,2,4,0.26,0.303,0.7,0,3,7,59
