instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_3,feature_y_3,feature_y_3
6930,4,0,10,8,0.4,0.4091,0.62,0.194,16,402,98,64964808.0,2.3440166611427986
6931,4,0,10,9,0.42,0.4242,0.58,0.1343,33,222,27,10941048.0,0.5111492047520422
6932,4,0,10,10,0.46,0.4545,0.51,0.1642,32,138,3,2628072.0,0.8763320184878719
6933,4,0,10,11,0.5,0.4848,0.45,0.2239,39,174,83,5268024.0,0.5080359962611123
6934,4,0,10,12,0.5,0.4848,0.45,0.2985,47,240,16,13824000.0,1.4043036899381962
6935,4,0,10,13,0.48,0.4697,0.48,0.3284,43,206,90,8741816.0,0.5279840346175494
6936,4,0,10,14,0.52,0.5,0.42,0.2985,67,198,50,7762392.0,1.3557021544363344
6937,4,0,10,15,0.5,0.4848,0.45,0.2836,57,235,5,12977875.0,24.34527915938213
6938,4,0,10,16,0.5,0.4848,0.45,0.2537,60,302,11,27543608.0,102109.07002447755
6939,4,0,10,17,0.46,0.4545,0.51,0.2537,79,524,88,143877824.0,0.9658118980490871
6940,4,0,10,18,0.44,0.4394,0.54,0.2537,43,397,89,62570773.0,0.5376143475480764
6941,4,0,10,19,0.44,0.4394,0.54,0.3881,25,253,6,16194277.0,1.3877622922787505
6942,4,0,10,20,0.44,0.4394,0.54,0.2239,29,184,82,6229504.0,0.7614819393063025
6943,4,0,10,21,0.42,0.4242,0.58,0.1642,31,143,49,2924207.0,21.622861843277043
6944,4,0,10,22,0.42,0.4242,0.54,0.1642,24,113,28,1442897.0,0.7868403851802712
6945,4,0,10,23,0.4,0.4091,0.62,0.2239,18,117,86,1601613.0,13.064798934155936
6946,4,0,10,0,0.4,0.4091,0.62,0.194,16,96,57,884736.0,0.696298942266857
6947,4,0,10,1,0.4,0.4091,0.62,0.194,20,70,85,343000.0,1.213703616753761
6948,4,0,10,2,0.4,0.4091,0.62,0.2537,6,31,73,29791.0,3.0937909668046757
6949,4,0,10,3,0.4,0.4091,0.62,0.1343,1,20,19,8000.0,0.869658074441806
6950,4,0,10,4,0.38,0.3939,0.66,0.0896,4,8,90,512.0,0.5279840346175494
6951,4,0,10,5,0.38,0.3939,0.66,0,1,8,70,512.0,0.5637325966004665
6952,4,0,10,6,0.36,0.3788,0.71,0,1,18,35,5832.0,1.7488102347630208
6953,4,0,10,7,0.36,0.3636,0.76,0.1045,8,57,76,185193.0,0.6385257158828442
6954,4,0,10,8,0.4,0.4091,0.71,0,26,114,28,1481544.0,0.7868403851802712
6955,4,0,10,9,0.42,0.4242,0.67,0.0896,47,169,52,4826809.0,0.503365605112174
6956,4,0,10,10,0.44,0.4394,0.62,0.1045,87,236,81,13144256.0,2.7018847930632726
6957,4,0,10,11,0.44,0.4394,0.62,0.1045,110,282,97,22425768.0,0.7248437158702044
6958,4,0,10,12,0.46,0.4545,0.55,0.0896,132,343,7,40353607.0,0.6035051827052901
6959,4,0,10,13,0.5,0.4848,0.45,0,136,322,48,33386248.0,4.315081398019611
6960,4,0,10,14,0.48,0.4697,0.48,0.2239,133,310,92,29791000.0,4.534449634384539
6961,4,0,10,15,0.48,0.4697,0.51,0.2239,159,382,69,55742968.0,1.129668825806919
6962,4,0,10,16,0.5,0.4848,0.45,0.194,169,359,93,46268279.0,19.33568064408107
6963,4,0,10,17,0.46,0.4545,0.55,0.1343,143,360,46,46656000.0,0.5258208681509198
6964,4,0,10,18,0.44,0.4394,0.54,0.0896,111,335,7,37595375.0,0.6035051827052901
6965,4,0,10,19,0.44,0.4394,0.67,0,47,220,3,10648000.0,0.8763320184878719
6966,4,0,10,20,0.42,0.4242,0.67,0,48,159,45,4019679.0,0.5402766739296717
6967,4,0,10,21,0.4,0.4091,0.76,0,37,157,32,3869893.0,0.6445680044638951
6968,4,0,10,22,0.4,0.4091,0.76,0,30,144,30,2985984.0,83.55352537043731
6969,4,0,10,23,0.38,0.3939,0.82,0,27,108,91,1259712.0,0.9041693413125955
6970,4,0,10,0,0.36,0.3788,0.87,0,24,88,9,681472.0,0.7081558739235672
6971,4,0,10,1,0.36,0.3788,0.87,0,11,71,89,357911.0,0.5376143475480764
6972,4,0,10,2,0.34,0.3485,0.87,0.0896,10,50,31,125000.0,1.6779583343684343
6973,4,0,10,3,0.34,0.3636,0.87,0,15,46,41,97336.0,1.1885273858987428
6974,4,0,10,4,0.34,0.3636,0.87,0,5,6,57,216.0,0.696298942266857
6975,4,0,10,5,0.32,0.3485,0.87,0,1,3,4,27.0,4.111884294479769
6976,4,0,10,6,0.32,0.3333,0.87,0.1045,0,12,81,1728.0,2.7018847930632726
6977,4,0,10,7,0.34,0.3485,0.87,0.0896,3,21,69,9261.0,1.129668825806919
6978,4,0,10,8,0.36,0.3485,0.87,0.1343,32,88,25,681472.0,1.1525407907094694
6979,4,0,10,9,0.4,0.4091,0.76,0,48,143,58,2924207.0,0.5017882105819239
6980,4,0,10,10,0.42,0.4242,0.71,0.0896,104,289,21,24137569.0,0.5444678790179037
6981,4,0,10,11,0.46,0.4545,0.72,0.1642,131,333,59,36926037.0,0.6109713317819904
6982,4,0,10,12,0.5,0.4848,0.59,0.2537,164,413,98,70444997.0,2.3440166611427986
6983,4,0,10,13,0.52,0.5,0.55,0.194,160,415,2,71473375.0,0.5237528663423374
6984,4,0,10,14,0.52,0.5,0.55,0.2239,192,408,60,67917312.0,1.4384569591461411
6985,4,0,10,15,0.52,0.5,0.52,0.1642,171,387,100,57960603.0,2.025790915867646
6986,4,0,10,16,0.52,0.5,0.55,0.194,188,405,24,66430125.0,10.590792759495987
6987,4,0,10,17,0.5,0.4848,0.63,0.1343,120,340,75,39304000.0,1.633404121532299
6988,4,0,10,18,0.5,0.4848,0.63,0.1045,88,284,77,22906304.0,0.5001199891426975
6989,4,0,10,19,0.46,0.4545,0.77,0,53,193,26,7189057.0,0.5673570710394846
6990,4,0,10,20,0.44,0.4394,0.72,0.0896,32,144,84,2985984.0,0.5769706814181332
6991,4,0,10,21,0.44,0.4394,0.72,0.0896,24,99,83,970299.0,0.5080359962611123
6992,4,0,10,22,0.42,0.4242,0.77,0.1045,25,94,63,830584.0,0.8566369271513424
6993,4,0,10,23,0.42,0.4242,0.77,0.1642,18,49,35,117649.0,1.7488102347630208
6994,4,0,10,0,0.42,0.4242,0.77,0,6,32,13,32768.0,0.7041425227235925
6995,4,0,10,1,0.4,0.4091,0.82,0.1343,7,15,79,3375.0,1.798925688187395
6996,4,0,10,2,0.4,0.4091,0.87,0.1045,1,7,71,343.0,0.5125433048899948
6997,4,0,10,3,0.4,0.4091,0.82,0.0896,1,4,76,64.0,0.6385257158828442
6998,4,0,10,4,0.4,0.4091,0.82,0,1,6,4,216.0,4.111884294479769
6999,4,0,10,5,0.38,0.3939,0.87,0,2,21,1,9261.0,0.5430441251857795
7000,4,0,10,6,0.4,0.4091,0.87,0.1045,3,86,14,636056.0,0.5023592408312615
7001,4,0,10,7,0.38,0.3939,0.94,0.1045,11,285,21,23149125.0,0.5444678790179037
7002,4,0,10,8,0.42,0.4242,0.88,0.1642,20,398,42,63044792.0,11.979139227322584
7003,4,0,10,9,0.44,0.4394,0.82,0.1642,29,195,4,7414875.0,4.111884294479769
7004,4,0,10,10,0.46,0.4545,0.82,0.2537,47,129,95,2146689.0,0.5940846816900167
7005,4,0,10,11,0.5,0.4848,0.72,0.1642,59,168,37,4741632.0,2.8053491651647224
7006,4,0,10,12,0.52,0.5,0.68,0.1045,64,220,34,10648000.0,0.6539868700870936
7007,4,0,10,13,0.54,0.5152,0.64,0.2239,60,198,87,7762392.0,5.612234025512922
7008,4,0,10,14,0.54,0.5152,0.64,0.194,63,206,69,8741816.0,1.129668825806919
7009,4,0,10,15,0.56,0.5303,0.6,0.1642,52,177,28,5545233.0,0.7868403851802712
7010,4,0,10,16,0.54,0.5152,0.64,0.194,68,310,82,29791000.0,0.7614819393063025
7011,4,0,10,17,0.52,0.5,0.68,0.1343,87,614,99,231475544.0,1260.7704250424647
7012,4,0,10,18,0.54,0.5152,0.6,0.0896,58,486,41,114791256.0,1.1885273858987428
7013,4,0,10,19,0.48,0.4697,0.82,0,25,237,69,13312053.0,1.129668825806919
7014,4,0,10,20,0.48,0.4697,0.82,0.1045,11,129,9,2146689.0,0.7081558739235672
7015,4,0,10,21,0.46,0.4545,0.87,0.1045,12,126,18,2000376.0,4.015858573649374
7016,4,0,10,22,0.48,0.4697,0.75,0.1642,3,79,48,493039.0,4.315081398019611
7017,4,0,10,23,0.46,0.4545,0.77,0.0896,9,59,82,205379.0,0.7614819393063025
7018,4,0,10,0,0.44,0.4394,0.77,0.1343,4,30,82,27000.0,0.7614819393063025
7019,4,0,10,1,0.44,0.4394,0.77,0.1343,5,11,64,1331.0,0.5208262701161901
7020,4,0,10,2,0.42,0.4242,0.82,0.1343,2,5,80,125.0,163.63007223971312
7021,4,0,10,3,0.4,0.4091,0.87,0,1,4,71,64.0,0.5125433048899948
7022,4,0,10,4,0.38,0.3939,0.87,0.1343,0,5,97,125.0,0.7248437158702044
7023,4,0,10,5,0.38,0.3939,0.87,0.1343,0,24,27,13824.0,0.5111492047520422
7024,4,0,10,6,0.38,0.3939,0.82,0.1045,3,98,49,941192.0,21.622861843277043
7025,4,0,10,7,0.4,0.4091,0.76,0.194,15,314,57,30959144.0,0.696298942266857
7026,4,0,10,8,0.44,0.4394,0.72,0,25,408,29,67917312.0,2.9729510585814833
7027,4,0,10,9,0.48,0.4697,0.55,0.2239,29,223,6,11089567.0,1.3877622922787505
7028,4,0,10,10,0.5,0.4848,0.51,0.2537,26,128,1,2097152.0,0.5430441251857795
7029,4,0,10,11,0.52,0.5,0.48,0.2836,46,166,86,4574296.0,13.064798934155936
7030,4,0,10,12,0.54,0.5152,0.39,0.3582,35,200,100,8000000.0,2.025790915867646
7031,4,0,10,13,0.56,0.5303,0.37,0.3881,37,198,88,7762392.0,0.9658118980490871
7032,4,0,10,14,0.56,0.5303,0.4,0.2537,66,200,43,8000000.0,5.944410581534946
7033,4,0,10,15,0.56,0.5303,0.37,0.1045,63,234,19,12812904.0,0.869658074441806
7034,4,0,10,16,0.56,0.5303,0.37,0.194,52,285,0,23149125.0,1.0
7035,4,0,10,17,0.56,0.5303,0.37,0.1045,68,585,36,200201625.0,121.63753475026189
7036,4,0,10,18,0.52,0.5,0.42,0.1045,65,518,2,138991832.0,0.5237528663423374
7037,4,0,10,19,0.48,0.4697,0.67,0.194,44,338,75,38614472.0,1.633404121532299
7038,4,0,10,20,0.46,0.4545,0.67,0.1045,40,248,20,15252992.0,0.5227541141700891
7039,4,0,10,21,0.44,0.4394,0.72,0.1343,32,201,81,8120601.0,2.7018847930632726
7040,4,0,10,22,0.46,0.4545,0.67,0.194,22,170,67,4913000.0,6.921372193247372
7041,4,0,10,23,0.44,0.4394,0.72,0.1343,15,94,63,830584.0,0.8566369271513424
7042,4,0,10,0,0.44,0.4394,0.72,0.194,4,32,43,32768.0,5.944410581534946
7043,4,0,10,1,0.44,0.4394,0.67,0.2537,3,12,57,1728.0,0.696298942266857
7044,4,0,10,2,0.44,0.4394,0.67,0.1642,2,3,33,27.0,0.500022035944306
7045,4,0,10,3,0.44,0.4394,0.67,0.2239,0,3,87,27.0,5.612234025512922
7046,4,0,10,4,0.42,0.4242,0.71,0.2537,0,5,75,125.0,1.633404121532299
7047,4,0,10,5,0.42,0.4242,0.71,0.2239,0,21,66,9261.0,1.0272753459349424
7048,4,0,10,6,0.42,0.4242,0.71,0.2239,0,92,82,778688.0,0.7614819393063025
7049,4,0,10,7,0.42,0.4242,0.71,0.1642,15,299,75,26730899.0,1.633404121532299
7050,4,0,10,8,0.44,0.4394,0.67,0.194,26,464,50,99897344.0,1.3557021544363344
7051,4,0,10,9,0.48,0.4697,0.63,0.2239,14,240,93,13824000.0,19.33568064408107
7052,4,0,10,10,0.52,0.5,0.62,0.2537,26,131,9,2248091.0,0.7081558739235672
7053,4,0,10,11,0.52,0.5,0.59,0.3284,23,155,2,3723875.0,0.5237528663423374
7054,4,0,10,12,0.58,0.5455,0.53,0.2239,39,194,54,7301384.0,2.266489527055483
7055,4,0,10,13,0.56,0.5303,0.6,0.1045,20,82,99,551368.0,1260.7704250424647
7056,4,0,10,14,0.52,0.5,0.77,0,14,66,64,287496.0,0.5208262701161901
7057,4,0,10,15,0.52,0.5,0.77,0,11,70,68,343000.0,9.796975387185967
7058,4,0,10,16,0.52,0.5,0.77,0.0896,17,213,100,9663597.0,2.025790915867646
7059,4,0,10,17,0.52,0.5,0.77,0.1045,40,454,26,93576664.0,0.5673570710394846
7060,4,0,10,18,0.52,0.5,0.77,0.1642,55,453,96,92959677.0,0.5041370124924979
7061,4,0,10,19,0.5,0.4848,0.82,0,25,331,41,36264691.0,1.1885273858987428
7062,4,0,10,20,0.5,0.4848,0.88,0,27,207,52,8869743.0,0.503365605112174
7063,4,0,10,21,0.52,0.5,0.77,0,17,157,42,3869893.0,11.979139227322584
7064,4,0,10,22,0.48,0.4697,0.88,0.0896,23,135,8,2460375.0,0.5026746699330502
7065,4,0,10,23,0.48,0.4697,0.88,0.0896,3,75,28,421875.0,0.7868403851802712
7066,4,0,10,0,0.46,0.4545,0.94,0,3,26,45,17576.0,0.5402766739296717
7067,4,0,10,1,0.46,0.4545,0.94,0,2,11,20,1331.0,0.5227541141700891
7068,4,0,10,2,0.46,0.4545,0.94,0,3,8,6,512.0,1.3877622922787505
7069,4,0,10,3,0.46,0.4545,0.94,0,1,4,80,64.0,163.63007223971312
7070,4,0,10,4,0.48,0.4697,0.88,0,1,4,10,64.0,2.193083986739962
7071,4,0,10,5,0.48,0.4697,0.88,0.0896,1,15,93,3375.0,19.33568064408107
7072,4,0,10,6,0.5,0.4848,0.82,0,4,46,30,97336.0,83.55352537043731
7073,4,0,10,7,0.46,0.4545,0.94,0.0896,9,137,71,2571353.0,0.5125433048899948
7074,4,0,10,8,0.48,0.4697,0.88,0.194,12,316,35,31554496.0,1.7488102347630208
7075,4,0,10,9,0.5,0.4848,0.82,0.1642,16,171,56,5000211.0,2.09008693583188
7076,4,0,10,10,0.5,0.4848,0.88,0.194,10,62,76,238328.0,0.6385257158828442
7077,4,0,10,11,0.5,0.4848,0.88,0.1343,8,52,88,140608.0,0.9658118980490871
7078,4,0,10,12,0.5,0.4848,0.88,0.1343,8,53,25,148877.0,1.1525407907094694
7079,4,0,10,13,0.5,0.4848,0.88,0.1642,10,74,83,405224.0,0.5080359962611123
7080,4,0,10,14,0.52,0.5,0.83,0,16,92,81,778688.0,2.7018847930632726
7081,4,0,10,15,0.52,0.5,0.83,0.1045,12,107,12,1225043.0,2.15783677484981
7082,4,0,10,16,0.56,0.5303,0.73,0.1642,14,207,86,8869743.0,13.064798934155936
7083,4,0,10,17,0.5,0.4848,0.72,0.4627,31,322,83,33386248.0,0.5080359962611123
7084,4,0,10,18,0.48,0.4697,0.67,0.4627,14,240,4,13824000.0,4.111884294479769
7085,4,0,10,19,0.44,0.4394,0.67,0.4627,19,219,16,10503459.0,1.4043036899381962
7086,4,0,10,20,0.42,0.4242,0.67,0.4925,11,182,67,6028568.0,6.921372193247372
7087,4,0,10,21,0.4,0.4091,0.62,0.5224,13,132,97,2299968.0,0.7248437158702044
7088,4,0,10,22,0.36,0.3182,0.66,0.4925,14,111,10,1367631.0,2.193083986739962
7089,4,0,10,23,0.34,0.303,0.61,0.4179,8,68,63,314432.0,0.8566369271513424
7090,4,0,10,0,0.34,0.3182,0.66,0.2537,4,44,37,85184.0,2.8053491651647224
7091,4,0,10,1,0.32,0.303,0.66,0.2537,7,16,71,4096.0,0.5125433048899948
7092,4,0,10,2,0.32,0.303,0.66,0.2836,1,4,7,64.0,0.6035051827052901
7093,4,0,10,3,0.3,0.2879,0.7,0.2836,4,8,36,512.0,121.63753475026189
7094,4,0,10,4,0.3,0.2879,0.65,0.2836,5,10,81,1000.0,2.7018847930632726
7095,4,0,10,5,0.3,0.2879,0.61,0.2537,0,25,98,15625.0,2.3440166611427986
7096,4,0,10,6,0.28,0.2727,0.65,0.2537,1,75,85,421875.0,1.213703616753761
7097,4,0,10,7,0.28,0.2727,0.65,0.2537,6,205,80,8615125.0,163.63007223971312
7098,4,0,10,8,0.3,0.2879,0.61,0.2836,13,374,66,52313624.0,1.0272753459349424
7099,4,0,10,9,0.32,0.303,0.57,0.2239,19,229,69,12008989.0,1.129668825806919
7100,4,0,10,10,0.34,0.3182,0.57,0.2239,28,130,88,2197000.0,0.9658118980490871
7101,4,0,10,11,0.36,0.3485,0.5,0.2239,40,168,32,4741632.0,0.6445680044638951
7102,4,0,10,12,0.38,0.3939,0.4,0.1642,46,213,27,9663597.0,0.5111492047520422
7103,4,0,10,13,0.38,0.3939,0.42,0.2239,43,228,85,11852352.0,1.213703616753761
7104,4,0,10,14,0.36,0.3485,0.46,0.194,33,185,49,6331625.0,21.622861843277043
7105,4,0,10,15,0.36,0.3333,0.43,0.2537,44,215,15,9938375.0,0.6059548980890475
7106,4,0,10,16,0.36,0.3485,0.46,0.1642,46,308,49,29218112.0,21.622861843277043
7107,4,0,10,17,0.36,0.3485,0.5,0.1343,35,446,59,88716536.0,0.6109713317819904
7108,4,0,10,18,0.36,0.3485,0.53,0.1642,36,368,51,49836032.0,0.5987202322070889
7109,4,0,10,19,0.36,0.3485,0.5,0.1343,16,204,13,8489664.0,0.7041425227235925
7110,4,0,10,20,0.34,0.3182,0.61,0.2239,12,143,71,2924207.0,0.5125433048899948
7111,4,0,10,21,0.32,0.3182,0.7,0.1642,5,74,11,405224.0,102109.07002447755
7112,4,0,10,22,0.3,0.2879,0.75,0.2836,4,36,22,46656.0,1.0089303546212294
7113,4,0,10,23,0.3,0.2727,0.81,0.3284,8,39,78,59319.0,0.6605113804923478
7114,4,0,10,0,0.28,0.2576,0.87,0.2985,0,19,96,6859.0,0.5041370124924979
7115,4,0,10,1,0.3,0.2727,0.87,0.2985,0,18,3,5832.0,0.8763320184878719
7116,4,0,10,2,0.3,0.2727,0.87,0.2985,1,17,72,4913.0,0.7975605094780727
7117,4,0,10,3,0.3,0.2727,0.81,0.4179,0,8,59,512.0,0.6109713317819904
7118,4,0,10,4,0.3,0.2727,0.81,0.4179,0,1,19,1.0,0.869658074441806
7119,4,0,10,5,0.26,0.2273,0.93,0.3582,0,1,70,1.0,0.5637325966004665
7120,4,0,10,6,0.26,0.2273,0.87,0.3582,4,5,41,125.0,1.1885273858987428
7121,4,0,10,7,0.26,0.2273,0.87,0.3582,1,7,52,343.0,0.503365605112174
7122,4,0,10,8,0.28,0.2576,0.87,0.3582,4,20,48,8000.0,4.315081398019611
7123,4,0,10,9,0.28,0.2576,0.87,0.3582,1,20,49,8000.0,21.622861843277043
7124,4,0,10,10,0.26,0.2273,0.93,0.3284,0,12,11,1728.0,102109.07002447755
7125,4,0,10,11,0.26,0.2273,0.93,0.3881,1,27,79,19683.0,1.798925688187395
7126,4,0,10,12,0.24,0.197,0.87,0.4925,6,50,66,125000.0,1.0272753459349424
7127,4,0,10,13,0.24,0.197,0.87,0.5224,0,30,86,27000.0,13.064798934155936
7128,4,0,10,14,0.24,0.197,0.87,0.4478,0,29,11,24389.0,102109.07002447755
7129,4,0,10,15,0.22,0.2121,0.93,0.2537,3,41,77,68921.0,0.5001199891426975
7130,4,0,10,16,0.22,0.197,0.93,0.3284,3,22,64,10648.0,0.5208262701161901
7131,4,0,10,17,0.22,0.197,0.93,0.3284,3,31,35,29791.0,1.7488102347630208
7132,4,0,10,18,0.22,0.197,0.93,0.3284,6,43,39,79507.0,0.5092180208714154
7133,4,0,10,19,0.24,0.2121,0.87,0.3582,3,39,44,59319.0,0.9826059824898337
7134,4,0,10,20,0.24,0.2121,0.87,0.3582,7,47,4,103823.0,4.111884294479769
7135,4,0,10,21,0.24,0.2121,0.87,0.3582,1,50,12,125000.0,2.15783677484981
7136,4,0,10,22,0.22,0.2121,0.87,0.2239,10,54,30,157464.0,83.55352537043731
7137,4,0,10,23,0.22,0.2273,0.87,0.194,3,36,66,46656.0,1.0272753459349424
7138,4,0,10,0,0.22,0.2121,0.87,0.2239,7,54,71,157464.0,0.5125433048899948
7139,4,0,10,1,0.22,0.2121,0.87,0.2537,9,43,51,79507.0,0.5987202322070889
7140,4,0,10,2,0.22,0.2121,0.87,0.2836,7,50,84,125000.0,0.5769706814181332
7141,4,0,10,3,0.24,0.2121,0.75,0.3582,7,33,51,35937.0,0.5987202322070889
7142,4,0,10,4,0.22,0.197,0.8,0.3284,1,11,5,1331.0,24.34527915938213
7143,4,0,10,5,0.24,0.2121,0.75,0.2985,0,4,9,64.0,0.7081558739235672
7144,4,0,10,6,0.24,0.2273,0.75,0.2537,2,10,18,1000.0,4.015858573649374
7145,4,0,10,7,0.24,0.2879,0.75,0,7,22,35,10648.0,1.7488102347630208
7146,4,0,10,8,0.26,0.2576,0.7,0.2239,20,80,7,512000.0,0.6035051827052901
7147,4,0,10,9,0.3,0.2879,0.65,0.2537,55,147,5,3176523.0,24.34527915938213
7148,4,0,10,10,0.32,0.3333,0.61,0.0896,53,178,7,5639752.0,0.6035051827052901
7149,4,0,10,11,0.36,0.3485,0.53,0.2239,58,240,46,13824000.0,0.5258208681509198
7150,4,0,10,12,0.38,0.3939,0.5,0.194,85,314,72,30959144.0,0.7975605094780727
7151,4,0,10,13,0.4,0.4091,0.43,0.2239,113,345,7,41063625.0,0.6035051827052901
7152,4,0,10,14,0.42,0.4242,0.38,0.194,91,300,26,27000000.0,0.5673570710394846
7153,4,0,10,15,0.42,0.4242,0.35,0.1642,88,290,12,24389000.0,2.15783677484981
7154,4,0,10,16,0.42,0.4242,0.32,0.1343,107,320,20,32768000.0,0.5227541141700891
7155,4,0,10,17,0.4,0.4091,0.35,0.1045,54,245,23,14706125.0,6.50281329350808
7156,4,0,10,18,0.36,0.3485,0.4,0.1343,51,213,57,9663597.0,0.696298942266857
7157,4,0,10,19,0.56,0.5303,0.49,0.2985,28,153,11,3581577.0,102109.07002447755
7158,4,0,10,20,0.34,0.3636,0.57,0,18,92,44,778688.0,0.9826059824898337
7159,4,0,10,21,0.32,0.3485,0.66,0,4,79,25,493039.0,1.1525407907094694
7160,4,0,10,22,0.3,0.3333,0.75,0,13,71,18,357911.0,4.015858573649374
7161,4,0,10,23,0.26,0.303,0.87,0,7,37,2,50653.0,0.5237528663423374
7162,4,0,10,0,0.26,0.303,0.87,0,3,23,95,12167.0,0.5940846816900167
7163,4,0,10,1,0.26,0.303,0.81,0,5,13,61,2197.0,29.513995986914356
7164,4,0,10,2,0.24,0.2879,0.87,0,0,3,54,27.0,2.266489527055483
7165,4,0,10,3,0.24,0.2576,0.87,0.1045,0,3,85,27.0,1.213703616753761
7166,4,0,10,4,0.24,0.2879,0.87,0,1,6,55,216.0,4084.5228050458813
7167,4,0,10,5,0.22,0.2727,0.93,0,0,18,33,5832.0,0.500022035944306
7168,4,0,10,6,0.24,0.2879,0.87,0,4,86,9,636056.0,0.7081558739235672
7169,4,0,10,7,0.24,0.2879,0.93,0,11,227,10,11697083.0,2.193083986739962
7170,4,0,10,8,0.28,0.3182,0.87,0,17,372,77,51478848.0,0.5001199891426975
7171,4,0,10,9,0.32,0.3182,0.76,0.1642,14,211,3,9393931.0,0.8763320184878719
7172,4,0,10,10,0.36,0.3485,0.57,0.1642,18,105,59,1157625.0,0.6109713317819904
7173,4,0,10,11,0.4,0.4091,0.5,0.1343,31,128,72,2097152.0,0.7975605094780727
7174,4,0,10,12,0.42,0.4242,0.44,0.2239,30,170,13,4913000.0,0.7041425227235925
7175,4,0,10,13,0.44,0.4394,0.44,0.2239,24,152,56,3511808.0,2.09008693583188
7176,4,0,10,14,0.44,0.4394,0.47,0.2239,22,141,66,2803221.0,1.0272753459349424
7177,4,0,10,15,0.44,0.4394,0.47,0.1642,27,168,90,4741632.0,0.5279840346175494
7178,4,0,10,16,0.42,0.4242,0.54,0.1642,30,272,50,20123648.0,1.3557021544363344
7179,4,0,10,17,0.42,0.4242,0.54,0.1343,44,486,39,114791256.0,0.5092180208714154
7180,4,0,10,18,0.4,0.4091,0.66,0.0896,30,422,26,75151448.0,0.5673570710394846
7181,4,0,10,19,0.4,0.4091,0.66,0.0896,12,238,57,13481272.0,0.696298942266857
7182,4,0,10,20,0.4,0.4091,0.66,0.0896,18,172,100,5088448.0,2.025790915867646
7183,4,0,10,21,0.36,0.3485,0.76,0.194,7,116,90,1560896.0,0.5279840346175494
7184,4,0,10,22,0.36,0.3485,0.76,0.194,8,85,97,614125.0,0.7248437158702044
7185,4,0,10,23,0.36,0.3485,0.76,0.194,6,52,35,140608.0,1.7488102347630208
7186,4,0,11,0,0.36,0.3485,0.87,0.1642,3,21,86,9261.0,13.064798934155936
7187,4,0,11,1,0.36,0.3485,0.81,0.1343,3,11,90,1331.0,0.5279840346175494
7188,4,0,11,2,0.36,0.3485,0.81,0.1642,1,4,73,64.0,3.0937909668046757
7189,4,0,11,3,0.36,0.3485,0.81,0.1343,1,6,70,216.0,0.5637325966004665
7190,4,0,11,4,0.34,0.3182,0.81,0.2239,1,8,96,512.0,0.5041370124924979
7191,4,0,11,5,0.32,0.3182,0.81,0.194,0,18,18,5832.0,4.015858573649374
7192,4,0,11,6,0.32,0.3182,0.81,0.194,3,93,52,804357.0,0.503365605112174
7193,4,0,11,7,0.34,0.3333,0.76,0.194,8,254,58,16387064.0,0.5017882105819239
7194,4,0,11,8,0.36,0.3333,0.71,0.2537,17,419,41,73560059.0,1.1885273858987428
7195,4,0,11,9,0.4,0.4091,0.66,0.1642,16,222,14,10941048.0,0.5023592408312615
7196,4,0,11,10,0.44,0.4394,0.62,0.1343,21,135,99,2460375.0,1260.7704250424647
7197,4,0,11,11,0.46,0.4545,0.63,0.1045,16,117,49,1601613.0,21.622861843277043
7198,4,0,11,12,0.5,0.4848,0.48,0.0896,23,176,90,5451776.0,0.5279840346175494
7199,4,0,11,13,0.48,0.4697,0.55,0.194,20,167,93,4657463.0,19.33568064408107
7200,4,0,11,14,0.5,0.4848,0.48,0.2537,32,150,83,3375000.0,0.5080359962611123
7201,4,0,11,15,0.5,0.4848,0.45,0.1343,38,186,25,6434856.0,1.1525407907094694
7202,4,0,11,16,0.48,0.4697,0.44,0.1642,46,298,81,26463592.0,2.7018847930632726
7203,4,0,11,17,0.44,0.4394,0.54,0.1642,36,506,10,129554216.0,2.193083986739962
7204,4,0,11,18,0.42,0.4242,0.58,0.1045,39,460,80,97336000.0,163.63007223971312
7205,4,0,11,19,0.42,0.4242,0.58,0.0896,39,313,99,30664297.0,1260.7704250424647
7206,4,0,11,20,0.4,0.4091,0.71,0,18,209,39,9129329.0,0.5092180208714154
7207,4,0,11,21,0.36,0.3788,0.81,0,13,127,37,2048383.0,2.8053491651647224
7208,4,0,11,22,0.36,0.3788,0.81,0,5,96,55,884736.0,4084.5228050458813
7209,4,0,11,23,0.34,0.3636,0.87,0,11,72,47,373248.0,0.8900177298266997
7210,4,0,11,0,0.32,0.3485,0.87,0,0,19,10,6859.0,2.193083986739962
7211,4,0,11,1,0.3,0.3333,0.87,0,2,10,37,1000.0,2.8053491651647224
7212,4,0,11,2,0.3,0.3333,0.87,0,0,2,55,8.0,4084.5228050458813
7213,4,0,11,3,0.3,0.3333,0.75,0,0,2,100,8.0,2.025790915867646
7214,4,0,11,4,0.3,0.3333,0.87,0,0,4,2,64.0,0.5237528663423374
7215,4,0,11,5,0.3,0.3333,0.81,0,0,27,72,19683.0,0.7975605094780727
7216,4,0,11,6,0.3,0.3333,0.81,0,1,92,63,778688.0,0.8566369271513424
7217,4,0,11,7,0.3,0.3333,0.81,0,11,251,94,15813251.0,1.3249455192268595
7218,4,0,11,8,0.32,0.3485,0.87,0,20,472,23,105154048.0,6.50281329350808
