instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_2,feature_y_2
6817,4,0,10,14,0.6,0.6212,0.4,0.2985,204,462,28,98611128.0
6818,4,0,10,15,0.62,0.6212,0.35,0.3881,182,412,73,69934528.0
6819,4,0,10,16,0.6,0.6212,0.46,0.3881,177,466,44,101194696.0
6820,4,0,10,17,0.58,0.5455,0.49,0.4627,152,405,0,66430125.0
6821,4,0,10,18,0.56,0.5303,0.49,0.4478,102,328,8,35287552.0
6822,4,0,10,19,0.54,0.5152,0.52,0.3881,52,233,55,12649337.0
6823,4,0,10,20,0.54,0.5152,0.52,0.4627,49,178,0,5639752.0
6824,4,0,10,21,0.54,0.5152,0.52,0.3881,14,102,75,1061208.0
6825,4,0,10,22,0.56,0.5303,0.49,0.4179,42,130,86,2197000.0
6826,4,0,10,23,0.56,0.5303,0.52,0.4179,14,62,91,238328.0
6827,4,0,10,0,0.54,0.5152,0.56,0.3284,12,37,24,50653.0
6828,4,0,10,1,0.56,0.5303,0.54,0.3881,2,17,80,4913.0
6829,4,0,10,2,0.56,0.5303,0.54,0.3881,4,7,19,343.0
6830,4,0,10,3,0.56,0.5303,0.49,0.194,0,2,9,8.0
6831,4,0,10,4,0.52,0.5,0.59,0.1642,2,5,53,125.0
6832,4,0,10,5,0.5,0.4848,0.63,0.2985,1,29,31,24389.0
6833,4,0,10,6,0.5,0.4848,0.55,0.2537,7,114,49,1481544.0
6834,4,0,10,7,0.5,0.4848,0.55,0.1642,10,309,55,29503629.0
6835,4,0,10,8,0.5,0.4848,0.51,0.2537,33,414,78,70957944.0
6836,4,0,10,9,0.5,0.4848,0.45,0.2836,26,206,85,8741816.0
6837,4,0,10,10,0.52,0.5,0.45,0.1642,43,135,29,2460375.0
6838,4,0,10,11,0.56,0.5303,0.43,0,35,166,79,4574296.0
6839,4,0,10,12,0.56,0.5303,0.4,0.0896,39,205,23,8615125.0
6840,4,0,10,13,0.56,0.5303,0.46,0.0896,49,205,51,8615125.0
6841,4,0,10,14,0.58,0.5455,0.49,0.194,44,166,89,4574296.0
6842,4,0,10,15,0.56,0.5303,0.6,0.2537,66,208,96,8998912.0
6843,4,0,10,16,0.58,0.5455,0.56,0.2537,64,302,46,27543608.0
6844,4,0,10,17,0.56,0.5303,0.64,0.1343,80,620,9,238328000.0
6845,4,0,10,18,0.56,0.5303,0.6,0,49,518,78,138991832.0
6846,4,0,10,19,0.54,0.5152,0.68,0.1045,45,333,42,36926037.0
6847,4,0,10,20,0.52,0.5,0.77,0.1045,40,229,95,12008989.0
6848,4,0,10,21,0.5,0.4848,0.77,0.1045,36,177,40,5545233.0
6849,4,0,10,22,0.5,0.4848,0.77,0,16,104,28,1124864.0
6850,4,0,10,23,0.48,0.4697,0.88,0,10,62,50,238328.0
6851,4,0,10,0,0.48,0.4697,0.82,0,8,31,88,29791.0
6852,4,0,10,1,0.46,0.4545,0.88,0,4,11,54,1331.0
6853,4,0,10,2,0.44,0.4394,0.94,0.0896,1,5,29,125.0
6854,4,0,10,3,0.44,0.4394,0.94,0.0896,0,1,68,1.0
6855,4,0,10,4,0.44,0.4394,0.94,0.1045,0,4,45,64.0
6856,4,0,10,5,0.46,0.4545,0.88,0,2,21,57,9261.0
6857,4,0,10,6,0.46,0.4545,0.82,0.0896,4,109,13,1295029.0
6858,4,0,10,7,0.46,0.4545,0.88,0.0896,15,341,57,39651821.0
6859,4,0,10,8,0.5,0.4848,0.77,0.0896,25,499,70,124251499.0
6860,4,0,10,9,0.52,0.5,0.77,0.0896,29,227,71,11697083.0
6861,4,0,10,10,0.56,0.5303,0.68,0,27,102,2,1061208.0
6862,4,0,10,11,0.6,0.6212,0.49,0.1045,35,147,40,3176523.0
6863,4,0,10,12,0.62,0.6212,0.43,0.0896,42,201,71,8120601.0
6864,4,0,10,13,0.64,0.6212,0.38,0.194,48,219,74,10503459.0
6865,4,0,10,14,0.62,0.6212,0.41,0.1642,32,169,65,4826809.0
6866,4,0,10,15,0.62,0.6212,0.5,0.194,66,205,31,8615125.0
6867,4,0,10,16,0.62,0.6212,0.57,0.2537,58,304,88,28094464.0
6868,4,0,10,17,0.6,0.6061,0.6,0.1343,72,625,56,244140625.0
6869,4,0,10,18,0.56,0.5303,0.68,0.1045,58,570,76,185193000.0
6870,4,0,10,19,0.56,0.5303,0.6,0.1045,31,317,61,31855013.0
6871,4,0,10,20,0.54,0.5152,0.64,0.1642,23,227,92,11697083.0
6872,4,0,10,21,0.54,0.5152,0.68,0.1343,28,206,58,8741816.0
6873,4,0,10,22,0.52,0.5,0.77,0.1642,22,137,23,2571353.0
6874,4,0,10,23,0.52,0.5,0.77,0.194,7,70,94,343000.0
6875,4,0,10,0,0.52,0.5,0.77,0.194,11,34,47,39304.0
6876,4,0,10,1,0.52,0.5,0.77,0.194,7,16,13,4096.0
6877,4,0,10,2,0.52,0.5,0.77,0.194,1,7,46,343.0
6878,4,0,10,4,0.5,0.4848,0.94,0.194,0,3,26,27.0
6879,4,0,10,5,0.5,0.4848,1,0.1045,0,3,15,27.0
6880,4,0,10,6,0.52,0.5,0.83,0.2537,3,31,23,29791.0
6881,4,0,10,7,0.52,0.5,0.77,0.2537,1,68,84,314432.0
6882,4,0,10,8,0.54,0.5152,0.7,0.4925,10,210,43,9261000.0
6883,4,0,10,9,0.52,0.5,0.88,0.4925,17,202,37,8242408.0
6884,4,0,10,10,0.52,0.5,0.88,0.4925,14,123,22,1860867.0
6885,4,0,10,11,0.52,0.5,0.94,0.2537,33,149,85,3307949.0
6886,4,0,10,12,0.52,0.5,0.94,0.3284,13,130,80,2197000.0
6887,4,0,10,13,0.54,0.5152,0.94,0.2836,20,106,90,1191016.0
6888,4,0,10,14,0.54,0.5152,0.94,0.1642,17,97,54,912673.0
6889,4,0,10,15,0.54,0.5152,1,0.1343,21,120,56,1728000.0
6890,4,0,10,16,0.56,0.5303,0.94,0.1642,21,201,88,8120601.0
6891,4,0,10,17,0.56,0.5303,0.94,0.1642,11,181,92,5929741.0
6892,4,0,10,18,0.56,0.5303,1,0.1642,8,140,12,2744000.0
6893,4,0,10,19,0.6,0.5455,0.88,0.1343,8,197,21,7645373.0
6894,4,0,10,20,0.6,0.5152,0.94,0.0896,5,145,92,3048625.0
6895,4,0,10,21,0.58,0.5455,0.94,0.1343,6,85,66,614125.0
6896,4,0,10,22,0.58,0.5455,0.94,0.3582,13,107,66,1225043.0
6897,4,0,10,23,0.58,0.5455,0.94,0.3582,14,69,76,328509.0
6898,4,0,10,0,0.56,0.5303,0.94,0.2985,4,26,70,17576.0
6899,4,0,10,1,0.56,0.5303,0.88,0.3582,4,15,98,3375.0
6900,4,0,10,2,0.56,0.5303,0.88,0.4478,0,4,13,64.0
6901,4,0,10,3,0.5,0.4848,0.82,0.4627,0,1,74,1.0
6902,4,0,10,4,0.5,0.4848,0.82,0.4627,2,8,3,512.0
6903,4,0,10,5,0.48,0.4697,0.82,0.3582,2,26,4,17576.0
6904,4,0,10,6,0.44,0.4394,0.82,0.4179,5,92,39,778688.0
6905,4,0,10,7,0.42,0.4242,0.77,0.4478,15,318,58,32157432.0
6906,4,0,10,8,0.44,0.4394,0.67,0.5224,17,426,45,77308776.0
6907,4,0,10,9,0.44,0.4394,0.67,0.5821,26,223,10,11089567.0
6908,4,0,10,10,0.46,0.4545,0.59,0.4478,25,130,57,2197000.0
6909,4,0,10,11,0.48,0.4697,0.55,0.5224,30,129,43,2146689.0
6910,4,0,10,12,0.48,0.4697,0.48,0.5224,28,199,4,7880599.0
6911,4,0,10,13,0.5,0.4848,0.45,0.5821,28,164,23,4410944.0
6912,4,0,10,14,0.48,0.4697,0.48,0.5522,38,155,23,3723875.0
6913,4,0,10,15,0.48,0.4697,0.51,0.4478,22,160,61,4096000.0
6914,4,0,10,16,0.48,0.4697,0.51,0.4478,31,234,75,12812904.0
6915,4,0,10,17,0.48,0.4697,0.48,0.3881,56,494,44,120553784.0
6916,4,0,10,18,0.46,0.4545,0.51,0.2985,39,469,52,103161709.0
6917,4,0,10,19,0.46,0.4545,0.51,0.3582,20,298,29,26463592.0
6918,4,0,10,20,0.46,0.4545,0.51,0.3284,34,241,39,13997521.0
6919,4,0,10,21,0.44,0.4394,0.51,0.2985,16,165,88,4492125.0
6920,4,0,10,22,0.44,0.4394,0.51,0.3284,22,128,22,2097152.0
6921,4,0,10,23,0.42,0.4242,0.58,0.2537,7,90,57,729000.0
6922,4,0,10,0,0.4,0.4091,0.62,0.2537,8,50,70,125000.0
6923,4,0,10,1,0.4,0.4091,0.62,0.2239,7,26,10,17576.0
6924,4,0,10,2,0.38,0.3939,0.66,0.1642,6,18,60,5832.0
6925,4,0,10,3,0.36,0.3485,0.71,0.1343,0,7,11,343.0
6926,4,0,10,4,0.36,0.3485,0.71,0.1642,0,6,90,216.0
6927,4,0,10,5,0.34,0.3333,0.76,0.194,0,31,91,29791.0
6928,4,0,10,6,0.36,0.3485,0.71,0.1642,7,85,54,614125.0
6929,4,0,10,7,0.36,0.3485,0.71,0.1642,5,233,33,12649337.0
6930,4,0,10,8,0.4,0.4091,0.62,0.194,16,402,29,64964808.0
6931,4,0,10,9,0.42,0.4242,0.58,0.1343,33,222,81,10941048.0
6932,4,0,10,10,0.46,0.4545,0.51,0.1642,32,138,33,2628072.0
6933,4,0,10,11,0.5,0.4848,0.45,0.2239,39,174,86,5268024.0
6934,4,0,10,12,0.5,0.4848,0.45,0.2985,47,240,18,13824000.0
6935,4,0,10,13,0.48,0.4697,0.48,0.3284,43,206,93,8741816.0
6936,4,0,10,14,0.52,0.5,0.42,0.2985,67,198,54,7762392.0
6937,4,0,10,15,0.5,0.4848,0.45,0.2836,57,235,35,12977875.0
6938,4,0,10,16,0.5,0.4848,0.45,0.2537,60,302,84,27543608.0
6939,4,0,10,17,0.46,0.4545,0.51,0.2537,79,524,91,143877824.0
6940,4,0,10,18,0.44,0.4394,0.54,0.2537,43,397,26,62570773.0
6941,4,0,10,19,0.44,0.4394,0.54,0.3881,25,253,31,16194277.0
6942,4,0,10,20,0.44,0.4394,0.54,0.2239,29,184,1,6229504.0
6943,4,0,10,21,0.42,0.4242,0.58,0.1642,31,143,79,2924207.0
6944,4,0,10,22,0.42,0.4242,0.54,0.1642,24,113,95,1442897.0
6945,4,0,10,23,0.4,0.4091,0.62,0.2239,18,117,37,1601613.0
6946,4,0,10,0,0.4,0.4091,0.62,0.194,16,96,32,884736.0
6947,4,0,10,1,0.4,0.4091,0.62,0.194,20,70,91,343000.0
6948,4,0,10,2,0.4,0.4091,0.62,0.2537,6,31,13,29791.0
6949,4,0,10,3,0.4,0.4091,0.62,0.1343,1,20,6,8000.0
6950,4,0,10,4,0.38,0.3939,0.66,0.0896,4,8,28,512.0
6951,4,0,10,5,0.38,0.3939,0.66,0,1,8,37,512.0
6952,4,0,10,6,0.36,0.3788,0.71,0,1,18,98,5832.0
6953,4,0,10,7,0.36,0.3636,0.76,0.1045,8,57,91,185193.0
6954,4,0,10,8,0.4,0.4091,0.71,0,26,114,83,1481544.0
6955,4,0,10,9,0.42,0.4242,0.67,0.0896,47,169,45,4826809.0
6956,4,0,10,10,0.44,0.4394,0.62,0.1045,87,236,20,13144256.0
6957,4,0,10,11,0.44,0.4394,0.62,0.1045,110,282,10,22425768.0
6958,4,0,10,12,0.46,0.4545,0.55,0.0896,132,343,19,40353607.0
6959,4,0,10,13,0.5,0.4848,0.45,0,136,322,95,33386248.0
6960,4,0,10,14,0.48,0.4697,0.48,0.2239,133,310,83,29791000.0
6961,4,0,10,15,0.48,0.4697,0.51,0.2239,159,382,59,55742968.0
6962,4,0,10,16,0.5,0.4848,0.45,0.194,169,359,11,46268279.0
6963,4,0,10,17,0.46,0.4545,0.55,0.1343,143,360,23,46656000.0
6964,4,0,10,18,0.44,0.4394,0.54,0.0896,111,335,71,37595375.0
6965,4,0,10,19,0.44,0.4394,0.67,0,47,220,53,10648000.0
6966,4,0,10,20,0.42,0.4242,0.67,0,48,159,15,4019679.0
6967,4,0,10,21,0.4,0.4091,0.76,0,37,157,54,3869893.0
6968,4,0,10,22,0.4,0.4091,0.76,0,30,144,7,2985984.0
6969,4,0,10,23,0.38,0.3939,0.82,0,27,108,19,1259712.0
6970,4,0,10,0,0.36,0.3788,0.87,0,24,88,89,681472.0
6971,4,0,10,1,0.36,0.3788,0.87,0,11,71,74,357911.0
6972,4,0,10,2,0.34,0.3485,0.87,0.0896,10,50,13,125000.0
6973,4,0,10,3,0.34,0.3636,0.87,0,15,46,59,97336.0
6974,4,0,10,4,0.34,0.3636,0.87,0,5,6,66,216.0
6975,4,0,10,5,0.32,0.3485,0.87,0,1,3,78,27.0
6976,4,0,10,6,0.32,0.3333,0.87,0.1045,0,12,62,1728.0
6977,4,0,10,7,0.34,0.3485,0.87,0.0896,3,21,65,9261.0
6978,4,0,10,8,0.36,0.3485,0.87,0.1343,32,88,50,681472.0
6979,4,0,10,9,0.4,0.4091,0.76,0,48,143,19,2924207.0
6980,4,0,10,10,0.42,0.4242,0.71,0.0896,104,289,24,24137569.0
6981,4,0,10,11,0.46,0.4545,0.72,0.1642,131,333,57,36926037.0
6982,4,0,10,12,0.5,0.4848,0.59,0.2537,164,413,27,70444997.0
6983,4,0,10,13,0.52,0.5,0.55,0.194,160,415,37,71473375.0
6984,4,0,10,14,0.52,0.5,0.55,0.2239,192,408,54,67917312.0
6985,4,0,10,15,0.52,0.5,0.52,0.1642,171,387,90,57960603.0
6986,4,0,10,16,0.52,0.5,0.55,0.194,188,405,72,66430125.0
6987,4,0,10,17,0.5,0.4848,0.63,0.1343,120,340,55,39304000.0
6988,4,0,10,18,0.5,0.4848,0.63,0.1045,88,284,77,22906304.0
6989,4,0,10,19,0.46,0.4545,0.77,0,53,193,12,7189057.0
6990,4,0,10,20,0.44,0.4394,0.72,0.0896,32,144,75,2985984.0
6991,4,0,10,21,0.44,0.4394,0.72,0.0896,24,99,75,970299.0
6992,4,0,10,22,0.42,0.4242,0.77,0.1045,25,94,57,830584.0
6993,4,0,10,23,0.42,0.4242,0.77,0.1642,18,49,7,117649.0
6994,4,0,10,0,0.42,0.4242,0.77,0,6,32,85,32768.0
6995,4,0,10,1,0.4,0.4091,0.82,0.1343,7,15,96,3375.0
6996,4,0,10,2,0.4,0.4091,0.87,0.1045,1,7,14,343.0
6997,4,0,10,3,0.4,0.4091,0.82,0.0896,1,4,91,64.0
6998,4,0,10,4,0.4,0.4091,0.82,0,1,6,93,216.0
6999,4,0,10,5,0.38,0.3939,0.87,0,2,21,58,9261.0
7000,4,0,10,6,0.4,0.4091,0.87,0.1045,3,86,45,636056.0
7001,4,0,10,7,0.38,0.3939,0.94,0.1045,11,285,0,23149125.0
7002,4,0,10,8,0.42,0.4242,0.88,0.1642,20,398,58,63044792.0
7003,4,0,10,9,0.44,0.4394,0.82,0.1642,29,195,73,7414875.0
7004,4,0,10,10,0.46,0.4545,0.82,0.2537,47,129,41,2146689.0
7005,4,0,10,11,0.5,0.4848,0.72,0.1642,59,168,57,4741632.0
7006,4,0,10,12,0.52,0.5,0.68,0.1045,64,220,36,10648000.0
7007,4,0,10,13,0.54,0.5152,0.64,0.2239,60,198,99,7762392.0
7008,4,0,10,14,0.54,0.5152,0.64,0.194,63,206,94,8741816.0
7009,4,0,10,15,0.56,0.5303,0.6,0.1642,52,177,100,5545233.0
7010,4,0,10,16,0.54,0.5152,0.64,0.194,68,310,70,29791000.0
7011,4,0,10,17,0.52,0.5,0.68,0.1343,87,614,17,231475544.0
7012,4,0,10,18,0.54,0.5152,0.6,0.0896,58,486,67,114791256.0
7013,4,0,10,19,0.48,0.4697,0.82,0,25,237,55,13312053.0
7014,4,0,10,20,0.48,0.4697,0.82,0.1045,11,129,80,2146689.0
7015,4,0,10,21,0.46,0.4545,0.87,0.1045,12,126,15,2000376.0
7016,4,0,10,22,0.48,0.4697,0.75,0.1642,3,79,23,493039.0
7017,4,0,10,23,0.46,0.4545,0.77,0.0896,9,59,24,205379.0
7018,4,0,10,0,0.44,0.4394,0.77,0.1343,4,30,49,27000.0
7019,4,0,10,1,0.44,0.4394,0.77,0.1343,5,11,13,1331.0
7020,4,0,10,2,0.42,0.4242,0.82,0.1343,2,5,23,125.0
7021,4,0,10,3,0.4,0.4091,0.87,0,1,4,72,64.0
7022,4,0,10,4,0.38,0.3939,0.87,0.1343,0,5,25,125.0
7023,4,0,10,5,0.38,0.3939,0.87,0.1343,0,24,25,13824.0
7024,4,0,10,6,0.38,0.3939,0.82,0.1045,3,98,21,941192.0
7025,4,0,10,7,0.4,0.4091,0.76,0.194,15,314,0,30959144.0
7026,4,0,10,8,0.44,0.4394,0.72,0,25,408,89,67917312.0
7027,4,0,10,9,0.48,0.4697,0.55,0.2239,29,223,5,11089567.0
7028,4,0,10,10,0.5,0.4848,0.51,0.2537,26,128,33,2097152.0
7029,4,0,10,11,0.52,0.5,0.48,0.2836,46,166,93,4574296.0
7030,4,0,10,12,0.54,0.5152,0.39,0.3582,35,200,56,8000000.0
7031,4,0,10,13,0.56,0.5303,0.37,0.3881,37,198,21,7762392.0
7032,4,0,10,14,0.56,0.5303,0.4,0.2537,66,200,38,8000000.0
7033,4,0,10,15,0.56,0.5303,0.37,0.1045,63,234,9,12812904.0
7034,4,0,10,16,0.56,0.5303,0.37,0.194,52,285,96,23149125.0
7035,4,0,10,17,0.56,0.5303,0.37,0.1045,68,585,94,200201625.0
7036,4,0,10,18,0.52,0.5,0.42,0.1045,65,518,19,138991832.0
7037,4,0,10,19,0.48,0.4697,0.67,0.194,44,338,51,38614472.0
7038,4,0,10,20,0.46,0.4545,0.67,0.1045,40,248,96,15252992.0
7039,4,0,10,21,0.44,0.4394,0.72,0.1343,32,201,17,8120601.0
7040,4,0,10,22,0.46,0.4545,0.67,0.194,22,170,37,4913000.0
7041,4,0,10,23,0.44,0.4394,0.72,0.1343,15,94,66,830584.0
7042,4,0,10,0,0.44,0.4394,0.72,0.194,4,32,45,32768.0
7043,4,0,10,1,0.44,0.4394,0.67,0.2537,3,12,91,1728.0
7044,4,0,10,2,0.44,0.4394,0.67,0.1642,2,3,91,27.0
7045,4,0,10,3,0.44,0.4394,0.67,0.2239,0,3,100,27.0
7046,4,0,10,4,0.42,0.4242,0.71,0.2537,0,5,44,125.0
7047,4,0,10,5,0.42,0.4242,0.71,0.2239,0,21,23,9261.0
7048,4,0,10,6,0.42,0.4242,0.71,0.2239,0,92,17,778688.0
7049,4,0,10,7,0.42,0.4242,0.71,0.1642,15,299,54,26730899.0
7050,4,0,10,8,0.44,0.4394,0.67,0.194,26,464,6,99897344.0
7051,4,0,10,9,0.48,0.4697,0.63,0.2239,14,240,32,13824000.0
7052,4,0,10,10,0.52,0.5,0.62,0.2537,26,131,86,2248091.0
7053,4,0,10,11,0.52,0.5,0.59,0.3284,23,155,14,3723875.0
7054,4,0,10,12,0.58,0.5455,0.53,0.2239,39,194,83,7301384.0
7055,4,0,10,13,0.56,0.5303,0.6,0.1045,20,82,74,551368.0
7056,4,0,10,14,0.52,0.5,0.77,0,14,66,25,287496.0
7057,4,0,10,15,0.52,0.5,0.77,0,11,70,78,343000.0
7058,4,0,10,16,0.52,0.5,0.77,0.0896,17,213,47,9663597.0
7059,4,0,10,17,0.52,0.5,0.77,0.1045,40,454,80,93576664.0
7060,4,0,10,18,0.52,0.5,0.77,0.1642,55,453,28,92959677.0
7061,4,0,10,19,0.5,0.4848,0.82,0,25,331,15,36264691.0
7062,4,0,10,20,0.5,0.4848,0.88,0,27,207,14,8869743.0
7063,4,0,10,21,0.52,0.5,0.77,0,17,157,14,3869893.0
7064,4,0,10,22,0.48,0.4697,0.88,0.0896,23,135,75,2460375.0
7065,4,0,10,23,0.48,0.4697,0.88,0.0896,3,75,85,421875.0
7066,4,0,10,0,0.46,0.4545,0.94,0,3,26,13,17576.0
7067,4,0,10,1,0.46,0.4545,0.94,0,2,11,48,1331.0
7068,4,0,10,2,0.46,0.4545,0.94,0,3,8,48,512.0
7069,4,0,10,3,0.46,0.4545,0.94,0,1,4,59,64.0
7070,4,0,10,4,0.48,0.4697,0.88,0,1,4,31,64.0
7071,4,0,10,5,0.48,0.4697,0.88,0.0896,1,15,33,3375.0
7072,4,0,10,6,0.5,0.4848,0.82,0,4,46,51,97336.0
7073,4,0,10,7,0.46,0.4545,0.94,0.0896,9,137,98,2571353.0
7074,4,0,10,8,0.48,0.4697,0.88,0.194,12,316,70,31554496.0
7075,4,0,10,9,0.5,0.4848,0.82,0.1642,16,171,5,5000211.0
7076,4,0,10,10,0.5,0.4848,0.88,0.194,10,62,87,238328.0
7077,4,0,10,11,0.5,0.4848,0.88,0.1343,8,52,61,140608.0
7078,4,0,10,12,0.5,0.4848,0.88,0.1343,8,53,19,148877.0
7079,4,0,10,13,0.5,0.4848,0.88,0.1642,10,74,28,405224.0
7080,4,0,10,14,0.52,0.5,0.83,0,16,92,56,778688.0
7081,4,0,10,15,0.52,0.5,0.83,0.1045,12,107,29,1225043.0
7082,4,0,10,16,0.56,0.5303,0.73,0.1642,14,207,80,8869743.0
7083,4,0,10,17,0.5,0.4848,0.72,0.4627,31,322,17,33386248.0
7084,4,0,10,18,0.48,0.4697,0.67,0.4627,14,240,95,13824000.0
7085,4,0,10,19,0.44,0.4394,0.67,0.4627,19,219,42,10503459.0
7086,4,0,10,20,0.42,0.4242,0.67,0.4925,11,182,25,6028568.0
7087,4,0,10,21,0.4,0.4091,0.62,0.5224,13,132,79,2299968.0
7088,4,0,10,22,0.36,0.3182,0.66,0.4925,14,111,67,1367631.0
7089,4,0,10,23,0.34,0.303,0.61,0.4179,8,68,34,314432.0
7090,4,0,10,0,0.34,0.3182,0.66,0.2537,4,44,60,85184.0
7091,4,0,10,1,0.32,0.303,0.66,0.2537,7,16,89,4096.0
7092,4,0,10,2,0.32,0.303,0.66,0.2836,1,4,2,64.0
7093,4,0,10,3,0.3,0.2879,0.7,0.2836,4,8,18,512.0
7094,4,0,10,4,0.3,0.2879,0.65,0.2836,5,10,67,1000.0
7095,4,0,10,5,0.3,0.2879,0.61,0.2537,0,25,81,15625.0
7096,4,0,10,6,0.28,0.2727,0.65,0.2537,1,75,70,421875.0
7097,4,0,10,7,0.28,0.2727,0.65,0.2537,6,205,47,8615125.0
7098,4,0,10,8,0.3,0.2879,0.61,0.2836,13,374,76,52313624.0
7099,4,0,10,9,0.32,0.303,0.57,0.2239,19,229,26,12008989.0
7100,4,0,10,10,0.34,0.3182,0.57,0.2239,28,130,24,2197000.0
7101,4,0,10,11,0.36,0.3485,0.5,0.2239,40,168,10,4741632.0
7102,4,0,10,12,0.38,0.3939,0.4,0.1642,46,213,33,9663597.0
7103,4,0,10,13,0.38,0.3939,0.42,0.2239,43,228,77,11852352.0
7104,4,0,10,14,0.36,0.3485,0.46,0.194,33,185,24,6331625.0
7105,4,0,10,15,0.36,0.3333,0.43,0.2537,44,215,46,9938375.0
7106,4,0,10,16,0.36,0.3485,0.46,0.1642,46,308,27,29218112.0
7107,4,0,10,17,0.36,0.3485,0.5,0.1343,35,446,10,88716536.0
7108,4,0,10,18,0.36,0.3485,0.53,0.1642,36,368,92,49836032.0
7109,4,0,10,19,0.36,0.3485,0.5,0.1343,16,204,35,8489664.0
7110,4,0,10,20,0.34,0.3182,0.61,0.2239,12,143,10,2924207.0
7111,4,0,10,21,0.32,0.3182,0.7,0.1642,5,74,59,405224.0
7112,4,0,10,22,0.3,0.2879,0.75,0.2836,4,36,59,46656.0
7113,4,0,10,23,0.3,0.2727,0.81,0.3284,8,39,40,59319.0
7114,4,0,10,0,0.28,0.2576,0.87,0.2985,0,19,39,6859.0
7115,4,0,10,1,0.3,0.2727,0.87,0.2985,0,18,37,5832.0
7116,4,0,10,2,0.3,0.2727,0.87,0.2985,1,17,43,4913.0
7117,4,0,10,3,0.3,0.2727,0.81,0.4179,0,8,6,512.0
7118,4,0,10,4,0.3,0.2727,0.81,0.4179,0,1,24,1.0
7119,4,0,10,5,0.26,0.2273,0.93,0.3582,0,1,52,1.0
7120,4,0,10,6,0.26,0.2273,0.87,0.3582,4,5,40,125.0
7121,4,0,10,7,0.26,0.2273,0.87,0.3582,1,7,78,343.0
7122,4,0,10,8,0.28,0.2576,0.87,0.3582,4,20,37,8000.0
7123,4,0,10,9,0.28,0.2576,0.87,0.3582,1,20,92,8000.0
7124,4,0,10,10,0.26,0.2273,0.93,0.3284,0,12,46,1728.0
7125,4,0,10,11,0.26,0.2273,0.93,0.3881,1,27,96,19683.0
7126,4,0,10,12,0.24,0.197,0.87,0.4925,6,50,1,125000.0
7127,4,0,10,13,0.24,0.197,0.87,0.5224,0,30,35,27000.0
7128,4,0,10,14,0.24,0.197,0.87,0.4478,0,29,80,24389.0
7129,4,0,10,15,0.22,0.2121,0.93,0.2537,3,41,29,68921.0
7130,4,0,10,16,0.22,0.197,0.93,0.3284,3,22,62,10648.0
7131,4,0,10,17,0.22,0.197,0.93,0.3284,3,31,99,29791.0
7132,4,0,10,18,0.22,0.197,0.93,0.3284,6,43,40,79507.0
7133,4,0,10,19,0.24,0.2121,0.87,0.3582,3,39,88,59319.0
7134,4,0,10,20,0.24,0.2121,0.87,0.3582,7,47,56,103823.0
7135,4,0,10,21,0.24,0.2121,0.87,0.3582,1,50,30,125000.0
7136,4,0,10,22,0.22,0.2121,0.87,0.2239,10,54,82,157464.0
7137,4,0,10,23,0.22,0.2273,0.87,0.194,3,36,3,46656.0
7138,4,0,10,0,0.22,0.2121,0.87,0.2239,7,54,9,157464.0
7139,4,0,10,1,0.22,0.2121,0.87,0.2537,9,43,47,79507.0
7140,4,0,10,2,0.22,0.2121,0.87,0.2836,7,50,96,125000.0
7141,4,0,10,3,0.24,0.2121,0.75,0.3582,7,33,41,35937.0
7142,4,0,10,4,0.22,0.197,0.8,0.3284,1,11,68,1331.0
7143,4,0,10,5,0.24,0.2121,0.75,0.2985,0,4,66,64.0
7144,4,0,10,6,0.24,0.2273,0.75,0.2537,2,10,26,1000.0
7145,4,0,10,7,0.24,0.2879,0.75,0,7,22,32,10648.0
7146,4,0,10,8,0.26,0.2576,0.7,0.2239,20,80,100,512000.0
7147,4,0,10,9,0.3,0.2879,0.65,0.2537,55,147,9,3176523.0
7148,4,0,10,10,0.32,0.3333,0.61,0.0896,53,178,4,5639752.0
7149,4,0,10,11,0.36,0.3485,0.53,0.2239,58,240,1,13824000.0
7150,4,0,10,12,0.38,0.3939,0.5,0.194,85,314,7,30959144.0
7151,4,0,10,13,0.4,0.4091,0.43,0.2239,113,345,29,41063625.0
7152,4,0,10,14,0.42,0.4242,0.38,0.194,91,300,51,27000000.0
7153,4,0,10,15,0.42,0.4242,0.35,0.1642,88,290,69,24389000.0
7154,4,0,10,16,0.42,0.4242,0.32,0.1343,107,320,65,32768000.0
7155,4,0,10,17,0.4,0.4091,0.35,0.1045,54,245,28,14706125.0
7156,4,0,10,18,0.36,0.3485,0.4,0.1343,51,213,69,9663597.0
7157,4,0,10,19,0.56,0.5303,0.49,0.2985,28,153,19,3581577.0
7158,4,0,10,20,0.34,0.3636,0.57,0,18,92,23,778688.0
7159,4,0,10,21,0.32,0.3485,0.66,0,4,79,22,493039.0
7160,4,0,10,22,0.3,0.3333,0.75,0,13,71,98,357911.0
7161,4,0,10,23,0.26,0.303,0.87,0,7,37,0,50653.0
7162,4,0,10,0,0.26,0.303,0.87,0,3,23,68,12167.0
7163,4,0,10,1,0.26,0.303,0.81,0,5,13,42,2197.0
7164,4,0,10,2,0.24,0.2879,0.87,0,0,3,73,27.0
7165,4,0,10,3,0.24,0.2576,0.87,0.1045,0,3,44,27.0
7166,4,0,10,4,0.24,0.2879,0.87,0,1,6,19,216.0
