instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_4,feature_y_4,feature_y_4,feature_y_4
8554,1,0,12,3,0.32,0.303,0.61,0.2537,0,4,94,64.0,1.3249455192268595,0.39185723042955
8555,1,0,12,5,0.32,0.2879,0.57,0.3582,0,9,52,729.0,0.503365605112174,0.9886955804866999
8556,1,0,12,6,0.32,0.303,0.57,0.2537,1,43,19,79507.0,0.869658074441806,0.9102631815448695
8557,1,0,12,7,0.32,0.303,0.57,0.2537,4,110,44,1331000.0,0.9826059824898337,0.12997395763495997
8558,1,0,12,8,0.32,0.2879,0.57,0.3582,11,217,51,10218313.0,0.5987202322070889,0.9886421392408016
8559,1,0,12,9,0.32,0.303,0.57,0.3284,18,189,97,6751269.0,0.7248437158702044,0.500868977600034
8560,1,0,12,10,0.34,0.3182,0.57,0.2239,12,96,19,884736.0,0.869658074441806,0.7795207167052768
8561,1,0,12,11,0.36,0.3333,0.46,0.3582,18,111,35,1367631.0,1.7488102347630208,0.1005135497445154
8562,1,0,12,12,0.34,0.2879,0.46,0.5522,32,140,95,2744000.0,0.5940846816900167,0.5152789484623209
8563,1,0,12,13,0.34,0.2879,0.39,0.4627,24,159,58,4019679.0,0.5017882105819239,0.20274229936837715
8564,1,0,12,14,0.32,0.2879,0.39,0.3881,24,120,13,1728000.0,0.7041425227235925,0.052360248408337313
8565,1,0,12,15,0.32,0.2879,0.36,0.4179,16,117,5,1601613.0,24.34527915938213,0.7032298566489479
8566,1,0,12,16,0.3,0.2727,0.36,0.4179,23,167,35,4657463.0,1.7488102347630208,0.054746962135492905
8567,1,0,12,17,0.28,0.2727,0.38,0.2537,25,250,31,15625000.0,1.6779583343684343,0.9960285058255218
8568,1,0,12,18,0.26,0.2273,0.38,0.3284,10,169,88,4826809.0,0.9658118980490871,0.9972942925625753
8569,1,0,12,19,0.24,0.2273,0.41,0.2537,16,151,86,3442951.0,13.064798934155936,0.47914619818133636
8570,1,0,12,20,0.24,0.2273,0.41,0.2239,9,79,6,493039.0,1.3877622922787505,0.8306410854894761
8571,1,0,12,21,0.22,0.2273,0.44,0.1343,7,70,98,343000.0,2.3440166611427986,0.610518630276102
8572,1,0,12,22,0.22,0.2424,0.44,0.1045,2,33,12,35937.0,2.15783677484981,0.9487196478676775
8573,1,0,12,23,0.22,0.2121,0.44,0.2537,3,39,75,59319.0,1.633404121532299,0.8512229700846954
8574,1,0,12,0,0.22,0.2273,0.47,0.194,4,28,94,21952.0,1.3249455192268595,0.1210355554669203
8575,1,0,12,1,0.22,0.2121,0.47,0.2239,0,15,37,3375.0,2.8053491651647224,0.5982426949828721
8576,1,0,12,2,0.2,0.2273,0.51,0.1045,0,3,47,27.0,0.8900177298266997,0.2921388087338362
8577,1,0,12,3,0.2,0.197,0.55,0.194,0,2,49,8.0,21.622861843277043,0.14550003380861354
8578,1,0,12,4,0.2,0.2121,0.55,0.1642,1,3,55,27.0,4084.5228050458813,0.2921388087338362
8579,1,0,12,5,0.2,0.2273,0.55,0.1045,0,10,77,1000.0,0.5001199891426975,0.5623790762907029
8580,1,0,12,6,0.2,0.2576,0.59,0,2,41,25,68921.0,1.1525407907094694,0.738222025394855
8581,1,0,12,7,0.18,0.2121,0.64,0.0896,2,106,94,1191016.0,1.3249455192268595,0.8648663418760141
8582,1,0,12,8,0.2,0.2576,0.64,0,3,210,51,9261000.0,0.5987202322070889,0.8993339484284346
8583,1,0,12,9,0.2,0.2121,0.64,0.1343,15,170,73,4913000.0,3.0937909668046757,0.09154031633052283
8584,1,0,12,10,0.22,0.2273,0.64,0.1642,13,110,21,1331000.0,0.5444678790179037,0.12997395763495997
8585,1,0,12,11,0.24,0.2576,0.6,0.0896,23,122,45,1815848.0,0.5402766739296717,0.39655079762680157
8586,1,0,12,12,0.26,0.2727,0.56,0.1045,12,130,46,2197000.0,0.5258208681509198,0.8442366556901854
8587,1,0,12,13,0.28,0.2879,0.52,0.1045,36,131,42,2248091.0,11.979139227322584,0.2800191014899066
8588,1,0,12,14,0.3,0.3333,0.52,0,30,142,42,2863288.0,11.979139227322584,0.9267284746367113
8589,1,0,12,15,0.3,0.3182,0.52,0.0896,27,177,65,5545233.0,0.5473967051355444,0.04681585988474187
8590,1,0,12,16,0.3,0.303,0.52,0.1642,22,177,49,5545233.0,21.622861843277043,0.04681585988474187
8591,1,0,12,17,0.3,0.303,0.61,0.1642,14,240,72,13824000.0,0.7975605094780727,0.9134662877079924
8592,1,0,12,18,0.3,0.303,0.56,0.1343,15,207,34,8869743.0,0.6539868700870936,0.9352322891333579
8593,1,0,12,19,0.3,0.3182,0.56,0.1045,11,135,70,2460375.0,0.5637325966004665,0.5522207561444515
8594,1,0,12,20,0.28,0.2879,0.65,0.1045,8,96,18,884736.0,4.015858573649374,0.7795207167052768
8595,1,0,12,21,0.28,0.2879,0.61,0.1343,8,68,97,314432.0,0.7248437158702044,0.834308062189105
8596,1,0,12,22,0.28,0.2879,0.65,0.1343,7,55,5,166375.0,24.34527915938213,0.8223078391293215
8597,1,0,12,23,0.3,0.303,0.65,0.1642,1,45,20,91125.0,0.5227541141700891,0.9993335830491854
8598,1,0,12,0,0.28,0.2879,0.7,0.1343,4,30,89,27000.0,0.5376143475480764,0.40598946176217077
8599,1,0,12,1,0.26,0.2879,0.65,0.0896,9,20,50,8000.0,1.3557021544363344,0.06564512751032302
8600,1,0,12,2,0.24,0.2576,0.7,0.1045,2,12,91,1728.0,0.9041693413125955,0.9923168327201398
8601,1,0,12,3,0.24,0.2576,0.7,0.1045,0,6,39,216.0,0.5092180208714154,0.7179850839697136
8602,1,0,12,4,0.24,0.2576,0.7,0.0896,0,2,43,8.0,5.944410581534946,0.14550003380861354
8603,1,0,12,5,0.22,0.2576,0.75,0.0896,0,10,44,1000.0,0.9826059824898337,0.5623790762907029
8604,1,0,12,6,0.24,0.2576,0.7,0.0896,1,32,81,32768.0,2.7018847930632726,0.37293782932771496
8605,1,0,12,7,0.24,0.2576,0.75,0.0896,3,95,15,857375.0,0.6059548980890475,0.9814938312063979
8606,1,0,12,8,0.24,0.2576,0.75,0.0896,12,205,86,8615125.0,13.064798934155936,0.130913041587393
8607,1,0,12,9,0.26,0.303,0.75,0,19,194,78,7301384.0,0.6605113804923478,0.6129670011915739
8608,1,0,12,10,0.3,0.2879,0.65,0.2537,10,118,62,1643032.0,3.8340720458680737,0.5119688239888894
8609,1,0,12,11,0.32,0.3182,0.66,0.194,45,171,26,5000211.0,0.5673570710394846,0.2919525550689854
8610,1,0,12,12,0.32,0.3333,0.57,0.1343,38,197,51,7645373.0,0.5987202322070889,0.8261304816368434
8611,1,0,12,13,0.36,0.3485,0.53,0.1343,53,207,77,8869743.0,0.5001199891426975,0.9352322891333579
8612,1,0,12,14,0.4,0.4091,0.47,0.0896,67,245,10,14706125.0,2.193083986739962,0.9969061327568459
8613,1,0,12,15,0.42,0.4242,0.44,0,56,292,5,24897088.0,24.34527915938213,0.712444941873753
8614,1,0,12,16,0.42,0.4242,0.47,0.194,36,283,47,22665187.0,0.8900177298266997,0.9564333584437413
8615,1,0,12,17,0.38,0.3939,0.54,0.1642,54,242,87,14172488.0,5.612234025512922,0.9912159902838843
8616,1,0,12,18,0.36,0.3485,0.62,0.1343,19,182,52,6028568.0,0.503365605112174,0.7976641834043365
8617,1,0,12,19,0.34,0.303,0.49,0.4179,16,112,79,1404928.0,1.798925688187395,0.088550854297912
8618,1,0,12,20,0.34,0.3485,0.66,0.1045,16,91,29,753571.0,2.9729510585814833,0.9517902626813527
8619,1,0,12,21,0.36,0.3636,0.66,0.1045,11,95,1,857375.0,0.5430441251857795,0.9814938312063979
8620,1,0,12,22,0.34,0.3333,0.71,0.1642,7,85,78,614125.0,0.6605113804923478,0.9829563023097734
8621,1,0,12,23,0.36,0.3333,0.66,0.2537,13,73,96,389017.0,0.5041370124924979,0.9908866931049745
8622,1,0,12,0,0.38,0.3939,0.62,0.3284,7,44,50,85184.0,1.3557021544363344,0.9597172785084751
8623,1,0,12,1,0.4,0.4091,0.62,0.2836,4,35,69,42875.0,1.129668825806919,0.11401167733032609
8624,1,0,12,2,0.4,0.4091,0.62,0.2836,1,28,74,21952.0,67.32311401195065,0.1210355554669203
8625,1,0,12,3,0.4,0.4091,0.62,0.2836,1,18,43,5832.0,5.944410581534946,0.35859409564894423
8626,1,0,12,4,0.38,0.3939,0.71,0.2239,1,10,75,1000.0,1.633404121532299,0.5623790762907029
8627,1,0,12,5,0.36,0.3485,0.76,0.2239,1,1,28,1.0,0.7868403851802712,0.5403023058681398
8628,1,0,12,6,0.4,0.4091,0.71,0.0896,1,6,69,216.0,1.129668825806919,0.7179850839697136
8629,1,0,12,7,0.38,0.3939,0.76,0,6,19,94,6859.0,1.3249455192268595,0.6190709191736287
8630,1,0,12,8,0.34,0.3333,0.81,0.1343,7,49,1,117649.0,0.5430441251857795,0.876003261987607
8631,1,0,12,9,0.38,0.3939,0.76,0,18,90,42,729000.0,11.979139227322584,0.9576469636018978
8632,1,0,12,10,0.4,0.4091,0.76,0.1642,20,128,83,2097152.0,0.5080359962611123,0.7815485687971482
8633,1,0,12,11,0.42,0.4242,0.71,0.1642,65,217,66,10218313.0,1.0272753459349424,0.9886421392408016
8634,1,0,12,12,0.52,0.5,0.39,0.2985,93,273,89,20346417.0,0.5376143475480764,0.534547509941917
8635,1,0,12,13,0.5,0.4848,0.42,0.4925,108,313,82,30664297.0,0.7614819393063025,0.9387078194217929
8636,1,0,12,14,0.46,0.4545,0.51,0.3284,115,300,87,27000000.0,5.612234025512922,0.9737906003748396
8637,1,0,12,15,0.46,0.4545,0.47,0.4925,89,253,71,16194277.0,0.5125433048899948,0.09817727958459044
8638,1,0,12,16,0.44,0.4394,0.51,0.3881,52,195,72,7414875.0,0.7975605094780727,0.9985205179705156
8639,1,0,12,17,0.42,0.4242,0.54,0.194,28,129,78,2146689.0,0.6605113804923478,0.5056248611315453
8640,1,0,12,18,0.42,0.4242,0.54,0.1343,13,93,76,804357.0,0.6385257158828442,0.7806682917959753
8641,1,0,12,19,0.42,0.4242,0.54,0.2239,19,92,58,778688.0,0.5017882105819239,0.961465970943261
8642,1,0,12,20,0.42,0.4242,0.54,0.2239,8,71,48,357911.0,4.315081398019611,0.33777391432627846
8643,1,0,12,21,0.4,0.4091,0.58,0.194,2,52,3,140608.0,0.8763320184878719,0.9657710534457514
8644,1,0,12,22,0.38,0.3939,0.62,0.1343,2,38,3,54872.0,0.8763320184878719,0.5875954370147703
8645,1,0,12,23,0.36,0.3788,0.66,0,4,31,40,29791.0,0.573028742574676,0.7497355341511844
8646,1,1,1,0,0.36,0.3788,0.66,0,5,48,4,110592.0,4.111884294479769,0.08451108251254075
8647,1,1,1,1,0.36,0.3485,0.66,0.1343,15,93,56,804357.0,2.09008693583188,0.7806682917959753
8648,1,1,1,2,0.32,0.3485,0.76,0,16,75,3,421875.0,0.8763320184878719,0.9986131186347414
8649,1,1,1,3,0.3,0.3333,0.81,0,11,52,65,140608.0,0.5473967051355444,0.9657710534457514
8650,1,1,1,4,0.28,0.303,0.81,0.0896,0,8,90,512.0,0.5279840346175494,0.996833390848202
8651,1,1,1,5,0.28,0.2879,0.81,0.1045,0,5,56,125.0,2.09008693583188,0.7877145121442345
8652,1,1,1,6,0.26,0.2727,0.93,0.1343,1,2,95,8.0,0.5940846816900167,0.14550003380861354
8653,1,1,1,7,0.26,0.2576,0.93,0.1642,1,7,81,343.0,2.7018847930632726,0.8438377837054513
8654,1,1,1,8,0.26,0.2727,0.87,0.1045,4,14,73,2744.0,3.0937909668046757,0.18019324711435455
8655,1,1,1,9,0.26,0.2727,0.93,0.1045,13,40,93,64000.0,19.33568064408107,0.8650536966106134
8656,1,1,1,10,0.3,0.3182,0.81,0.1045,18,70,71,343000.0,0.5125433048899948,0.610518630276102
8657,1,1,1,11,0.34,0.3333,0.76,0.1343,40,138,46,2628072.0,0.5258208681509198,0.5898095536950108
8658,1,1,1,12,0.4,0.4091,0.62,0.2836,58,201,28,8120601.0,0.7868403851802712,0.24885412898497034
8659,1,1,1,13,0.42,0.4242,0.58,0.2836,82,223,13,11089567.0,0.7041425227235925,0.8263692009335721
8660,1,1,1,14,0.44,0.4394,0.54,0.2985,120,267,37,19034163.0,2.8053491651647224,0.6888093262353332
8661,1,1,1,15,0.46,0.4545,0.51,0.2985,101,265,64,18609625.0,0.5208262701161901,0.3554519287530218
8662,1,1,1,16,0.44,0.4394,0.54,0.2985,68,215,71,9938375.0,0.5125433048899948,0.9988747540083502
8663,1,1,1,17,0.48,0.4697,0.48,0.1642,36,111,8,1367631.0,0.5026746699330502,0.1005135497445154
8664,1,1,1,18,0.46,0.4545,0.59,0.2537,25,106,95,1191016.0,0.5940846816900167,0.8648663418760141
8665,1,1,1,19,0.42,0.4242,0.67,0.3881,20,105,16,1157625.0,1.4043036899381962,0.056538888695149024
8666,1,1,1,20,0.44,0.4394,0.62,0.2985,25,83,5,571787.0,24.34527915938213,0.14123908682440878
8667,1,1,1,21,0.44,0.4394,0.67,0.2537,10,71,96,357911.0,0.5041370124924979,0.33777391432627846
8668,1,1,1,22,0.46,0.4545,0.55,0.4179,13,66,84,287496.0,0.5769706814181332,0.8427051888729327
8669,1,1,1,23,0.44,0.4394,0.51,0.2985,4,29,94,24389.0,1.3249455192268595,0.6849726394545778
8670,1,1,1,0,0.4,0.4091,0.4,0.4627,8,39,89,59319.0,0.5376143475480764,0.8512229700846954
8671,1,1,1,1,0.36,0.3333,0.43,0.4179,1,12,42,1728.0,11.979139227322584,0.9923168327201398
8672,1,1,1,2,0.36,0.3182,0.34,0.4478,1,7,5,343.0,24.34527915938213,0.8438377837054513
8673,1,1,1,4,0.28,0.2576,0.45,0.3284,0,4,69,64.0,1.129668825806919,0.39185723042955
8674,1,1,1,5,0.28,0.2576,0.45,0.3284,1,4,37,64.0,2.8053491651647224,0.39185723042955
8675,1,1,1,6,0.26,0.2273,0.41,0.3881,0,14,18,2744.0,4.015858573649374,0.18019324711435455
8676,1,1,1,7,0.24,0.2121,0.32,0.3881,0,16,32,4096.0,0.6445680044638951,0.803990613485849
8677,1,1,1,8,0.24,0.2273,0.35,0.2537,2,53,93,148877.0,19.33568064408107,0.9978399678225618
8678,1,1,1,9,0.24,0.2576,0.35,0,15,68,88,314432.0,0.9658118980490871,0.834308062189105
8679,1,1,1,10,0.26,0.2424,0.35,0.2836,20,109,6,1295029.0,1.3877622922787505,0.10534506319755418
8680,1,1,1,11,0.26,0.2121,0.35,0.4925,33,175,78,5359375.0,0.6605113804923478,0.9894553133339928
8681,1,1,1,12,0.28,0.2727,0.36,0.2537,41,202,30,8242408.0,83.55352537043731,0.9888211848542847
8682,1,1,1,13,0.3,0.2727,0.36,0.2985,26,176,14,5451776.0,0.5023592408312615,0.812585191456167
8683,1,1,1,14,0.3,0.2727,0.36,0.4179,10,151,53,3442951.0,0.7163707881255232,0.47914619818133636
8684,1,1,1,15,0.28,0.2424,0.38,0.4478,29,168,95,4741632.0,0.5940846816900167,0.47556010155415585
8685,1,1,1,16,0.26,0.2273,0.35,0.4179,10,154,55,3652264.0,4084.5228050458813,0.680306108693784
8686,1,1,1,17,0.26,0.2273,0.35,0.3881,17,153,90,3581577.0,0.5279840346175494,0.4051236060137105
8687,1,1,1,18,0.26,0.2424,0.33,0.2537,13,126,40,2000376.0,0.573028742574676,0.13503663710264274
8688,1,1,1,19,0.24,0.2273,0.38,0.2239,4,93,63,804357.0,0.8566369271513424,0.7806682917959753
8689,1,1,1,20,0.24,0.2273,0.41,0.2239,5,88,26,681472.0,0.5673570710394846,0.6500273073821843
8690,1,1,1,21,0.24,0.2121,0.41,0.3284,3,66,87,287496.0,5.612234025512922,0.8427051888729327
8691,1,1,1,22,0.22,0.2121,0.44,0.2836,3,39,25,59319.0,1.1525407907094694,0.8512229700846954
8692,1,1,1,23,0.22,0.2121,0.44,0.2537,2,34,63,39304.0,0.8566369271513424,0.8935123623661174
8693,1,1,1,0,0.2,0.197,0.51,0.2537,0,13,16,2197.0,1.4043036899381962,0.5176150567422252
8694,1,1,1,1,0.18,0.1818,0.55,0.2239,1,6,14,216.0,0.5023592408312615,0.7179850839697136
8695,1,1,1,2,0.18,0.1667,0.51,0.2537,0,3,68,27.0,9.796975387185967,0.2921388087338362
8696,1,1,1,3,0.16,0.1364,0.55,0.2836,0,2,31,8.0,1.6779583343684343,0.14550003380861354
8697,1,1,1,4,0.16,0.1515,0.55,0.2537,0,5,40,125.0,0.573028742574676,0.7877145121442345
8698,1,1,1,5,0.14,0.1364,0.54,0.194,0,12,33,1728.0,0.500022035944306,0.9923168327201398
8699,1,1,1,6,0.14,0.1212,0.59,0.2836,4,85,93,614125.0,19.33568064408107,0.9829563023097734
8700,1,1,1,7,0.14,0.1212,0.59,0.2537,2,170,99,4913000.0,1260.7704250424647,0.09154031633052283
8701,1,1,1,8,0.16,0.1364,0.55,0.2836,5,354,87,44361864.0,5.612234025512922,0.9306307013057421
8702,1,1,1,9,0.16,0.1364,0.5,0.2836,8,153,85,3581577.0,1.213703616753761,0.4051236060137105
8703,1,1,1,10,0.16,0.1212,0.47,0.4627,5,60,19,216000.0,0.869658074441806,0.9794868068393512
8704,1,1,1,11,0.18,0.1364,0.37,0.5224,12,75,98,421875.0,2.3440166611427986,0.9986131186347414
8705,1,1,1,12,0.18,0.1364,0.37,0.5224,4,74,2,405224.0,0.5237528663423374,0.8187254508480504
8706,1,1,1,13,0.18,0.1212,0.34,0.6567,5,73,86,389017.0,13.064798934155936,0.9908866931049745
8707,1,1,1,14,0.16,0.1212,0.43,0.5224,7,79,61,493039.0,29.513995986914356,0.8306410854894761
8708,1,1,1,15,0.16,0.1212,0.37,0.4179,9,77,96,456533.0,0.5041370124924979,0.9947179590299335
8709,1,1,1,16,0.14,0.0909,0.39,0.5821,7,136,60,2515456.0,1.4384569591461411,0.04101873599187465
8710,1,1,1,17,0.14,0.1061,0.26,0.4627,4,245,42,14706125.0,11.979139227322584,0.9969061327568459
8711,1,1,1,18,0.14,0.0909,0.26,0.5224,10,224,6,11239424.0,1.3877622922787505,0.758794581059156
8712,1,1,1,19,0.12,0.0909,0.28,0.4179,4,156,99,3796416.0,1260.7704250424647,0.6956111492564573
8713,1,1,1,20,0.12,0.1212,0.33,0.2537,0,115,15,1520875.0,0.6059548980890475,0.15069075745855756
8714,1,1,1,21,0.1,0.1061,0.36,0.2239,2,68,92,314432.0,4.534449634384539,0.834308062189105
8715,1,1,1,22,0.1,0.1061,0.46,0.2537,0,33,53,35937.0,0.7163707881255232,0.9487196478676775
8716,1,1,1,23,0.1,0.0758,0.46,0.3881,0,18,14,5832.0,0.5023592408312615,0.35859409564894423
8717,1,1,1,0,0.08,0.0606,0.42,0.3284,0,9,80,729.0,163.63007223971312,0.9886955804866999
8718,1,1,1,1,0.04,0.0303,0.38,0.2985,0,3,29,27.0,2.9729510585814833,0.2921388087338362
8719,1,1,1,2,0.02,0.0152,0.34,0.2836,0,1,50,1.0,1.3557021544363344,0.5403023058681398
8720,1,1,1,3,0.02,0.0152,0.34,0.2836,0,1,69,1.0,1.129668825806919,0.5403023058681398
8721,1,1,1,4,0.02,0.0455,0.41,0.194,0,2,87,8.0,5.612234025512922,0.14550003380861354
8722,1,1,1,5,0.02,0.0455,0.41,0.194,0,14,27,2744.0,0.5111492047520422,0.18019324711435455
8723,1,1,1,6,0.02,0.0455,0.41,0.1642,0,59,41,205379.0,1.1885273858987428,0.8668913779238857
8724,1,1,1,7,0.02,0.0455,0.44,0.194,1,152,90,3511808.0,0.5279840346175494,0.8001007191473153
8725,1,1,1,8,0.02,0.0606,0.44,0.1343,5,315,5,31255875.0,24.34527915938213,0.9990569853129302
8726,1,1,1,9,0.04,0.0606,0.45,0.1343,7,180,72,5832000.0,0.7975605094780727,0.6931465412980384
8727,1,1,1,10,0.06,0.1061,0.45,0,7,64,28,262144.0,0.7868403851802712,0.9964567265431309
8728,1,1,1,11,0.08,0.1212,0.42,0.0896,6,46,1,97336.0,0.5430441251857795,0.9993940599134129
8729,1,1,1,12,0.1,0.1061,0.46,0.194,9,84,83,592704.0,0.5080359962611123,0.13399521291272173
8730,1,1,1,13,0.14,0.1212,0.43,0.2537,9,91,5,753571.0,24.34527915938213,0.9517902626813527
8731,1,1,1,14,0.14,0.1212,0.46,0.2537,6,75,15,421875.0,0.6059548980890475,0.9986131186347414
8732,1,1,1,15,0.18,0.1515,0.37,0.3284,9,90,53,729000.0,0.7163707881255232,0.9576469636018978
8733,1,1,1,16,0.18,0.1667,0.4,0.2836,8,131,59,2248091.0,0.6109713317819904,0.2800191014899066
8734,1,1,1,17,0.2,0.197,0.4,0.194,9,281,60,22188041.0,1.4384569591461411,0.8187837843428786
8735,1,1,1,18,0.2,0.2121,0.37,0.1343,9,289,1,24137569.0,0.5430441251857795,0.8780315197144029
8736,1,1,1,19,0.2,0.2273,0.4,0.1045,2,184,50,6229504.0,1.3557021544363344,0.6109726389893331
8737,1,1,1,20,0.2,0.197,0.4,0.194,2,123,91,1860867.0,0.9041693413125955,0.4173093082358627
8738,1,1,1,21,0.2,0.2576,0.44,0,2,90,69,729000.0,1.129668825806919,0.9576469636018978
8739,1,1,1,22,0.2,0.2273,0.47,0.0896,4,52,57,140608.0,0.696298942266857,0.9657710534457514
8740,1,1,1,23,0.2,0.2273,0.44,0.1045,0,32,20,32768.0,0.5227541141700891,0.37293782932771496
8741,1,1,1,0,0.22,0.2273,0.47,0.194,1,14,96,2744.0,0.5041370124924979,0.18019324711435455
8742,1,1,1,1,0.2,0.2273,0.51,0.0896,0,5,95,125.0,0.5940846816900167,0.7877145121442345
8743,1,1,1,2,0.2,0.2273,0.51,0.0896,0,4,89,64.0,0.5376143475480764,0.39185723042955
8744,1,1,1,3,0.2,0.2576,0.61,0,0,4,71,64.0,0.5125433048899948,0.39185723042955
8745,1,1,1,4,0.2,0.2273,0.59,0.0896,0,5,54,125.0,2.266489527055483,0.7877145121442345
8746,1,1,1,5,0.2,0.2273,0.59,0.0896,0,26,8,17576.0,0.5026746699330502,0.3521801662860055
8747,1,1,1,6,0.2,0.2121,0.75,0.1343,0,78,34,474552.0,0.6539868700870936,0.28835490585704365
8748,1,1,1,7,0.2,0.2273,0.69,0.0896,3,215,60,9938375.0,1.4384569591461411,0.9988747540083502
8749,1,1,1,8,0.2,0.2576,0.75,0,11,388,58,58411072.0,0.5017882105819239,0.5363391715929088
8750,1,1,1,9,0.22,0.2727,0.69,0,7,227,39,11697083.0,0.5092180208714154,0.8786986324552304
8751,1,1,1,10,0.24,0.2576,0.52,0.0896,5,86,82,636056.0,0.7614819393063025,0.9628520276238026
8752,1,1,1,11,0.3,0.3333,0.49,0,6,84,32,592704.0,0.6445680044638951,0.13399521291272173
8753,1,1,1,12,0.3,0.2879,0.49,0.2537,6,120,22,1728000.0,1.0089303546212294,0.052360248408337313
8754,1,1,1,13,0.34,0.303,0.42,0.2985,6,118,44,1643032.0,0.9826059824898337,0.5119688239888894
8755,1,1,1,14,0.34,0.3182,0.39,0.2836,13,117,3,1601613.0,0.8763320184878719,0.7032298566489479
8756,1,1,1,15,0.36,0.3333,0.34,0.2836,6,119,11,1685159.0,102109.07002447755,0.7490538556905485
8757,1,1,1,16,0.36,0.3333,0.34,0.2836,19,197,9,7645373.0,0.7081558739235672,0.8261304816368434
8758,1,1,1,17,0.36,0.3485,0.34,0.194,19,412,18,69934528.0,4.015858573649374,0.44837513402153584
8759,1,1,1,18,0.34,0.3333,0.36,0.1642,9,383,56,56181887.0,2.09008693583188,0.984254567450202
8760,1,1,1,19,0.34,0.3485,0.34,0.0896,10,265,25,18609625.0,1.1525407907094694,0.3554519287530218
8761,1,1,1,20,0.3,0.3333,0.49,0,5,177,21,5545233.0,0.5444678790179037,0.04681585988474187
8762,1,1,1,21,0.26,0.2727,0.6,0.1343,9,97,45,912673.0,0.5402766739296717,0.8744126871967961
8763,1,1,1,22,0.26,0.2576,0.6,0.1642,1,71,0,357911.0,1.0,0.33777391432627846
8764,1,1,1,23,0.24,0.2576,0.7,0.1045,4,60,98,216000.0,2.3440166611427986,0.9794868068393512
8765,1,1,1,0,0.22,0.2576,0.75,0.0896,1,25,44,15625.0,0.9826059824898337,0.2849338062760266
8766,1,1,1,1,0.22,0.2727,0.75,0,2,8,87,512.0,5.612234025512922,0.996833390848202
8767,1,1,1,2,0.22,0.2273,0.69,0.1642,2,5,85,125.0,1.213703616753761,0.7877145121442345
8768,1,1,1,3,0.22,0.2424,0.69,0.1045,1,4,86,64.0,13.064798934155936,0.39185723042955
8769,1,1,1,4,0.22,0.2273,0.69,0.1343,0,3,84,27.0,0.5769706814181332,0.2921388087338362
8770,1,1,1,5,0.2,0.2121,0.8,0.1343,0,13,28,2197.0,0.7868403851802712,0.5176150567422252
8771,1,1,1,6,0.22,0.2424,0.73,0.1045,1,70,46,343000.0,0.5258208681509198,0.610518630276102
8772,1,1,1,7,0.24,0.2879,0.65,0,4,205,58,8615125.0,0.5017882105819239,0.130913041587393
8773,1,1,1,8,0.24,0.2424,0.7,0.1343,11,447,46,89314623.0,0.5258208681509198,0.057527940094956626
8774,1,1,1,9,0.24,0.2424,0.7,0.1642,4,241,84,13997521.0,0.5769706814181332,0.5454330312434728
8775,1,1,1,10,0.26,0.2576,0.65,0.194,14,116,82,1560896.0,0.7614819393063025,0.3916764313297708
8776,1,1,1,11,0.3,0.303,0.56,0.1642,8,138,2,2628072.0,0.5237528663423374,0.5898095536950108
8777,1,1,1,12,0.36,0.3333,0.5,0.2537,23,191,23,6967871.0,6.50281329350808,0.7605011666764461
8778,1,1,1,13,0.4,0.4091,0.43,0.2836,16,204,19,8489664.0,0.869658074441806,0.9983258567401759
8779,1,1,1,14,0.46,0.4545,0.36,0.194,26,178,82,5639752.0,0.7614819393063025,0.8396242732213816
8780,1,1,1,15,0.52,0.5,0.27,0.2537,44,222,35,10941048.0,1.7488102347630208,0.6927733979727507
8781,1,1,1,16,0.52,0.5,0.27,0.2836,35,294,43,25412184.0,5.944410581534946,0.31879590013888054
8782,1,1,1,17,0.46,0.4545,0.36,0.2239,20,476,9,107850176.0,0.7081558739235672,0.7127227207941836
8783,1,1,1,18,0.5,0.4848,0.29,0.2537,28,419,91,73560059.0,0.9041693413125955,0.9996871093897438
8784,1,1,1,19,0.46,0.4545,0.33,0.2836,11,272,94,20123648.0,1.3249455192268595,0.9466105559460466
8785,1,1,1,20,0.42,0.4242,0.41,0.194,14,177,68,5545233.0,9.796975387185967,0.04681585988474187
8786,1,1,1,21,0.4,0.4091,0.43,0.2239,17,154,86,3652264.0,13.064798934155936,0.680306108693784
8787,1,1,1,22,0.36,0.3485,0.5,0.194,12,135,19,2460375.0,0.869658074441806,0.5522207561444515
8788,1,1,1,23,0.36,0.3788,0.5,0,13,101,7,1030301.0,0.6035051827052901,0.999825009711516
8789,1,1,1,0,0.36,0.3485,0.5,0.1642,2,79,16,493039.0,1.4043036899381962,0.8306410854894761
8790,1,1,1,1,0.38,0.3939,0.46,0.1642,6,62,6,238328.0,1.3877622922787505,0.878485497608328
8791,1,1,1,2,0.36,0.3636,0.5,0.1045,2,38,61,54872.0,29.513995986914356,0.5875954370147703
8792,1,1,1,3,0.32,0.3333,0.57,0.1045,1,20,41,8000.0,1.1885273858987428,0.06564512751032302
8793,1,1,1,4,0.32,0.3333,0.57,0.0896,1,10,63,1000.0,0.8566369271513424,0.5623790762907029
8794,1,1,1,5,0.26,0.2727,0.75,0.1045,2,9,48,729.0,4.315081398019611,0.9886955804866999
8795,1,1,1,6,0.26,0.2727,0.75,0.1045,0,7,73,343.0,3.0937909668046757,0.8438377837054513
