instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1
9329,1,1,1,14,0.32,0.303,0.26,0.2537,51,280,40
9330,1,1,1,15,0.36,0.3333,0.25,0.2836,68,310,95
9331,1,1,1,16,0.36,0.3333,0.21,0.4179,54,322,30
9332,1,1,1,17,0.36,0.3333,0.21,0.4179,33,234,46
9333,1,1,1,18,0.34,0.303,0.23,0.3582,17,168,53
9334,1,1,1,19,0.32,0.303,0.29,0.2537,14,159,39
9335,1,1,1,20,0.3,0.2879,0.39,0.2239,13,111,65
9336,1,1,1,21,0.3,0.2879,0.33,0.2836,0,69,7
9337,1,1,1,22,0.32,0.2879,0.26,0.3881,7,64,66
9338,1,1,1,23,0.3,0.2727,0.33,0.3284,4,25,3
9339,1,1,1,0,0.32,0.2879,0.26,0.4179,0,10,42
9340,1,1,1,1,0.26,0.2273,0.6,0.3582,0,9,93
9341,1,1,1,2,0.24,0.2121,0.48,0.3582,1,7,81
9342,1,1,1,3,0.24,0.2273,0.48,0.194,0,4,71
9343,1,1,1,4,0.2,0.2121,0.51,0.1343,0,5,92
9344,1,1,1,5,0.2,0.2121,0.51,0.1343,0,26,75
9345,1,1,1,6,0.22,0.2121,0.44,0.2537,0,80,27
9346,1,1,1,7,0.22,0.2121,0.44,0.2836,4,225,79
9347,1,1,1,8,0.2,0.197,0.47,0.2239,12,493,70
9348,1,1,1,9,0.2,0.197,0.47,0.2239,5,198,33
9349,1,1,1,10,0.22,0.2121,0.41,0.2836,3,85,1
9350,1,1,1,11,0.26,0.2576,0.38,0,6,99,14
9351,1,1,1,12,0.26,0.2273,0.35,0.3881,5,134,99
9352,1,1,1,13,0.3,0.2879,0.31,0.194,15,132,22
9353,1,1,1,14,0.32,0.3333,0.24,0.1343,15,115,78
9354,1,1,1,15,0.32,0.3182,0.24,0.194,7,138,11
9355,1,1,1,16,0.34,0.3333,0.25,0.194,11,221,53
9356,1,1,1,17,0.36,0.3485,0.21,0.194,16,438,46
9357,1,1,1,18,0.34,0.3333,0.23,0.1642,11,410,22
9358,1,1,1,19,0.3,0.3182,0.45,0.1045,8,306,12
9359,1,1,1,20,0.3,0.303,0.39,0.1642,2,181,79
9360,1,1,1,21,0.3,0.303,0.42,0.1642,3,162,36
9361,1,1,1,22,0.28,0.2727,0.48,0.2239,2,94,80
9362,1,1,1,23,0.26,0.2576,0.6,0.194,0,52,86
9363,1,1,1,0,0.28,0.2727,0.52,0.2537,0,15,16
9364,1,1,1,1,0.3,0.2727,0.42,0.2985,1,8,18
9365,1,1,1,2,0.3,0.2879,0.42,0.2239,0,2,47
9366,1,1,1,3,0.3,0.2879,0.45,0.2239,0,2,84
9367,1,1,1,4,0.3,0.2879,0.49,0.194,0,1,78
9368,1,1,1,5,0.3,0.2879,0.49,0.194,0,22,21
9369,1,1,1,6,0.28,0.2727,0.52,0.1642,0,104,69
9370,1,1,1,7,0.26,0.2576,0.6,0.194,6,279,82
9371,1,1,1,8,0.26,0.2727,0.6,0.1045,14,512,1
9372,1,1,1,9,0.3,0.2879,0.52,0.194,30,261,70
9373,1,1,1,10,0.32,0.3182,0.57,0.194,34,144,18
9374,1,1,1,11,0.4,0.4091,0.37,0.2836,14,139,31
9375,1,1,1,12,0.4,0.4091,0.43,0.2985,13,194,10
9376,1,1,1,13,0.46,0.4545,0.36,0.2239,27,198,15
9377,1,1,1,14,0.5,0.4848,0.29,0.3284,18,160,14
9378,1,1,1,15,0.54,0.5152,0.26,0.4478,27,177,44
9379,1,1,1,16,0.54,0.5152,0.26,0.4478,30,307,30
9380,1,1,1,17,0.54,0.5152,0.26,0.4179,41,559,71
9381,1,1,1,18,0.54,0.5152,0.24,0.3582,16,502,1
9382,1,1,1,19,0.5,0.4848,0.29,0.2836,22,328,70
9383,1,1,1,20,0.4,0.4091,0.58,0.1045,15,238,49
9384,1,1,1,21,0.46,0.4545,0.33,0.2985,3,165,43
9385,1,1,1,22,0.44,0.4394,0.35,0.2985,11,129,33
9386,1,1,1,23,0.44,0.4394,0.38,0.2537,2,63,42
9387,1,1,2,0,0.44,0.4394,0.38,0.2836,0,31,12
9388,1,1,2,1,0.44,0.4394,0.41,0.2836,0,4,88
9389,1,1,2,2,0.44,0.4394,0.44,0.2836,1,7,57
9390,1,1,2,3,0.44,0.4394,0.44,0.194,0,3,48
9391,1,1,2,4,0.4,0.4091,0.5,0.1642,0,1,60
9392,1,1,2,5,0.4,0.4091,0.5,0.1642,0,18,41
9393,1,1,2,6,0.4,0.4091,0.54,0.1642,0,67,100
9394,1,1,2,7,0.38,0.3939,0.62,0.0896,7,208,45
9395,1,1,2,8,0.36,0.3636,0.73,0.1045,15,520,15
9396,1,1,2,9,0.36,0.3485,0.71,0.194,9,276,20
9397,1,1,2,10,0.4,0.4091,0.62,0.1343,9,133,65
9398,1,1,2,11,0.4,0.4091,0.58,0.1642,27,143,49
9399,1,1,2,12,0.44,0.4394,0.54,0.1045,26,179,45
9400,1,1,2,13,0.46,0.4545,0.47,0.2239,12,186,89
9401,1,1,2,14,0.62,0.6212,0.33,0.2239,33,192,36
9402,1,1,2,15,0.6,0.6212,0.35,0.2836,25,194,37
9403,1,1,2,16,0.6,0.6212,0.4,0.2239,22,283,86
9404,1,1,2,17,0.58,0.5455,0.43,0.194,31,539,61
9405,1,1,2,18,0.56,0.5303,0.46,0.1642,12,526,57
9406,1,1,2,19,0.54,0.5152,0.52,0.2836,20,335,65
9407,1,1,2,20,0.52,0.5,0.52,0.1642,10,264,3
9408,1,1,2,21,0.52,0.5,0.52,0.1642,16,233,59
9409,1,1,2,22,0.5,0.4848,0.55,0.194,7,140,6
9410,1,1,2,23,0.46,0.4545,0.63,0.0896,22,97,17
9411,1,1,2,0,0.46,0.4545,0.59,0.1343,7,31,4
9412,1,1,2,1,0.46,0.4545,0.55,0,3,17,28
9413,1,1,2,2,0.42,0.4242,0.67,0.1343,2,9,93
9414,1,1,2,3,0.42,0.4242,0.67,0.1343,0,2,55
9415,1,1,2,4,0.4,0.4091,0.82,0.0896,0,1,98
9416,1,1,2,5,0.4,0.4091,0.82,0,0,19,11
9417,1,1,2,6,0.36,0.3788,0.9,0,1,74,91
9418,1,1,2,7,0.36,0.3788,0.93,0,4,205,82
9419,1,1,2,8,0.4,0.4091,0.87,0,9,445,3
9420,1,1,2,9,0.38,0.3939,0.87,0,15,228,20
9421,1,1,2,10,0.42,0.4242,0.77,0.1045,6,78,75
9422,1,1,2,11,0.4,0.4091,0.82,0.2537,6,105,78
9423,1,1,2,12,0.42,0.4242,0.82,0,8,148,53
9424,1,1,2,13,0.42,0.4242,0.77,0,13,137,12
9425,1,1,2,14,0.4,0.4091,0.76,0.1045,12,141,9
9426,1,1,2,15,0.46,0.4545,0.67,0.1642,24,174,24
9427,1,1,2,16,0.46,0.4545,0.55,0.2836,18,229,77
9428,1,1,2,17,0.42,0.4242,0.54,0.4925,13,450,68
9429,1,1,2,18,0.4,0.4091,0.43,0.4627,17,410,24
9430,1,1,2,19,0.38,0.3939,0.43,0.5224,16,327,58
9431,1,1,2,20,0.36,0.3182,0.46,0.5224,9,213,54
9432,1,1,2,21,0.34,0.303,0.46,0.4179,4,148,11
9433,1,1,2,22,0.32,0.2879,0.49,0.4179,3,109,83
9434,1,1,2,23,0.32,0.303,0.49,0.2537,0,61,28
9435,1,1,2,0,0.32,0.2879,0.53,0.3881,1,38,4
9436,1,1,2,1,0.3,0.2727,0.56,0.3284,3,22,49
9437,1,1,2,2,0.3,0.2879,0.52,0.2239,0,6,67
9438,1,1,2,3,0.28,0.2576,0.56,0.2985,0,4,44
9439,1,1,2,4,0.26,0.2576,0.6,0.2239,0,2,28
9440,1,1,2,5,0.26,0.2576,0.6,0.2239,0,17,68
9441,1,1,2,6,0.24,0.2424,0.65,0.1642,0,88,28
9442,1,1,2,7,0.24,0.2273,0.65,0.2239,10,226,85
9443,1,1,2,8,0.24,0.2273,0.65,0.2239,12,441,39
9444,1,1,2,9,0.24,0.2273,0.65,0.194,18,270,12
9445,1,1,2,10,0.28,0.2576,0.56,0.2836,15,129,71
9446,1,1,2,11,0.32,0.303,0.53,0.2985,15,164,18
9447,1,1,2,12,0.34,0.3333,0.46,0.1343,25,216,46
9448,1,1,2,13,0.36,0.3636,0.46,0,25,198,54
9449,1,1,2,14,0.36,0.3485,0.46,0.2239,22,170,92
9450,1,1,2,15,0.38,0.3939,0.4,0,48,216,89
9451,1,1,2,16,0.4,0.4091,0.37,0.1045,36,311,40
9452,1,1,2,17,0.4,0.4091,0.37,0.0896,30,488,90
9453,1,1,2,18,0.38,0.3939,0.4,0.1343,17,385,9
9454,1,1,2,19,0.34,0.3485,0.49,0.1045,11,267,29
9455,1,1,2,20,0.34,0.3485,0.49,0.1045,8,163,28
9456,1,1,2,21,0.34,0.3485,0.49,0.1045,8,134,24
9457,1,1,2,22,0.34,0.3485,0.49,0.1045,3,119,73
9458,1,1,2,23,0.26,0.2727,0.7,0.1045,3,77,44
9459,1,1,2,0,0.26,0.2727,0.7,0.1045,10,86,72
9460,1,1,2,1,0.26,0.2727,0.7,0.1045,0,43,67
9461,1,1,2,2,0.24,0.2576,0.7,0.0896,6,44,61
9462,1,1,2,3,0.24,0.2879,0.75,0,1,18,73
9463,1,1,2,4,0.24,0.2576,0.81,0.0896,1,6,81
9464,1,1,2,5,0.24,0.2576,0.81,0.0896,1,4,78
9465,1,1,2,6,0.22,0.2273,0.87,0.1343,1,5,1
9466,1,1,2,7,0.24,0.2424,0.87,0.1343,1,28,98
9467,1,1,2,8,0.24,0.2879,0.87,0,4,90,46
9468,1,1,2,9,0.24,0.2424,0.81,0.1343,16,157,44
9469,1,1,2,10,0.24,0.2576,0.87,0.1045,31,224,69
9470,1,1,2,11,0.3,0.3333,0.7,0,46,270,10
9471,1,1,2,12,0.3,0.3182,0.7,0.0896,40,300,41
9472,1,1,2,13,0.3,0.2879,0.7,0.194,58,302,0
9473,1,1,2,14,0.32,0.303,0.66,0.2239,47,276,25
9474,1,1,2,15,0.32,0.303,0.66,0.2239,61,305,68
9475,1,1,2,16,0.34,0.3333,0.61,0.1642,20,143,28
9476,1,1,2,17,0.3,0.2879,0.7,0.194,13,67,85
9477,1,1,2,18,0.28,0.2727,0.75,0.1642,6,64,35
9478,1,1,2,19,0.26,0.2727,0.87,0.1343,5,80,79
9479,1,1,2,20,0.24,0.2273,0.93,0.194,4,77,43
9480,1,1,2,21,0.24,0.2424,0.93,0.1343,4,78,63
9481,1,1,2,22,0.24,0.2576,0.87,0.0896,4,95,67
9482,1,1,2,23,0.24,0.2424,0.87,0.1343,4,70,54
9483,1,1,2,0,0.24,0.2424,0.87,0.1343,3,61,28
9484,1,1,2,1,0.24,0.2576,0.93,0.1045,5,51,27
9485,1,1,2,2,0.24,0.2576,0.93,0.1045,4,63,64
9486,1,1,2,3,0.24,0.2576,0.87,0.0896,4,17,0
9487,1,1,2,4,0.24,0.2424,0.87,0.1343,0,9,96
9488,1,1,2,5,0.26,0.2576,0.81,0.194,0,4,16
9489,1,1,2,6,0.26,0.2424,0.7,0.2537,0,4,88
9490,1,1,2,7,0.24,0.2424,0.75,0.1642,0,16,33
9491,1,1,2,8,0.24,0.2424,0.75,0.1642,4,62,7
9492,1,1,2,9,0.24,0.2273,0.7,0.2239,9,92,83
9493,1,1,2,10,0.26,0.2424,0.65,0.2836,10,148,98
9494,1,1,2,11,0.26,0.2576,0.7,0.194,22,182,32
9495,1,1,2,12,0.26,0.2576,0.65,0.194,25,248,30
9496,1,1,2,13,0.28,0.2727,0.61,0.1642,33,274,41
9497,1,1,2,14,0.3,0.303,0.61,0.1642,40,243,88
9498,1,1,2,15,0.3,0.2879,0.56,0.2537,55,272,57
9499,1,1,2,16,0.3,0.2879,0.56,0.2239,35,296,17
9500,1,1,2,17,0.32,0.3182,0.53,0.1642,31,306,91
9501,1,1,2,18,0.3,0.2879,0.52,0.2537,10,181,41
9502,1,1,2,19,0.3,0.2879,0.52,0.2239,6,69,76
9503,1,1,2,20,0.28,0.2727,0.56,0.194,3,50,40
9504,1,1,2,21,0.28,0.2879,0.56,0.1045,6,66,61
9505,1,1,2,22,0.26,0.2727,0.6,0.1045,9,191,57
9506,1,1,2,23,0.24,0.2424,0.7,0.1343,4,42,18
9507,1,1,2,0,0.24,0.2424,0.65,0.1343,7,21,10
9508,1,1,2,1,0.22,0.2576,0.75,0.0896,0,6,12
9509,1,1,2,2,0.22,0.2727,0.75,0,0,3,98
9510,1,1,2,4,0.18,0.2121,0.8,0.1045,0,2,70
9511,1,1,2,5,0.18,0.2121,0.8,0.1045,0,17,93
9512,1,1,2,6,0.16,0.1818,0.86,0.1045,0,72,26
9513,1,1,2,7,0.16,0.1818,0.86,0.1045,5,234,5
9514,1,1,2,8,0.16,0.1818,0.86,0.1343,10,444,97
9515,1,1,2,9,0.18,0.2121,0.8,0.1045,8,277,99
9516,1,1,2,10,0.22,0.2424,0.75,0.1045,20,116,80
9517,1,1,2,11,0.26,0.2727,0.7,0.1343,12,116,23
9518,1,1,2,12,0.32,0.3182,0.61,0.1642,19,150,32
9519,1,1,2,13,0.38,0.3939,0.4,0.2239,17,141,24
9520,1,1,2,14,0.4,0.4091,0.35,0.1642,14,140,55
9521,1,1,2,15,0.42,0.4242,0.32,0.2836,25,171,98
9522,1,1,2,16,0.4,0.4091,0.43,0.2537,13,228,78
9523,1,1,2,17,0.4,0.4091,0.43,0.2537,13,430,83
9524,1,1,2,18,0.38,0.3939,0.43,0.2239,11,437,57
9525,1,1,2,19,0.36,0.3333,0.43,0.2537,7,291,71
9526,1,1,2,20,0.34,0.3333,0.46,0.1642,7,201,66
9527,1,1,2,21,0.32,0.3182,0.57,0.1642,11,154,7
9528,1,1,2,22,0.3,0.303,0.65,0.1343,4,87,32
9529,1,1,2,23,0.3,0.303,0.65,0.1343,3,46,97
9530,1,1,2,0,0.3,0.2879,0.7,0.194,1,23,50
9531,1,1,2,1,0.28,0.2879,0.61,0.1343,8,14,62
9532,1,1,2,2,0.3,0.3333,0.61,0,0,4,57
9533,1,1,2,3,0.3,0.3333,0.7,0,1,2,77
9534,1,1,2,4,0.3,0.3333,0.7,0,0,3,13
9535,1,1,2,5,0.32,0.3333,0.49,0.0896,0,15,7
9536,1,1,2,6,0.32,0.303,0.45,0.2985,2,100,59
9537,1,1,2,7,0.32,0.3485,0.45,0,6,299,32
9538,1,1,2,8,0.3,0.3182,0.49,0,7,529,97
9539,1,1,2,9,0.32,0.3333,0.49,0,11,289,5
9540,1,1,2,10,0.34,0.3333,0.46,0.1642,12,116,62
9541,1,1,2,11,0.36,0.3485,0.46,0.194,9,129,31
9542,1,1,2,12,0.4,0.4091,0.4,0.3284,9,172,89
9543,1,1,2,13,0.44,0.4394,0.38,0.2537,15,184,70
9544,1,1,2,14,0.44,0.4394,0.38,0.2537,11,138,55
9545,1,1,2,15,0.44,0.4394,0.38,0.194,13,146,2
9546,1,1,2,16,0.44,0.4394,0.35,0.2537,19,276,54
9547,1,1,2,17,0.44,0.4394,0.35,0.194,15,509,15
9548,1,1,2,18,0.42,0.4242,0.38,0.194,10,518,96
9549,1,1,2,19,0.38,0.3939,0.43,0.2239,11,338,91
9550,1,1,2,20,0.36,0.3485,0.5,0.1343,6,212,75
9551,1,1,2,21,0.34,0.3485,0.61,0.1045,20,190,42
9552,1,1,2,22,0.32,0.3182,0.57,0.194,11,118,84
9553,1,1,2,23,0.32,0.3333,0.57,0.1343,2,51,55
9554,1,1,2,0,0.3,0.2879,0.56,0.2239,2,23,67
9555,1,1,2,1,0.28,0.2727,0.61,0.1642,1,10,16
9556,1,1,2,2,0.26,0.303,0.65,0,0,1,63
9557,1,1,2,3,0.26,0.303,0.65,0,0,1,67
9558,1,1,2,4,0.24,0.2576,0.7,0.0896,0,1,12
9559,1,1,2,5,0.24,0.2576,0.7,0.0896,0,20,78
9560,1,1,2,6,0.24,0.2879,0.7,0,3,98,37
9561,1,1,2,7,0.24,0.2576,0.7,0.1045,5,281,37
9562,1,1,2,8,0.24,0.2273,0.7,0.2239,13,508,69
9563,1,1,2,9,0.24,0.2576,0.7,0.1642,8,253,12
9564,1,1,2,10,0.26,0.2576,0.7,0.2239,1,108,84
9565,1,1,2,11,0.26,0.2576,0.65,0.2239,5,102,18
9566,1,1,2,12,0.28,0.2576,0.65,0.2836,14,138,45
9567,1,1,2,13,0.28,0.2879,0.61,0.1045,15,126,71
9568,1,1,2,14,0.3,0.303,0.56,0.1642,8,108,91
9569,1,1,2,15,0.3,0.3182,0.61,0.1045,5,54,6
9570,1,1,2,16,0.26,0.2727,0.81,0.1045,2,75,69
9571,1,1,2,17,0.24,0.2576,0.87,0.1045,8,155,95
9572,1,1,2,18,0.24,0.2576,0.87,0.1045,4,167,69
9573,1,1,2,19,0.24,0.2576,0.87,0.1045,3,161,34
9574,1,1,2,20,0.24,0.2424,0.87,0.1343,3,125,30
9575,1,1,2,21,0.24,0.2273,0.87,0.194,3,129,82
9576,1,1,2,22,0.24,0.2424,0.87,0.1343,3,98,6
9577,1,1,2,23,0.24,0.2424,0.87,0.1642,3,60,60
9578,1,1,2,0,0.24,0.2424,0.87,0.1642,3,26,55
9579,1,1,2,1,0.24,0.2424,0.87,0.1343,2,12,98
9580,1,1,2,2,0.22,0.2273,0.8,0.1343,0,2,14
9581,1,1,2,3,0.22,0.2121,0.8,0.2836,0,4,4
9582,1,1,2,4,0.22,0.197,0.75,0.4478,0,1,12
9583,1,1,2,5,0.2,0.1818,0.75,0.2836,0,18,43
9584,1,1,2,6,0.2,0.1818,0.75,0.2836,1,76,2
9585,1,1,2,7,0.2,0.197,0.69,0.2537,4,267,18
9586,1,1,2,8,0.2,0.197,0.64,0.2537,11,484,85
9587,1,1,2,9,0.2,0.197,0.59,0.2239,9,238,11
9588,1,1,2,10,0.22,0.2121,0.51,0.2239,7,97,3
9589,1,1,2,11,0.24,0.2273,0.52,0.2239,4,99,80
9590,1,1,2,12,0.26,0.2273,0.48,0.3284,10,158,68
9591,1,1,2,13,0.3,0.2727,0.42,0.3284,10,154,27
9592,1,1,2,14,0.32,0.303,0.39,0.2985,18,144,98
9593,1,1,2,15,0.32,0.303,0.36,0.2985,14,134,30
9594,1,1,2,16,0.34,0.3333,0.36,0,15,238,95
9595,1,1,2,17,0.34,0.3333,0.34,0.1343,12,399,52
9596,1,1,2,18,0.34,0.3333,0.31,0.1642,13,417,0
9597,1,1,2,19,0.32,0.3333,0.33,0.1045,8,295,9
9598,1,1,2,20,0.32,0.3485,0.36,0,2,199,62
9599,1,1,2,21,0.3,0.3182,0.52,0.0896,8,177,55
9600,1,1,2,22,0.3,0.3333,0.56,0,3,107,92
9601,1,1,2,23,0.3,0.3333,0.52,0,9,84,35
9602,1,1,2,0,0.28,0.303,0.65,0.0896,4,43,88
9603,1,1,2,1,0.28,0.303,0.61,0.0896,2,13,51
9604,1,1,2,2,0.26,0.2879,0.52,0.0896,7,16,19
9605,1,1,2,3,0.26,0.2879,0.56,0.0896,0,5,34
9606,1,1,2,4,0.26,0.2879,0.56,0.0896,0,2,13
9607,1,1,2,5,0.24,0.2273,0.52,0.2239,0,17,2
9608,1,1,2,6,0.2,0.197,0.59,0.194,3,64,72
9609,1,1,2,7,0.2,0.2121,0.59,0.1642,5,230,83
9610,1,1,2,8,0.2,0.2121,0.59,0.1642,1,448,91
9611,1,1,2,9,0.22,0.2273,0.55,0.1642,10,275,85
9612,1,1,2,10,0.26,0.2727,0.48,0.1343,5,124,22
9613,1,1,2,11,0.28,0.2879,0.45,0.1045,19,153,27
9614,1,1,2,12,0.3,0.303,0.42,0.1343,8,176,58
9615,1,1,2,13,0.3,0.3182,0.42,0.0896,22,192,32
9616,1,1,2,14,0.32,0.3333,0.39,0.0896,8,146,64
9617,1,1,2,15,0.32,0.3333,0.45,0.1343,27,191,63
9618,1,1,2,16,0.34,0.3182,0.42,0.2537,28,268,2
9619,1,1,2,17,0.34,0.3333,0.42,0.194,15,396,92
9620,1,1,2,18,0.3,0.303,0.61,0.1343,14,359,14
9621,1,1,2,19,0.32,0.3485,0.57,0,16,262,37
9622,1,1,2,20,0.32,0.3485,0.57,0,7,151,20
9623,1,1,2,21,0.32,0.3333,0.66,0.0896,14,122,45
9624,1,1,2,22,0.32,0.3485,0.66,0,11,113,47
9625,1,1,2,23,0.3,0.3182,0.7,0.0896,1,65,59
9626,1,1,2,0,0.3,0.303,0.7,0.1343,3,53,78
9627,1,1,2,1,0.28,0.2879,0.81,0.1343,2,45,46
9628,1,1,2,2,0.26,0.2576,0.81,0.194,2,26,80
9629,1,1,2,3,0.24,0.2273,0.87,0.2239,0,9,42
9630,1,1,2,4,0.24,0.2273,0.87,0.2239,0,4,100
9631,1,1,2,5,0.22,0.2273,0.93,0.1642,0,2,16
9632,1,1,2,6,0.22,0.2273,0.93,0.1343,1,9,50
9633,1,1,2,7,0.22,0.2273,0.93,0.1343,0,19,53
9634,1,1,2,8,0.22,0.2273,0.93,0.1343,1,78,25
9635,1,1,2,9,0.22,0.2424,0.93,0.1045,5,90,58
9636,1,1,2,10,0.22,0.2424,0.93,0.1045,23,166,43
9637,1,1,2,11,0.24,0.2576,0.81,0.1045,26,183,98
9638,1,1,2,12,0.26,0.2576,0.81,0.1642,25,221,79
9639,1,1,2,13,0.26,0.2424,0.81,0.2836,18,235,82
9640,1,1,2,14,0.26,0.2424,0.81,0.2537,38,243,81
9641,1,1,2,15,0.3,0.2727,0.61,0.2985,12,124,22
9642,1,1,2,16,0.22,0.197,0.75,0.4179,12,146,60
9643,1,1,2,17,0.22,0.1818,0.69,0.4627,13,144,10
9644,1,1,2,18,0.22,0.1818,0.47,0.6567,3,108,37
9645,1,1,2,19,0.2,0.1515,0.4,0.5522,2,87,25
9646,1,1,2,20,0.16,0.1212,0.43,0.5522,1,63,94
9647,1,1,2,21,0.14,0.0758,0.43,0.6418,5,48,12
9648,1,1,2,22,0.14,0.1061,0.39,0.3881,0,46,90
9649,1,1,2,23,0.12,0.0758,0.5,0.4925,0,20,60
9650,1,1,2,0,0.1,0.0758,0.68,0.3881,0,21,40
9651,1,1,2,1,0.08,0.0455,0.79,0.4627,0,24,3
9652,1,1,2,2,0.1,0.0606,0.58,0.5821,1,27,8
9653,1,1,2,3,0.1,0.0455,0.46,0.6866,0,14,83
9654,1,1,2,4,0.1,0.0455,0.46,0.7164,0,1,1
9655,1,1,2,5,0.1,0.0758,0.49,0.3881,0,3,21
9656,1,1,2,6,0.1,0.0758,0.49,0.3881,0,2,64
9657,1,1,2,7,0.08,0.0909,0.53,0.194,0,18,46
9658,1,1,2,8,0.08,0.0758,0.53,0.2537,0,26,3
9659,1,1,2,9,0.1,0.0909,0.49,0.2985,3,63,31
9660,1,1,2,10,0.12,0.1061,0.42,0.3582,8,91,77
9661,1,1,2,11,0.12,0.1061,0.42,0.2985,3,124,76
9662,1,1,2,12,0.14,0.0758,0.39,0.6418,7,140,71
9663,1,1,2,13,0.16,0.1212,0.4,0.4478,10,138,37
9664,1,1,2,14,0.16,0.1212,0.4,0.5224,9,111,17
9665,1,1,2,15,0.16,0.1212,0.4,0.5522,5,155,83
9666,1,1,2,16,0.2,0.1667,0.34,0.4627,16,164,58
9667,1,1,2,17,0.18,0.1515,0.37,0.4179,4,87,94
9668,1,1,2,18,0.16,0.1212,0.4,0.4627,4,96,39
9669,1,1,2,19,0.16,0.1364,0.4,0.2836,2,80,87
9670,1,1,2,20,0.14,0.1212,0.42,0.3284,1,57,2
9671,1,1,2,21,0.14,0.1212,0.43,0.2985,0,36,66
9672,1,1,2,22,0.14,0.1515,0.43,0.1642,0,28,47
9673,1,1,2,23,0.14,0.1364,0.43,0.2239,0,23,39
9674,1,1,2,0,0.14,0.1364,0.46,0.2239,0,9,83
9675,1,1,2,1,0.12,0.1212,0.5,0.2239,0,6,39
9676,1,1,2,2,0.14,0.1364,0.46,0.194,0,4,44
9677,1,1,2,3,0.12,0.1515,0.54,0.1045,0,1,91
9678,1,1,2,4,0.12,0.1667,0.54,0.0896,0,2,32
9679,1,1,2,5,0.1,0.1212,0.58,0.1343,0,17,49
9680,1,1,2,6,0.1,0.1061,0.54,0.2239,1,72,46
9681,1,1,2,7,0.1,0.1061,0.54,0.194,1,195,83
9682,1,1,2,8,0.1,0.1212,0.54,0.1343,4,417,15
9683,1,1,2,9,0.12,0.1364,0.5,0.194,7,205,43
9684,1,1,2,10,0.14,0.1515,0.5,0.1343,1,71,81
9685,1,1,2,11,0.22,0.2273,0.37,0.194,5,90,27
9686,1,1,2,12,0.28,0.2576,0.28,0.3284,7,118,98
9687,1,1,2,13,0.32,0.303,0.22,0.2239,11,140,48
9688,1,1,2,14,0.34,0.3485,0.23,0.1045,10,135,35
9689,1,1,2,15,0.36,0.3485,0.27,0.1343,10,155,6
9690,1,1,2,16,0.36,0.3485,0.23,0.194,5,211,83
9691,1,1,2,17,0.36,0.3485,0.23,0.194,8,407,87
9692,1,1,2,18,0.34,0.3182,0.25,0.2537,6,405,55
9693,1,1,2,19,0.34,0.3333,0.25,0.1343,7,263,27
9694,1,1,2,20,0.3,0.303,0.42,0.1642,4,214,6
9695,1,1,2,21,0.28,0.2879,0.45,0.1343,2,147,42
9696,1,1,2,22,0.26,0.2727,0.56,0.1045,3,102,58
9697,1,1,2,23,0.28,0.3182,0.41,0,2,36,13
9698,1,1,2,0,0.26,0.303,0.6,0,0,14,92
9699,1,1,2,1,0.26,0.303,0.56,0,0,6,24
9700,1,1,2,2,0.28,0.3182,0.41,0,0,3,54
9701,1,1,2,3,0.26,0.303,0.52,0,0,3,53
9702,1,1,2,4,0.26,0.2727,0.65,0.1045,0,2,62
9703,1,1,2,5,0.26,0.2727,0.65,0.1045,2,22,84
9704,1,1,2,6,0.26,0.303,0.56,0,1,90,45
9705,1,1,2,7,0.24,0.2576,0.6,0.0896,4,280,44
9706,1,1,2,8,0.24,0.2879,0.7,0,3,513,39
9707,1,1,2,9,0.26,0.2879,0.56,0.0896,6,262,8
9708,1,1,2,10,0.26,0.2727,0.6,0.1343,8,98,0
9709,1,1,2,11,0.3,0.303,0.45,0.1642,5,112,72
9710,1,1,2,12,0.3,0.2879,0.52,0.2239,10,172,47
9711,1,1,2,13,0.36,0.3333,0.4,0.2537,6,173,55
9712,1,1,2,14,0.4,0.4091,0.4,0.2239,13,124,15
9713,1,1,2,15,0.42,0.4242,0.38,0.4478,7,145,36
9714,1,1,2,16,0.42,0.4242,0.35,0.2985,15,266,9
9715,1,1,2,17,0.42,0.4242,0.38,0.3582,19,523,69
9716,1,1,2,18,0.38,0.3939,0.46,0.2985,8,406,19
9717,1,1,2,19,0.36,0.3485,0.5,0.1642,11,281,85
9718,1,1,2,20,0.38,0.3939,0.46,0.1343,6,184,54
9719,1,1,2,21,0.36,0.3636,0.5,0.1045,4,109,42
9720,1,1,2,22,0.36,0.3636,0.5,0.1045,5,77,45
9721,1,1,2,23,0.36,0.3636,0.5,0.0896,2,57,52
9722,1,1,2,0,0.32,0.3485,0.57,0,0,22,85
9723,1,1,2,1,0.34,0.3636,0.53,0,0,5,93
9724,1,1,2,2,0.3,0.3333,0.61,0,0,4,86
9725,1,1,2,3,0.28,0.3182,0.75,0,0,3,73
9726,1,1,2,4,0.28,0.2879,0.7,0.1045,0,1,21
9727,1,1,2,5,0.28,0.2879,0.7,0.1045,0,25,47
9728,1,1,2,6,0.3,0.303,0.61,0.1343,3,95,88
9729,1,1,2,7,0.3,0.2879,0.65,0.194,3,321,82
9730,1,1,2,8,0.32,0.2879,0.61,0.3582,7,515,61
9731,1,1,2,9,0.32,0.303,0.61,0.3284,5,231,13
9732,1,1,2,10,0.34,0.303,0.57,0.2985,12,120,8
