instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3,feature4
9930,1,1,2,18,0.54,0.5152,0.37,0.1343,36,522,97,777,75,513
9931,1,1,2,19,0.5,0.4848,0.39,0.0896,20,369,97,955,74,531
9932,1,1,2,20,0.46,0.4545,0.44,0.1343,23,269,70,900,22,616
9933,1,1,2,21,0.44,0.4394,0.51,0.2239,17,222,30,816,190,546
9934,1,1,2,22,0.44,0.4394,0.54,0.2537,19,137,69,608,218,710
9935,1,1,2,23,0.44,0.4394,0.54,0,14,85,90,899,221,686
9936,1,1,2,0,0.44,0.4394,0.58,0.0896,12,46,49,843,158,746
9937,1,1,2,1,0.44,0.4394,0.62,0.194,3,18,23,770,206,523
9938,1,1,2,2,0.42,0.4242,0.77,0.2836,1,5,15,533,123,506
9939,1,1,2,3,0.42,0.4242,0.82,0.1343,0,5,76,789,61,604
9940,1,1,2,4,0.4,0.4091,0.87,0.1343,0,2,28,559,246,511
9941,1,1,2,5,0.4,0.4091,0.87,0.194,1,26,55,970,172,611
9942,1,1,2,6,0.4,0.4091,0.87,0.1642,2,82,48,576,209,567
9943,1,1,2,7,0.4,0.4091,0.76,0.2239,7,272,7,822,115,532
9944,1,1,2,8,0.38,0.3939,0.76,0.3284,17,469,70,910,81,617
9945,1,1,2,9,0.36,0.3333,0.81,0.2537,15,244,100,812,10,640
9946,1,1,2,10,0.36,0.3485,0.81,0.1642,22,141,36,753,111,620
9947,1,1,2,11,0.36,0.3636,0.81,0.1045,27,163,5,668,197,537
9948,1,1,2,12,0.4,0.4091,0.76,0.1343,27,228,65,623,170,652
9949,1,1,2,13,0.42,0.4242,0.71,0.1045,30,183,1,707,99,505
9950,1,1,2,14,0.46,0.4545,0.67,0.1045,5,31,34,503,58,631
9951,1,1,2,15,0.4,0.4091,0.87,0.194,11,94,90,930,3,702
9952,1,1,2,16,0.4,0.4091,0.87,0.194,12,178,39,708,196,706
9953,1,1,2,17,0.42,0.4242,0.94,0.1045,14,256,47,524,184,668
9954,1,1,2,18,0.42,0.4242,0.94,0,11,300,94,823,158,734
9955,1,1,2,19,0.44,0.4394,0.88,0.1045,6,233,41,672,227,624
9956,1,1,2,20,0.44,0.4394,0.62,0.4179,8,167,57,713,132,540
9957,1,1,2,21,0.42,0.4242,0.35,0.806,1,152,24,960,27,539
9958,1,1,2,22,0.4,0.4091,0.37,0.5821,4,106,3,931,188,651
9959,1,1,2,23,0.38,0.3939,0.37,0.6866,10,86,72,828,174,652
9960,1,1,2,0,0.36,0.3333,0.43,0.3881,5,61,16,776,23,746
9961,1,1,2,1,0.34,0.303,0.42,0.3582,4,46,76,676,33,540
9962,1,1,2,2,0.32,0.303,0.45,0.2537,1,38,75,680,2,708
9963,1,1,2,3,0.3,0.2727,0.45,0.2985,0,7,38,896,203,559
9964,1,1,2,4,0.3,0.2727,0.42,0.3284,0,2,60,998,142,591
9965,1,1,2,5,0.3,0.2727,0.42,0.2985,0,3,68,747,38,510
9966,1,1,2,6,0.3,0.2727,0.42,0.2985,1,13,88,651,78,551
9967,1,1,2,7,0.28,0.2424,0.45,0.4478,3,23,46,682,242,553
9968,1,1,2,8,0.26,0.2273,0.48,0.2985,3,93,77,645,236,615
9969,1,1,2,9,0.22,0.197,0.75,0.3284,15,122,78,784,86,678
9970,1,1,2,10,0.26,0.2273,0.6,0.3582,24,183,35,668,190,647
9971,1,1,2,11,0.3,0.2576,0.39,0.6119,23,210,92,882,83,694
9972,1,1,2,12,0.32,0.2727,0.29,0.6567,41,258,5,808,77,601
9973,1,1,2,13,0.32,0.2879,0.31,0.4925,48,226,38,667,233,528
9974,1,1,2,14,0.32,0.2727,0.29,0.5522,35,216,71,843,120,610
9975,1,1,2,15,0.32,0.2879,0.29,0.4179,21,232,69,895,184,638
9976,1,1,2,16,0.32,0.2727,0.26,0.5821,32,195,25,971,133,653
9977,1,1,2,17,0.3,0.2727,0.33,0.3582,16,159,14,915,132,682
9978,1,1,2,18,0.3,0.2576,0.28,0.5821,7,133,29,549,8,698
9979,1,1,2,19,0.26,0.2121,0.33,0.4478,12,149,32,969,184,585
9980,1,1,2,20,0.26,0.2121,0.3,0.5522,10,105,8,996,231,614
9981,1,1,2,21,0.24,0.2121,0.35,0.3284,5,85,58,582,44,525
9982,1,1,2,22,0.24,0.197,0.38,0.4627,4,82,84,930,152,663
9983,1,1,2,23,0.24,0.197,0.41,0.4179,7,91,81,979,215,729
9984,1,1,2,0,0.24,0.2121,0.41,0.3582,7,70,77,511,220,528
9985,1,1,2,1,0.24,0.2121,0.44,0.3284,5,55,44,794,53,614
9986,1,1,2,2,0.24,0.2121,0.44,0.3284,5,42,22,517,156,710
9987,1,1,2,3,0.24,0.2273,0.41,0.194,0,21,16,703,74,621
9988,1,1,2,4,0.24,0.2273,0.41,0.194,1,6,22,837,204,596
9989,1,1,2,5,0.22,0.2121,0.44,0.2239,0,5,45,869,209,505
9990,1,1,2,6,0.22,0.197,0.44,0.3284,0,2,91,510,75,627
9991,1,1,2,7,0.2,0.1818,0.51,0.2985,2,22,22,800,108,704
9992,1,1,2,8,0.2,0.197,0.51,0.2537,2,59,83,585,174,531
9993,1,1,2,9,0.22,0.2121,0.47,0.2239,11,87,27,647,115,577
9994,1,1,2,10,0.26,0.2576,0.41,0.1642,27,188,42,649,11,507
9995,1,1,2,11,0.28,0.2576,0.41,0.2836,43,227,67,908,124,735
9996,1,1,2,12,0.3,0.303,0.39,0.1343,49,305,47,722,32,587
9997,1,1,2,13,0.32,0.3333,0.36,0,58,325,12,721,170,640
9998,1,1,2,14,0.34,0.3485,0.31,0,68,331,61,833,153,744
9999,1,1,2,15,0.36,0.3485,0.29,0,72,353,50,847,217,674
10000,1,1,2,16,0.36,0.3333,0.32,0.2537,64,339,50,872,141,697
10001,1,1,2,17,0.36,0.3485,0.32,0.2239,46,287,27,719,127,737
10002,1,1,2,18,0.34,0.3182,0.36,0.2836,17,216,90,682,218,614
10003,1,1,2,19,0.34,0.3333,0.34,0.1642,13,143,58,998,160,729
10004,1,1,2,20,0.32,0.3182,0.42,0.1642,9,88,14,680,95,571
10005,1,1,2,21,0.3,0.303,0.45,0.1343,8,83,75,867,227,547
10006,1,1,2,22,0.3,0.2879,0.42,0.2239,3,71,33,681,116,551
10007,1,1,2,23,0.26,0.2576,0.56,0.1642,5,64,50,747,168,736
10008,1,1,2,0,0.26,0.2424,0.6,0.2537,2,29,29,852,43,630
10009,1,1,2,1,0.26,0.2576,0.65,0.2239,0,6,96,508,6,707
10010,1,1,2,2,0.26,0.2273,0.7,0.2985,0,4,87,660,83,582
10011,1,1,2,3,0.24,0.2424,0.75,0.1642,0,2,25,888,10,620
10012,1,1,2,4,0.22,0.2273,0.8,0.1343,0,1,47,710,161,603
10013,1,1,2,5,0.22,0.2273,0.8,0.1343,0,16,21,647,40,634
10014,1,1,2,6,0.24,0.2273,0.7,0.2537,1,90,88,892,211,513
10015,1,1,2,7,0.24,0.2273,0.6,0.2239,2,280,64,628,87,741
10016,1,1,2,8,0.24,0.2424,0.6,0,14,528,38,858,133,741
10017,1,1,2,9,0.26,0.2576,0.6,0.194,11,230,56,587,157,540
10018,1,1,2,10,0.32,0.303,0.45,0.2537,16,104,53,708,113,658
10019,1,1,2,11,0.36,0.3333,0.43,0.2537,11,103,77,852,155,642
10020,1,1,2,12,0.4,0.4091,0.37,0.2985,13,177,5,584,137,750
10021,1,1,2,13,0.4,0.4091,0.43,0.2836,23,182,65,905,219,562
10022,1,1,2,14,0.46,0.4545,0.36,0.2836,24,158,1,537,209,693
10023,1,1,2,15,0.52,0.5,0.25,0.4179,24,174,30,868,211,581
10024,1,1,2,16,0.54,0.5152,0.26,0.4478,20,286,26,979,153,637
10025,1,1,2,17,0.54,0.5152,0.24,0.4478,26,529,18,681,24,678
10026,1,1,2,18,0.52,0.5,0.27,0.4179,10,527,72,902,31,671
10027,1,1,2,19,0.5,0.4848,0.29,0.3881,16,334,28,793,19,654
10028,1,1,2,20,0.48,0.4697,0.33,0.3582,11,219,58,540,230,538
10029,1,1,2,21,0.46,0.4545,0.36,0.2836,14,195,19,877,160,623
10030,1,1,2,22,0.44,0.4394,0.44,0.2537,9,92,21,633,186,579
10031,1,1,2,23,0.42,0.4242,0.5,0.1642,6,56,25,711,89,600
10032,1,1,2,0,0.42,0.4242,0.54,0.1343,0,10,4,902,212,549
10033,1,1,2,1,0.38,0.3939,0.62,0.1642,0,6,87,718,93,604
10034,1,1,2,2,0.4,0.4091,0.54,0.1045,1,3,100,652,37,563
10035,1,1,2,3,0.4,0.4091,0.32,0.3582,0,6,6,674,233,710
10036,1,1,2,4,0.32,0.2879,0.42,0.3582,0,2,40,650,248,585
10037,1,1,2,5,0.32,0.2879,0.42,0.3582,1,21,25,712,153,550
10038,1,1,2,6,0.3,0.2727,0.45,0.3284,1,101,16,837,50,647
10039,1,1,2,7,0.28,0.2576,0.45,0.2985,12,325,21,974,50,663
10040,1,1,2,8,0.26,0.2424,0.48,0.2836,16,559,91,989,34,724
10041,1,1,2,9,0.28,0.2576,0.45,0.3582,7,232,59,835,185,667
10042,1,1,2,10,0.3,0.2727,0.42,0.2985,14,132,61,947,27,611
10043,1,1,2,11,0.34,0.3182,0.36,0.2537,8,163,2,859,222,591
10044,1,1,2,12,0.36,0.3485,0.34,0.1343,19,183,75,693,143,670
10045,1,1,2,13,0.36,0.3636,0.32,0.1045,16,190,84,636,199,715
10046,1,1,2,14,0.4,0.4091,0.28,0.1045,13,134,80,645,91,552
10047,1,1,2,15,0.42,0.4242,0.26,0.0896,17,166,78,701,227,553
10048,1,1,2,16,0.42,0.4242,0.28,0.0896,17,287,32,762,186,717
10049,1,1,2,17,0.42,0.4242,0.26,0.0896,33,530,39,608,100,592
10050,1,1,2,18,0.42,0.4242,0.28,0.1642,17,449,99,793,8,526
10051,1,1,2,19,0.42,0.4242,0.26,0,15,306,51,508,246,693
10052,1,1,2,20,0.4,0.4091,0.3,0.1343,2,204,17,846,94,517
10053,1,1,2,21,0.34,0.3485,0.46,0.1045,10,188,62,681,50,667
10054,1,1,2,22,0.34,0.3485,0.46,0.1045,6,101,30,929,132,561
10055,1,1,2,23,0.32,0.303,0.53,0.2239,4,65,81,900,93,709
10056,1,1,2,0,0.32,0.3333,0.53,0.1045,2,32,34,610,62,748
10057,1,1,2,1,0.32,0.3333,0.49,0.1045,0,6,98,758,68,709
10058,1,1,2,2,0.3,0.2879,0.56,0.2239,0,4,25,772,136,520
10059,1,1,2,3,0.28,0.303,0.7,0.0896,0,2,7,576,173,595
10060,1,1,2,5,0.26,0.2879,0.75,0.0896,0,29,27,625,162,663
10061,1,1,2,6,0.28,0.303,0.75,0.0896,4,104,83,753,206,675
10062,1,1,2,7,0.26,0.2727,0.81,0.1343,11,253,51,677,149,637
10063,1,1,2,8,0.28,0.2879,0.75,0.1045,2,116,47,920,77,638
10064,1,1,2,9,0.3,0.303,0.81,0.1642,5,38,95,844,143,515
10065,1,1,2,10,0.3,0.303,0.81,0.1642,0,10,74,775,216,704
10066,1,1,2,11,0.3,0.2879,0.87,0.194,1,10,36,650,201,704
10067,1,1,2,12,0.32,0.303,0.93,0.3284,1,70,31,768,179,594
10068,1,1,2,13,0.36,0.3333,0.93,0.3582,4,76,96,740,218,717
10069,1,1,2,14,0.36,0.3333,0.93,0.3582,2,56,7,548,244,664
10070,1,1,2,15,0.4,0.4091,0.82,0.2836,3,90,99,930,81,641
10071,1,1,2,16,0.4,0.4091,0.82,0.2239,5,167,91,808,246,556
10072,1,1,2,17,0.4,0.4091,0.87,0.1642,7,253,74,674,197,545
10073,1,1,2,18,0.4,0.4091,0.87,0,11,192,97,897,15,506
10074,1,1,2,19,0.4,0.4091,0.87,0.1045,0,102,5,964,195,703
10075,1,1,2,20,0.42,0.4242,0.88,0.1642,2,97,18,898,55,701
10076,1,1,2,21,0.42,0.4242,0.88,0.1642,0,39,32,513,147,501
10077,1,1,2,22,0.42,0.4242,0.94,0.2537,2,55,7,897,94,501
10078,1,1,2,23,0.42,0.4242,0.94,0.2537,3,33,2,878,150,543
10079,1,1,3,0,0.42,0.4242,0.94,0,1,11,85,616,180,719
10080,1,1,3,1,0.46,0.4545,0.94,0.1045,0,12,88,891,137,671
10081,1,1,3,2,0.46,0.4545,0.94,0.2836,0,6,48,824,41,587
10082,1,1,3,3,0.46,0.4545,0.94,0.2239,0,3,75,765,225,627
10083,1,1,3,4,0.48,0.4697,0.88,0.194,0,5,75,994,179,708
10084,1,1,3,5,0.48,0.4697,0.88,0.1642,0,18,50,610,243,639
10085,1,1,3,6,0.42,0.4242,0.94,0,2,109,45,513,144,704
10086,1,1,3,7,0.44,0.4394,0.94,0.1343,8,304,29,683,68,541
10087,1,1,3,8,0.42,0.4242,0.94,0.1343,15,594,29,764,217,666
10088,1,1,3,9,0.46,0.4545,0.77,0.2537,5,286,98,899,239,649
10089,1,1,3,10,0.52,0.5,0.55,0.1642,11,133,73,846,224,515
10090,1,1,3,11,0.56,0.5303,0.43,0.194,19,168,88,514,215,673
10091,1,1,3,12,0.56,0.5303,0.37,0.2239,16,220,62,734,229,650
10092,1,1,3,13,0.58,0.5455,0.32,0.2537,24,211,60,617,207,592
10093,1,1,3,14,0.58,0.5455,0.35,0.2239,37,211,20,902,210,675
10094,1,1,3,15,0.6,0.6212,0.31,0.2537,31,223,30,661,21,693
10095,1,1,3,16,0.58,0.5455,0.32,0.2985,38,361,26,507,88,683
10096,1,1,3,17,0.56,0.5303,0.35,0.2985,49,600,88,961,193,549
10097,1,1,3,18,0.54,0.5152,0.34,0.3582,27,525,82,878,7,504
10098,1,1,3,19,0.48,0.4697,0.41,0.3284,11,328,85,888,73,522
10099,1,1,3,20,0.44,0.4394,0.44,0.4179,12,254,82,804,194,732
10100,1,1,3,21,0.42,0.4242,0.47,0.4627,7,197,39,734,64,740
10101,1,1,3,22,0.38,0.3939,0.5,0.2537,3,126,42,896,226,591
10102,1,1,3,23,0.36,0.3485,0.5,0.2239,9,85,62,540,66,564
10103,1,1,3,0,0.34,0.3333,0.53,0.1642,1,46,31,901,53,671
10104,1,1,3,1,0.34,0.3182,0.49,0.2239,2,20,12,873,191,667
10105,1,1,3,2,0.34,0.3182,0.53,0.2836,2,6,29,588,200,530
10106,1,1,3,3,0.32,0.3182,0.57,0.194,0,3,17,872,115,624
10107,1,1,3,4,0.32,0.3485,0.61,0,0,2,28,645,137,588
10108,1,1,3,5,0.3,0.3333,0.7,0,0,24,19,851,245,506
10109,1,1,3,6,0.3,0.3333,0.7,0,4,92,45,828,149,730
10110,1,1,3,7,0.3,0.3333,0.7,0,4,262,94,805,198,688
10111,1,1,3,8,0.28,0.303,0.75,0.0896,16,549,9,796,43,699
10112,1,1,3,9,0.3,0.3333,0.81,0,15,314,30,647,120,646
10113,1,1,3,10,0.36,0.3485,0.5,0.1642,14,132,7,710,161,512
10114,1,1,3,11,0.38,0.3939,0.46,0.194,40,194,84,653,90,513
10115,1,1,3,12,0.4,0.4091,0.43,0.1642,40,234,47,841,173,557
10116,1,1,3,13,0.42,0.4242,0.44,0.2239,31,222,34,994,187,656
10117,1,1,3,14,0.44,0.4394,0.44,0.2836,29,205,54,986,209,618
10118,1,1,3,15,0.42,0.4242,0.5,0.2985,5,78,19,639,37,628
10119,1,1,3,16,0.4,0.4091,0.58,0.2985,1,50,86,557,219,633
10120,1,1,3,17,0.36,0.3485,0.81,0.2239,5,128,19,530,113,645
10121,1,1,3,18,0.36,0.3485,0.87,0.194,6,160,34,823,173,554
10122,1,1,3,19,0.36,0.3485,0.87,0.194,12,174,21,753,45,661
10123,1,1,3,20,0.36,0.3485,0.87,0.194,7,100,70,781,127,554
10124,1,1,3,21,0.36,0.3636,0.87,0.0896,2,101,19,984,237,749
10125,1,1,3,22,0.36,0.3788,0.87,0,6,75,43,576,247,685
10126,1,1,3,23,0.36,0.3788,0.87,0,4,23,31,752,221,606
10127,1,1,3,0,0.36,0.3636,0.93,0.0896,1,22,42,535,16,663
10128,1,1,3,1,0.36,0.3788,0.93,0,0,44,27,664,1,591
10129,1,1,3,2,0.36,0.3636,0.93,0.0896,4,38,65,944,63,566
10130,1,1,3,3,0.36,0.3485,0.93,0.1642,1,21,75,724,217,651
10131,1,1,3,4,0.36,0.3485,0.93,0.194,0,2,12,846,136,588
10132,1,1,3,5,0.36,0.3636,0.93,0.0896,1,2,48,649,44,636
10133,1,1,3,6,0.36,0.3636,0.93,0.0896,1,7,53,723,128,506
10134,1,1,3,7,0.36,0.3485,0.93,0.1343,2,16,93,530,55,726
10135,1,1,3,8,0.36,0.3788,0.93,0,2,48,26,632,180,669
10136,1,1,3,9,0.38,0.3939,0.87,0.0896,7,94,73,774,220,726
10137,1,1,3,10,0.4,0.4091,0.87,0,31,168,52,525,78,694
10138,1,1,3,11,0.4,0.4091,0.87,0.0896,33,214,80,503,2,636
10139,1,1,3,12,0.42,0.4242,0.67,0.2537,47,299,68,814,239,675
10140,1,1,3,13,0.44,0.4394,0.51,0.2836,87,339,61,840,174,636
10141,1,1,3,14,0.46,0.4545,0.44,0.3582,151,430,14,582,44,738
10142,1,1,3,15,0.48,0.4697,0.29,0.2985,145,399,48,583,222,687
10143,1,1,3,16,0.5,0.4848,0.27,0.2985,167,467,0,554,222,718
10144,1,1,3,17,0.5,0.4848,0.23,0.3284,106,385,29,770,162,607
10145,1,1,3,18,0.5,0.4848,0.25,0.2537,53,303,31,907,39,744
10146,1,1,3,19,0.46,0.4545,0.33,0.1642,34,225,84,677,215,552
10147,1,1,3,20,0.44,0.4394,0.3,0.1343,28,149,88,527,119,693
10148,1,1,3,21,0.46,0.4545,0.19,0.3284,24,154,94,601,35,599
10149,1,1,3,22,0.44,0.4394,0.21,0.1343,19,134,21,685,103,746
10150,1,1,3,23,0.42,0.4242,0.24,0,12,106,46,665,46,576
10151,1,1,3,0,0.4,0.4091,0.3,0.3582,5,72,35,517,112,546
10152,1,1,3,1,0.38,0.3939,0.34,0.194,16,76,9,606,165,581
10153,1,1,3,2,0.36,0.3485,0.4,0.1642,14,80,64,665,67,559
10154,1,1,3,3,0.36,0.3485,0.43,0.1343,5,26,9,586,50,692
10155,1,1,3,4,0.34,0.3333,0.46,0.194,3,14,66,871,90,580
10156,1,1,3,5,0.34,0.3182,0.46,0.2239,0,5,91,855,79,539
10157,1,1,3,6,0.3,0.2727,0.52,0.2985,0,5,43,951,185,739
10158,1,1,3,7,0.3,0.2727,0.52,0.2985,2,23,13,603,144,710
10159,1,1,3,8,0.3,0.2727,0.52,0.3284,12,66,98,918,117,741
10160,1,1,3,9,0.3,0.2727,0.49,0.4478,14,118,15,938,124,599
10161,1,1,3,10,0.3,0.2727,0.49,0.3284,31,192,90,706,72,603
10162,1,1,3,11,0.32,0.2879,0.45,0.3881,64,256,71,793,152,627
10163,1,1,3,12,0.34,0.303,0.42,0.3582,71,327,28,535,24,669
10164,1,1,3,13,0.36,0.3333,0.37,0.3582,108,364,24,913,49,657
10165,1,1,3,14,0.36,0.3333,0.34,0.3582,106,332,73,910,161,581
10166,1,1,3,15,0.36,0.3182,0.32,0.5224,82,334,27,957,203,528
10167,1,1,3,16,0.36,0.3182,0.29,0.4925,68,299,37,912,173,593
10168,1,1,3,17,0.34,0.2879,0.31,0.5522,49,263,32,900,232,643
10169,1,1,3,18,0.32,0.2727,0.33,0.6119,20,184,52,837,243,684
10170,1,1,3,19,0.3,0.2576,0.36,0.4925,12,132,76,532,8,641
10171,1,1,3,20,0.28,0.2727,0.38,0.2537,8,88,81,662,155,653
10172,1,1,3,21,0.28,0.2727,0.36,0.2239,9,79,57,606,39,730
10173,1,1,3,22,0.26,0.2424,0.41,0.2537,9,62,4,536,154,698
10174,1,1,3,23,0.26,0.2576,0.41,0.194,2,26,9,502,198,511
10175,1,1,3,0,0.24,0.2273,0.44,0.194,2,17,25,705,148,712
10176,1,1,3,1,0.24,0.2424,0.48,0.1343,3,6,0,830,246,554
10177,1,1,3,2,0.24,0.2424,0.48,0.1343,1,4,50,866,229,609
10178,1,1,3,3,0.22,0.2273,0.51,0.1642,0,1,70,546,127,506
10179,1,1,3,4,0.2,0.2273,0.55,0.0896,0,1,65,862,169,660
10180,1,1,3,5,0.2,0.2273,0.55,0.0896,1,18,10,724,171,696
10181,1,1,3,6,0.18,0.197,0.59,0.1343,2,91,87,584,41,681
10182,1,1,3,7,0.18,0.197,0.59,0.1343,7,260,22,871,108,533
10183,1,1,3,8,0.2,0.2273,0.59,0.1045,13,428,84,642,203,689
10184,1,1,3,9,0.22,0.2576,0.6,0.0896,11,197,53,673,167,743
10185,1,1,3,10,0.24,0.2576,0.6,0,12,86,46,565,80,627
10186,1,1,3,11,0.26,0.2727,0.56,0.1343,17,103,86,982,152,645
10187,1,1,3,12,0.26,0.303,0.52,0,15,137,76,835,89,730
10188,1,1,3,13,0.26,0.2576,0.55,0.2985,11,120,41,889,147,651
10189,1,1,3,14,0.28,0.2576,0.57,0.3582,13,128,4,725,91,501
10190,1,1,3,15,0.3,0.2879,0.53,0.194,20,130,43,807,24,557
10191,1,1,3,16,0.3,0.2727,0.45,0.2985,30,210,82,703,46,623
10192,1,1,3,17,0.3,0.2727,0.45,0.2985,11,387,10,843,223,664
10193,1,1,3,18,0.28,0.2273,0.55,0.6567,12,375,93,574,17,681
10194,1,1,3,19,0.26,0.2576,0.53,0.2239,6,226,79,646,37,590
10195,1,1,3,20,0.26,0.2273,0.37,0.4627,8,179,70,954,125,649
10196,1,1,3,21,0.26,0.2273,0.37,0.3881,4,120,30,994,46,670
10197,1,1,3,22,0.24,0.2121,0.35,0.3284,2,78,92,514,39,616
10198,1,1,3,23,0.22,0.1818,0.37,0.5821,2,31,28,928,234,592
10199,1,1,3,0,0.22,0.2121,0.37,0.2985,0,8,15,651,131,723
10200,1,1,3,1,0.2,0.197,0.44,0.2537,0,6,96,763,175,679
10201,1,1,3,2,0.2,0.197,0.44,0.2239,0,4,14,965,59,549
10202,1,1,3,3,0.18,0.1667,0.51,0.2836,0,1,4,627,171,714
10203,1,1,3,4,0.18,0.1667,0.51,0.2985,0,3,62,740,2,634
10204,1,1,3,5,0.18,0.1818,0.51,0.2239,0,25,49,911,46,620
10205,1,1,3,6,0.18,0.2121,0.51,0.1045,3,102,32,603,217,704
10206,1,1,3,7,0.16,0.1818,0.55,0.1343,5,275,25,554,193,738
10207,1,1,3,8,0.16,0.1818,0.59,0.1045,14,501,14,827,158,502
10208,1,1,3,9,0.22,0.2727,0.47,0,11,233,70,808,165,547
10209,1,1,3,10,0.24,0.2576,0.44,0,16,129,84,764,231,676
10210,1,1,3,11,0.26,0.2576,0.41,0.1642,20,130,90,547,79,735
10211,1,1,3,12,0.26,0.2727,0.41,0.1045,9,138,27,519,85,618
10212,1,1,3,13,0.3,0.303,0.39,0.1343,16,164,76,664,91,663
10213,1,1,3,14,0.32,0.303,0.36,0.2239,20,136,44,723,95,500
10214,1,1,3,15,0.34,0.303,0.36,0.2985,24,166,25,894,4,712
10215,1,1,3,16,0.36,0.3333,0.32,0.2836,22,250,88,751,102,655
10216,1,1,3,17,0.36,0.3333,0.34,0.2836,21,446,42,675,133,535
10217,1,1,3,18,0.34,0.303,0.42,0.3284,15,457,63,880,56,696
10218,1,1,3,19,0.34,0.303,0.46,0.2985,9,287,27,839,176,515
10219,1,1,3,20,0.32,0.3182,0.49,0.194,3,187,25,588,244,723
10220,1,1,3,21,0.32,0.3182,0.49,0.194,5,148,34,666,43,737
10221,1,1,3,22,0.28,0.2727,0.56,0.1642,5,106,15,680,120,686
10222,1,1,3,23,0.28,0.2727,0.61,0.2239,3,54,43,744,112,560
10223,1,1,3,0,0.28,0.2576,0.65,0.2836,3,15,66,936,17,573
10224,1,1,3,1,0.3,0.2727,0.61,0.2985,1,5,67,962,222,590
10225,1,1,3,2,0.3,0.2879,0.56,0.2836,0,4,10,823,17,732
10226,1,1,3,3,0.3,0.2727,0.56,0.3582,1,3,76,987,73,727
10227,1,1,3,4,0.28,0.2576,0.61,0.3284,0,3,41,754,151,520
10228,1,1,3,5,0.28,0.2576,0.56,0.2985,0,18,75,990,63,562
10229,1,1,3,6,0.28,0.2576,0.61,0.3881,4,108,64,701,181,603
10230,1,1,3,7,0.26,0.2273,0.65,0.3881,12,344,80,840,166,659
10231,1,1,3,8,0.28,0.2576,0.61,0.2985,12,566,98,558,180,556
10232,1,1,3,9,0.3,0.2727,0.61,0.3284,12,264,68,963,152,696
10233,1,1,3,10,0.36,0.3333,0.5,0.2985,20,147,67,522,60,701
10234,1,1,3,11,0.42,0.4242,0.38,0.2985,33,161,24,1000,163,739
10235,1,1,3,12,0.44,0.4394,0.38,0.3881,40,215,11,850,31,693
10236,1,1,3,13,0.5,0.4848,0.34,0.4179,26,205,74,840,199,531
10237,1,1,3,14,0.52,0.5,0.36,0.3284,38,175,76,558,117,685
10238,1,1,3,15,0.54,0.5152,0.37,0.4478,44,209,50,503,52,640
10239,1,1,3,16,0.56,0.5303,0.37,0.4179,34,288,5,774,108,508
10240,1,1,3,17,0.56,0.5303,0.43,0.4925,58,612,22,591,216,743
10241,1,1,3,18,0.56,0.5303,0.4,0.4627,35,544,21,520,146,534
10242,1,1,3,19,0.54,0.5152,0.42,0.3582,16,361,60,509,96,665
10243,1,1,3,20,0.5,0.4848,0.51,0.2537,18,260,28,524,223,690
10244,1,1,3,21,0.44,0.4394,0.62,0.2537,11,188,7,999,223,507
10245,1,1,3,22,0.46,0.4545,0.59,0.2985,10,159,83,552,1,575
10246,1,1,3,23,0.44,0.4394,0.62,0.3284,4,62,36,927,71,634
10247,1,1,3,0,0.44,0.4394,0.62,0.3284,11,46,52,688,148,677
10248,1,1,3,1,0.46,0.4545,0.63,0.3284,4,21,44,676,244,511
10249,1,1,3,2,0.46,0.4545,0.63,0.3881,6,11,62,530,196,713
10250,1,1,3,3,0.46,0.4545,0.63,0.3881,0,3,78,946,138,504
10251,1,1,3,4,0.44,0.4394,0.72,0.2836,0,2,59,994,71,744
10252,1,1,3,5,0.42,0.4242,0.77,0.2239,1,29,2,770,130,718
10253,1,1,3,6,0.42,0.4242,0.77,0.2537,4,109,40,846,151,585
10254,1,1,3,7,0.42,0.4242,0.77,0.3582,8,334,26,972,25,512
10255,1,1,3,8,0.44,0.4394,0.77,0.3881,12,585,8,709,180,635
10256,1,1,3,9,0.46,0.4545,0.72,0.4627,19,301,86,790,162,522
10257,1,1,3,10,0.5,0.4848,0.68,0.4627,19,138,94,747,110,685
10258,1,1,3,11,0.54,0.5152,0.6,0.4627,48,204,34,572,228,701
10259,1,1,3,12,0.56,0.5303,0.6,0.4478,27,251,14,800,222,655
10260,1,1,3,13,0.6,0.6212,0.49,0.6418,35,233,18,839,250,642
10261,1,1,3,14,0.62,0.6212,0.43,0.6418,48,203,59,952,187,598
10262,1,1,3,15,0.64,0.6212,0.38,0.6866,24,185,72,735,91,656
10263,1,1,3,16,0.62,0.6212,0.41,0.6418,37,342,56,595,110,703
10264,1,1,3,17,0.62,0.6212,0.38,0.6567,52,597,18,900,36,656
10265,1,1,3,18,0.62,0.6212,0.38,0.5522,45,590,53,910,215,626
10266,1,1,3,19,0.6,0.6212,0.4,0.4478,21,416,65,823,147,738
10267,1,1,3,20,0.6,0.6212,0.43,0.3881,20,302,83,918,89,734
10268,1,1,3,21,0.6,0.6212,0.43,0.3881,27,233,99,897,226,696
10269,1,1,3,22,0.56,0.5303,0.49,0.3284,12,153,11,557,75,513
10270,1,1,3,23,0.56,0.5303,0.49,0.4478,6,94,22,647,201,575
10271,1,1,3,0,0.58,0.5455,0.49,0.4627,3,54,48,552,178,649
10272,1,1,3,1,0.56,0.5303,0.52,0.4925,4,26,93,737,1,693
