instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3,feature4,feature5
6912,4,0,10,14,0.48,0.4697,0.48,0.5522,38,155,42,777,95,577,130
6913,4,0,10,15,0.48,0.4697,0.51,0.4478,22,160,77,637,93,580,46
6914,4,0,10,16,0.48,0.4697,0.51,0.4478,31,234,16,866,64,617,178
6915,4,0,10,17,0.48,0.4697,0.48,0.3881,56,494,9,685,242,736,157
6916,4,0,10,18,0.46,0.4545,0.51,0.2985,39,469,97,842,48,661,206
6917,4,0,10,19,0.46,0.4545,0.51,0.3582,20,298,64,832,90,651,117
6918,4,0,10,20,0.46,0.4545,0.51,0.3284,34,241,46,839,123,723,32
6919,4,0,10,21,0.44,0.4394,0.51,0.2985,16,165,6,558,83,534,401
6920,4,0,10,22,0.44,0.4394,0.51,0.3284,22,128,2,599,36,553,396
6921,4,0,10,23,0.42,0.4242,0.58,0.2537,7,90,11,602,164,713,266
6922,4,0,10,0,0.4,0.4091,0.62,0.2537,8,50,29,814,237,529,134
6923,4,0,10,1,0.4,0.4091,0.62,0.2239,7,26,70,901,249,523,418
6924,4,0,10,2,0.38,0.3939,0.66,0.1642,6,18,63,552,156,599,447
6925,4,0,10,3,0.36,0.3485,0.71,0.1343,0,7,81,911,35,664,404
6926,4,0,10,4,0.36,0.3485,0.71,0.1642,0,6,42,644,227,620,393
6927,4,0,10,5,0.34,0.3333,0.76,0.194,0,31,48,813,225,541,83
6928,4,0,10,6,0.36,0.3485,0.71,0.1642,7,85,36,758,62,706,319
6929,4,0,10,7,0.36,0.3485,0.71,0.1642,5,233,44,557,118,607,26
6930,4,0,10,8,0.4,0.4091,0.62,0.194,16,402,8,969,112,690,7
6931,4,0,10,9,0.42,0.4242,0.58,0.1343,33,222,40,959,123,702,263
6932,4,0,10,10,0.46,0.4545,0.51,0.1642,32,138,47,895,58,587,419
6933,4,0,10,11,0.5,0.4848,0.45,0.2239,39,174,33,619,183,741,4
6934,4,0,10,12,0.5,0.4848,0.45,0.2985,47,240,87,864,111,711,489
6935,4,0,10,13,0.48,0.4697,0.48,0.3284,43,206,47,807,62,535,373
6936,4,0,10,14,0.52,0.5,0.42,0.2985,67,198,33,680,229,633,232
6937,4,0,10,15,0.5,0.4848,0.45,0.2836,57,235,35,545,4,601,166
6938,4,0,10,16,0.5,0.4848,0.45,0.2537,60,302,63,875,36,600,423
6939,4,0,10,17,0.46,0.4545,0.51,0.2537,79,524,2,925,167,611,149
6940,4,0,10,18,0.44,0.4394,0.54,0.2537,43,397,2,718,130,650,440
6941,4,0,10,19,0.44,0.4394,0.54,0.3881,25,253,61,823,140,605,142
6942,4,0,10,20,0.44,0.4394,0.54,0.2239,29,184,35,919,24,718,318
6943,4,0,10,21,0.42,0.4242,0.58,0.1642,31,143,76,963,83,598,206
6944,4,0,10,22,0.42,0.4242,0.54,0.1642,24,113,15,842,241,739,497
6945,4,0,10,23,0.4,0.4091,0.62,0.2239,18,117,63,663,65,531,116
6946,4,0,10,0,0.4,0.4091,0.62,0.194,16,96,4,588,216,697,392
6947,4,0,10,1,0.4,0.4091,0.62,0.194,20,70,24,535,175,689,340
6948,4,0,10,2,0.4,0.4091,0.62,0.2537,6,31,29,937,138,539,118
6949,4,0,10,3,0.4,0.4091,0.62,0.1343,1,20,28,581,196,533,207
6950,4,0,10,4,0.38,0.3939,0.66,0.0896,4,8,23,887,235,652,116
6951,4,0,10,5,0.38,0.3939,0.66,0,1,8,4,721,101,680,125
6952,4,0,10,6,0.36,0.3788,0.71,0,1,18,50,693,231,630,23
6953,4,0,10,7,0.36,0.3636,0.76,0.1045,8,57,20,699,61,714,296
6954,4,0,10,8,0.4,0.4091,0.71,0,26,114,13,907,69,706,361
6955,4,0,10,9,0.42,0.4242,0.67,0.0896,47,169,55,759,10,619,376
6956,4,0,10,10,0.44,0.4394,0.62,0.1045,87,236,99,593,88,691,401
6957,4,0,10,11,0.44,0.4394,0.62,0.1045,110,282,61,586,60,636,91
6958,4,0,10,12,0.46,0.4545,0.55,0.0896,132,343,44,912,97,692,62
6959,4,0,10,13,0.5,0.4848,0.45,0,136,322,69,548,68,618,390
6960,4,0,10,14,0.48,0.4697,0.48,0.2239,133,310,50,764,1,632,308
6961,4,0,10,15,0.48,0.4697,0.51,0.2239,159,382,25,972,46,712,413
6962,4,0,10,16,0.5,0.4848,0.45,0.194,169,359,87,650,47,640,375
6963,4,0,10,17,0.46,0.4545,0.55,0.1343,143,360,36,855,213,573,68
6964,4,0,10,18,0.44,0.4394,0.54,0.0896,111,335,80,829,11,685,141
6965,4,0,10,19,0.44,0.4394,0.67,0,47,220,75,997,72,547,384
6966,4,0,10,20,0.42,0.4242,0.67,0,48,159,51,541,112,724,484
6967,4,0,10,21,0.4,0.4091,0.76,0,37,157,85,653,130,585,231
6968,4,0,10,22,0.4,0.4091,0.76,0,30,144,6,897,64,688,430
6969,4,0,10,23,0.38,0.3939,0.82,0,27,108,53,541,125,602,61
6970,4,0,10,0,0.36,0.3788,0.87,0,24,88,79,804,92,742,64
6971,4,0,10,1,0.36,0.3788,0.87,0,11,71,6,839,36,562,54
6972,4,0,10,2,0.34,0.3485,0.87,0.0896,10,50,96,702,46,542,288
6973,4,0,10,3,0.34,0.3636,0.87,0,15,46,53,750,43,711,248
6974,4,0,10,4,0.34,0.3636,0.87,0,5,6,42,543,36,721,225
6975,4,0,10,5,0.32,0.3485,0.87,0,1,3,11,856,147,656,259
6976,4,0,10,6,0.32,0.3333,0.87,0.1045,0,12,8,686,184,562,45
6977,4,0,10,7,0.34,0.3485,0.87,0.0896,3,21,12,565,148,655,266
6978,4,0,10,8,0.36,0.3485,0.87,0.1343,32,88,6,854,83,681,8
6979,4,0,10,9,0.4,0.4091,0.76,0,48,143,90,598,196,513,71
6980,4,0,10,10,0.42,0.4242,0.71,0.0896,104,289,6,762,51,502,36
6981,4,0,10,11,0.46,0.4545,0.72,0.1642,131,333,72,839,52,688,252
6982,4,0,10,12,0.5,0.4848,0.59,0.2537,164,413,19,648,119,511,20
6983,4,0,10,13,0.52,0.5,0.55,0.194,160,415,18,719,145,566,304
6984,4,0,10,14,0.52,0.5,0.55,0.2239,192,408,20,879,161,528,212
6985,4,0,10,15,0.52,0.5,0.52,0.1642,171,387,49,872,86,554,231
6986,4,0,10,16,0.52,0.5,0.55,0.194,188,405,79,556,145,654,30
6987,4,0,10,17,0.5,0.4848,0.63,0.1343,120,340,4,664,55,683,294
6988,4,0,10,18,0.5,0.4848,0.63,0.1045,88,284,77,869,23,538,268
6989,4,0,10,19,0.46,0.4545,0.77,0,53,193,55,866,159,735,442
6990,4,0,10,20,0.44,0.4394,0.72,0.0896,32,144,67,751,245,565,211
6991,4,0,10,21,0.44,0.4394,0.72,0.0896,24,99,65,924,6,747,346
6992,4,0,10,22,0.42,0.4242,0.77,0.1045,25,94,85,651,169,605,288
6993,4,0,10,23,0.42,0.4242,0.77,0.1642,18,49,16,905,0,683,80
6994,4,0,10,0,0.42,0.4242,0.77,0,6,32,34,550,16,642,359
6995,4,0,10,1,0.4,0.4091,0.82,0.1343,7,15,66,869,167,683,453
6996,4,0,10,2,0.4,0.4091,0.87,0.1045,1,7,35,790,250,591,367
6997,4,0,10,3,0.4,0.4091,0.82,0.0896,1,4,71,509,114,724,156
6998,4,0,10,4,0.4,0.4091,0.82,0,1,6,51,937,181,668,241
6999,4,0,10,5,0.38,0.3939,0.87,0,2,21,81,983,143,582,456
7000,4,0,10,6,0.4,0.4091,0.87,0.1045,3,86,11,619,99,613,344
7001,4,0,10,7,0.38,0.3939,0.94,0.1045,11,285,94,828,75,711,478
7002,4,0,10,8,0.42,0.4242,0.88,0.1642,20,398,45,921,46,659,407
7003,4,0,10,9,0.44,0.4394,0.82,0.1642,29,195,43,698,84,715,97
7004,4,0,10,10,0.46,0.4545,0.82,0.2537,47,129,81,837,202,664,379
7005,4,0,10,11,0.5,0.4848,0.72,0.1642,59,168,52,545,42,559,142
7006,4,0,10,12,0.52,0.5,0.68,0.1045,64,220,8,681,49,565,218
7007,4,0,10,13,0.54,0.5152,0.64,0.2239,60,198,27,674,198,524,56
7008,4,0,10,14,0.54,0.5152,0.64,0.194,63,206,4,815,244,579,9
7009,4,0,10,15,0.56,0.5303,0.6,0.1642,52,177,14,939,173,505,303
7010,4,0,10,16,0.54,0.5152,0.64,0.194,68,310,100,515,250,684,198
7011,4,0,10,17,0.52,0.5,0.68,0.1343,87,614,35,776,45,750,380
7012,4,0,10,18,0.54,0.5152,0.6,0.0896,58,486,10,824,198,660,294
7013,4,0,10,19,0.48,0.4697,0.82,0,25,237,10,545,93,555,242
7014,4,0,10,20,0.48,0.4697,0.82,0.1045,11,129,31,875,123,546,353
7015,4,0,10,21,0.46,0.4545,0.87,0.1045,12,126,37,690,140,551,227
7016,4,0,10,22,0.48,0.4697,0.75,0.1642,3,79,58,961,155,627,432
7017,4,0,10,23,0.46,0.4545,0.77,0.0896,9,59,71,572,226,639,308
7018,4,0,10,0,0.44,0.4394,0.77,0.1343,4,30,1,710,212,731,69
7019,4,0,10,1,0.44,0.4394,0.77,0.1343,5,11,44,598,119,641,113
7020,4,0,10,2,0.42,0.4242,0.82,0.1343,2,5,43,750,99,631,217
7021,4,0,10,3,0.4,0.4091,0.87,0,1,4,53,631,132,739,207
7022,4,0,10,4,0.38,0.3939,0.87,0.1343,0,5,90,694,203,507,191
7023,4,0,10,5,0.38,0.3939,0.87,0.1343,0,24,54,519,122,605,255
7024,4,0,10,6,0.38,0.3939,0.82,0.1045,3,98,78,718,1,691,401
7025,4,0,10,7,0.4,0.4091,0.76,0.194,15,314,21,753,14,603,64
7026,4,0,10,8,0.44,0.4394,0.72,0,25,408,8,623,223,692,34
7027,4,0,10,9,0.48,0.4697,0.55,0.2239,29,223,52,816,242,736,481
7028,4,0,10,10,0.5,0.4848,0.51,0.2537,26,128,34,839,94,656,156
7029,4,0,10,11,0.52,0.5,0.48,0.2836,46,166,20,797,158,645,9
7030,4,0,10,12,0.54,0.5152,0.39,0.3582,35,200,0,758,169,601,304
7031,4,0,10,13,0.56,0.5303,0.37,0.3881,37,198,2,738,170,609,229
7032,4,0,10,14,0.56,0.5303,0.4,0.2537,66,200,68,817,73,702,169
7033,4,0,10,15,0.56,0.5303,0.37,0.1045,63,234,98,998,167,630,320
7034,4,0,10,16,0.56,0.5303,0.37,0.194,52,285,78,714,15,673,224
7035,4,0,10,17,0.56,0.5303,0.37,0.1045,68,585,27,902,189,619,353
7036,4,0,10,18,0.52,0.5,0.42,0.1045,65,518,34,795,247,533,52
7037,4,0,10,19,0.48,0.4697,0.67,0.194,44,338,86,596,12,605,26
7038,4,0,10,20,0.46,0.4545,0.67,0.1045,40,248,23,950,153,628,210
7039,4,0,10,21,0.44,0.4394,0.72,0.1343,32,201,52,968,53,614,124
7040,4,0,10,22,0.46,0.4545,0.67,0.194,22,170,31,694,243,679,458
7041,4,0,10,23,0.44,0.4394,0.72,0.1343,15,94,7,826,46,614,26
7042,4,0,10,0,0.44,0.4394,0.72,0.194,4,32,61,856,36,646,479
7043,4,0,10,1,0.44,0.4394,0.67,0.2537,3,12,71,719,186,601,367
7044,4,0,10,2,0.44,0.4394,0.67,0.1642,2,3,24,870,147,565,455
7045,4,0,10,3,0.44,0.4394,0.67,0.2239,0,3,77,893,231,590,287
7046,4,0,10,4,0.42,0.4242,0.71,0.2537,0,5,62,730,38,739,25
7047,4,0,10,5,0.42,0.4242,0.71,0.2239,0,21,69,703,19,532,327
7048,4,0,10,6,0.42,0.4242,0.71,0.2239,0,92,51,711,158,529,320
7049,4,0,10,7,0.42,0.4242,0.71,0.1642,15,299,27,807,228,611,336
7050,4,0,10,8,0.44,0.4394,0.67,0.194,26,464,11,910,241,738,138
7051,4,0,10,9,0.48,0.4697,0.63,0.2239,14,240,63,760,44,682,366
7052,4,0,10,10,0.52,0.5,0.62,0.2537,26,131,62,964,112,536,175
7053,4,0,10,11,0.52,0.5,0.59,0.3284,23,155,23,733,196,603,351
7054,4,0,10,12,0.58,0.5455,0.53,0.2239,39,194,59,572,141,624,467
7055,4,0,10,13,0.56,0.5303,0.6,0.1045,20,82,0,811,229,684,156
7056,4,0,10,14,0.52,0.5,0.77,0,14,66,38,998,155,627,265
7057,4,0,10,15,0.52,0.5,0.77,0,11,70,84,805,179,742,440
7058,4,0,10,16,0.52,0.5,0.77,0.0896,17,213,50,765,126,739,490
7059,4,0,10,17,0.52,0.5,0.77,0.1045,40,454,3,565,199,509,427
7060,4,0,10,18,0.52,0.5,0.77,0.1642,55,453,2,621,91,500,342
7061,4,0,10,19,0.5,0.4848,0.82,0,25,331,90,523,111,631,435
7062,4,0,10,20,0.5,0.4848,0.88,0,27,207,48,780,15,613,407
7063,4,0,10,21,0.52,0.5,0.77,0,17,157,31,619,93,622,112
7064,4,0,10,22,0.48,0.4697,0.88,0.0896,23,135,99,565,248,509,403
7065,4,0,10,23,0.48,0.4697,0.88,0.0896,3,75,9,892,106,616,149
7066,4,0,10,0,0.46,0.4545,0.94,0,3,26,56,909,150,651,146
7067,4,0,10,1,0.46,0.4545,0.94,0,2,11,51,563,224,605,481
7068,4,0,10,2,0.46,0.4545,0.94,0,3,8,70,763,50,660,68
7069,4,0,10,3,0.46,0.4545,0.94,0,1,4,95,856,195,696,124
7070,4,0,10,4,0.48,0.4697,0.88,0,1,4,4,513,85,543,369
7071,4,0,10,5,0.48,0.4697,0.88,0.0896,1,15,84,694,142,531,347
7072,4,0,10,6,0.5,0.4848,0.82,0,4,46,72,724,47,736,404
7073,4,0,10,7,0.46,0.4545,0.94,0.0896,9,137,11,614,10,519,189
7074,4,0,10,8,0.48,0.4697,0.88,0.194,12,316,29,526,240,572,333
7075,4,0,10,9,0.5,0.4848,0.82,0.1642,16,171,43,546,236,660,281
7076,4,0,10,10,0.5,0.4848,0.88,0.194,10,62,26,913,107,750,261
7077,4,0,10,11,0.5,0.4848,0.88,0.1343,8,52,33,651,42,536,366
7078,4,0,10,12,0.5,0.4848,0.88,0.1343,8,53,55,562,8,750,369
7079,4,0,10,13,0.5,0.4848,0.88,0.1642,10,74,30,892,20,682,18
7080,4,0,10,14,0.52,0.5,0.83,0,16,92,75,843,136,704,47
7081,4,0,10,15,0.52,0.5,0.83,0.1045,12,107,22,605,205,553,119
7082,4,0,10,16,0.56,0.5303,0.73,0.1642,14,207,51,507,208,637,55
7083,4,0,10,17,0.5,0.4848,0.72,0.4627,31,322,45,616,195,563,4
7084,4,0,10,18,0.48,0.4697,0.67,0.4627,14,240,62,762,109,707,197
7085,4,0,10,19,0.44,0.4394,0.67,0.4627,19,219,83,947,236,609,323
7086,4,0,10,20,0.42,0.4242,0.67,0.4925,11,182,9,829,208,544,58
7087,4,0,10,21,0.4,0.4091,0.62,0.5224,13,132,56,510,68,649,491
7088,4,0,10,22,0.36,0.3182,0.66,0.4925,14,111,50,678,142,503,258
7089,4,0,10,23,0.34,0.303,0.61,0.4179,8,68,21,972,154,610,166
7090,4,0,10,0,0.34,0.3182,0.66,0.2537,4,44,89,618,47,670,387
7091,4,0,10,1,0.32,0.303,0.66,0.2537,7,16,88,628,224,503,170
7092,4,0,10,2,0.32,0.303,0.66,0.2836,1,4,16,790,103,606,300
7093,4,0,10,3,0.3,0.2879,0.7,0.2836,4,8,11,683,62,657,73
7094,4,0,10,4,0.3,0.2879,0.65,0.2836,5,10,94,921,130,678,209
7095,4,0,10,5,0.3,0.2879,0.61,0.2537,0,25,74,651,50,722,485
7096,4,0,10,6,0.28,0.2727,0.65,0.2537,1,75,25,542,41,701,211
7097,4,0,10,7,0.28,0.2727,0.65,0.2537,6,205,65,585,72,662,181
7098,4,0,10,8,0.3,0.2879,0.61,0.2836,13,374,93,991,108,655,192
7099,4,0,10,9,0.32,0.303,0.57,0.2239,19,229,48,771,7,552,53
7100,4,0,10,10,0.34,0.3182,0.57,0.2239,28,130,47,661,71,526,125
7101,4,0,10,11,0.36,0.3485,0.5,0.2239,40,168,31,1000,30,553,46
7102,4,0,10,12,0.38,0.3939,0.4,0.1642,46,213,84,927,177,606,112
7103,4,0,10,13,0.38,0.3939,0.42,0.2239,43,228,79,918,191,618,237
7104,4,0,10,14,0.36,0.3485,0.46,0.194,33,185,22,747,165,627,276
7105,4,0,10,15,0.36,0.3333,0.43,0.2537,44,215,77,670,134,625,164
7106,4,0,10,16,0.36,0.3485,0.46,0.1642,46,308,37,937,45,643,309
7107,4,0,10,17,0.36,0.3485,0.5,0.1343,35,446,86,574,16,750,99
7108,4,0,10,18,0.36,0.3485,0.53,0.1642,36,368,40,750,228,548,99
7109,4,0,10,19,0.36,0.3485,0.5,0.1343,16,204,60,899,114,572,177
7110,4,0,10,20,0.34,0.3182,0.61,0.2239,12,143,67,591,177,600,235
7111,4,0,10,21,0.32,0.3182,0.7,0.1642,5,74,55,984,84,645,350
7112,4,0,10,22,0.3,0.2879,0.75,0.2836,4,36,63,566,105,506,233
7113,4,0,10,23,0.3,0.2727,0.81,0.3284,8,39,51,583,213,644,396
7114,4,0,10,0,0.28,0.2576,0.87,0.2985,0,19,1,731,68,630,308
7115,4,0,10,1,0.3,0.2727,0.87,0.2985,0,18,22,653,4,680,382
7116,4,0,10,2,0.3,0.2727,0.87,0.2985,1,17,45,922,28,588,247
7117,4,0,10,3,0.3,0.2727,0.81,0.4179,0,8,23,910,228,669,188
7118,4,0,10,4,0.3,0.2727,0.81,0.4179,0,1,2,588,202,674,204
7119,4,0,10,5,0.26,0.2273,0.93,0.3582,0,1,45,677,57,636,390
7120,4,0,10,6,0.26,0.2273,0.87,0.3582,4,5,44,885,65,728,245
7121,4,0,10,7,0.26,0.2273,0.87,0.3582,1,7,62,834,225,647,146
7122,4,0,10,8,0.28,0.2576,0.87,0.3582,4,20,56,628,101,614,216
7123,4,0,10,9,0.28,0.2576,0.87,0.3582,1,20,20,547,10,730,471
7124,4,0,10,10,0.26,0.2273,0.93,0.3284,0,12,99,531,119,705,471
7125,4,0,10,11,0.26,0.2273,0.93,0.3881,1,27,44,759,54,634,111
7126,4,0,10,12,0.24,0.197,0.87,0.4925,6,50,28,572,37,556,171
7127,4,0,10,13,0.24,0.197,0.87,0.5224,0,30,38,668,36,526,244
7128,4,0,10,14,0.24,0.197,0.87,0.4478,0,29,42,651,24,518,211
7129,4,0,10,15,0.22,0.2121,0.93,0.2537,3,41,40,623,171,648,129
7130,4,0,10,16,0.22,0.197,0.93,0.3284,3,22,26,860,170,749,352
7131,4,0,10,17,0.22,0.197,0.93,0.3284,3,31,65,750,118,609,330
7132,4,0,10,18,0.22,0.197,0.93,0.3284,6,43,31,705,60,514,402
7133,4,0,10,19,0.24,0.2121,0.87,0.3582,3,39,49,919,76,735,256
7134,4,0,10,20,0.24,0.2121,0.87,0.3582,7,47,29,646,117,519,110
7135,4,0,10,21,0.24,0.2121,0.87,0.3582,1,50,1,747,225,591,255
7136,4,0,10,22,0.22,0.2121,0.87,0.2239,10,54,78,859,191,727,25
7137,4,0,10,23,0.22,0.2273,0.87,0.194,3,36,87,555,151,737,184
7138,4,0,10,0,0.22,0.2121,0.87,0.2239,7,54,11,918,214,500,355
7139,4,0,10,1,0.22,0.2121,0.87,0.2537,9,43,14,749,78,735,68
7140,4,0,10,2,0.22,0.2121,0.87,0.2836,7,50,45,529,36,727,484
7141,4,0,10,3,0.24,0.2121,0.75,0.3582,7,33,84,603,199,530,132
7142,4,0,10,4,0.22,0.197,0.8,0.3284,1,11,57,655,126,651,205
7143,4,0,10,5,0.24,0.2121,0.75,0.2985,0,4,6,741,47,730,379
7144,4,0,10,6,0.24,0.2273,0.75,0.2537,2,10,88,808,31,658,417
7145,4,0,10,7,0.24,0.2879,0.75,0,7,22,34,708,169,605,466
7146,4,0,10,8,0.26,0.2576,0.7,0.2239,20,80,63,507,124,738,336
7147,4,0,10,9,0.3,0.2879,0.65,0.2537,55,147,63,841,85,622,48
7148,4,0,10,10,0.32,0.3333,0.61,0.0896,53,178,39,892,220,709,495
7149,4,0,10,11,0.36,0.3485,0.53,0.2239,58,240,50,916,90,700,183
7150,4,0,10,12,0.38,0.3939,0.5,0.194,85,314,46,512,42,622,244
7151,4,0,10,13,0.4,0.4091,0.43,0.2239,113,345,42,670,39,730,236
7152,4,0,10,14,0.42,0.4242,0.38,0.194,91,300,28,829,76,732,58
7153,4,0,10,15,0.42,0.4242,0.35,0.1642,88,290,72,718,117,595,182
7154,4,0,10,16,0.42,0.4242,0.32,0.1343,107,320,86,707,93,586,64
7155,4,0,10,17,0.4,0.4091,0.35,0.1045,54,245,100,675,11,719,85
7156,4,0,10,18,0.36,0.3485,0.4,0.1343,51,213,73,621,116,702,325
7157,4,0,10,19,0.56,0.5303,0.49,0.2985,28,153,12,821,47,635,286
7158,4,0,10,20,0.34,0.3636,0.57,0,18,92,95,755,63,628,474
7159,4,0,10,21,0.32,0.3485,0.66,0,4,79,23,546,228,602,471
7160,4,0,10,22,0.3,0.3333,0.75,0,13,71,64,553,88,535,35
7161,4,0,10,23,0.26,0.303,0.87,0,7,37,16,595,71,586,417
7162,4,0,10,0,0.26,0.303,0.87,0,3,23,78,893,206,569,277
7163,4,0,10,1,0.26,0.303,0.81,0,5,13,50,766,40,663,161
7164,4,0,10,2,0.24,0.2879,0.87,0,0,3,19,876,73,671,316
7165,4,0,10,3,0.24,0.2576,0.87,0.1045,0,3,15,659,215,570,85
7166,4,0,10,4,0.24,0.2879,0.87,0,1,6,19,626,76,646,393
7167,4,0,10,5,0.22,0.2727,0.93,0,0,18,56,678,25,655,165
7168,4,0,10,6,0.24,0.2879,0.87,0,4,86,28,799,236,688,33
7169,4,0,10,7,0.24,0.2879,0.93,0,11,227,41,909,142,561,76
7170,4,0,10,8,0.28,0.3182,0.87,0,17,372,87,859,114,507,337
7171,4,0,10,9,0.32,0.3182,0.76,0.1642,14,211,21,767,108,606,233
7172,4,0,10,10,0.36,0.3485,0.57,0.1642,18,105,37,537,72,589,21
7173,4,0,10,11,0.4,0.4091,0.5,0.1343,31,128,1,619,247,706,167
7174,4,0,10,12,0.42,0.4242,0.44,0.2239,30,170,58,873,164,583,280
7175,4,0,10,13,0.44,0.4394,0.44,0.2239,24,152,79,936,246,505,35
7176,4,0,10,14,0.44,0.4394,0.47,0.2239,22,141,30,836,142,544,46
7177,4,0,10,15,0.44,0.4394,0.47,0.1642,27,168,93,907,97,632,158
7178,4,0,10,16,0.42,0.4242,0.54,0.1642,30,272,60,912,214,555,229
7179,4,0,10,17,0.42,0.4242,0.54,0.1343,44,486,55,660,51,667,181
7180,4,0,10,18,0.4,0.4091,0.66,0.0896,30,422,59,930,18,508,155
7181,4,0,10,19,0.4,0.4091,0.66,0.0896,12,238,48,508,140,643,28
7182,4,0,10,20,0.4,0.4091,0.66,0.0896,18,172,2,809,219,600,170
7183,4,0,10,21,0.36,0.3485,0.76,0.194,7,116,51,750,191,661,402
7184,4,0,10,22,0.36,0.3485,0.76,0.194,8,85,93,684,235,535,279
7185,4,0,10,23,0.36,0.3485,0.76,0.194,6,52,86,994,99,530,409
7186,4,0,11,0,0.36,0.3485,0.87,0.1642,3,21,92,525,84,656,213
7187,4,0,11,1,0.36,0.3485,0.81,0.1343,3,11,51,524,238,717,335
7188,4,0,11,2,0.36,0.3485,0.81,0.1642,1,4,81,736,103,589,289
7189,4,0,11,3,0.36,0.3485,0.81,0.1343,1,6,28,613,3,500,95
7190,4,0,11,4,0.34,0.3182,0.81,0.2239,1,8,39,795,14,573,408
7191,4,0,11,5,0.32,0.3182,0.81,0.194,0,18,5,947,249,501,403
7192,4,0,11,6,0.32,0.3182,0.81,0.194,3,93,74,518,85,715,21
7193,4,0,11,7,0.34,0.3333,0.76,0.194,8,254,29,545,80,730,74
7194,4,0,11,8,0.36,0.3333,0.71,0.2537,17,419,88,587,14,690,205
7195,4,0,11,9,0.4,0.4091,0.66,0.1642,16,222,94,960,57,712,242
7196,4,0,11,10,0.44,0.4394,0.62,0.1343,21,135,66,537,213,627,63
7197,4,0,11,11,0.46,0.4545,0.63,0.1045,16,117,51,580,236,728,388
7198,4,0,11,12,0.5,0.4848,0.48,0.0896,23,176,5,535,55,580,455
7199,4,0,11,13,0.48,0.4697,0.55,0.194,20,167,94,658,39,547,320
7200,4,0,11,14,0.5,0.4848,0.48,0.2537,32,150,88,675,24,615,95
7201,4,0,11,15,0.5,0.4848,0.45,0.1343,38,186,56,541,77,504,317
7202,4,0,11,16,0.48,0.4697,0.44,0.1642,46,298,3,865,34,584,487
7203,4,0,11,17,0.44,0.4394,0.54,0.1642,36,506,81,709,101,591,349
7204,4,0,11,18,0.42,0.4242,0.58,0.1045,39,460,76,700,103,578,64
7205,4,0,11,19,0.42,0.4242,0.58,0.0896,39,313,90,794,235,533,154
7206,4,0,11,20,0.4,0.4091,0.71,0,18,209,38,535,178,711,164
7207,4,0,11,21,0.36,0.3788,0.81,0,13,127,17,913,170,727,461
7208,4,0,11,22,0.36,0.3788,0.81,0,5,96,72,955,124,634,249
7209,4,0,11,23,0.34,0.3636,0.87,0,11,72,36,892,125,528,195
7210,4,0,11,0,0.32,0.3485,0.87,0,0,19,83,661,85,531,204
7211,4,0,11,1,0.3,0.3333,0.87,0,2,10,86,1000,194,720,409
7212,4,0,11,2,0.3,0.3333,0.87,0,0,2,6,817,128,622,450
7213,4,0,11,3,0.3,0.3333,0.75,0,0,2,82,732,133,590,173
7214,4,0,11,4,0.3,0.3333,0.87,0,0,4,32,651,33,603,179
7215,4,0,11,5,0.3,0.3333,0.81,0,0,27,51,997,238,694,437
7216,4,0,11,6,0.3,0.3333,0.81,0,1,92,3,821,243,709,338
7217,4,0,11,7,0.3,0.3333,0.81,0,11,251,18,752,70,706,5
7218,4,0,11,8,0.32,0.3485,0.87,0,20,472,88,969,89,750,73
7219,4,0,11,9,0.34,0.3636,0.87,0,15,228,78,965,67,546,19
7220,4,0,11,10,0.4,0.4091,0.71,0.0896,25,133,14,641,138,701,70
7221,4,0,11,11,0.42,0.4242,0.71,0.1343,27,144,42,979,95,619,289
7222,4,0,11,12,0.46,0.4545,0.55,0.1642,32,189,16,854,159,722,25
7223,4,0,11,13,0.48,0.4697,0.48,0.1642,22,161,80,981,130,639,292
7224,4,0,11,14,0.5,0.4848,0.45,0.1642,40,172,36,877,249,714,164
7225,4,0,11,15,0.48,0.4697,0.51,0.1642,26,187,60,812,219,672,351
7226,4,0,11,16,0.48,0.4697,0.51,0.1045,35,266,83,804,18,721,109
7227,4,0,11,17,0.44,0.4394,0.62,0.194,30,553,75,598,183,525,77
7228,4,0,11,18,0.42,0.4242,0.71,0.1642,31,479,39,749,204,520,101
7229,4,0,11,19,0.4,0.4091,0.76,0.1343,25,282,76,703,50,562,40
7230,4,0,11,20,0.4,0.4091,0.66,0.1343,5,182,62,737,156,662,447
7231,4,0,11,21,0.38,0.3939,0.71,0.1343,13,168,52,767,180,663,443
7232,4,0,11,22,0.36,0.3485,0.71,0.1343,7,106,78,841,245,731,373
7233,4,0,11,23,0.36,0.3636,0.76,0.0896,3,57,72,610,199,651,495
7234,4,0,11,0,0.36,0.3636,0.76,0.0896,3,31,86,520,207,724,104
7235,4,0,11,1,0.34,0.3333,0.81,0.1343,3,15,16,557,13,718,160
7236,4,0,11,2,0.34,0.3333,0.76,0.1343,2,7,7,556,80,539,404
7237,4,0,11,3,0.34,0.3333,0.81,0.1343,1,5,68,868,128,640,30
7238,4,0,11,4,0.32,0.3333,0.81,0.0896,1,4,78,653,129,573,160
7239,4,0,11,5,0.32,0.3333,0.81,0.1343,1,28,66,595,180,522,14
7240,4,0,11,6,0.34,0.3333,0.76,0.194,3,99,15,583,250,676,485
