instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature1,feature2,feature3,feature4,feature5
10001,1,1,2,17,0.36,0.3485,0.32,0.2239,46,287,84,991,62,677,420
10002,1,1,2,18,0.34,0.3182,0.36,0.2836,17,216,55,912,36,556,436
10003,1,1,2,19,0.34,0.3333,0.34,0.1642,13,143,38,502,146,734,499
10004,1,1,2,20,0.32,0.3182,0.42,0.1642,9,88,47,920,162,611,496
10005,1,1,2,21,0.3,0.303,0.45,0.1343,8,83,7,671,28,743,81
10006,1,1,2,22,0.3,0.2879,0.42,0.2239,3,71,4,933,69,579,177
10007,1,1,2,23,0.26,0.2576,0.56,0.1642,5,64,64,611,77,562,379
10008,1,1,2,0,0.26,0.2424,0.6,0.2537,2,29,47,664,5,715,335
10009,1,1,2,1,0.26,0.2576,0.65,0.2239,0,6,63,512,245,750,291
10010,1,1,2,2,0.26,0.2273,0.7,0.2985,0,4,77,986,158,628,212
10011,1,1,2,3,0.24,0.2424,0.75,0.1642,0,2,30,719,9,573,76
10012,1,1,2,4,0.22,0.2273,0.8,0.1343,0,1,41,917,59,646,160
10013,1,1,2,5,0.22,0.2273,0.8,0.1343,0,16,41,831,182,566,463
10014,1,1,2,6,0.24,0.2273,0.7,0.2537,1,90,31,888,184,617,7
10015,1,1,2,7,0.24,0.2273,0.6,0.2239,2,280,85,810,53,693,434
10016,1,1,2,8,0.24,0.2424,0.6,0,14,528,34,682,116,700,486
10017,1,1,2,9,0.26,0.2576,0.6,0.194,11,230,84,820,43,698,443
10018,1,1,2,10,0.32,0.303,0.45,0.2537,16,104,95,834,98,664,153
10019,1,1,2,11,0.36,0.3333,0.43,0.2537,11,103,5,570,27,508,256
10020,1,1,2,12,0.4,0.4091,0.37,0.2985,13,177,80,959,79,737,365
10021,1,1,2,13,0.4,0.4091,0.43,0.2836,23,182,44,925,51,742,198
10022,1,1,2,14,0.46,0.4545,0.36,0.2836,24,158,38,866,245,709,348
10023,1,1,2,15,0.52,0.5,0.25,0.4179,24,174,35,790,110,526,421
10024,1,1,2,16,0.54,0.5152,0.26,0.4478,20,286,87,728,20,537,33
10025,1,1,2,17,0.54,0.5152,0.24,0.4478,26,529,70,801,244,740,140
10026,1,1,2,18,0.52,0.5,0.27,0.4179,10,527,73,771,21,673,109
10027,1,1,2,19,0.5,0.4848,0.29,0.3881,16,334,19,869,109,522,213
10028,1,1,2,20,0.48,0.4697,0.33,0.3582,11,219,34,990,181,731,107
10029,1,1,2,21,0.46,0.4545,0.36,0.2836,14,195,13,590,127,587,108
10030,1,1,2,22,0.44,0.4394,0.44,0.2537,9,92,4,884,96,743,75
10031,1,1,2,23,0.42,0.4242,0.5,0.1642,6,56,26,726,246,628,91
10032,1,1,2,0,0.42,0.4242,0.54,0.1343,0,10,55,713,131,509,24
10033,1,1,2,1,0.38,0.3939,0.62,0.1642,0,6,38,833,210,539,8
10034,1,1,2,2,0.4,0.4091,0.54,0.1045,1,3,42,932,127,710,272
10035,1,1,2,3,0.4,0.4091,0.32,0.3582,0,6,84,509,1,607,21
10036,1,1,2,4,0.32,0.2879,0.42,0.3582,0,2,73,796,75,693,335
10037,1,1,2,5,0.32,0.2879,0.42,0.3582,1,21,9,728,150,567,68
10038,1,1,2,6,0.3,0.2727,0.45,0.3284,1,101,5,615,193,671,209
10039,1,1,2,7,0.28,0.2576,0.45,0.2985,12,325,62,869,244,676,154
10040,1,1,2,8,0.26,0.2424,0.48,0.2836,16,559,79,586,210,540,7
10041,1,1,2,9,0.28,0.2576,0.45,0.3582,7,232,59,677,163,542,369
10042,1,1,2,10,0.3,0.2727,0.42,0.2985,14,132,32,878,39,576,210
10043,1,1,2,11,0.34,0.3182,0.36,0.2537,8,163,86,566,215,534,429
10044,1,1,2,12,0.36,0.3485,0.34,0.1343,19,183,88,681,20,610,20
10045,1,1,2,13,0.36,0.3636,0.32,0.1045,16,190,32,849,83,673,355
10046,1,1,2,14,0.4,0.4091,0.28,0.1045,13,134,24,778,249,593,224
10047,1,1,2,15,0.42,0.4242,0.26,0.0896,17,166,86,510,188,577,379
10048,1,1,2,16,0.42,0.4242,0.28,0.0896,17,287,20,925,0,621,171
10049,1,1,2,17,0.42,0.4242,0.26,0.0896,33,530,95,628,89,604,414
10050,1,1,2,18,0.42,0.4242,0.28,0.1642,17,449,70,890,41,676,130
10051,1,1,2,19,0.42,0.4242,0.26,0,15,306,86,679,95,698,177
10052,1,1,2,20,0.4,0.4091,0.3,0.1343,2,204,46,556,178,568,474
10053,1,1,2,21,0.34,0.3485,0.46,0.1045,10,188,17,934,142,738,401
10054,1,1,2,22,0.34,0.3485,0.46,0.1045,6,101,96,833,164,527,491
10055,1,1,2,23,0.32,0.303,0.53,0.2239,4,65,52,577,81,628,267
10056,1,1,2,0,0.32,0.3333,0.53,0.1045,2,32,35,874,121,716,361
10057,1,1,2,1,0.32,0.3333,0.49,0.1045,0,6,87,920,47,710,316
10058,1,1,2,2,0.3,0.2879,0.56,0.2239,0,4,0,768,158,654,102
10059,1,1,2,3,0.28,0.303,0.7,0.0896,0,2,16,771,121,585,327
10060,1,1,2,5,0.26,0.2879,0.75,0.0896,0,29,96,519,215,580,434
10061,1,1,2,6,0.28,0.303,0.75,0.0896,4,104,79,806,139,569,204
10062,1,1,2,7,0.26,0.2727,0.81,0.1343,11,253,83,718,29,725,264
10063,1,1,2,8,0.28,0.2879,0.75,0.1045,2,116,42,546,111,558,34
10064,1,1,2,9,0.3,0.303,0.81,0.1642,5,38,27,576,166,599,20
10065,1,1,2,10,0.3,0.303,0.81,0.1642,0,10,41,661,103,624,338
10066,1,1,2,11,0.3,0.2879,0.87,0.194,1,10,98,874,133,527,340
10067,1,1,2,12,0.32,0.303,0.93,0.3284,1,70,91,691,79,708,33
10068,1,1,2,13,0.36,0.3333,0.93,0.3582,4,76,90,768,144,503,318
10069,1,1,2,14,0.36,0.3333,0.93,0.3582,2,56,78,873,193,544,335
10070,1,1,2,15,0.4,0.4091,0.82,0.2836,3,90,38,534,227,604,142
10071,1,1,2,16,0.4,0.4091,0.82,0.2239,5,167,45,977,180,748,444
10072,1,1,2,17,0.4,0.4091,0.87,0.1642,7,253,36,883,64,556,430
10073,1,1,2,18,0.4,0.4091,0.87,0,11,192,25,915,165,719,34
10074,1,1,2,19,0.4,0.4091,0.87,0.1045,0,102,64,742,223,553,336
10075,1,1,2,20,0.42,0.4242,0.88,0.1642,2,97,71,792,30,559,270
10076,1,1,2,21,0.42,0.4242,0.88,0.1642,0,39,100,530,161,709,470
10077,1,1,2,22,0.42,0.4242,0.94,0.2537,2,55,15,670,87,687,58
10078,1,1,2,23,0.42,0.4242,0.94,0.2537,3,33,17,892,93,520,253
10079,1,1,3,0,0.42,0.4242,0.94,0,1,11,29,844,25,578,297
10080,1,1,3,1,0.46,0.4545,0.94,0.1045,0,12,40,854,226,731,474
10081,1,1,3,2,0.46,0.4545,0.94,0.2836,0,6,16,535,127,511,83
10082,1,1,3,3,0.46,0.4545,0.94,0.2239,0,3,94,664,80,712,211
10083,1,1,3,4,0.48,0.4697,0.88,0.194,0,5,67,712,29,733,74
10084,1,1,3,5,0.48,0.4697,0.88,0.1642,0,18,22,691,187,647,131
10085,1,1,3,6,0.42,0.4242,0.94,0,2,109,90,840,232,689,81
10086,1,1,3,7,0.44,0.4394,0.94,0.1343,8,304,72,616,173,697,205
10087,1,1,3,8,0.42,0.4242,0.94,0.1343,15,594,57,779,219,553,204
10088,1,1,3,9,0.46,0.4545,0.77,0.2537,5,286,54,917,70,711,84
10089,1,1,3,10,0.52,0.5,0.55,0.1642,11,133,52,643,70,741,462
10090,1,1,3,11,0.56,0.5303,0.43,0.194,19,168,65,885,123,692,132
10091,1,1,3,12,0.56,0.5303,0.37,0.2239,16,220,76,744,2,635,87
10092,1,1,3,13,0.58,0.5455,0.32,0.2537,24,211,99,926,212,596,21
10093,1,1,3,14,0.58,0.5455,0.35,0.2239,37,211,33,968,16,684,166
10094,1,1,3,15,0.6,0.6212,0.31,0.2537,31,223,5,741,13,640,103
10095,1,1,3,16,0.58,0.5455,0.32,0.2985,38,361,74,793,87,601,269
10096,1,1,3,17,0.56,0.5303,0.35,0.2985,49,600,63,929,165,510,60
10097,1,1,3,18,0.54,0.5152,0.34,0.3582,27,525,27,584,103,654,335
10098,1,1,3,19,0.48,0.4697,0.41,0.3284,11,328,47,730,51,713,23
10099,1,1,3,20,0.44,0.4394,0.44,0.4179,12,254,30,719,228,723,6
10100,1,1,3,21,0.42,0.4242,0.47,0.4627,7,197,61,929,207,663,384
10101,1,1,3,22,0.38,0.3939,0.5,0.2537,3,126,53,582,193,545,195
10102,1,1,3,23,0.36,0.3485,0.5,0.2239,9,85,48,620,23,668,109
10103,1,1,3,0,0.34,0.3333,0.53,0.1642,1,46,94,838,94,706,325
10104,1,1,3,1,0.34,0.3182,0.49,0.2239,2,20,68,591,181,562,155
10105,1,1,3,2,0.34,0.3182,0.53,0.2836,2,6,10,717,70,729,302
10106,1,1,3,3,0.32,0.3182,0.57,0.194,0,3,43,848,113,598,334
10107,1,1,3,4,0.32,0.3485,0.61,0,0,2,32,683,198,711,6
10108,1,1,3,5,0.3,0.3333,0.7,0,0,24,61,784,190,676,8
10109,1,1,3,6,0.3,0.3333,0.7,0,4,92,42,951,250,593,469
10110,1,1,3,7,0.3,0.3333,0.7,0,4,262,26,779,39,542,372
10111,1,1,3,8,0.28,0.303,0.75,0.0896,16,549,49,704,35,665,399
10112,1,1,3,9,0.3,0.3333,0.81,0,15,314,36,865,121,675,275
10113,1,1,3,10,0.36,0.3485,0.5,0.1642,14,132,80,999,181,744,99
10114,1,1,3,11,0.38,0.3939,0.46,0.194,40,194,71,595,19,710,15
10115,1,1,3,12,0.4,0.4091,0.43,0.1642,40,234,74,924,245,658,162
10116,1,1,3,13,0.42,0.4242,0.44,0.2239,31,222,62,861,87,669,438
10117,1,1,3,14,0.44,0.4394,0.44,0.2836,29,205,78,892,28,712,26
10118,1,1,3,15,0.42,0.4242,0.5,0.2985,5,78,84,709,75,724,102
10119,1,1,3,16,0.4,0.4091,0.58,0.2985,1,50,93,811,137,667,182
10120,1,1,3,17,0.36,0.3485,0.81,0.2239,5,128,43,528,108,748,129
10121,1,1,3,18,0.36,0.3485,0.87,0.194,6,160,76,563,167,582,271
10122,1,1,3,19,0.36,0.3485,0.87,0.194,12,174,4,787,66,604,180
10123,1,1,3,20,0.36,0.3485,0.87,0.194,7,100,62,551,237,673,216
10124,1,1,3,21,0.36,0.3636,0.87,0.0896,2,101,79,502,107,521,276
10125,1,1,3,22,0.36,0.3788,0.87,0,6,75,34,513,189,523,257
10126,1,1,3,23,0.36,0.3788,0.87,0,4,23,13,552,52,511,282
10127,1,1,3,0,0.36,0.3636,0.93,0.0896,1,22,100,922,173,698,383
10128,1,1,3,1,0.36,0.3788,0.93,0,0,44,20,940,172,631,275
10129,1,1,3,2,0.36,0.3636,0.93,0.0896,4,38,70,614,87,578,181
10130,1,1,3,3,0.36,0.3485,0.93,0.1642,1,21,23,714,207,504,400
10131,1,1,3,4,0.36,0.3485,0.93,0.194,0,2,9,850,231,718,271
10132,1,1,3,5,0.36,0.3636,0.93,0.0896,1,2,74,916,33,592,341
10133,1,1,3,6,0.36,0.3636,0.93,0.0896,1,7,63,646,58,529,288
10134,1,1,3,7,0.36,0.3485,0.93,0.1343,2,16,2,664,125,512,41
10135,1,1,3,8,0.36,0.3788,0.93,0,2,48,13,721,214,545,486
10136,1,1,3,9,0.38,0.3939,0.87,0.0896,7,94,79,933,3,736,208
10137,1,1,3,10,0.4,0.4091,0.87,0,31,168,99,575,111,710,486
10138,1,1,3,11,0.4,0.4091,0.87,0.0896,33,214,70,651,202,739,319
10139,1,1,3,12,0.42,0.4242,0.67,0.2537,47,299,1,545,226,581,276
10140,1,1,3,13,0.44,0.4394,0.51,0.2836,87,339,87,651,188,648,150
10141,1,1,3,14,0.46,0.4545,0.44,0.3582,151,430,20,552,53,628,359
10142,1,1,3,15,0.48,0.4697,0.29,0.2985,145,399,58,939,183,622,54
10143,1,1,3,16,0.5,0.4848,0.27,0.2985,167,467,84,616,43,523,112
10144,1,1,3,17,0.5,0.4848,0.23,0.3284,106,385,62,613,249,651,390
10145,1,1,3,18,0.5,0.4848,0.25,0.2537,53,303,7,952,222,537,361
10146,1,1,3,19,0.46,0.4545,0.33,0.1642,34,225,56,622,35,700,310
10147,1,1,3,20,0.44,0.4394,0.3,0.1343,28,149,89,606,11,683,311
10148,1,1,3,21,0.46,0.4545,0.19,0.3284,24,154,72,558,219,628,261
10149,1,1,3,22,0.44,0.4394,0.21,0.1343,19,134,44,690,15,510,347
10150,1,1,3,23,0.42,0.4242,0.24,0,12,106,100,983,202,560,96
10151,1,1,3,0,0.4,0.4091,0.3,0.3582,5,72,42,723,155,554,37
10152,1,1,3,1,0.38,0.3939,0.34,0.194,16,76,14,664,238,690,40
10153,1,1,3,2,0.36,0.3485,0.4,0.1642,14,80,94,513,36,522,326
10154,1,1,3,3,0.36,0.3485,0.43,0.1343,5,26,20,988,138,628,349
10155,1,1,3,4,0.34,0.3333,0.46,0.194,3,14,14,540,146,508,213
10156,1,1,3,5,0.34,0.3182,0.46,0.2239,0,5,28,709,250,744,490
10157,1,1,3,6,0.3,0.2727,0.52,0.2985,0,5,33,932,217,565,285
10158,1,1,3,7,0.3,0.2727,0.52,0.2985,2,23,65,529,205,651,135
10159,1,1,3,8,0.3,0.2727,0.52,0.3284,12,66,26,710,22,738,406
10160,1,1,3,9,0.3,0.2727,0.49,0.4478,14,118,5,917,156,715,145
10161,1,1,3,10,0.3,0.2727,0.49,0.3284,31,192,48,819,222,587,202
10162,1,1,3,11,0.32,0.2879,0.45,0.3881,64,256,56,933,157,686,58
10163,1,1,3,12,0.34,0.303,0.42,0.3582,71,327,64,847,235,708,234
10164,1,1,3,13,0.36,0.3333,0.37,0.3582,108,364,53,899,77,650,367
10165,1,1,3,14,0.36,0.3333,0.34,0.3582,106,332,89,861,194,633,163
10166,1,1,3,15,0.36,0.3182,0.32,0.5224,82,334,13,516,21,547,234
10167,1,1,3,16,0.36,0.3182,0.29,0.4925,68,299,43,544,242,637,118
10168,1,1,3,17,0.34,0.2879,0.31,0.5522,49,263,82,668,54,565,174
10169,1,1,3,18,0.32,0.2727,0.33,0.6119,20,184,62,732,8,629,421
10170,1,1,3,19,0.3,0.2576,0.36,0.4925,12,132,53,736,61,610,11
10171,1,1,3,20,0.28,0.2727,0.38,0.2537,8,88,14,757,57,617,113
10172,1,1,3,21,0.28,0.2727,0.36,0.2239,9,79,96,545,90,685,454
10173,1,1,3,22,0.26,0.2424,0.41,0.2537,9,62,56,543,47,571,149
10174,1,1,3,23,0.26,0.2576,0.41,0.194,2,26,7,621,236,638,473
10175,1,1,3,0,0.24,0.2273,0.44,0.194,2,17,78,918,117,525,188
10176,1,1,3,1,0.24,0.2424,0.48,0.1343,3,6,79,872,11,520,123
10177,1,1,3,2,0.24,0.2424,0.48,0.1343,1,4,39,793,116,632,408
10178,1,1,3,3,0.22,0.2273,0.51,0.1642,0,1,3,904,46,739,91
10179,1,1,3,4,0.2,0.2273,0.55,0.0896,0,1,90,691,176,519,239
10180,1,1,3,5,0.2,0.2273,0.55,0.0896,1,18,84,716,173,631,27
10181,1,1,3,6,0.18,0.197,0.59,0.1343,2,91,11,753,149,672,98
10182,1,1,3,7,0.18,0.197,0.59,0.1343,7,260,41,735,157,507,160
10183,1,1,3,8,0.2,0.2273,0.59,0.1045,13,428,65,654,173,582,213
10184,1,1,3,9,0.22,0.2576,0.6,0.0896,11,197,73,757,172,647,371
10185,1,1,3,10,0.24,0.2576,0.6,0,12,86,47,804,245,541,158
10186,1,1,3,11,0.26,0.2727,0.56,0.1343,17,103,92,662,163,693,185
10187,1,1,3,12,0.26,0.303,0.52,0,15,137,91,602,189,567,17
10188,1,1,3,13,0.26,0.2576,0.55,0.2985,11,120,51,572,209,531,116
10189,1,1,3,14,0.28,0.2576,0.57,0.3582,13,128,34,658,231,642,187
10190,1,1,3,15,0.3,0.2879,0.53,0.194,20,130,36,712,236,655,35
10191,1,1,3,16,0.3,0.2727,0.45,0.2985,30,210,98,536,151,547,309
10192,1,1,3,17,0.3,0.2727,0.45,0.2985,11,387,64,705,41,598,270
10193,1,1,3,18,0.28,0.2273,0.55,0.6567,12,375,17,658,202,745,183
10194,1,1,3,19,0.26,0.2576,0.53,0.2239,6,226,54,800,201,647,45
10195,1,1,3,20,0.26,0.2273,0.37,0.4627,8,179,64,559,167,635,405
10196,1,1,3,21,0.26,0.2273,0.37,0.3881,4,120,68,685,94,623,439
10197,1,1,3,22,0.24,0.2121,0.35,0.3284,2,78,23,654,190,726,23
10198,1,1,3,23,0.22,0.1818,0.37,0.5821,2,31,76,647,30,664,171
10199,1,1,3,0,0.22,0.2121,0.37,0.2985,0,8,38,540,0,676,322
10200,1,1,3,1,0.2,0.197,0.44,0.2537,0,6,95,549,8,682,289
10201,1,1,3,2,0.2,0.197,0.44,0.2239,0,4,28,888,92,748,182
10202,1,1,3,3,0.18,0.1667,0.51,0.2836,0,1,58,655,132,551,74
10203,1,1,3,4,0.18,0.1667,0.51,0.2985,0,3,75,898,65,610,62
10204,1,1,3,5,0.18,0.1818,0.51,0.2239,0,25,74,573,233,553,265
10205,1,1,3,6,0.18,0.2121,0.51,0.1045,3,102,97,903,215,609,444
10206,1,1,3,7,0.16,0.1818,0.55,0.1343,5,275,100,747,206,623,406
10207,1,1,3,8,0.16,0.1818,0.59,0.1045,14,501,98,632,2,684,422
10208,1,1,3,9,0.22,0.2727,0.47,0,11,233,99,698,242,566,148
10209,1,1,3,10,0.24,0.2576,0.44,0,16,129,92,670,184,647,251
10210,1,1,3,11,0.26,0.2576,0.41,0.1642,20,130,12,648,39,607,432
10211,1,1,3,12,0.26,0.2727,0.41,0.1045,9,138,13,662,0,602,107
10212,1,1,3,13,0.3,0.303,0.39,0.1343,16,164,39,599,198,661,378
10213,1,1,3,14,0.32,0.303,0.36,0.2239,20,136,90,673,204,559,209
10214,1,1,3,15,0.34,0.303,0.36,0.2985,24,166,46,787,72,501,23
10215,1,1,3,16,0.36,0.3333,0.32,0.2836,22,250,81,753,116,649,168
10216,1,1,3,17,0.36,0.3333,0.34,0.2836,21,446,74,589,99,622,307
10217,1,1,3,18,0.34,0.303,0.42,0.3284,15,457,98,772,39,742,497
10218,1,1,3,19,0.34,0.303,0.46,0.2985,9,287,53,860,89,514,13
10219,1,1,3,20,0.32,0.3182,0.49,0.194,3,187,34,824,191,527,320
10220,1,1,3,21,0.32,0.3182,0.49,0.194,5,148,49,813,241,717,52
10221,1,1,3,22,0.28,0.2727,0.56,0.1642,5,106,95,921,193,642,499
10222,1,1,3,23,0.28,0.2727,0.61,0.2239,3,54,59,521,31,587,171
10223,1,1,3,0,0.28,0.2576,0.65,0.2836,3,15,43,872,126,517,273
10224,1,1,3,1,0.3,0.2727,0.61,0.2985,1,5,55,858,139,503,441
10225,1,1,3,2,0.3,0.2879,0.56,0.2836,0,4,62,869,10,750,277
10226,1,1,3,3,0.3,0.2727,0.56,0.3582,1,3,98,804,26,532,451
10227,1,1,3,4,0.28,0.2576,0.61,0.3284,0,3,0,601,214,523,492
10228,1,1,3,5,0.28,0.2576,0.56,0.2985,0,18,96,753,101,720,362
10229,1,1,3,6,0.28,0.2576,0.61,0.3881,4,108,25,847,32,684,238
10230,1,1,3,7,0.26,0.2273,0.65,0.3881,12,344,92,899,33,664,150
10231,1,1,3,8,0.28,0.2576,0.61,0.2985,12,566,76,998,247,567,251
10232,1,1,3,9,0.3,0.2727,0.61,0.3284,12,264,88,760,216,602,158
10233,1,1,3,10,0.36,0.3333,0.5,0.2985,20,147,19,785,35,673,493
10234,1,1,3,11,0.42,0.4242,0.38,0.2985,33,161,29,602,129,631,84
10235,1,1,3,12,0.44,0.4394,0.38,0.3881,40,215,83,776,46,731,441
10236,1,1,3,13,0.5,0.4848,0.34,0.4179,26,205,33,754,48,626,114
10237,1,1,3,14,0.52,0.5,0.36,0.3284,38,175,70,673,37,589,449
10238,1,1,3,15,0.54,0.5152,0.37,0.4478,44,209,84,691,167,744,187
10239,1,1,3,16,0.56,0.5303,0.37,0.4179,34,288,62,814,123,747,88
10240,1,1,3,17,0.56,0.5303,0.43,0.4925,58,612,98,657,208,601,67
10241,1,1,3,18,0.56,0.5303,0.4,0.4627,35,544,96,733,89,715,39
10242,1,1,3,19,0.54,0.5152,0.42,0.3582,16,361,80,882,168,750,64
10243,1,1,3,20,0.5,0.4848,0.51,0.2537,18,260,80,942,242,693,212
10244,1,1,3,21,0.44,0.4394,0.62,0.2537,11,188,20,847,198,690,337
10245,1,1,3,22,0.46,0.4545,0.59,0.2985,10,159,99,652,67,712,84
10246,1,1,3,23,0.44,0.4394,0.62,0.3284,4,62,78,929,78,735,408
10247,1,1,3,0,0.44,0.4394,0.62,0.3284,11,46,97,993,207,617,219
10248,1,1,3,1,0.46,0.4545,0.63,0.3284,4,21,55,984,44,681,252
10249,1,1,3,2,0.46,0.4545,0.63,0.3881,6,11,48,606,167,690,274
10250,1,1,3,3,0.46,0.4545,0.63,0.3881,0,3,33,656,39,738,397
10251,1,1,3,4,0.44,0.4394,0.72,0.2836,0,2,76,831,76,535,54
10252,1,1,3,5,0.42,0.4242,0.77,0.2239,1,29,88,602,66,578,397
10253,1,1,3,6,0.42,0.4242,0.77,0.2537,4,109,51,823,242,626,200
10254,1,1,3,7,0.42,0.4242,0.77,0.3582,8,334,41,512,135,688,173
10255,1,1,3,8,0.44,0.4394,0.77,0.3881,12,585,96,640,72,538,411
10256,1,1,3,9,0.46,0.4545,0.72,0.4627,19,301,34,729,247,555,9
10257,1,1,3,10,0.5,0.4848,0.68,0.4627,19,138,43,502,62,558,59
10258,1,1,3,11,0.54,0.5152,0.6,0.4627,48,204,69,725,234,561,483
10259,1,1,3,12,0.56,0.5303,0.6,0.4478,27,251,84,709,142,653,46
10260,1,1,3,13,0.6,0.6212,0.49,0.6418,35,233,52,572,14,708,445
10261,1,1,3,14,0.62,0.6212,0.43,0.6418,48,203,15,821,166,573,316
10262,1,1,3,15,0.64,0.6212,0.38,0.6866,24,185,90,847,232,539,346
10263,1,1,3,16,0.62,0.6212,0.41,0.6418,37,342,76,767,10,708,168
10264,1,1,3,17,0.62,0.6212,0.38,0.6567,52,597,20,916,6,610,39
10265,1,1,3,18,0.62,0.6212,0.38,0.5522,45,590,40,948,6,656,311
10266,1,1,3,19,0.6,0.6212,0.4,0.4478,21,416,24,944,53,639,5
10267,1,1,3,20,0.6,0.6212,0.43,0.3881,20,302,3,823,175,629,280
10268,1,1,3,21,0.6,0.6212,0.43,0.3881,27,233,63,979,163,715,99
10269,1,1,3,22,0.56,0.5303,0.49,0.3284,12,153,44,735,170,711,405
10270,1,1,3,23,0.56,0.5303,0.49,0.4478,6,94,92,897,27,565,227
10271,1,1,3,0,0.58,0.5455,0.49,0.4627,3,54,40,843,200,616,108
10272,1,1,3,1,0.56,0.5303,0.52,0.4925,4,26,67,511,74,743,288
10273,1,1,3,2,0.48,0.4697,0.77,0.4179,2,11,52,952,193,664,136
10274,1,1,3,3,0.46,0.4545,0.77,0.5224,0,7,7,615,18,608,240
10275,1,1,3,4,0.4,0.4091,0.66,0.2836,0,1,85,950,228,655,394
10276,1,1,3,5,0.4,0.4091,0.66,0.2836,2,29,7,898,193,582,337
10277,1,1,3,6,0.4,0.4091,0.5,0.3582,2,85,62,830,84,513,402
10278,1,1,3,7,0.38,0.3939,0.4,0.2985,6,268,39,867,67,554,78
10279,1,1,3,8,0.34,0.2879,0.42,0.5224,17,501,50,854,208,671,257
10280,1,1,3,9,0.34,0.2879,0.42,0.5224,17,284,22,685,79,702,163
10281,1,1,3,10,0.34,0.2879,0.36,0.4925,14,159,58,653,230,520,106
10282,1,1,3,11,0.36,0.3333,0.34,0.3582,17,187,33,752,35,547,210
10283,1,1,3,12,0.36,0.3333,0.34,0.4179,27,201,64,811,151,533,477
10284,1,1,3,13,0.38,0.3939,0.29,0.3881,49,224,92,560,183,673,425
10285,1,1,3,14,0.42,0.4242,0.28,0.4627,49,178,97,784,119,626,114
10286,1,1,3,15,0.46,0.4545,0.24,0.2537,50,238,20,725,199,688,74
10287,1,1,3,16,0.48,0.4697,0.23,0.4179,51,343,9,634,92,744,265
10288,1,1,3,17,0.46,0.4545,0.24,0.3881,68,566,84,917,100,547,479
10289,1,1,3,18,0.44,0.4394,0.26,0.5224,30,470,26,797,218,697,0
10290,1,1,3,19,0.42,0.4242,0.28,0.6119,12,244,16,775,192,653,461
10291,1,1,3,20,0.38,0.3939,0.32,0.3582,3,159,81,545,236,567,219
10292,1,1,3,21,0.36,0.3333,0.34,0.3284,8,141,3,978,36,730,238
10293,1,1,3,22,0.34,0.2879,0.31,0.4925,7,107,51,705,32,692,162
10294,1,1,3,23,0.32,0.303,0.33,0.2985,9,86,74,970,36,723,43
10295,1,1,3,0,0.3,0.2727,0.36,0.3582,9,77,67,909,188,730,224
10296,1,1,3,1,0.3,0.2879,0.36,0.2537,1,51,40,915,69,632,288
10297,1,1,3,2,0.26,0.2424,0.41,0.2537,12,42,14,899,31,530,414
10298,1,1,3,3,0.26,0.2273,0.41,0.2985,0,16,71,819,94,521,360
10299,1,1,3,4,0.24,0.2121,0.41,0.3582,1,4,56,726,63,683,243
10300,1,1,3,5,0.22,0.2121,0.42,0.2836,3,10,92,514,22,628,305
10301,1,1,3,6,0.22,0.2121,0.44,0.2836,1,12,36,670,190,625,435
10302,1,1,3,7,0.22,0.2121,0.44,0.2537,4,40,39,517,72,636,382
10303,1,1,3,8,0.22,0.2121,0.44,0.2985,15,111,82,889,2,552,422
10304,1,1,3,9,0.24,0.2121,0.41,0.3284,21,148,9,626,133,551,400
10305,1,1,3,10,0.26,0.2273,0.35,0.4179,47,223,65,563,174,621,424
10306,1,1,3,11,0.3,0.2727,0.33,0.3284,56,274,23,997,141,717,305
10307,1,1,3,12,0.3,0.2727,0.33,0.3284,88,329,37,998,244,717,263
10308,1,1,3,13,0.32,0.303,0.29,0.2836,89,357,85,516,169,530,164
10309,1,1,3,14,0.34,0.3182,0.27,0.2836,117,379,16,703,172,741,318
10310,1,1,3,15,0.34,0.3636,0.25,0,132,406,2,870,158,555,274
10311,1,1,3,16,0.36,0.3636,0.23,0,115,390,17,937,20,748,493
10312,1,1,3,17,0.36,0.3788,0.23,0,104,354,89,616,211,579,44
10313,1,1,3,18,0.36,0.3636,0.21,0.0896,67,297,61,729,68,689,313
10314,1,1,3,19,0.34,0.3636,0.25,0,25,184,48,669,2,541,402
10315,1,1,3,20,0.32,0.3333,0.33,0.1343,20,121,27,745,52,549,447
10316,1,1,3,21,0.3,0.2879,0.39,0.2239,16,110,78,519,89,510,239
10317,1,1,3,22,0.26,0.2576,0.44,0.1642,19,100,14,764,21,708,42
10318,1,1,3,23,0.26,0.2576,0.41,0.194,6,83,24,723,77,560,277
10319,1,1,3,0,0.26,0.2879,0.44,0.0896,7,69,12,515,82,594,269
10320,1,1,3,1,0.24,0.2424,0.52,0.1642,4,61,65,967,191,506,413
10321,1,1,3,3,0.24,0.2424,0.6,0.1343,15,66,35,785,143,529,450
10322,1,1,3,4,0.24,0.2424,0.6,0.1343,7,22,25,649,149,533,493
10323,1,1,3,5,0.24,0.2424,0.6,0.1642,2,7,65,713,65,744,325
10324,1,1,3,6,0.24,0.2424,0.7,0.1642,2,10,47,523,143,625,58
10325,1,1,3,7,0.22,0.2273,0.69,0.1343,2,17,33,662,161,630,190
10326,1,1,3,8,0.22,0.2273,0.69,0.1343,4,72,13,895,99,700,210
