instant,season,yr,mnth,hr,temp,atemp,hum,windspeed,casual,cnt,feature_y_4,feature_y_4,feature_y_4,feature_y_4
10946,2,1,4,5,0.32,0.303,0.53,0.3284,0,23,85,12167.0,1.213703616753761,0.9255361136380498
10947,2,1,4,6,0.3,0.2727,0.49,0.3881,0,80,93,512000.0,19.33568064408107,0.48649852086946577
10948,2,1,4,7,0.3,0.2879,0.49,0.2836,15,246,88,14886936.0,0.9658118980490871,0.9546640440667518
10949,2,1,4,8,0.3,0.2727,0.49,0.3284,19,508,39,131096512.0,0.5092180208714154,0.8337523851530071
10950,2,1,4,9,0.34,0.303,0.42,0.3284,58,376,22,53157376.0,1.0089303546212294,0.5765747285791852
10951,2,1,4,10,0.36,0.3333,0.4,0.3284,81,238,55,13481272.0,4084.5228050458813,0.8823906917364897
10952,2,1,4,11,0.4,0.4091,0.37,0.2985,112,291,15,24642171.0,0.6059548980890475,0.44369180692815713
10953,2,1,4,12,0.42,0.4242,0.35,0.2985,113,337,63,38272753.0,0.8566369271513424,0.4578220889769017
10954,2,1,4,13,0.44,0.4394,0.33,0.3284,173,411,31,69426531.0,1.6779583343684343,0.8430708179399118
10955,2,1,4,14,0.48,0.4697,0.29,0.3881,240,490,63,117649000.0,0.8566369271513424,0.808345768483348
10956,2,1,4,15,0.5,0.4848,0.27,0.2836,218,537,99,154854153.0,1260.7704250424647,0.838414915768066
10957,2,1,4,16,0.5,0.4848,0.22,0.4179,184,536,97,153990656.0,0.7248437158702044,0.8362774745229912
10958,2,1,4,17,0.52,0.5,0.23,0.4179,172,655,44,281011375.0,0.9826059824898337,0.7951358984278338
10959,2,1,4,18,0.5,0.4848,0.22,0.4627,104,484,74,113379904.0,67.32311401195065,0.4878834217826378
10960,2,1,4,19,0.48,0.4697,0.23,0.2985,115,412,14,69934528.0,0.5023592408312615,0.44837513402153584
10961,2,1,4,20,0.46,0.4545,0.24,0.2836,61,252,38,16003008.0,0.7713855584154635,0.4681471713411999
10962,2,1,4,21,0.44,0.4394,0.26,0.1343,54,190,78,6859000.0,0.6605113804923478,0.029321371195559005
10963,2,1,4,22,0.4,0.4091,0.35,0.2239,34,158,32,3944312.0,0.6445680044638951,0.011916909050094106
10964,2,1,4,23,0.42,0.4242,0.3,0.2836,21,113,50,1442897.0,1.3557021544363344,0.3685774564067091
10965,2,1,4,0,0.42,0.4242,0.26,0.2985,9,94,79,830584.0,1.798925688187395,0.9524963446376412
10966,2,1,4,1,0.4,0.4091,0.28,0.2537,9,69,41,328509.0,1.1885273858987428,0.48834807665143615
10967,2,1,4,2,0.36,0.3333,0.29,0.3582,11,36,77,46656.0,0.5001199891426975,0.9785486907389197
10968,2,1,4,3,0.36,0.3333,0.32,0.2537,7,28,11,21952.0,102109.07002447755,0.1210355554669203
10969,2,1,4,4,0.32,0.3182,0.36,0.1642,3,7,88,343.0,0.9658118980490871,0.8438377837054513
10970,2,1,4,5,0.32,0.3182,0.33,0.1642,0,2,81,8.0,2.7018847930632726,0.14550003380861354
10971,2,1,4,6,0.32,0.3182,0.36,0.194,1,19,85,6859.0,1.213703616753761,0.6190709191736287
10972,2,1,4,7,0.32,0.303,0.33,0.2836,14,54,27,157464.0,0.5111492047520422,0.4598085148240586
10973,2,1,4,8,0.34,0.3182,0.34,0.2537,29,123,75,1860867.0,1.633404121532299,0.4173093082358627
10974,2,1,4,9,0.4,0.4091,0.3,0.2537,103,276,11,21024576.0,102109.07002447755,0.32800872601208797
10975,2,1,4,10,0.42,0.4242,0.28,0.2537,187,363,28,47832147.0,0.7868403851802712,0.6671913214838076
10976,2,1,4,11,0.44,0.4394,0.24,0.2985,251,495,72,121287375.0,0.7975605094780727,0.09967633742076917
10977,2,1,4,12,0.46,0.4545,0.23,0.3881,320,590,61,205379000.0,29.513995986914356,0.9359530484856294
10978,2,1,4,13,0.5,0.4848,0.22,0.194,355,643,78,265847707.0,0.6605113804923478,0.43317917594218075
10979,2,1,4,14,0.5,0.4848,0.22,0.2985,326,578,60,193100552.0,1.4384569591461411,0.6592997210161547
10980,2,1,4,15,0.52,0.5,0.19,0.4179,321,626,60,245314376.0,1.4384569591461411,0.9472920938091983
10981,2,1,4,16,0.54,0.5152,0.19,0.3881,354,615,85,232608375.0,1.213703616753761,0.39239539312193883
10982,2,1,4,17,0.54,0.5152,0.19,0.4179,299,567,76,182284263.0,0.6385257158828442,0.9996328202655383
10983,2,1,4,18,0.54,0.5152,0.18,0.2985,227,517,66,138188413.0,1.0272753459349424,0.9990400133803021
10984,2,1,4,19,0.54,0.5152,0.16,0.3284,170,413,100,70444997.0,2.025790915867646,0.9974554188488093
10985,2,1,4,20,0.5,0.4848,0.2,0.2239,73,208,30,8998912.0,83.55352537043731,0.46653531998328435
10986,2,1,4,21,0.5,0.4848,0.2,0.194,75,234,29,12812904.0,2.9729510585814833,0.9990434265745126
10987,2,1,4,22,0.48,0.4697,0.2,0.194,76,182,80,6028568.0,163.63007223971312,0.7976641834043365
10988,2,1,4,23,0.46,0.4545,0.23,0.2239,32,118,65,1643032.0,0.5473967051355444,0.5119688239888894
10989,2,1,4,0,0.44,0.4394,0.24,0.2239,21,85,64,614125.0,0.5208262701161901,0.9829563023097734
10990,2,1,4,1,0.44,0.4394,0.24,0.2239,14,64,3,262144.0,0.8763320184878719,0.9964567265431309
10991,2,1,4,2,0.44,0.4394,0.24,0.2239,7,32,71,32768.0,0.5125433048899948,0.37293782932771496
10992,2,1,4,3,0.42,0.4242,0.26,0.1343,8,26,84,17576.0,0.5769706814181332,0.3521801662860055
10993,2,1,4,4,0.4,0.4091,0.4,0,0,7,16,343.0,1.4043036899381962,0.8438377837054513
10994,2,1,4,5,0.38,0.3939,0.46,0,4,12,92,1728.0,4.534449634384539,0.9923168327201398
10995,2,1,4,6,0.36,0.3788,0.37,0,7,28,80,21952.0,163.63007223971312,0.1210355554669203
10996,2,1,4,7,0.38,0.3939,0.27,0.1642,12,37,59,50653.0,0.6109713317819904,0.4521284271007949
10997,2,1,4,8,0.4,0.4091,0.3,0.194,19,84,11,592704.0,102109.07002447755,0.13399521291272173
10998,2,1,4,9,0.44,0.4394,0.26,0.2239,71,179,80,5735339.0,163.63007223971312,0.9467797740366186
10999,2,1,4,10,0.5,0.4848,0.25,0.2239,113,299,43,26730899.0,5.944410581534946,0.2539187810545165
11000,2,1,4,11,0.5,0.4848,0.25,0.2836,195,404,47,65939264.0,0.8900177298266997,0.36485934169780726
11001,2,1,4,12,0.54,0.5152,0.24,0.2537,198,457,30,95443993.0,83.55352537043731,0.15257484918532446
11002,2,1,4,13,0.58,0.5455,0.23,0.1642,229,483,57,112678587.0,0.696298942266857,0.80284178386061
11003,2,1,4,14,0.6,0.5909,0.18,0.4478,254,503,73,127263527.0,3.0937909668046757,0.7991519826677579
11004,2,1,4,15,0.62,0.6061,0.17,0.3582,260,486,98,114791256.0,2.3440166611427986,0.4036377239211238
11005,2,1,4,16,0.64,0.6061,0.19,0.3284,232,476,8,107850176.0,0.5026746699330502,0.7127227207941836
11006,2,1,4,17,0.62,0.6061,0.22,0.2985,185,411,74,69426531.0,67.32311401195065,0.8430708179399118
11007,2,1,4,18,0.62,0.6061,0.25,0.3284,151,310,23,29791000.0,6.50281329350808,0.8431497494195198
11008,2,1,4,19,0.6,0.6061,0.23,0.3881,89,276,48,21024576.0,4.315081398019611,0.32800872601208797
11009,2,1,4,20,0.56,0.5303,0.28,0.4179,65,211,86,9393931.0,13.064798934155936,0.9435866884534224
11010,2,1,4,21,0.52,0.5,0.34,0.2239,53,130,81,2197000.0,2.7018847930632726,0.8442366556901854
11011,2,1,4,22,0.5,0.4848,0.36,0.2239,33,118,3,1643032.0,0.8763320184878719,0.5119688239888894
11012,2,1,4,23,0.5,0.4848,0.39,0.2537,10,51,91,132651.0,0.9041693413125955,0.924225198966451
11013,2,1,4,0,0.48,0.4697,0.39,0.2836,8,37,47,50653.0,0.8900177298266997,0.4521284271007949
11014,2,1,4,1,0.46,0.4545,0.41,0.1343,4,16,75,4096.0,1.633404121532299,0.803990613485849
11015,2,1,4,2,0.46,0.4545,0.31,0.194,2,6,18,216.0,4.015858573649374,0.7179850839697136
11016,2,1,4,3,0.44,0.4394,0.3,0.1642,0,3,11,27.0,102109.07002447755,0.2921388087338362
11017,2,1,4,4,0.44,0.4394,0.24,0.194,2,5,20,125.0,0.5227541141700891,0.7877145121442345
11018,2,1,4,5,0.44,0.4394,0.24,0.194,2,32,5,32768.0,24.34527915938213,0.37293782932771496
11019,2,1,4,6,0.42,0.4242,0.26,0.2239,3,111,49,1367631.0,21.622861843277043,0.1005135497445154
11020,2,1,4,7,0.42,0.4242,0.28,0.194,11,331,46,36264691.0,0.5258208681509198,0.49464070520762593
11021,2,1,4,8,0.44,0.4394,0.3,0.194,22,617,98,234885113.0,2.3440166611427986,0.26477234455993115
11022,2,1,4,9,0.46,0.4545,0.31,0.3582,50,286,66,23393656.0,1.0272753459349424,0.9977793144762936
11023,2,1,4,10,0.5,0.4848,0.27,0.4925,65,178,39,5639752.0,0.5092180208714154,0.8396242732213816
11024,2,1,4,11,0.52,0.5,0.27,0.4179,96,223,83,11089567.0,0.5080359962611123,0.8263692009335721
11025,2,1,4,12,0.54,0.5152,0.28,0.7164,94,280,17,21952000.0,25.90505251316606,0.37252108050340954
11026,2,1,4,13,0.54,0.5152,0.28,0.5821,108,281,12,22188041.0,2.15783677484981,0.8187837843428786
11027,2,1,4,14,0.56,0.5303,0.28,0.5522,66,218,1,10360232.0,0.5430441251857795,0.6642344351478299
11028,2,1,4,15,0.58,0.5455,0.28,0.5522,82,255,49,16581375.0,21.622861843277043,0.2760355447383409
11029,2,1,4,16,0.56,0.5303,0.3,0.4179,81,391,1,59776471.0,0.5430441251857795,0.5370958607237741
11030,2,1,4,17,0.54,0.5152,0.32,0.4179,67,632,27,252435968.0,0.5111492047520422,0.7229731227061358
11031,2,1,4,18,0.54,0.5152,0.34,0.2985,60,646,49,269586136.0,21.622861843277043,0.6686139102363395
11032,2,1,4,19,0.52,0.5,0.34,0.3582,35,421,54,74618461.0,2.266489527055483,0.8577199255685847
11033,2,1,4,20,0.5,0.4848,0.36,0.4478,21,276,71,21024576.0,0.5125433048899948,0.32800872601208797
11034,2,1,4,21,0.48,0.4697,0.41,0.4179,14,165,88,4492125.0,0.9658118980490871,0.8043259105076709
11035,2,1,4,22,0.46,0.4545,0.41,0.4925,6,108,78,1259712.0,0.6605113804923478,0.777167752200676
11036,2,1,4,23,0.44,0.4394,0.44,0.2985,6,67,10,300763.0,2.193083986739962,0.8706451185026877
11037,2,1,4,0,0.44,0.4394,0.47,0.2836,3,26,35,17576.0,1.7488102347630208,0.3521801662860055
11038,2,1,4,1,0.42,0.4242,0.5,0.2239,0,9,14,729.0,0.5023592408312615,0.9886955804866999
11039,2,1,4,2,0.36,0.3485,0.71,0.1343,0,2,65,8.0,0.5473967051355444,0.14550003380861354
11040,2,1,4,3,0.36,0.3485,0.71,0.1343,0,2,77,8.0,0.5001199891426975,0.14550003380861354
11041,2,1,4,4,0.34,0.3333,0.71,0.1343,0,2,34,8.0,0.6539868700870936,0.14550003380861354
11042,2,1,4,5,0.34,0.3333,0.71,0.1343,0,24,7,13824.0,0.6035051827052901,0.5467452846558348
11043,2,1,4,6,0.34,0.3485,0.71,0.1045,3,103,24,1092727.0,10.590792759495987,0.821746328120626
11044,2,1,4,7,0.34,0.3485,0.71,0.1045,16,384,90,56623104.0,0.5279840346175494,0.7894091471494276
11045,2,1,4,8,0.38,0.3939,0.62,0.1343,22,692,88,331373888.0,0.9658118980490871,0.229044695858833
11046,2,1,4,9,0.42,0.4242,0.67,0.194,16,319,88,32461759.0,0.9658118980490871,0.8316713969718562
11047,2,1,4,10,0.46,0.4545,0.47,0.1642,49,181,86,5929741.0,13.064798934155936,0.8395659724427279
11048,2,1,4,11,0.5,0.4848,0.36,0,78,239,29,13651919.0,2.9729510585814833,0.7766455098852234
11049,2,1,4,12,0.54,0.5152,0.22,0.2836,75,259,24,17373979.0,10.590792759495987,0.6421332821567444
11050,2,1,4,13,0.52,0.5,0.23,0.1642,81,283,88,22665187.0,0.9658118980490871,0.9564333584437413
11051,2,1,4,14,0.54,0.5152,0.24,0.194,75,224,100,11239424.0,2.025790915867646,0.758794581059156
11052,2,1,4,15,0.56,0.5303,0.21,0.2985,46,203,7,8365427.0,0.6035051827052901,0.9340500648820332
11053,2,1,4,16,0.58,0.5455,0.21,0.2537,66,362,98,47437928.0,2.3440166611427986,0.11761583975133932
11054,2,1,4,17,0.56,0.5303,0.21,0.5224,88,744,77,411830784.0,0.5001199891426975,0.998405326378943
11055,2,1,4,18,0.54,0.5152,0.22,0.4179,78,704,58,348913664.0,0.5017882105819239,0.5246649190890295
11056,2,1,4,19,0.52,0.5,0.2,0.3582,51,479,61,109902239.0,29.513995986914356,0.8315852074225355
11057,2,1,4,20,0.46,0.4545,0.28,0.3881,34,282,29,22425768.0,2.9729510585814833,0.480828659917658
11058,2,1,4,21,0.44,0.4394,0.3,0.4478,15,206,65,8741816.0,0.5473967051355444,0.1377914101447131
11059,2,1,4,22,0.4,0.4091,0.37,0.4925,9,127,71,2048383.0,0.5125433048899948,0.18611842690269176
11060,2,1,4,23,0.36,0.3333,0.4,0.4179,14,62,15,238328.0,0.6059548980890475,0.878485497608328
11061,2,1,4,0,0.34,0.303,0.36,0.4179,8,30,81,27000.0,2.7018847930632726,0.40598946176217077
11062,2,1,4,1,0.34,0.3182,0.39,0.2836,3,12,90,1728.0,0.5279840346175494,0.9923168327201398
11063,2,1,4,2,0.32,0.303,0.45,0.2836,0,2,48,8.0,4.315081398019611,0.14550003380861354
11064,2,1,4,3,0.3,0.2879,0.49,0.2239,0,2,65,8.0,0.5473967051355444,0.14550003380861354
11065,2,1,4,5,0.28,0.2727,0.56,0.194,1,27,38,19683.0,0.7713855584154635,0.6042076152123113
11066,2,1,4,6,0.28,0.2879,0.56,0.1045,3,106,80,1191016.0,163.63007223971312,0.8648663418760141
11067,2,1,4,7,0.28,0.2879,0.52,0.1343,18,321,26,33076161.0,0.5673570710394846,0.9907591772000883
11068,2,1,4,8,0.3,0.2879,0.49,0.2239,14,595,71,210644875.0,0.5125433048899948,0.8332997908637142
11069,2,1,4,9,0.32,0.303,0.49,0.2985,20,302,65,27543608.0,0.5473967051355444,0.6555684949342953
11070,2,1,4,10,0.34,0.303,0.49,0.3284,26,153,6,3581577.0,1.3877622922787505,0.4051236060137105
11071,2,1,4,11,0.38,0.3939,0.43,0.3284,38,180,82,5832000.0,0.7614819393063025,0.6931465412980384
11072,2,1,4,12,0.36,0.3333,0.46,0.3881,35,182,24,6028568.0,10.590792759495987,0.7976641834043365
11073,2,1,4,13,0.4,0.4091,0.4,0.3582,16,163,24,4330747.0,10.590792759495987,0.26284501920202746
11074,2,1,4,14,0.36,0.3485,0.57,0.194,34,135,89,2460375.0,0.5376143475480764,0.5522207561444515
11075,2,1,4,15,0.38,0.3939,0.46,0.2239,50,202,89,8242408.0,0.5376143475480764,0.9888211848542847
11076,2,1,4,16,0.44,0.4394,0.33,0.2985,51,307,70,28934443.0,0.5637325966004665,0.6888374317772802
11077,2,1,4,17,0.42,0.4242,0.35,0.3881,52,579,9,194104539.0,0.7081558739235672,0.6297609540759092
11078,2,1,4,18,0.4,0.4091,0.43,0.4179,39,585,34,200201625.0,0.6539868700870936,0.10173712415875474
11079,2,1,4,19,0.4,0.4091,0.4,0.3582,28,384,76,56623104.0,0.6385257158828442,0.7894091471494276
11080,2,1,4,20,0.36,0.3333,0.46,0.3284,22,235,0,12977875.0,1.0,0.9638555921372146
11081,2,1,4,21,0.34,0.303,0.57,0.3881,11,165,43,4492125.0,5.944410581534946,0.8043259105076709
11082,2,1,4,22,0.34,0.303,0.57,0.3284,4,134,28,2406104.0,0.7868403851802712,0.5630868711673894
11083,2,1,4,23,0.34,0.303,0.57,0.2985,9,61,2,226981.0,0.5237528663423374,0.5972100308691869
11084,2,1,4,0,0.32,0.303,0.66,0.2836,1,23,73,12167.0,3.0937909668046757,0.9255361136380498
11085,2,1,4,1,0.32,0.303,0.66,0.2239,2,9,17,729.0,25.90505251316606,0.9886955804866999
11086,2,1,4,2,0.32,0.303,0.61,0.2836,0,4,94,64.0,1.3249455192268595,0.39185723042955
11087,2,1,4,3,0.32,0.303,0.61,0.2537,2,5,2,125.0,0.5237528663423374,0.7877145121442345
11088,2,1,4,4,0.3,0.2879,0.61,0.2239,0,1,67,1.0,6.921372193247372,0.5403023058681398
11089,2,1,4,5,0.3,0.2879,0.61,0.2239,0,21,68,9261.0,9.796975387185967,0.9150587426155403
11090,2,1,4,6,0.3,0.2879,0.65,0.2537,2,96,21,884736.0,0.5444678790179037,0.7795207167052768
11091,2,1,4,7,0.3,0.2727,0.65,0.3284,12,306,52,28652616.0,0.503365605112174,0.9809857033572148
11092,2,1,4,8,0.32,0.303,0.66,0.3284,20,624,45,242970624.0,0.5402766739296717,0.5129424991605335
11093,2,1,4,9,0.36,0.3333,0.57,0.3582,16,287,5,23639903.0,24.34527915938213,0.866013651340527
11094,2,1,4,10,0.4,0.4091,0.5,0.2985,38,141,95,2803221.0,0.5940846816900167,0.991082178760796
11095,2,1,4,11,0.42,0.4242,0.47,0.2985,50,224,66,11239424.0,1.0272753459349424,0.758794581059156
11096,2,1,4,12,0.46,0.4545,0.41,0.4478,60,259,100,17373979.0,2.025790915867646,0.6421332821567444
11097,2,1,4,13,0.48,0.4697,0.36,0.4478,55,203,96,8365427.0,0.5041370124924979,0.9340500648820332
11098,2,1,4,14,0.5,0.4848,0.31,0.3284,74,224,89,11239424.0,0.5376143475480764,0.758794581059156
11099,2,1,4,15,0.48,0.4697,0.31,0.2537,42,211,3,9393931.0,0.8763320184878719,0.9435866884534224
11100,2,1,4,16,0.48,0.4697,0.31,0.2836,54,353,86,43986977.0,13.064798934155936,0.43269987238072316
11101,2,1,4,17,0.5,0.4848,0.27,0.3881,60,656,22,282300416.0,1.0089303546212294,0.6213198810816889
11102,2,1,4,18,0.5,0.4848,0.27,0.3881,63,610,23,226981000.0,6.50281329350808,0.647336189004958
11103,2,1,4,19,0.46,0.4545,0.31,0.2985,50,433,39,81182737.0,0.5092180208714154,0.759504669839548
11104,2,1,4,20,0.44,0.4394,0.33,0.2537,26,280,89,21952000.0,0.5376143475480764,0.37252108050340954
11105,2,1,4,21,0.42,0.4242,0.35,0.1343,13,187,37,6539203.0,2.8053491651647224,0.9931284058776711
11106,2,1,4,22,0.42,0.4242,0.35,0.194,15,158,43,3944312.0,5.944410581534946,0.011916909050094106
11107,2,1,4,23,0.42,0.4242,0.35,0.194,8,94,82,830584.0,0.7614819393063025,0.9524963446376412
11108,2,1,4,0,0.4,0.4091,0.37,0.2537,14,55,29,166375.0,2.9729510585814833,0.8223078391293215
11109,2,1,4,1,0.36,0.3485,0.46,0.194,2,30,6,27000.0,1.3877622922787505,0.40598946176217077
11110,2,1,4,2,0.34,0.3333,0.49,0.194,6,11,21,1331.0,0.5444678790179037,0.5102807461770535
11111,2,1,4,3,0.34,0.3333,0.61,0.1642,3,11,11,1331.0,102109.07002447755,0.5102807461770535
11112,2,1,4,4,0.34,0.3333,0.53,0.1343,1,5,67,125.0,6.921372193247372,0.7877145121442345
11113,2,1,4,5,0.34,0.3333,0.53,0.1642,2,21,54,9261.0,2.266489527055483,0.9150587426155403
11114,2,1,4,6,0.32,0.3182,0.57,0.1642,0,84,56,592704.0,2.09008693583188,0.13399521291272173
11115,2,1,4,7,0.34,0.3182,0.61,0.2239,13,296,78,25934336.0,0.6605113804923478,0.1266178347743022
11116,2,1,4,8,0.38,0.3939,0.46,0.1642,24,563,12,178453547.0,2.15783677484981,0.7403416487462333
11117,2,1,4,9,0.42,0.4242,0.41,0.1642,36,330,82,35937000.0,0.7614819393063025,0.36874697350544866
11118,2,1,4,10,0.44,0.4394,0.38,0.194,59,192,75,7077888.0,1.633404121532299,0.6463409673122138
11119,2,1,4,11,0.46,0.4545,0.36,0.1343,75,233,56,12649337.0,2.09008693583188,0.997871832159719
11120,2,1,4,12,0.5,0.4848,0.31,0,104,322,7,33386248.0,0.6035051827052901,0.8108298110940064
11121,2,1,4,13,0.52,0.5,0.27,0.2836,112,358,23,45882712.0,6.50281329350808,0.8678890837850392
11122,2,1,4,14,0.52,0.5,0.27,0,125,348,84,42144192.0,0.5769706814181332,0.9916464347839598
11123,2,1,4,15,0.54,0.5152,0.28,0.2537,115,352,76,43614208.0,0.6385257158828442,0.26228536715981954
11124,2,1,4,16,0.56,0.5303,0.26,0.2537,113,463,49,99252847.0,21.622861843277043,0.2120464405705684
11125,2,1,4,17,0.56,0.5303,0.24,0.1642,117,738,97,401947272.0,0.7248437158702044,0.3024210105880069
11126,2,1,4,18,0.54,0.5152,0.26,0.1343,107,671,60,302111711.0,1.4384569591461411,0.4729191625529964
11127,2,1,4,19,0.54,0.5152,0.24,0.1642,75,427,2,77854483.0,0.5237528663423374,0.37578786105922
11128,2,1,4,20,0.5,0.4848,0.29,0.1343,44,286,85,23393656.0,1.213703616753761,0.9977793144762936
11129,2,1,4,21,0.5,0.4848,0.36,0,36,189,93,6751269.0,19.33568064408107,0.500868977600034
11130,2,1,4,22,0.44,0.4394,0.62,0.1045,34,215,25,9938375.0,1.1525407907094694,0.9988747540083502
11131,2,1,4,23,0.42,0.4242,0.62,0.0896,35,198,59,7762392.0,0.6109713317819904,0.9365124754685812
11132,2,1,4,0,0.4,0.4091,0.58,0.1343,11,96,32,884736.0,0.6445680044638951,0.7795207167052768
11133,2,1,4,1,0.4,0.4091,0.58,0.1343,10,70,78,343000.0,0.6605113804923478,0.610518630276102
11134,2,1,4,2,0.38,0.3939,0.66,0.1343,3,56,63,175616.0,0.8566369271513424,0.5647514096712039
11135,2,1,4,3,0.36,0.3636,0.66,0.0896,6,32,79,32768.0,1.798925688187395,0.37293782932771496
11136,2,1,4,4,0.36,0.3636,0.71,0.1045,5,14,51,2744.0,0.5987202322070889,0.18019324711435455
11137,2,1,4,5,0.36,0.3636,0.66,0.1045,2,7,55,343.0,4084.5228050458813,0.8438377837054513
11138,2,1,4,6,0.34,0.3333,0.76,0.1642,2,21,43,9261.0,5.944410581534946,0.9150587426155403
11139,2,1,4,7,0.36,0.3636,0.71,0.1045,8,64,60,262144.0,1.4384569591461411,0.9964567265431309
11140,2,1,4,8,0.36,0.3485,0.71,0.1343,24,160,95,4096000.0,0.5940846816900167,0.6034086295713484
11141,2,1,4,9,0.42,0.4242,0.54,0.1343,59,265,87,18609625.0,5.612234025512922,0.3554519287530218
11142,2,1,4,10,0.46,0.4545,0.51,0.1642,139,406,95,66923416.0,0.5940846816900167,0.9759102342449216
11143,2,1,4,11,0.52,0.5,0.45,0.194,207,564,45,179406144.0,0.5402766739296717,0.6439060357197333
11144,2,1,4,12,0.58,0.5455,0.35,0.2537,274,678,58,311665752.0,0.5017882105819239,0.9893461572616198
11145,2,1,4,13,0.62,0.6212,0.33,0.2985,308,678,40,311665752.0,0.573028742574676,0.9893461572616198
11146,2,1,4,14,0.64,0.6212,0.27,0.4478,288,660,96,287496000.0,0.5041370124924979,0.9927717712771419
11147,2,1,4,15,0.64,0.6212,0.27,0.3582,311,658,1,284890312.0,0.5430441251857795,0.7854814718986178
11148,2,1,4,16,0.64,0.6212,0.27,0.3582,253,582,56,197137368.0,2.09008693583188,0.8596974512910631
11149,2,1,4,17,0.62,0.6212,0.33,0.2537,251,560,87,175616000.0,5.612234025512922,0.9961481079563436
11150,2,1,4,18,0.62,0.6212,0.35,0.2239,197,481,51,111284641.0,0.5987202322070889,0.2768363591462287
11151,2,1,4,19,0.6,0.6212,0.4,0.1642,163,459,18,96702579.0,4.015858573649374,0.9646974018570216
11152,2,1,4,20,0.56,0.5303,0.46,0.1343,112,321,82,33076161.0,0.7614819393063025,0.9907591772000883
11153,2,1,4,21,0.56,0.5303,0.43,0.1343,53,220,2,10648000.0,0.5237528663423374,0.5038538901234509
11154,2,1,4,22,0.54,0.5152,0.52,0.1642,64,212,36,9528128.0,121.63753475026189,0.48388694787438213
11155,2,1,4,23,0.54,0.5152,0.56,0.194,45,196,67,7529536.0,6.921372193247372,0.7008073756482314
11156,2,1,4,0,0.54,0.5152,0.56,0.194,30,124,30,1906624.0,83.55352537043731,0.6649911823778227
11157,2,1,4,1,0.54,0.5152,0.56,0.1642,17,106,54,1191016.0,2.266489527055483,0.8648663418760141
11158,2,1,4,2,0.54,0.5152,0.56,0.1045,20,74,5,405224.0,24.34527915938213,0.8187254508480504
11159,2,1,4,3,0.52,0.5,0.59,0.1343,18,45,3,91125.0,0.8763320184878719,0.9993335830491854
11160,2,1,4,4,0.54,0.5152,0.52,0,2,12,85,1728.0,1.213703616753761,0.9923168327201398
11161,2,1,4,5,0.5,0.4848,0.68,0.1642,4,10,84,1000.0,0.5769706814181332,0.5623790762907029
11162,2,1,4,6,0.5,0.4848,0.63,0.1343,5,16,93,4096.0,19.33568064408107,0.803990613485849
11163,2,1,4,7,0.5,0.4848,0.63,0.1045,16,46,86,97336.0,13.064798934155936,0.9993940599134129
11164,2,1,4,8,0.52,0.5,0.59,0,33,97,40,912673.0,0.573028742574676,0.8744126871967961
11165,2,1,4,9,0.54,0.5152,0.56,0.2239,97,251,88,15813251.0,0.9658118980490871,0.9226658180550947
11166,2,1,4,10,0.58,0.5455,0.53,0.2239,186,421,53,74618461.0,0.7163707881255232,0.8577199255685847
11167,2,1,4,11,0.62,0.6212,0.46,0.2985,227,528,52,147197952.0,0.503365605112174,0.4606758142055237
11168,2,1,4,12,0.64,0.6212,0.44,0.2836,275,635,36,256047875.0,121.63753475026189,0.9871174588562088
11169,2,1,4,13,0.66,0.6212,0.44,0.2836,298,681,80,315821241.0,163.63007223971312,0.644336752990831
11170,2,1,4,14,0.7,0.6364,0.39,0.2836,282,628,80,247673152.0,163.63007223971312,0.8508305852534548
11171,2,1,4,15,0.7,0.6364,0.39,0.3881,266,617,41,234885113.0,1.1885273858987428,0.26477234455993115
11172,2,1,4,16,0.72,0.6515,0.39,0.3582,286,616,100,233744896.0,2.025790915867646,0.7250816703615868
11173,2,1,4,17,0.7,0.6364,0.42,0.3284,262,623,60,241804367.0,1.4384569591461411,0.12069888320491759
11174,2,1,4,18,0.7,0.6364,0.42,0.2537,184,479,42,109902239.0,11.979139227322584,0.8315852074225355
11175,2,1,4,19,0.7,0.6364,0.42,0.2537,114,379,81,54439939.0,2.7018847930632726,0.7842314358747959
11176,2,1,4,20,0.64,0.6212,0.5,0.2239,86,291,71,24642171.0,0.5125433048899948,0.44369180692815713
11177,2,1,4,21,0.62,0.6212,0.57,0.2537,76,229,33,12008989.0,0.500022035944306,0.9699528791648895
11178,2,1,4,22,0.68,0.6364,0.44,0.3582,37,134,84,2406104.0,0.5769706814181332,0.5630868711673894
11179,2,1,4,23,0.66,0.6212,0.5,0.3881,25,90,62,729000.0,3.8340720458680737,0.9576469636018978
11180,2,1,4,0,0.64,0.6212,0.53,0.3284,15,41,60,68921.0,1.4384569591461411,0.738222025394855
11181,2,1,4,1,0.62,0.6061,0.61,0.3582,7,28,98,21952.0,2.3440166611427986,0.1210355554669203
11182,2,1,4,2,0.6,0.6061,0.64,0.2537,5,14,22,2744.0,1.0089303546212294,0.18019324711435455
11183,2,1,4,3,0.58,0.5455,0.68,0.194,3,8,82,512.0,0.7614819393063025,0.996833390848202
11184,2,1,4,4,0.54,0.5152,0.77,0.2239,0,6,29,216.0,2.9729510585814833,0.7179850839697136
11185,2,1,4,5,0.54,0.5152,0.77,0.2239,4,38,35,54872.0,1.7488102347630208,0.5875954370147703
11186,2,1,4,6,0.52,0.5,0.83,0.1642,10,133,8,2352637.0,0.5026746699330502,0.35553634747538726
