fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature_y_2,feature_y_2
4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6,2955,3,216.0
5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,4,2956,66,64.0
8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,2957,16,125.0
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5,2958,24,125.0
6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,6,2959,59,216.0
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,2960,4,216.0
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,2961,53,216.0
7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,5,2962,64,125.0
7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5,2963,20,125.0
8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,5,2964,75,125.0
6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7,2965,31,343.0
6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,6,2966,60,216.0
7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,5,2967,41,125.0
6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,5,2968,63,125.0
5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,6,2969,81,216.0
7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,4,2970,70,64.0
6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5,2971,84,125.0
6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,5,2972,19,125.0
5.9,0.26,0.29,5.4,0.046,34,116,0.99224,3.24,0.41,11.4,6,2973,29,216.0
7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5,2974,41,125.0
7.2,0.51,0.24,10,0.093,35,197,0.9981,3.41,0.47,9,5,2975,19,125.0
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,2976,96,216.0
7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,6,2977,40,216.0
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,2978,48,512.0
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,2979,41,125.0
6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7,2980,9,343.0
6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,2981,3,125.0
6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,6,2982,46,216.0
5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,6,2983,92,216.0
6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,6,2984,88,216.0
7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6,2985,31,216.0
8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,5,2986,87,125.0
6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,7,2987,63,343.0
7,0.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,5,2988,82,125.0
7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,7,2989,34,343.0
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,2990,51,216.0
7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,5,2991,61,125.0
6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,5,2992,57,125.0
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,2993,13,343.0
7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6,2994,9,216.0
7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7,2995,34,343.0
6.2,0.53,0.02,0.9,0.035,6,81,0.99234,3.24,0.35,9.5,4,2996,6,64.0
8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,7,2997,3,343.0
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6,2998,19,216.0
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.5666666666667,5,2999,97,125.0
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,5,3000,95,125.0
6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,5,3001,7,125.0
6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6,3002,91,216.0
6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,6,3003,69,216.0
6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,3004,24,216.0
5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,6,3005,84,216.0
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7,3006,68,343.0
6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,3007,67,125.0
8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6,3008,7,216.0
5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,3009,62,343.0
6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8,3010,38,512.0
6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5,3011,93,125.0
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,3012,100,216.0
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,3013,50,216.0
6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,6,3014,46,216.0
6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6,3015,67,216.0
8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,6,3016,22,216.0
6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5,3017,78,125.0
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,3018,58,125.0
7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5,3019,48,125.0
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,3020,28,125.0
8.1,0.25,0.34,10.1,0.05,30,121,0.99724,3.17,0.49,10.1,6,3021,87,216.0
7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,6,3022,93,216.0
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,3023,77,125.0
7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.3666666666667,6,3024,17,216.0
5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6,3025,84,216.0
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,3026,64,343.0
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,3027,3,216.0
7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,3028,8,216.0
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,3029,40,216.0
6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,8,3030,55,512.0
5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7,3031,44,343.0
6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5,3032,44,125.0
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,3033,69,216.0
6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,5,3034,90,125.0
6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,6,3035,74,216.0
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,3036,24,343.0
6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6,3037,74,216.0
6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,5,3038,48,125.0
6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6,3039,46,216.0
7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,5,3040,25,125.0
6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,3041,40,216.0
8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5,3042,83,125.0
9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6,3043,99,216.0
6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7,3044,5,343.0
5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5,3045,13,125.0
7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,5,3046,44,125.0
7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,6,3047,32,216.0
6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,6,3048,75,216.0
5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.0666666666667,6,3049,14,216.0
7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,7,3050,97,343.0
6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7,3051,9,343.0
9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2,4,3052,12,64.0
6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,6,3053,79,216.0
6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,5,3054,100,125.0
7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,5,3055,33,125.0
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,3056,68,216.0
8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,4,3057,80,64.0
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,3058,36,343.0
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,3059,5,512.0
7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5,3060,3,125.0
7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,5,3061,78,125.0
6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,5,3062,2,125.0
9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,5,3063,34,125.0
6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,5,3064,22,125.0
7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,7,3065,88,343.0
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5,3066,38,125.0
8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6,3067,67,216.0
8,0.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6,7,3068,70,343.0
7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,3069,85,125.0
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,3070,11,216.0
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,3071,61,512.0
6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7,3072,96,343.0
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,3073,30,216.0
6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9,4,3074,19,64.0
6.4,0.25,0.41,8.6,0.042,57,173,0.9965,3,0.44,9.1,5,3075,53,125.0
6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,5,3076,9,125.0
7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6,3077,32,216.0
6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6,3078,38,216.0
7.9,0.31,0.22,13.3,0.048,46,212,0.99942,3.47,0.59,10,5,3079,16,125.0
7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,4,3080,40,64.0
6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,5,3081,77,125.0
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,3082,63,125.0
6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5,3083,27,125.0
6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5,3084,4,125.0
6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,7,3085,46,343.0
6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6,3086,73,216.0
7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,6,3087,97,216.0
7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6,3088,67,216.0
6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6,3089,33,216.0
6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,7,3090,96,343.0
6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,7,3091,94,343.0
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,3092,12,125.0
8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,5,3093,48,125.0
6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,6,3094,2,216.0
7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6,3095,76,216.0
7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6,3096,58,216.0
6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6,3097,72,216.0
7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,6,3098,89,216.0
7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,6,3099,16,216.0
6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,4,3100,66,64.0
5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,6,3101,48,216.0
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,3102,85,343.0
6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6,3103,45,216.0
6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,7,3104,31,343.0
5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7,3105,92,343.0
7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,5,3106,36,125.0
7.2,0.685,0.21,9.5,0.07,33,172,0.9971,3,0.55,9.1,6,3107,28,216.0
7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7,3108,84,343.0
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,3109,13,343.0
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,3110,46,216.0
6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6,3111,42,216.0
7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7,3112,14,343.0
7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,4,3113,99,64.0
5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,6,3114,45,216.0
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,3115,28,216.0
7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,3116,4,125.0
5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,7,3117,58,343.0
6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,6,3118,42,216.0
6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,5,3119,48,125.0
6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,5,3120,92,125.0
6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7,3121,55,343.0
8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,6,3122,70,216.0
7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,5,3123,99,125.0
5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,5,3124,19,125.0
7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,6,3125,27,216.0
8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,3126,40,125.0
6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6,3127,38,216.0
7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5,3128,4,125.0
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,3129,24,216.0
6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5,3130,10,125.0
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,6,3131,64,216.0
6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5,3132,43,125.0
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,3133,61,216.0
6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,6,3134,2,216.0
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,3135,68,216.0
6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,5,3136,39,125.0
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,3137,53,216.0
6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,3138,89,343.0
7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6,3139,97,216.0
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,3140,86,512.0
7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,3141,4,216.0
6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7,3142,95,343.0
6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7,3143,7,343.0
6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5,3144,54,125.0
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,3145,39,125.0
7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7,3146,28,343.0
6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,5,3147,4,125.0
6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,4,3148,40,64.0
6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6,3149,5,216.0
6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,6,3150,71,216.0
6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,5,3151,59,125.0
6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,7,3152,78,343.0
7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5,3153,4,125.0
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,3154,62,125.0
6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6,3155,14,216.0
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5,3156,54,125.0
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,3157,3,216.0
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6,3158,52,216.0
5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,6,3159,47,216.0
8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6,3160,56,216.0
5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,6,3161,96,216.0
5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,6,3162,1,216.0
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,3163,69,216.0
6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6,3164,77,216.0
6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,5,3165,9,125.0
6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,7,3166,59,343.0
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7,3167,89,343.0
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,3168,18,125.0
5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5,3169,87,125.0
6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,6,3170,52,216.0
6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6,3171,15,216.0
5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6,3172,0,216.0
6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8,4,3173,21,64.0
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,3174,10,216.0
5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,6,3175,34,216.0
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,3176,47,216.0
6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7,3177,89,343.0
5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,6,3178,44,216.0
6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,7,3179,95,343.0
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,3180,41,216.0
6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,7,3181,54,343.0
8.4,0.19,0.42,1.6,0.047,9,101,0.994,3.06,0.65,11.1,4,3182,30,64.0
7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,5,3183,30,125.0
6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,7,3184,40,343.0
8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,5,3185,72,125.0
7.3,0.815,0.09,11.4,0.044,45,204,0.99713,3.15,0.46,9,5,3186,60,125.0
6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6,3187,81,216.0
7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6,3188,30,216.0
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.1333333333333,7,3189,32,343.0
6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,5,3190,36,125.0
6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6,3191,55,216.0
6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,6,3192,24,216.0
6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,3193,74,216.0
6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6,3194,42,216.0
6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,6,3195,80,216.0
7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,5,3196,90,125.0
7.5,0.28,0.33,7.7,0.048,42,180,0.9974,3.37,0.59,10.1,6,3197,23,216.0
6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6,3198,43,216.0
6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,7,3199,3,343.0
6.9,0.25,0.35,1.3,0.039,29,191,0.9908,3.13,0.52,11,6,3200,72,216.0
7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5,3201,12,125.0
5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,5,3202,99,125.0
7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,5,3203,5,125.0
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6,3204,15,216.0
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,3205,70,216.0
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,6,3206,45,216.0
6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,6,3207,39,216.0
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,3208,68,216.0
7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,8,3209,77,512.0
7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,5,3210,1,125.0
6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,6,3211,89,216.0
6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,6,3212,4,216.0
6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,3213,31,216.0
6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,7,3214,87,343.0
6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8,3215,39,512.0
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,3216,15,125.0
6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,7,3217,61,343.0
7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,5,3218,44,125.0
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6,3219,76,216.0
6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7,3220,95,343.0
6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6,3221,47,216.0
6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,7,3222,5,343.0
5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,3223,65,343.0
7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5,3224,7,125.0
7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6,3225,0,216.0
