fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature1,feature2,feature3,feature4,feature5
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,2928,55,509,102,639,283
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,2929,82,751,246,679,274
6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5,2930,34,786,28,694,15
7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5,2931,20,727,150,624,266
8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,2932,13,973,190,596,24
7.1,0.29,0.3,16,0.036,58,201,0.99954,3.3,0.67,9,5,2933,57,724,209,603,11
8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,2934,2,838,215,534,459
6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7,2935,20,652,123,716,335
5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,6,2936,65,926,158,609,133
6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6,2937,23,803,249,662,91
6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,5,2938,57,686,206,719,90
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,2939,64,925,54,504,413
7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8,2940,65,925,86,528,411
8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,7,2941,68,718,176,647,458
6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6,5,2942,44,985,26,508,169
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,2943,77,737,98,641,244
7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6,2944,59,890,227,562,300
7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6,2945,52,691,78,513,120
7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5,2946,66,747,208,519,375
5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,2947,88,539,186,583,241
6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,6,2948,4,819,162,654,16
6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7,2949,75,615,190,678,32
8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,5,2950,14,919,163,657,12
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8,2951,39,824,148,565,74
5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6,2952,17,862,29,656,145
7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6,2953,24,632,120,502,235
7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,5,2954,51,927,109,559,30
4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6,2955,88,912,66,683,12
5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,4,2956,44,594,68,624,265
8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,2957,34,692,129,605,146
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5,2958,88,604,246,738,127
6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,6,2959,29,507,226,680,53
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,2960,50,718,150,557,44
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,2961,66,949,105,575,415
7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,5,2962,67,601,241,555,0
7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5,2963,46,520,141,560,67
8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,5,2964,90,665,247,746,3
6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7,2965,57,637,220,721,156
6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,6,2966,2,619,120,541,343
7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,5,2967,26,861,139,555,375
6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,5,2968,95,583,0,688,160
5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,6,2969,36,552,229,691,348
7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,4,2970,96,835,20,712,266
6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5,2971,22,644,179,640,193
6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,5,2972,77,723,115,735,97
5.9,0.26,0.29,5.4,0.046,34,116,0.99224,3.24,0.41,11.4,6,2973,32,630,97,719,379
7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5,2974,55,522,172,736,66
7.2,0.51,0.24,10,0.093,35,197,0.9981,3.41,0.47,9,5,2975,55,938,208,638,140
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,2976,60,660,184,654,435
7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,6,2977,86,625,47,519,64
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,2978,28,514,14,725,462
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,2979,93,949,244,686,118
6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7,2980,25,774,249,538,350
6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,2981,6,513,70,514,102
6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,6,2982,10,833,19,555,330
5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,6,2983,44,642,225,744,194
6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,6,2984,95,625,233,576,252
7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6,2985,85,650,216,593,138
8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,5,2986,88,538,107,736,148
6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,7,2987,40,883,32,744,317
7,0.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,5,2988,89,797,208,638,153
7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,7,2989,25,610,177,748,241
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,2990,23,589,189,567,500
7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,5,2991,86,807,130,639,253
6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,5,2992,8,693,25,569,332
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,2993,82,924,108,565,17
7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6,2994,14,578,18,666,57
7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7,2995,12,841,246,705,103
6.2,0.53,0.02,0.9,0.035,6,81,0.99234,3.24,0.35,9.5,4,2996,14,609,175,596,117
8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,7,2997,99,609,232,597,295
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6,2998,28,700,159,645,371
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.5666666666667,5,2999,46,741,27,563,463
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,5,3000,14,941,198,682,279
6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,5,3001,86,964,31,626,83
6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6,3002,21,728,58,742,324
6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,6,3003,45,789,208,548,485
6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,3004,88,841,110,568,8
5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,6,3005,55,895,231,592,317
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7,3006,20,704,223,533,156
6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,3007,25,787,72,617,411
8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6,3008,99,913,143,680,296
5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,3009,99,577,241,711,66
6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8,3010,79,987,131,662,486
6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5,3011,36,987,114,705,35
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,3012,35,882,65,736,366
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,3013,89,549,175,701,168
6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,6,3014,46,642,174,640,276
6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6,3015,53,861,92,671,320
8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,6,3016,15,964,206,748,75
6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5,3017,85,594,232,542,50
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,3018,62,689,61,730,105
7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5,3019,83,913,159,672,24
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,3020,22,726,112,515,497
8.1,0.25,0.34,10.1,0.05,30,121,0.99724,3.17,0.49,10.1,6,3021,20,585,35,694,76
7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,6,3022,27,715,178,660,357
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,3023,5,898,41,556,384
7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.3666666666667,6,3024,60,848,174,588,439
5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6,3025,39,541,159,627,47
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,3026,35,778,98,635,32
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,3027,40,799,163,586,277
7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,3028,8,882,113,503,49
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,3029,37,695,149,738,234
6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,8,3030,7,631,160,502,295
5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7,3031,65,884,107,513,119
6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5,3032,79,553,143,594,314
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,3033,94,611,27,624,253
6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,5,3034,43,650,217,587,499
6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,6,3035,1,722,12,559,183
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,3036,1,728,80,720,9
6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6,3037,24,756,135,679,221
6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,5,3038,40,842,181,624,31
6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6,3039,90,544,158,685,333
7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,5,3040,17,723,6,636,394
6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,3041,4,846,13,720,112
8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5,3042,55,511,176,660,473
9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6,3043,37,522,150,745,462
6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7,3044,61,700,175,670,334
5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5,3045,82,865,160,649,226
7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,5,3046,50,715,29,532,152
7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,6,3047,76,953,193,716,30
6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,6,3048,19,981,138,620,104
5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.0666666666667,6,3049,4,536,187,749,139
7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,7,3050,25,852,247,605,456
6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7,3051,68,670,22,609,35
9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2,4,3052,11,920,126,507,195
6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,6,3053,78,518,206,726,5
6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,5,3054,63,862,248,599,466
7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,5,3055,15,781,171,713,237
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,3056,5,845,18,649,177
8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,4,3057,1,715,249,736,371
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,3058,49,630,2,638,137
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,3059,7,895,235,744,24
7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5,3060,59,666,135,567,440
7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,5,3061,27,827,232,521,341
6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,5,3062,42,659,50,698,16
9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,5,3063,20,879,90,712,179
6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,5,3064,7,813,77,720,440
7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,7,3065,17,692,148,631,365
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5,3066,90,851,207,588,492
8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6,3067,3,920,207,688,332
8,0.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6,7,3068,86,685,44,662,457
7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,3069,90,710,117,573,447
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,3070,52,678,99,524,62
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,3071,16,905,43,712,139
6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7,3072,13,944,44,505,279
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,3073,74,615,216,665,400
6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9,4,3074,51,806,206,619,476
6.4,0.25,0.41,8.6,0.042,57,173,0.9965,3,0.44,9.1,5,3075,62,690,137,705,232
6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,5,3076,16,746,140,734,154
7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6,3077,3,742,148,549,492
6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6,3078,70,993,232,622,315
7.9,0.31,0.22,13.3,0.048,46,212,0.99942,3.47,0.59,10,5,3079,71,809,29,542,97
7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,4,3080,26,689,209,688,14
6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,5,3081,64,767,223,690,468
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,3082,62,939,89,512,301
6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5,3083,77,945,85,521,155
6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5,3084,80,742,119,721,175
6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,7,3085,39,532,58,710,308
6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6,3086,58,982,35,521,317
7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,6,3087,65,607,22,590,315
7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6,3088,58,993,200,641,207
6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6,3089,51,751,148,647,493
6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,7,3090,40,886,160,646,166
6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,7,3091,85,612,162,615,328
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,3092,45,528,137,509,391
8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,5,3093,60,629,47,659,240
6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,6,3094,97,809,97,641,73
7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6,3095,67,644,53,688,267
7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6,3096,53,568,166,744,334
6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6,3097,48,786,140,609,268
7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,6,3098,92,981,174,738,240
7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,6,3099,54,538,133,509,88
6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,4,3100,8,785,3,691,328
5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,6,3101,69,586,223,737,390
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,3102,74,738,150,514,236
6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6,3103,68,725,244,532,240
6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,7,3104,25,708,57,532,239
5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7,3105,99,707,43,734,414
7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,5,3106,44,996,55,603,450
7.2,0.685,0.21,9.5,0.07,33,172,0.9971,3,0.55,9.1,6,3107,44,587,16,635,27
7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7,3108,68,988,3,623,426
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,3109,42,838,35,564,134
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,3110,51,712,0,747,427
6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6,3111,31,864,70,642,96
7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7,3112,25,839,119,583,312
7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,4,3113,63,709,134,665,200
5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,6,3114,44,699,126,726,445
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,3115,65,897,107,536,206
7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,3116,93,876,17,708,97
5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,7,3117,55,535,182,746,43
6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,6,3118,69,706,158,517,401
6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,5,3119,52,573,166,511,179
6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,5,3120,33,691,145,543,410
6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7,3121,76,515,215,743,173
8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,6,3122,22,703,186,603,81
7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,5,3123,37,797,87,509,241
5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,5,3124,71,583,7,643,160
7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,6,3125,54,565,172,571,398
8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,3126,55,980,238,639,411
6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6,3127,49,935,154,700,88
7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5,3128,98,536,55,616,403
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,3129,5,975,99,650,355
6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5,3130,30,902,136,741,171
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,6,3131,67,659,131,580,404
6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5,3132,91,580,104,550,299
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,3133,49,676,22,741,247
6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,6,3134,25,884,153,568,389
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,3135,100,674,223,670,96
6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,5,3136,11,666,133,719,345
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,3137,29,984,118,748,22
6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,3138,76,640,129,549,358
7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6,3139,67,682,205,556,317
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,3140,14,623,3,706,311
7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,3141,14,865,140,650,360
6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7,3142,18,872,41,637,426
6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7,3143,36,649,89,695,240
6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5,3144,50,901,22,689,56
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,3145,100,828,183,541,219
7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7,3146,40,672,60,718,251
6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,5,3147,1,785,169,546,311
6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,4,3148,77,586,250,663,302
6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6,3149,48,555,105,557,350
6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,6,3150,60,670,115,558,184
6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,5,3151,53,859,121,664,195
6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,7,3152,6,806,110,539,119
7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5,3153,51,865,244,683,435
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,3154,40,906,153,660,320
6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6,3155,80,977,111,614,125
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5,3156,47,627,170,645,490
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,3157,65,819,241,726,403
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6,3158,72,623,99,654,223
5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,6,3159,50,782,206,640,174
8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6,3160,70,995,235,732,94
5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,6,3161,38,541,134,575,120
5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,6,3162,77,841,91,730,147
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,3163,80,867,201,710,463
6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6,3164,35,721,168,653,478
6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,5,3165,7,749,169,651,438
6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,7,3166,55,779,203,736,216
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7,3167,3,500,179,623,304
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,3168,18,964,163,678,418
5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5,3169,91,737,158,627,480
6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,6,3170,20,786,78,500,202
6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6,3171,95,647,142,511,390
5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6,3172,17,812,204,588,327
6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8,4,3173,66,791,192,537,265
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,3174,85,592,247,581,239
5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,6,3175,18,892,211,654,499
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,3176,70,696,37,740,392
6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7,3177,89,570,58,743,348
5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,6,3178,64,588,40,635,134
