fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature1,feature2,feature3
8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6,2925,34,717,95
6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,5,2926,22,528,17
5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6,2927,45,536,219
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,2928,77,743,245
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,2929,67,885,139
6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5,2930,24,999,138
7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5,2931,86,786,167
8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,2932,37,619,189
7.1,0.29,0.3,16,0.036,58,201,0.99954,3.3,0.67,9,5,2933,23,897,122
8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,2934,52,737,158
6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7,2935,100,920,100
5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,6,2936,96,707,35
6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6,2937,44,848,178
6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,5,2938,57,960,5
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,2939,26,760,108
7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8,2940,91,834,40
8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,7,2941,93,815,124
6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6,5,2942,23,968,76
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,2943,34,959,191
7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6,2944,10,859,16
7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6,2945,16,823,130
7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5,2946,100,609,84
5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,2947,76,912,64
6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,6,2948,7,688,207
6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7,2949,33,879,163
8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,5,2950,10,576,61
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8,2951,55,915,99
5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6,2952,44,588,238
7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6,2953,89,894,32
7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,5,2954,34,686,81
4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6,2955,77,759,155
5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,4,2956,10,703,61
8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,2957,69,962,147
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5,2958,77,694,225
6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,6,2959,82,759,24
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,2960,3,607,179
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,2961,58,788,140
7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,5,2962,4,835,183
7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5,2963,23,903,22
8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,5,2964,85,714,105
6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7,2965,22,807,107
6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,6,2966,68,839,189
7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,5,2967,9,565,58
6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,5,2968,10,943,121
5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,6,2969,53,678,99
7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,4,2970,75,577,103
6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5,2971,99,501,171
6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,5,2972,30,533,127
5.9,0.26,0.29,5.4,0.046,34,116,0.99224,3.24,0.41,11.4,6,2973,99,868,49
7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5,2974,64,827,41
7.2,0.51,0.24,10,0.093,35,197,0.9981,3.41,0.47,9,5,2975,70,528,60
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,2976,59,984,97
7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,6,2977,15,824,61
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,2978,16,726,33
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,2979,37,704,172
6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7,2980,72,830,122
6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,2981,71,822,181
6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9,6,2982,74,708,171
5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,6,2983,18,523,214
6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6,6,2984,75,945,2
7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6,2985,55,559,234
8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,5,2986,11,521,144
6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,7,2987,15,803,26
7,0.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,5,2988,54,825,14
7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,7,2989,15,577,226
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,2990,37,580,31
7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,5,2991,13,983,20
6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,5,2992,7,542,121
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,2993,46,777,64
7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6,2994,81,984,70
7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7,2995,16,975,212
6.2,0.53,0.02,0.9,0.035,6,81,0.99234,3.24,0.35,9.5,4,2996,51,902,243
8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,7,2997,98,784,139
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6,2998,97,866,105
6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.5666666666667,5,2999,10,905,150
5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,5,3000,46,874,120
6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,5,3001,5,916,219
6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6,3002,73,946,66
6.9,0.27,0.4,14,0.05,64,227,0.9979,3.18,0.58,9.6,6,3003,8,546,51
6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,3004,72,842,45
5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,6,3005,44,541,162
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7,3006,0,766,237
6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5,3007,28,727,4
8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6,3008,44,967,19
5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,3009,30,702,188
6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8,3010,1,854,244
6.5,0.43,0.18,13.15,0.032,25,131,0.99565,3.23,0.51,10.7,5,3011,47,632,53
9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,3012,25,611,112
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,3013,85,816,173
6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,6,3014,46,780,119
6.4,0.25,0.32,11.3,0.038,69,192,0.99573,3.14,0.5,10.2,6,3015,66,926,203
8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6,6,3016,83,785,220
6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5,3017,81,762,50
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,3018,86,953,90
7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4,5,3019,62,665,138
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,3020,91,501,100
8.1,0.25,0.34,10.1,0.05,30,121,0.99724,3.17,0.49,10.1,6,3021,18,653,11
7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,6,3022,4,745,246
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5,3023,10,544,62
7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.3666666666667,6,3024,21,747,160
5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6,3025,37,711,216
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,3026,20,888,229
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,3027,86,992,31
7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,3028,45,723,241
7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,3029,52,713,118
6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,8,3030,19,991,216
5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7,3031,9,879,92
6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,5,3032,21,929,164
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,3033,28,662,216
6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,5,3034,100,549,14
6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,6,3035,11,515,107
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,3036,44,877,129
6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6,3037,30,759,238
6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,5,3038,80,965,133
6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6,3039,57,542,11
7.6,0.4,0.27,1.2,0.053,23,193,0.99164,3.22,0.38,11.6,5,3040,87,724,174
6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,3041,35,531,69
8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,5,3042,31,654,101
9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6,3043,41,707,12
6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7,3044,37,695,209
5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5,3045,58,939,95
7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3,5,3046,44,763,214
7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,6,3047,41,685,171
6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,6,3048,62,524,225
5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.0666666666667,6,3049,98,581,100
7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,7,3050,73,676,186
6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7,3051,79,620,199
9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2,4,3052,95,719,127
6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,6,3053,45,726,79
6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,5,3054,18,674,82
7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,5,3055,40,775,182
8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6,3056,17,596,217
8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,4,3057,82,947,173
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,3058,13,560,33
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,3059,73,671,25
7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5,3060,28,944,17
7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,5,3061,72,531,204
6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,5,3062,20,514,130
9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,5,3063,41,946,232
6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,5,3064,77,753,192
7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5,7,3065,67,666,40
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5,3066,42,838,172
8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6,3067,88,628,10
8,0.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6,7,3068,65,627,173
7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,3069,41,663,35
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,3070,7,742,89
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,3071,94,742,16
6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7,3072,67,746,96
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,3073,67,829,51
6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9,4,3074,21,909,17
6.4,0.25,0.41,8.6,0.042,57,173,0.9965,3,0.44,9.1,5,3075,51,655,1
6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2,5,3076,72,682,48
7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6,3077,75,824,52
6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6,3078,1,682,129
7.9,0.31,0.22,13.3,0.048,46,212,0.99942,3.47,0.59,10,5,3079,82,970,163
7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,4,3080,88,795,43
6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,5,3081,19,782,118
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5,3082,25,990,146
6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5,3083,56,611,238
6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5,3084,79,834,190
6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,7,3085,85,909,165
6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6,3086,90,925,147
7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,6,3087,47,807,166
7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6,3088,87,687,166
6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6,3089,7,814,97
6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,7,3090,94,545,203
6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,7,3091,21,831,212
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,3092,85,867,142
8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,5,3093,61,785,229
6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8,6,3094,95,553,185
7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6,3095,97,509,25
7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6,3096,4,917,206
6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,6,3097,20,712,1
7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,6,3098,17,710,228
7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,6,3099,67,560,133
6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,4,3100,79,608,17
5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,6,3101,35,800,229
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,3102,86,979,65
6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6,3103,8,717,78
6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,7,3104,8,991,48
5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7,3105,0,816,226
7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,5,3106,29,920,99
7.2,0.685,0.21,9.5,0.07,33,172,0.9971,3,0.55,9.1,6,3107,37,619,246
7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7,3108,49,619,184
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,3109,93,865,185
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,3110,4,908,2
6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6,3111,61,554,192
7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7,3112,76,655,34
7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,4,3113,69,623,82
5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,6,3114,30,831,26
7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,3115,58,749,111
7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,3116,85,816,59
5.2,0.5,0.18,2,0.036,23,129,0.98949,3.36,0.77,13.4,7,3117,88,911,30
6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,6,3118,84,773,117
6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,5,3119,55,661,114
6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,5,3120,82,870,151
6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7,3121,62,568,209
8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,6,3122,43,884,107
7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,5,3123,68,943,160
5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,5,3124,49,867,62
7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,6,3125,39,873,18
8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,3126,40,791,9
6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6,3127,34,717,128
7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5,3128,56,684,197
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6,3129,90,594,136
6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,5,3130,83,534,27
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,6,3131,27,685,160
6.3,0.24,0.29,1.6,0.052,48,185,0.9934,3.21,0.5,9.4,5,3132,88,606,124
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,3133,67,958,115
6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,6,3134,96,617,136
6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6,3135,4,993,242
6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,5,3136,98,534,144
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,3137,74,550,82
6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,3138,70,508,114
7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6,3139,61,558,148
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,3140,34,700,13
7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,3141,76,741,16
6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11,7,3142,50,846,60
6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7,3143,70,822,163
6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5,3144,55,642,169
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,3145,13,949,187
7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7,3146,99,587,32
6.3,0.29,0.3,8.1,0.212,60,150,0.9958,3.1,0.4,9.3,5,3147,3,817,175
6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,4,3148,9,508,57
6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6,3149,69,856,202
6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,6,3150,92,519,92
6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,5,3151,83,746,29
6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,7,3152,77,644,14
7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5,3153,69,839,83
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,3154,42,808,123
6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6,3155,57,570,22
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5,3156,12,694,209
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,3157,20,668,183
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6,3158,10,875,238
5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,6,3159,86,697,4
8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6,3160,33,598,153
5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,6,3161,98,610,119
5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,6,3162,27,692,196
6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,3163,41,992,32
6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6,3164,23,799,204
6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,5,3165,12,778,214
6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,7,3166,31,525,126
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7,3167,98,899,70
7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,3168,88,725,139
5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5,3169,26,805,213
6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,6,3170,45,992,18
6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6,3171,70,776,153
5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6,3172,43,563,115
6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8,4,3173,88,912,133
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,3174,98,821,229
5.8,0.315,0.19,19.4,0.031,28,106,0.99704,2.97,0.4,10.55,6,3175,50,856,103
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,3176,75,982,152
6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9,7,3177,99,904,182
5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,6,3178,68,854,74
6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,7,3179,54,980,181
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,3180,3,854,176
6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,7,3181,18,659,22
8.4,0.19,0.42,1.6,0.047,9,101,0.994,3.06,0.65,11.1,4,3182,37,625,50
7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,5,3183,73,957,143
6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,7,3184,68,852,19
8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,5,3185,14,718,182
7.3,0.815,0.09,11.4,0.044,45,204,0.99713,3.15,0.46,9,5,3186,70,766,171
6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6,3187,53,538,215
7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6,3188,30,780,72
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.1333333333333,7,3189,33,580,38
6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,5,3190,57,845,122
6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6,3191,94,520,10
6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7,6,3192,16,955,13
6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,3193,76,648,139
6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6,3194,36,728,24
6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,6,3195,46,860,186
