fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id,feature_y_5,feature_y_5,feature_y_5,feature_y_5,feature_y_5
7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,6,2784,72,216.0,0.6571352505857563,0.7179850839697136,481
6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,7,2785,72,343.0,0.5000598871065874,0.8438377837054513,460
6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,5,2786,72,125.0,0.6416059487086537,0.7877145121442345,257
5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,3,2787,6,27.0,1.656031047371241,0.2921388087338362,482
7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6,2788,80,216.0,75.00114019349475,0.7179850839697136,443
6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6,2789,54,216.0,3.0307639111265914,0.7179850839697136,137
7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,7,2790,18,343.0,0.792011736495563,0.8438377837054513,471
6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6,2791,53,216.0,0.5118165349835696,0.7179850839697136,337
9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,4,2792,1,64.0,0.5655787851770312,0.39185723042955,422
5.5,0.35,0.35,1.1,0.045,14,167,0.992,3.34,0.68,9.9,6,2793,39,216.0,1.1413081276895751,0.7179850839697136,391
5.6,0.2,0.36,2.5,0.048,16,125,0.99282,3.49,0.49,10,6,2794,63,216.0,10.192905135392081,0.7179850839697136,410
7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9,5,2795,72,125.0,6.701371544647965,0.7877145121442345,446
6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,5,2796,42,125.0,1.0177711054044516,0.7877145121442345,450
6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6,2797,70,216.0,0.5458787666938596,0.7179850839697136,345
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,2798,90,216.0,0.5218049061093564,0.7179850839697136,268
8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,5,2799,82,125.0,0.8632711729067463,0.7877145121442345,276
7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5,2800,20,125.0,3.9257865255065982,0.7877145121442345,465
5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2,6,2801,53,216.0,27.57179808741113,0.7179850839697136,132
7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7,5,2802,1,125.0,1.4207335449802019,0.7877145121442345,67
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8,2803,38,512.0,0.6083751238915468,0.996833390848202,1
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,2804,78,512.0,0.5020715558894846,0.996833390848202,305
6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7,2805,19,343.0,0.7002974099252164,0.8438377837054513,279
8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12,5,2806,95,125.0,2.1244381467550557,0.7877145121442345,301
6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,6,2807,46,216.0,11769.245162860096,0.7179850839697136,398
6.8,0.24,0.29,9.5,0.042,56,157,0.99586,3.11,0.51,10.1,6,2808,48,216.0,2.2282905417956007,0.7179850839697136,472
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,2809,43,216.0,0.7121197369431039,0.7179850839697136,376
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,2810,2,216.0,0.5030007025392063,0.7179850839697136,239
6,0.67,0.07,1.2,0.06,9,108,0.9931,3.11,0.35,8.7,4,2811,79,64.0,0.6011589862282414,0.39185723042955,71
7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,5,2812,0,125.0,1.372001677658488,0.7877145121442345,69
6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,2813,18,216.0,22.96018885560662,0.7179850839697136,223
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6,2814,87,216.0,4.208797086589654,0.7179850839697136,105
6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,5,2815,31,125.0,0.8829314329774576,0.7877145121442345,498
6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,5,2816,16,125.0,0.5247468988511296,0.7877145121442345,130
7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,6,2817,21,216.0,0.5416848470523723,0.7179850839697136,438
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,2818,29,343.0,0.9914633383981067,0.8438377837054513,250
7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6,2819,32,216.0,6.126989269762546,0.7179850839697136,35
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,2820,95,216.0,11.474049739113712,0.7179850839697136,97
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5,2821,40,125.0,1.1759708344102158,0.7877145121442345,318
6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,6,2822,7,216.0,0.5710544610896948,0.7179850839697136,483
7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,2823,32,216.0,0.5098578187296202,0.7179850839697136,365
5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6,2824,10,216.0,0.7765950624459531,0.7179850839697136,89
6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,6,2825,42,216.0,2.8609931298191347,0.7179850839697136,249
7.3,0.28,0.43,1.7,0.08,21,123,0.9905,3.19,0.42,12.8,5,2826,16,125.0,106.09350204206336,0.7877145121442345,388
6.1,0.36,0.41,19.35,0.07,67,207,1.00118,3.39,0.53,9.1,5,2827,70,125.0,1.7239839300459405,0.7877145121442345,344
7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,6,2828,77,216.0,0.6507127509215005,0.7179850839697136,126
5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7,2829,50,343.0,0.5000021888216856,0.8438377837054513,85
7.5,0.32,0.37,1.2,0.048,22,184,0.9938,3.09,0.43,9.3,5,2830,21,125.0,0.6477444328860552,0.7877145121442345,238
6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,7,2831,25,343.0,1.7016590059332972,0.8438377837054513,251
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,2832,49,216.0,94.2800829024502,0.7179850839697136,337
5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6,7,2833,32,343.0,2.9137934321998915,0.8438377837054513,265
7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7,2834,53,343.0,0.7814654892483655,0.8438377837054513,22
6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,6,2835,55,216.0,0.5104664370861653,0.7179850839697136,173
5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,6,2836,92,216.0,0.5692670339265475,0.7179850839697136,157
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6,2837,70,216.0,1.1646307403351275,0.7179850839697136,199
7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,6,2838,77,216.0,11.037254245455062,0.7179850839697136,162
5.4,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6,2839,42,216.0,6.302812202244962,0.7179850839697136,103
7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8,2840,50,512.0,0.9997589033170532,0.996833390848202,22
7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,5,2841,12,125.0,0.5430057110798263,0.7877145121442345,412
8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5,4,2842,36,64.0,0.5237804043564882,0.39185723042955,106
7.4,0.18,0.29,1.4,0.042,34,101,0.99384,3.54,0.6,10.5,7,2843,19,343.0,0.8765154033802481,0.8438377837054513,454
7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,7,2844,35,343.0,4.114550782638641,0.8438377837054513,218
6.6,0.27,0.41,1.3,0.052,16,142,0.9951,3.42,0.47,10,6,2845,100,216.0,24.304786066528717,0.7179850839697136,439
7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,6,2846,54,216.0,1.3873164819928474,0.7179850839697136,489
6.5,0.22,0.28,3.7,0.059,29,151,0.99177,3.23,0.41,12.1,7,2847,49,343.0,0.603438979392134,0.8438377837054513,258
6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,5,2848,18,125.0,0.5026835434676467,0.7877145121442345,21
5.7,0.385,0.04,12.6,0.034,22,115,0.9964,3.28,0.63,9.9,6,2849,49,216.0,0.708266085044562,0.7179850839697136,86
6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7,2850,94,343.0,2.1940575501995228,0.8438377837054513,410
7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,6,2851,59,216.0,91829.00669276473,0.7179850839697136,483
6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6,2852,78,216.0,2.156889571894827,0.7179850839697136,108
6,0.4,0.3,1.6,0.047,30,117,0.9931,3.17,0.48,10.1,6,2853,67,216.0,0.7040340433661817,0.7179850839697136,450
5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5,2854,46,125.0,0.502350926549069,0.7877145121442345,57
7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6,2855,43,216.0,0.6060221810064909,0.7179850839697136,177
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6,2856,20,216.0,1.4047592590433042,0.7179850839697136,116
6.2,0.3,0.31,1.6,0.035,40,106,0.98914,3.26,0.39,12.9,7,2857,51,343.0,25.949640652343334,0.8438377837054513,81
7.2,0.26,0.44,7.1,0.027,25,126,0.993,3.02,0.34,11.1,8,2858,26,512.0,4.013291803724068,0.996833390848202,228
7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6,2859,54,216.0,0.869477788607045,0.7179850839697136,43
6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5,2860,12,125.0,0.5227272298612464,0.7877145121442345,296
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7,2861,45,343.0,0.5445070457778322,0.8438377837054513,200
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,2862,61,216.0,1.009175885733407,0.7179850839697136,499
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,2863,81,343.0,6.508250420194303,0.8438377837054513,183
6.5,0.26,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,6,2864,22,216.0,10.579328566638083,0.7179850839697136,287
7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5,2865,11,125.0,1.1522233530483958,0.7877145121442345,260
8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5,2866,98,125.0,0.5673068646654347,0.7877145121442345,420
6.1,0.24,0.27,9.8,0.062,33,152,0.9966,3.31,0.47,9.5,6,2867,31,216.0,0.5111676195785189,0.7179850839697136,104
7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,5,2868,29,125.0,0.7869841364920909,0.7877145121442345,256
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7,2869,65,343.0,2.97454617714811,0.8438377837054513,480
7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,5,2870,42,125.0,83.29444094955825,0.7877145121442345,424
7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6,2871,100,216.0,1.677337437474915,0.7179850839697136,7
7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5,2872,62,125.0,0.6444844393775475,0.7877145121442345,188
6.2,0.28,0.43,13,0.039,64,233,0.99745,3.08,0.38,8.9,5,2873,64,125.0,0.5000228437235343,0.7877145121442345,85
7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,5,2874,94,125.0,0.6540744113094672,0.7877145121442345,400
5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,7,2875,90,343.0,1.7494769533928345,0.8438377837054513,19
7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,2876,96,343.0,122.09540622793395,0.8438377837054513,116
7.5,0.19,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9,5,2877,99,125.0,2.8038971023415797,0.7877145121442345,491
7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7,2878,5,343.0,0.771248538901188,0.8438377837054513,426
5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,2879,42,216.0,0.5092013549232985,0.7179850839697136,389
6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,2880,98,125.0,0.5730815667595235,0.7877145121442345,333
7.4,0.2,1.66,2.1,0.022,34,113,0.99165,3.26,0.55,12.2,6,2881,95,216.0,1.1888638163192191,0.7179850839697136,195
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8,2882,65,512.0,11.992993163828558,0.996833390848202,354
6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,6,2883,77,216.0,5.939683118724157,0.7179850839697136,447
6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5,5,2884,64,125.0,0.9823732361295221,0.7877145121442345,54
6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,6,2885,23,216.0,0.540239704783355,0.7179850839697136,369
6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,5,2886,7,125.0,0.5258496930139009,0.7877145121442345,213
6.8,0.2,0.28,12.6,0.048,54,136,0.99556,3.19,0.37,10.7,6,2887,83,216.0,0.8902073352770392,0.7179850839697136,430
6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7,2888,3,343.0,4.31795732829397,0.8438377837054513,11
7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6,2889,36,216.0,21.58900969967378,0.7179850839697136,197
6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,8,2890,76,512.0,1.3552745779682367,0.996833390848202,55
7.1,0.21,0.3,1.4,0.037,45,143,0.9932,3.13,0.33,9.9,6,2891,51,216.0,0.5986560899633188,0.7179850839697136,17
6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,6,2892,38,216.0,0.5033755718156763,0.7179850839697136,346
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,2893,80,343.0,0.716484456491501,0.8438377837054513,255
6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,5,2894,72,125.0,2.2675172636074925,0.7877145121442345,366
7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,2895,6,216.0,3996.9353720094045,0.7179850839697136,72
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,2896,25,216.0,2.089188409096416,0.7179850839697136,495
6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,6,2897,28,216.0,0.6961937522144632,0.7179850839697136,354
6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6,2898,3,216.0,0.5017809812526555,0.7179850839697136,242
7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,7,2899,79,343.0,0.611040759001521,0.8438377837054513,236
7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,6,2900,39,216.0,1.4389323400655032,0.7179850839697136,220
7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6,2901,22,216.0,29.568289114819933,0.7179850839697136,35
7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,5,2902,46,125.0,3.8316856319028982,0.7877145121442345,154
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,2903,98,343.0,0.8564624961923767,0.8438377837054513,49
7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6,2904,56,216.0,0.5208006450350685,0.7179850839697136,142
5.8,0.36,0.38,0.9,0.037,3,75,0.9904,3.28,0.34,11.4,4,2905,6,64.0,0.5474373584943888,0.39185723042955,58
6.7,0.26,0.29,5.8,0.025,26,74,0.9929,3.28,0.53,11,6,2906,77,216.0,1.02752980781042,0.7179850839697136,119
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,2907,57,343.0,6.92735776936392,0.8438377837054513,142
6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,4,2908,90,64.0,9.786795824073202,0.39185723042955,424
7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,5,2909,22,125.0,1.1293631882444275,0.7877145121442345,8
7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6,2910,80,216.0,0.5636840718257033,0.7179850839697136,336
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,2911,95,216.0,0.5125628899648093,0.7179850839697136,489
6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,7,2912,12,343.0,0.7977089172988696,0.8438377837054513,90
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,2913,78,343.0,3.095491009561961,0.8438377837054513,111
5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6,2914,43,216.0,67.13581783476195,0.7179850839697136,213
8.3,0.17,0.31,1.5,0.049,48,153,0.9942,3.12,0.58,9.4,6,2915,23,216.0,1.6328112489588598,0.7179850839697136,363
7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5,2916,72,125.0,0.6384446825941726,0.7877145121442345,221
6,0.2,0.24,5.3,0.075,49,201,0.99466,3.21,0.43,9.5,5,2917,14,125.0,0.5001218647601732,0.7877145121442345,462
7.4,0.18,0.34,2.7,0.03,30,107,0.992,2.97,0.53,11,6,2918,5,216.0,0.6606016487160613,0.7179850839697136,24
7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,5,2919,47,125.0,1.7996251422549683,0.7877145121442345,211
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,2920,28,343.0,164.34516628179065,0.8438377837054513,339
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6,2921,66,216.0,2.7005180156469675,0.7179850839697136,107
6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5,5,2922,40,125.0,0.7613491697793808,0.7877145121442345,375
9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,6,2923,71,216.0,0.508020472077519,0.7179850839697136,335
8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,7,2924,79,343.0,0.5770252854761672,0.8438377837054513,130
8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6,2925,48,216.0,1.2140533994523608,0.7179850839697136,159
6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,5,2926,74,125.0,13.080607431370286,0.7877145121442345,270
5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6,2927,60,216.0,5.607908958929478,0.7179850839697136,172
7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,2928,97,216.0,0.9655871448605013,0.7179850839697136,469
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,2929,57,343.0,0.5375787973879234,0.8438377837054513,136
6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5,2930,23,125.0,0.5280141657989353,0.7877145121442345,52
7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5,2931,38,125.0,0.9043654253172959,0.7877145121442345,71
8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,2932,83,343.0,4.53755748459827,0.8438377837054513,285
7.1,0.29,0.3,16,0.036,58,201,0.99954,3.3,0.67,9,5,2933,27,125.0,19.307093227179,0.7877145121442345,287
8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,2934,100,125.0,1.3245352203340983,0.7877145121442345,329
6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7,2935,59,343.0,0.5940225484016745,0.8438377837054513,471
5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,6,2936,94,216.0,0.5041480786757317,0.7179850839697136,54
6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6,2937,14,216.0,0.7249609590086666,0.7179850839697136,180
6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,5,2938,52,125.0,2.3451026330162223,0.7877145121442345,336
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,2939,20,216.0,1245.6435705166932,0.7179850839697136,496
7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8,2940,53,512.0,2.024937813976436,0.996833390848202,405
8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,7,2941,72,343.0,0.6885909976187875,0.8438377837054513,69
6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6,5,2942,77,125.0,0.5012905071643361,0.7877145121442345,292
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,2943,28,343.0,0.616218890601355,0.8438377837054513,372
7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6,2944,61,216.0,1.4746016142684946,0.7179850839697136,53
7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1,6,2945,39,216.0,34.005929533170125,0.7179850839697136,51
7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5,2946,20,125.0,3.662694137085598,0.7877145121442345,208
5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,2947,52,125.0,0.8438685104389081,0.7877145121442345,289
6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,6,2948,54,216.0,0.5189658578260131,0.7179850839697136,192
6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7,2949,97,343.0,0.5504778754500825,0.8438377837054513,472
8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,5,2950,7,125.0,1.0465545073611482,0.7877145121442345,454
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8,2951,81,512.0,7.389487323635757,0.996833390848202,257
5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6,2952,46,216.0,9.081465962854447,0.7179850839697136,192
7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6,2953,54,216.0,1.1073484514588483,0.7179850839697136,346
7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,5,2954,66,125.0,0.56018336532814,0.7877145121442345,295
4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6,2955,14,216.0,0.5140445356534602,0.7179850839697136,261
5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,4,2956,32,64.0,0.808782025470314,0.39185723042955,467
8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,2957,39,125.0,3.224480674273241,0.7877145121442345,300
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5,2958,87,125.0,55.26856132675151,0.7877145121442345,16
6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,6,2959,45,216.0,1.5902806759947121,0.7179850839697136,105
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,2960,59,216.0,0.6325880874442112,0.7179850839697136,237
6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,2961,55,216.0,0.500299314016548,0.7179850839697136,421
7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,5,2962,86,125.0,0.6673321684189745,0.7877145121442345,163
7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5,2963,13,125.0,1.8522552843807691,0.7877145121442345,426
8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,5,2964,1,125.0,233.06390805896606,0.7877145121442345,483
6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,7,2965,22,343.0,2.6031530647592787,0.8438377837054513,203
6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,6,2966,38,216.0,0.7517562176891511,0.7179850839697136,219
7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,5,2967,96,125.0,0.5069230291855057,0.7877145121442345,373
6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,5,2968,52,125.0,0.5811012189262948,0.7877145121442345,334
5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,6,2969,53,216.0,1.2402485223398385,0.7179850839697136,245
7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,4,2970,13,64.0,14.325518191856556,0.39185723042955,194
6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5,2971,39,125.0,5.30398402097847,0.7877145121442345,211
6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5,5,2972,67,125.0,0.9493751398950103,0.7877145121442345,82
5.9,0.26,0.29,5.4,0.046,34,116,0.99224,3.24,0.41,11.4,6,2973,67,216.0,0.5350211261668038,0.7179850839697136,20
7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5,2974,4,125.0,0.5302752891558453,0.7877145121442345,394
7.2,0.51,0.24,10,0.093,35,197,0.9981,3.41,0.47,9,5,2975,46,125.0,0.9190091295255083,0.7877145121442345,83
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,2976,2,216.0,4.7751136973781,0.7179850839697136,240
7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,6,2977,44,216.0,17.371317229779155,0.7179850839697136,111
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,2978,33,512.0,1.2950305644053355,0.996833390848202,238
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,2979,92,125.0,0.5895346105429142,0.7877145121442345,34
