instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0,feature1,feature2
10405,2012-03-14,1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0,86,197,283,325.15625,0.9989817552522117,0.04511599132469949
10406,2012-03-14,1,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,78,278,356,325.1875,0.5017883482323922,0.8649904355414617
10407,2012-03-14,1,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,140,642,782,325.21875,0.4567469520367585,0.8895966624291769
10408,2012-03-14,1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0,102,647,749,325.25,0.9953512109998026,0.09631182046470912
10409,2012-03-14,1,1,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,70,402,472,325.28125,0.6188341568669188,0.7855216650702956
10410,2012-03-14,1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,44,286,330,325.3125,0.3266361671894781,0.9451501543584317
10411,2012-03-14,1,1,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,47,241,288,325.34375,0.9717987054917312,0.235811950512682
10412,2012-03-14,1,1,3,22,0,3,1,1,0.52,0.5,0.55,0.1343,43,159,202,325.375,0.723493995644233,0.6903306731319002
10413,2012-03-14,1,1,3,23,0,3,1,1,0.56,0.5303,0.43,0.1642,19,72,91,325.40625,0.18998775723506528,0.9817864595220235
10414,2012-03-15,1,1,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,14,46,60,325.4375,0.9287956422858773,0.3705923027678324
10415,2012-03-15,1,1,3,1,0,4,1,1,0.5,0.4848,0.59,0.1045,15,8,23,325.46875,0.8136730971796133,0.5813227080771363
10416,2012-03-15,1,1,3,2,0,4,1,1,0.5,0.4848,0.59,0,14,5,19,325.5,0.049536741027845145,0.9987723020230087
10417,2012-03-15,1,1,3,3,0,4,1,1,0.5,0.4848,0.63,0,0,7,7,325.53125,0.8672027279846887,0.4979552475633871
10418,2012-03-15,1,1,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,11,3,14,325.5625,0.8875665261426916,0.4606795650677319
10419,2012-03-15,1,1,3,5,0,4,1,1,0.46,0.4545,0.67,0,2,24,26,325.59375,0.091905753387853,0.9957677101082416
10420,2012-03-15,1,1,3,6,0,4,1,1,0.44,0.4394,0.72,0.0896,4,113,117,325.625,0.7882527451866805,0.6153516146933086
10421,2012-03-15,1,1,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,14,367,381,325.65625,0.9436953050503624,0.3308159174312863
10422,2012-03-15,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,21,602,623,325.6875,0.23150875352461603,0.9728328207053247
10423,2012-03-15,1,1,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,30,285,315,325.71875,0.6935258783343445,0.7204317150713008
10424,2012-03-15,1,1,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,34,130,164,325.75,0.9809360160111626,0.19433098695819995
10425,2012-03-15,1,1,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,60,151,211,325.78125,0.3664781043855306,0.9304266757815944
10426,2012-03-15,1,1,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,59,206,265,325.8125,0.5849180863117887,0.811092369773847
10427,2012-03-15,1,1,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,62,211,273,325.84375,0.9985432859420086,0.05395652045986766
10428,2012-03-15,1,1,3,14,0,4,1,2,0.72,0.6515,0.3,0.1045,81,177,258,325.875,0.49411239349544417,0.8693980346160229
10429,2012-03-15,1,1,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,100,187,287,325.90625,0.46460315481478043,0.8855190051806642
10430,2012-03-15,1,1,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,95,331,426,325.9375,0.9961647052155205,0.08749788616232515
10431,2012-03-15,1,1,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,79,634,713,325.96875,0.6118570196900224,0.7909683858764797
10432,2012-03-15,1,1,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,98,648,746,326.0,0.3349891880152668,0.9422219716780501
10433,2012-03-15,1,1,3,19,0,4,1,2,0.64,0.6212,0.5,0.194,72,353,425,326.03125,0.9738478811411112,0.22720102199807135
10434,2012-03-15,1,1,3,20,0,4,1,2,0.58,0.5455,0.6,0.3582,60,270,330,326.0625,0.7173553234754221,0.6967074995157383
10435,2012-03-15,1,1,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,36,207,243,326.09375,0.19867041033999958,0.9800663590060299
10436,2012-03-15,1,1,3,22,0,4,1,1,0.52,0.5,0.68,0.1343,32,137,169,326.125,0.9320394851043646,0.3623567278337616
10437,2012-03-15,1,1,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,12,85,97,326.15625,0.8084957555840842,0.5885020078151992
10438,2012-03-16,1,1,3,0,0,5,1,1,0.44,0.4394,0.77,0.2537,8,49,57,326.1875,0.05837524305099548,0.9982947114949259
10439,2012-03-16,1,1,3,1,0,5,1,2,0.42,0.4242,0.82,0.3284,4,22,26,326.21875,0.8715763124362161,0.49025986129815624
10440,2012-03-16,1,1,3,2,0,5,1,2,0.42,0.4242,0.82,0.194,0,4,4,326.25,0.88345413964768,0.46851764442694954
10441,2012-03-16,1,1,3,3,0,5,1,2,0.4,0.4091,0.87,0.2836,0,3,3,326.28125,0.08308830512457394,0.9965421885457363
10442,2012-03-16,1,1,3,4,0,5,1,2,0.4,0.4091,0.87,0.2537,0,3,3,326.3125,0.7936685339487143,0.6083504403053379
10443,2012-03-16,1,1,3,5,0,5,1,2,0.4,0.4091,0.87,0.2239,2,30,32,326.34375,0.9407301830995265,0.33915589719999184
10444,2012-03-16,1,1,3,6,0,5,1,2,0.4,0.4091,0.87,0.1642,3,96,99,326.375,0.22288884030814857,0.9748438669172047
10445,2012-03-16,1,1,3,7,0,5,1,2,0.4,0.4091,0.87,0.194,13,265,278,326.40625,0.69987547435799,0.7142648811135673
10446,2012-03-16,1,1,3,8,0,5,1,2,0.4,0.4091,0.87,0.2239,28,534,562,326.4375,0.9791775055405088,0.20300594238461844
10447,2012-03-16,1,1,3,9,0,5,1,2,0.42,0.4242,0.82,0,35,277,312,326.46875,0.35822825383751006,0.9336340386642554
10448,2012-03-16,1,1,3,10,0,5,1,2,0.4,0.4091,0.87,0.0896,44,136,180,326.5,0.5920744023894609,0.8058833054699438
10449,2012-03-16,1,1,3,11,0,5,1,2,0.44,0.4394,0.77,0,40,167,207,326.53125,0.9980265835505631,0.06279282225215732
10450,2012-03-16,1,1,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,72,222,294,326.5625,0.4863977264306808,0.8737375187795615
10451,2012-03-16,1,1,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896,52,208,260,326.59375,0.47242295723152816,0.8813719699880509
10452,2012-03-16,1,1,3,14,0,5,1,2,0.48,0.4697,0.72,0,56,146,202,326.625,0.9969001527051612,0.07867709664461597
10453,2012-03-16,1,1,3,15,0,5,1,3,0.46,0.4545,0.82,0.1045,19,88,107,326.65625,0.6048319452222702,0.7963531365158579
10454,2012-03-16,1,1,3,16,0,5,1,3,0.48,0.4697,0.77,0,18,111,129,326.6875,0.3433159633725512,0.939219968534303
10455,2012-03-16,1,1,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896,23,235,258,326.71875,0.9758207585253327,0.2185722929171131
10456,2012-03-16,1,1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,31,377,408,326.75,0.7111604485179176,0.7030297408102976
10457,2012-03-16,1,1,3,19,0,5,1,2,0.46,0.4545,0.88,0,23,273,296,326.78125,0.20733749817243002,0.978269473024482
10458,2012-03-16,1,1,3,20,0,5,1,1,0.46,0.4545,0.88,0,31,204,235,326.8125,0.9352103052289079,0.3540927632607774
10459,2012-03-16,1,1,3,21,0,5,1,2,0.44,0.4394,0.94,0,8,144,152,326.84375,0.8032550706012214,0.5956352000624433
10460,2012-03-16,1,1,3,22,0,5,1,2,0.44,0.4394,0.94,0,16,132,148,326.875,0.06720917153667734,0.997738907360715
10461,2012-03-16,1,1,3,23,0,5,1,2,0.44,0.4394,0.94,0,22,104,126,326.90625,0.8758816113147296,0.48252606454026187
10462,2012-03-17,1,1,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896,13,87,100,326.9375,0.8792725369850228,0.47631901673555044
10463,2012-03-17,1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0,12,57,69,326.96875,0.07426434712434443,0.9972385906823877
10464,2012-03-17,1,1,3,2,0,6,0,2,0.44,0.4394,0.88,0,10,32,42,327.0,0.7990221409948723,0.6013016033572256
10465,2012-03-17,1,1,3,3,0,6,0,2,0.44,0.4394,0.88,0,2,24,26,327.03125,0.9376913575627992,0.3474693050501506
10466,2012-03-17,1,1,3,4,0,6,0,2,0.42,0.4242,0.94,0,0,2,2,327.0625,0.21425146437274104,0.9767785368312185
10467,2012-03-17,1,1,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896,5,3,8,327.09375,0.7061702370903641,0.7080420864946794
10468,2012-03-17,1,1,3,6,0,6,0,2,0.42,0.4242,0.94,0.194,1,29,30,327.125,0.9773422792434903,0.21166499286169033
10469,2012-03-17,1,1,3,7,0,6,0,2,0.4,0.4091,1,0.1343,29,57,86,327.15625,0.3499503371049982,0.9367682539241486
10470,2012-03-17,1,1,3,8,0,6,0,2,0.42,0.4242,0.94,0.1045,63,155,218,327.1875,0.5991843310891637,0.8006111024568867
10471,2012-03-17,1,1,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896,104,217,321,327.21875,0.9974316885600661,0.07162420440196993
10472,2012-03-17,1,1,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896,140,303,443,327.25,0.47864495146074826,0.8780085480455974
10473,2012-03-17,1,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343,226,359,585,327.28125,0.480205746627294,0.8771558817599772
10474,2012-03-17,1,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642,286,365,651,327.3125,0.9975574958484654,0.06985014299583668
10475,2012-03-17,1,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045,286,400,686,327.34375,0.5977594838586522,0.8016754951082375
10476,2012-03-17,1,1,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896,352,338,690,327.375,0.35161584088170783,0.9361443801257633
10477,2012-03-17,1,1,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343,357,322,679,327.40625,0.9777171830749555,0.20992643930666288
10478,2012-03-17,1,1,3,16,0,6,0,1,0.64,0.6212,0.5,0,367,318,685,327.4375,0.7049098561228933,0.7092969016856072
10479,2012-03-17,1,1,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343,291,357,648,327.46875,0.2159883416901998,0.9763959423583844
10480,2012-03-17,1,1,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985,221,339,560,327.5,0.9383078542345945,0.34580105650745346
10481,2012-03-17,1,1,3,19,0,6,0,1,0.58,0.5455,0.64,0.2836,155,262,417,327.53125,0.7979514528240756,0.6027217259531524
10482,2012-03-17,1,1,3,20,0,6,0,1,0.56,0.5303,0.64,0.194,89,182,271,327.5625,0.0760378343712341,0.99710493316608
10483,2012-03-17,1,1,3,21,0,6,0,1,0.54,0.5152,0.68,0.1642,54,169,223,327.59375,0.8801182873120706,0.47475446321110826
10484,2012-03-17,1,1,3,22,0,6,0,1,0.54,0.5152,0.68,0,58,153,211,327.625,0.8750220457716251,0.48408307077777457
10485,2012-03-17,1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,34,151,185,327.65625,0.06543457071966136,0.9978568619570312
10486,2012-03-18,1,1,3,0,0,0,0,1,0.46,0.4545,0.88,0.194,27,80,107,327.6875,0.8043131468849753,0.5942056561056853
10487,2012-03-18,1,1,3,1,0,0,0,1,0.46,0.4545,0.82,0.1343,25,88,113,327.71875,0.9345790665236853,0.3557554896494459
10488,2012-03-18,1,1,3,2,0,0,0,2,0.46,0.4545,0.82,0.1045,15,41,56,327.75,0.20559730243270602,0.9786366788713748
10489,2012-03-18,1,1,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343,3,15,18,327.78125,0.7124096733543646,0.701763818753238
10490,2012-03-18,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,6,8,14,327.8125,0.9754304809049689,0.22030745997696324
10491,2012-03-18,1,1,3,5,0,0,0,2,0.4,0.4091,0.94,0.1045,0,6,6,327.84375,0.34164500273968157,0.9398290760042504
10492,2012-03-18,1,1,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045,2,9,11,327.875,0.6062473153678151,0.7952761737970759
10493,2012-03-18,1,1,3,7,0,0,0,3,0.42,0.4242,0.88,0.1642,17,25,42,327.90625,0.9967586475788811,0.0804499749951472
10494,2012-03-18,1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,25,71,96,327.9375,0.47085467599394076,0.8822107877909003
10495,2012-03-18,1,1,3,9,0,0,0,2,0.42,0.4242,0.88,0.0896,65,113,178,327.96875,0.48795091324223716,0.8728710708151959
10496,2012-03-18,1,1,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045,139,212,351,328.0,0.9981366831444314,0.06101771678318487
10497,2012-03-18,1,1,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642,129,239,368,328.03125,0.5906401897067889,0.8069350446616682
10498,2012-03-18,1,1,3,12,0,0,0,2,0.44,0.4394,0.88,0.1343,222,281,503,328.0625,0.3598881702704843,0.9329954474162041
10499,2012-03-18,1,1,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642,198,346,544,328.09375,0.9795370062104056,0.2012641385452354
10500,2012-03-18,1,1,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896,218,303,521,328.125,0.6986040360068286,0.7155084911270932
10501,2012-03-18,1,1,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896,240,314,554,328.15625,0.22462226312384884,0.9744459137936391
10502,2012-03-18,1,1,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896,229,312,541,328.1875,0.9413318894370997,0.3374822572058862
10503,2012-03-18,1,1,3,17,0,0,0,1,0.56,0.5303,0.64,0.0896,233,308,541,328.21875,0.7925853177763066,0.6097610302777893
10504,2012-03-18,1,1,3,18,0,0,0,1,0.56,0.5303,0.64,0.1642,165,294,459,328.25,0.08486053985355825,0.9963928385811305
10505,2012-03-18,1,1,3,19,0,0,0,1,0.56,0.5303,0.64,0.1642,118,234,352,328.28125,0.884286008496492,0.4669456661939825
10506,2012-03-18,1,1,3,20,0,0,0,1,0.52,0.5,0.77,0.1343,59,139,198,328.3125,0.8707029990216177,0.49180919826164365
10507,2012-03-18,1,1,3,21,0,0,0,1,0.52,0.5,0.72,0.0896,44,129,173,328.34375,0.05659966769887737,0.9983969539298369
10508,2012-03-18,1,1,3,22,0,0,0,1,0.5,0.4848,0.77,0.1045,21,79,100,328.375,0.80954113708347,0.5870631544983917
10509,2012-03-18,1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642,7,39,46,328.40625,0.9313935538215066,0.3640138017984268
10510,2012-03-19,1,1,3,0,0,1,1,1,0.48,0.4697,0.82,0.1045,4,19,23,328.4375,0.19692703251749266,0.9804181474574277
10511,2012-03-19,1,1,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,0,15,15,328.46875,0.7185932943075638,0.6954305697740092
10512,2012-03-19,1,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.1642,1,7,8,328.5,0.9734422603090116,0.22893266661724487
10513,2012-03-19,1,1,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896,0,2,2,328.53125,0.33331290144134196,0.9428162650976882
10514,2012-03-19,1,1,3,4,0,1,1,1,0.44,0.4394,0.94,0,0,3,3,328.5625,0.6132628018602975,0.7898789374672915
10515,2012-03-19,1,1,3,5,0,1,1,1,0.44,0.4394,0.94,0,0,31,31,328.59375,0.9960075133378915,0.08926944255718064
10516,2012-03-19,1,1,3,6,0,1,1,1,0.46,0.4545,0.88,0.1343,2,118,120,328.625,0.463027510376612,0.8863439087817079
10517,2012-03-19,1,1,3,7,0,1,1,1,0.46,0.4545,0.88,0.194,25,329,354,328.65625,0.49565785026415665,0.868517872856693
10518,2012-03-19,1,1,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045,16,563,579,328.6875,0.9986376692153499,0.05218051000261825
10519,2012-03-19,1,1,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642,55,276,331,328.71875,0.5834746205435196,0.8121313731051127
10520,2012-03-19,1,1,3,10,0,1,1,1,0.52,0.5,0.72,0.1343,56,128,184,328.75,0.36813230342494696,0.92977341711572
10521,2012-03-19,1,1,3,11,0,1,1,1,0.56,0.5303,0.68,0.1642,56,145,201,328.78125,0.9812800853536167,0.19258606929993374
10522,2012-03-19,1,1,3,12,0,1,1,1,0.6,0.6061,0.64,0.2537,71,211,282,328.8125,0.692243482213141,0.7216640224740489
10523,2012-03-19,1,1,3,13,0,1,1,1,0.62,0.6061,0.61,0.2537,69,194,263,328.84375,0.23323858602971526,0.972419540109545
10524,2012-03-19,1,1,3,14,0,1,1,2,0.64,0.6212,0.57,0.194,60,200,260,328.875,0.9442821739117003,0.3291370171107974
10525,2012-03-19,1,1,3,15,0,1,1,1,0.64,0.6212,0.57,0.2239,97,189,286,328.90625,0.7871570858796275,0.6167525615264947
10526,2012-03-19,1,1,3,16,0,1,1,1,0.66,0.6212,0.5,0.2239,65,320,385,328.9375,0.0936765967492842,0.9956026793964909
10527,2012-03-19,1,1,3,17,0,1,1,1,0.64,0.6212,0.53,0.2239,106,615,721,328.96875,0.8883844483386638,0.45910028528634994
10528,2012-03-19,1,1,3,18,0,1,1,1,0.64,0.6212,0.57,0.2537,120,681,801,329.0,0.8663157351202665,0.49949679386661966
10529,2012-03-19,1,1,3,19,0,1,1,1,0.62,0.6061,0.61,0.2239,86,463,549,329.03125,0.047760330252001174,0.998858824286105
10530,2012-03-19,1,1,3,20,0,1,1,1,0.6,0.6061,0.64,0.2239,34,296,330,329.0625,0.8147057019919063,0.5798746581304233
10531,2012-03-19,1,1,3,21,0,1,1,1,0.6,0.6061,0.64,0.1642,33,190,223,329.09375,0.928135069032298,0.37224359448137107
10532,2012-03-19,1,1,3,22,0,1,1,2,0.56,0.5303,0.73,0.1642,17,131,148,329.125,0.18824133391856504,0.9821228030162823
10533,2012-03-19,1,1,3,23,0,1,1,2,0.56,0.5303,0.78,0.1343,9,45,54,329.15625,0.7247206154805077,0.6890428357493851
10534,2012-03-20,1,1,3,0,0,2,1,2,0.56,0.5303,0.78,0.0896,5,24,29,329.1875,0.9713777732271565,0.23753993702165305
10535,2012-03-20,1,1,3,1,0,2,1,1,0.54,0.5152,0.88,0,6,9,15,329.21875,0.3249546860068755,0.9457295871665288
10536,2012-03-20,1,1,3,2,0,2,1,1,0.54,0.5152,0.88,0.0896,2,8,10,329.25,0.6202302409228122,0.7844198163259456
10537,2012-03-20,1,1,3,3,0,2,1,2,0.54,0.5152,0.88,0,0,3,3,329.28125,0.99517834468637,0.09808191610738669
10538,2012-03-20,1,1,3,4,0,2,1,2,0.52,0.5,0.88,0.1343,0,6,6,329.3125,0.4551640678453559,0.8904075871995185
10539,2012-03-20,1,1,3,5,0,2,1,2,0.52,0.5,0.94,0,0,20,20,329.34375,0.5033259538760336,0.8640966289453864
10540,2012-03-20,1,1,3,6,0,2,1,2,0.52,0.5,0.94,0.1642,6,94,100,329.375,0.9990604148103598,0.04333921502463867
10541,2012-03-20,1,1,3,7,0,2,1,3,0.52,0.5,0.94,0.2239,3,167,170,329.40625,0.5762633377712014,0.8172640733207316
10542,2012-03-20,1,1,3,8,0,2,1,2,0.52,0.5,0.88,0.1045,28,488,516,329.4375,0.37634759444025817,0.9264785416613981
10543,2012-03-20,1,1,3,9,0,2,1,2,0.54,0.5152,0.88,0.1642,41,284,325,329.46875,0.9829462839391994,0.18389291147327783
10544,2012-03-20,1,1,3,10,0,2,1,1,0.54,0.5152,0.88,0.194,44,119,163,329.5,0.685828693073479,0.7277630134577627
10545,2012-03-20,1,1,3,11,0,2,1,1,0.58,0.5455,0.83,0.1343,74,156,230,329.53125,0.2418366353429326,0.9703169800668282
10546,2012-03-20,1,1,3,12,0,2,1,1,0.6,0.5758,0.78,0.2537,56,205,261,329.5625,0.9471584765118369,0.3207659900484714
10547,2012-03-20,1,1,3,13,0,2,1,1,0.6,0.5758,0.78,0.194,77,207,284,329.59375,0.7816671824208669,0.6236957719322965
10548,2012-03-20,1,1,3,14,0,2,1,2,0.6,0.5909,0.73,0.1642,66,182,248,329.625,0.10248531434494455,0.9947345175189297
10549,2012-03-20,1,1,3,15,0,2,1,2,0.62,0.6061,0.69,0.1045,67,177,244,329.65625,0.8924132857372562,0.4512189351519218
10550,2012-03-20,1,1,3,16,0,2,1,1,0.62,0.6061,0.66,0.2239,99,332,431,329.6875,0.8618605977974606,0.5071452552910298
10551,2012-03-20,1,1,3,17,0,2,1,1,0.6,0.5909,0.73,0.194,108,642,750,329.71875,0.03891725091646639,0.9992424368395814
10552,2012-03-20,1,1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,136,665,801,329.75,0.8198064369810291,0.5726407302004197
10553,2012-03-20,1,1,3,19,0,2,1,1,0.58,0.5455,0.73,0.1343,75,480,555,329.78125,0.924803867449254,0.3804442229169772
10554,2012-03-20,1,1,3,20,0,2,1,1,0.58,0.5455,0.68,0.0896,78,299,377,329.8125,0.17954088713618163,0.9837505119929305
10555,2012-03-20,1,1,3,21,0,2,1,1,0.56,0.5303,0.73,0,38,239,277,329.84375,0.7307911568146732,0.6826011171405095
10556,2012-03-20,1,1,3,22,0,2,1,1,0.54,0.5152,0.77,0,32,156,188,329.875,0.9692371814062082,0.2461285968345596
10557,2012-03-20,1,1,3,23,0,2,1,1,0.52,0.5,0.83,0,10,80,90,329.90625,0.3165710112791481,0.948568813960114
10558,2012-03-21,2,1,3,0,0,3,1,1,0.52,0.5,0.88,0,4,29,33,329.9375,0.6271490866759429,0.7788992380799525
10559,2012-03-21,2,1,3,1,0,3,1,1,0.52,0.5,0.83,0.0896,4,22,26,329.96875,0.9942712065873677,0.10688670521304308
10560,2012-03-21,2,1,3,2,0,3,1,1,0.5,0.4848,0.88,0.1343,2,8,10,330.0,0.4472649644789616,0.8944015046664631
10561,2012-03-21,2,1,3,3,0,3,1,2,0.5,0.4848,0.88,0.194,1,7,8,330.03125,0.5109546233033386,0.8596076854734044
10562,2012-03-21,2,1,3,4,0,3,1,2,0.5,0.4848,0.88,0.1343,0,4,4,330.0625,0.9994048868085227,0.034494524540046874
10563,2012-03-21,2,1,3,5,0,3,1,2,0.5,0.4848,0.88,0.1343,4,35,39,330.09375,0.5690069063737254,0.8223327431757795
10564,2012-03-21,2,1,3,6,0,3,1,2,0.48,0.4697,0.94,0.2239,10,139,149,330.125,0.3845333996712817,0.9231110791975397
10565,2012-03-21,2,1,3,7,0,3,1,3,0.48,0.4697,0.94,0.194,34,338,372,330.15625,0.9845354714251423,0.17518534614993575
10566,2012-03-21,2,1,3,8,0,3,1,3,0.48,0.4697,0.94,0.1045,33,502,535,330.1875,0.679360171168679,0.7338049862393026
10567,2012-03-21,2,1,3,9,0,3,1,2,0.5,0.4848,0.88,0.1642,38,255,293,330.21875,0.25041573743031953,0.9681383983952032
10568,2012-03-21,2,1,3,10,0,3,1,2,0.52,0.5,0.83,0.1642,30,124,154,330.25,0.9499605718872236,0.3123698318655294
10569,2012-03-21,2,1,3,11,0,3,1,2,0.52,0.5,0.83,0.1642,38,154,192,330.28125,0.7761160375186477,0.6305901175140259
10570,2012-03-21,2,1,3,12,0,3,1,2,0.54,0.5152,0.77,0,58,171,229,330.3125,0.11128600250208563,0.9937884209665082
10571,2012-03-21,2,1,3,13,0,3,1,2,0.54,0.5152,0.83,0,81,222,303,330.34375,0.8963722050440965,0.4433022332724979
10572,2012-03-21,2,1,3,14,0,3,1,2,0.56,0.5303,0.78,0,74,151,225,330.375,0.857337936100783,0.514753983299255
10573,2012-03-21,2,1,3,15,0,3,1,2,0.56,0.5303,0.78,0,68,175,243,330.40625,0.03007112252287318,0.9995477615352927
10574,2012-03-21,2,1,3,16,0,3,1,1,0.58,0.5455,0.73,0,91,287,378,330.4375,0.8248429424224795,0.5653619374664571
10575,2012-03-21,2,1,3,17,0,3,1,1,0.6,0.5909,0.69,0.0896,113,616,729,330.46875,0.921400210062727,0.38861504460888113
10576,2012-03-21,2,1,3,18,0,3,1,1,0.6,0.5909,0.69,0,152,627,779,330.5,0.17082637382607985,0.985301146860914
10577,2012-03-21,2,1,3,19,0,3,1,1,0.6,0.6061,0.64,0,86,496,582,330.53125,0.7368044427000794,0.6761059186380677
10578,2012-03-21,2,1,3,20,0,3,1,1,0.56,0.5303,0.78,0.0896,76,298,374,330.5625,0.9670206525555649,0.25469797315842435
10579,2012-03-21,2,1,3,21,0,3,1,1,0.54,0.5152,0.83,0.1045,47,204,251,330.59375,0.3081625340956904,0.9513337230329442
10580,2012-03-21,2,1,3,22,0,3,1,1,0.52,0.5,0.83,0.1642,41,156,197,330.625,0.6340187970474234,0.7733176352512194
10581,2012-03-21,2,1,3,23,0,3,1,1,0.54,0.5152,0.77,0,37,88,125,330.65625,0.9932861701126243,0.11568312004348236
10582,2012-03-22,2,1,3,0,0,4,1,1,0.52,0.5,0.83,0.0896,9,32,41,330.6875,0.439330819150145,0.8983253482702481
10583,2012-03-22,2,1,3,1,0,4,1,1,0.52,0.5,0.83,0.0896,14,16,30,330.71875,0.5185432608611003,0.8550513941369471
10584,2012-03-22,2,1,3,2,0,4,1,1,0.52,0.5,0.83,0.0896,1,5,6,330.75,0.9996710582214186,0.025647131505672053
10585,2012-03-22,2,1,3,3,0,4,1,1,0.52,0.5,0.83,0.0896,0,7,7,330.78125,0.5617058948722513,0.8273369855541111
10586,2012-03-22,2,1,3,4,0,4,1,2,0.48,0.4697,1,0.0896,0,6,6,330.8125,0.39268907778301004,0.9196712935554361
10587,2012-03-22,2,1,3,5,0,4,1,2,0.48,0.4697,1,0.0896,2,32,34,330.84375,0.9860475233030385,0.1664640555433628
10588,2012-03-22,2,1,3,6,0,4,1,2,0.48,0.4697,1,0.0896,10,126,136,330.875,0.6728384232893898,0.7397894674469541
10589,2012-03-22,2,1,3,7,0,4,1,2,0.48,0.4697,1,0.0896,29,332,361,330.90625,0.258975220143157,0.9658839657804675
10590,2012-03-22,2,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896,51,598,649,330.9375,0.9526882405015035,0.30394920037754586
10591,2012-03-22,2,1,3,9,0,4,1,2,0.5,0.4848,0.94,0.0896,41,277,318,330.96875,0.7705040860896893,0.637435058118937
10592,2012-03-22,2,1,3,10,0,4,1,2,0.5,0.4848,1,0.0896,32,110,142,331.0,0.12007797171133786,0.9927644638632525
10593,2012-03-22,2,1,3,11,0,4,1,2,0.52,0.5,0.94,0,53,166,219,331.03125,0.9002608960888996,0.4353507998995886
10594,2012-03-22,2,1,3,12,0,4,1,2,0.54,0.5152,0.88,0.194,48,224,272,331.0625,0.8527481043681624,0.5223223817686788
10595,2012-03-22,2,1,3,13,0,4,1,1,0.58,0.5455,0.78,0.0896,83,215,298,331.09375,0.021222638140706917,0.9997747744519005
10596,2012-03-22,2,1,3,14,0,4,1,1,0.6,0.5909,0.73,0.1045,96,161,257,331.125,0.8298148237201043,0.5580388502016435
10597,2012-03-22,2,1,3,15,0,4,1,1,0.62,0.6061,0.69,0.194,102,202,304,331.15625,0.9179243635397794,0.39675541939599385
10598,2012-03-22,2,1,3,16,0,4,1,1,0.64,0.6061,0.65,0.194,125,300,425,331.1875,0.16209847674607042,0.9867745861323161
