instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0,feature1
11139,2012-04-14,2,1,4,7,0,6,0,1,0.36,0.3636,0.71,0.1045,8,56,64,348.09375,0.4646565407660005
11140,2012-04-14,2,1,4,8,0,6,0,1,0.36,0.3485,0.71,0.1343,24,136,160,348.125,0.9961699785395215
11141,2012-04-14,2,1,4,9,0,6,0,1,0.42,0.4242,0.54,0.1343,59,206,265,348.15625,0.6118093321170369
11142,2012-04-14,2,1,4,10,0,6,0,1,0.46,0.4545,0.51,0.1642,139,267,406,348.1875,0.33504599275055835
11143,2012-04-14,2,1,4,11,0,6,0,1,0.52,0.5,0.45,0.194,207,357,564,348.21875,0.9738615770270503
11144,2012-04-14,2,1,4,12,0,6,0,1,0.58,0.5455,0.35,0.2537,274,404,678,348.25,0.7173133185776381
11145,2012-04-14,2,1,4,13,0,6,0,1,0.62,0.6212,0.33,0.2985,308,370,678,348.28125,0.19872949691219952
11146,2012-04-14,2,1,4,14,0,6,0,2,0.64,0.6212,0.27,0.4478,288,372,660,348.3125,0.9320613294289917
11147,2012-04-14,2,1,4,15,0,6,0,2,0.64,0.6212,0.27,0.3582,311,347,658,348.34375,0.8084602740898165
11148,2012-04-14,2,1,4,16,0,6,0,2,0.64,0.6212,0.27,0.3582,253,329,582,348.375,0.05843542884195949
11149,2012-04-14,2,1,4,17,0,6,0,2,0.62,0.6212,0.33,0.2537,251,309,560,348.40625,0.8716058679852251
11150,2012-04-14,2,1,4,18,0,6,0,2,0.62,0.6212,0.35,0.2239,197,284,481,348.4375,0.8834258917192775
11151,2012-04-14,2,1,4,19,0,6,0,2,0.6,0.6212,0.4,0.1642,163,296,459,348.46875,0.0830282247338612
11152,2012-04-14,2,1,4,20,0,6,0,2,0.56,0.5303,0.46,0.1343,112,209,321,348.5,0.7937052091675909
11153,2012-04-14,2,1,4,21,0,6,0,2,0.56,0.5303,0.43,0.1343,53,167,220,348.53125,0.9407097341194682
11154,2012-04-14,2,1,4,22,0,6,0,2,0.54,0.5152,0.52,0.1642,64,148,212,348.5625,0.22283006782711573
11155,2012-04-14,2,1,4,23,0,6,0,2,0.54,0.5152,0.56,0.194,45,151,196,348.59375,0.699918535191979
11156,2012-04-15,2,1,4,0,0,0,0,2,0.54,0.5152,0.56,0.194,30,94,124,348.625,0.9791652647952697
11157,2012-04-15,2,1,4,1,0,0,0,2,0.54,0.5152,0.56,0.1642,17,89,106,348.65625,0.3581719655977646
11158,2012-04-15,2,1,4,2,0,0,0,2,0.54,0.5152,0.56,0.1045,20,54,74,348.6875,0.5921229869756772
11159,2012-04-15,2,1,4,3,0,0,0,2,0.52,0.5,0.59,0.1343,18,27,45,348.71875,0.9980227960387422
11160,2012-04-15,2,1,4,4,0,0,0,2,0.54,0.5152,0.52,0,2,10,12,348.75,0.4863450490417239
11161,2012-04-15,2,1,4,5,0,0,0,1,0.5,0.4848,0.68,0.1642,4,6,10,348.78125,0.47247609314914846
11162,2012-04-15,2,1,4,6,0,0,0,1,0.5,0.4848,0.63,0.1343,5,11,16,348.8125,0.9969048942338337
11163,2012-04-15,2,1,4,7,0,0,0,1,0.5,0.4848,0.63,0.1045,16,30,46,348.84375,0.6047839330224001
11164,2012-04-15,2,1,4,8,0,0,0,1,0.52,0.5,0.59,0,33,64,97,348.875,0.34337258710582297
11165,2012-04-15,2,1,4,9,0,0,0,1,0.54,0.5152,0.56,0.2239,97,154,251,348.90625,0.9758339341927698
11166,2012-04-15,2,1,4,10,0,0,0,1,0.58,0.5455,0.53,0.2239,186,235,421,348.9375,0.711118062471641
11167,2012-04-15,2,1,4,11,0,0,0,1,0.62,0.6212,0.46,0.2985,227,301,528,348.96875,0.2073964763969468
11168,2012-04-15,2,1,4,12,0,0,0,1,0.64,0.6212,0.44,0.2836,275,360,635,349.0,0.9352316513240361
11169,2012-04-15,2,1,4,13,0,0,0,1,0.66,0.6212,0.44,0.2836,298,383,681,349.03125,0.8032191590655428
11170,2012-04-15,2,1,4,14,0,0,0,1,0.7,0.6364,0.39,0.2836,282,346,628,349.0625,0.06726932380287445
11171,2012-04-15,2,1,4,15,0,0,0,1,0.7,0.6364,0.39,0.3881,266,351,617,349.09375,0.87591070059531
11172,2012-04-15,2,1,4,16,0,0,0,1,0.72,0.6515,0.39,0.3582,286,330,616,349.125,0.8792438187295729
11173,2012-04-15,2,1,4,17,0,0,0,1,0.7,0.6364,0.42,0.3284,262,361,623,349.15625,0.07420422476448389
11174,2012-04-15,2,1,4,18,0,0,0,1,0.7,0.6364,0.42,0.2537,184,295,479,349.1875,0.7990583912387562
11175,2012-04-15,2,1,4,19,0,0,0,1,0.7,0.6364,0.42,0.2537,114,265,379,349.21875,0.9376704073836561
11176,2012-04-15,2,1,4,20,0,0,0,1,0.64,0.6212,0.5,0.2239,86,205,291,349.25,0.21419257526865848
11177,2012-04-15,2,1,4,21,0,0,0,1,0.62,0.6212,0.57,0.2537,76,153,229,349.28125,0.7062129227486736
11178,2012-04-15,2,1,4,22,0,0,0,1,0.68,0.6364,0.44,0.3582,37,97,134,349.3125,0.9773295164586321
11179,2012-04-15,2,1,4,23,0,0,0,1,0.66,0.6212,0.5,0.3881,25,65,90,349.34375,0.34989385992251215
11180,2012-04-16,2,1,4,0,1,1,0,1,0.64,0.6212,0.53,0.3284,15,26,41,349.375,0.5992325978081576
11181,2012-04-16,2,1,4,1,1,1,0,1,0.62,0.6061,0.61,0.3582,7,21,28,349.40625,0.9974273686167184
11182,2012-04-16,2,1,4,2,1,1,0,1,0.6,0.6061,0.64,0.2537,5,9,14,349.4375,0.4785920165910503
11183,2012-04-16,2,1,4,3,1,1,0,1,0.58,0.5455,0.68,0.194,3,5,8,349.46875,0.48025862834826355
11184,2012-04-16,2,1,4,4,1,1,0,1,0.54,0.5152,0.77,0.2239,0,6,6,349.5,0.9975617052103237
11185,2012-04-16,2,1,4,5,1,1,0,1,0.54,0.5152,0.77,0.2239,4,34,38,349.53125,0.5977111507935191
11186,2012-04-16,2,1,4,6,1,1,0,1,0.52,0.5,0.83,0.1642,10,123,133,349.5625,0.3516722791766482
11187,2012-04-16,2,1,4,7,1,1,0,1,0.52,0.5,0.83,0.1343,20,367,387,349.59375,0.9777298374916136
11188,2012-04-16,2,1,4,8,1,1,0,2,0.56,0.5303,0.83,0.1642,48,549,597,349.625,0.7048670922489524
11189,2012-04-16,2,1,4,9,1,1,0,1,0.62,0.6061,0.69,0.2239,59,238,297,349.65625,0.216047206946254
11190,2012-04-16,2,1,4,10,1,1,0,1,0.62,0.6061,0.69,0.2537,75,149,224,349.6875,0.9383287004278169
11191,2012-04-16,2,1,4,11,1,1,0,1,0.64,0.6061,0.65,0.2537,115,136,251,349.71875,0.7979151140605547
11192,2012-04-16,2,1,4,12,1,1,0,1,0.68,0.6364,0.57,0.2537,75,196,271,349.75,0.07609794839990205
11193,2012-04-16,2,1,4,13,1,1,0,1,0.74,0.6667,0.45,0.2985,79,184,263,349.78125,0.8801469080451583
11194,2012-04-16,2,1,4,14,1,1,0,1,0.76,0.6818,0.45,0.3284,105,183,288,349.8125,0.8749928594391231
11195,2012-04-16,2,1,4,15,1,1,0,1,0.8,0.697,0.33,0.4478,81,194,275,349.84375,0.06537441110107221
11196,2012-04-16,2,1,4,16,1,1,0,1,0.8,0.697,0.33,0.4627,92,266,358,349.875,0.804348969313761
11197,2012-04-16,2,1,4,17,1,1,0,1,0.8,0.697,0.33,0.3881,111,601,712,349.90625,0.9345576167868455
11198,2012-04-16,2,1,4,18,1,1,0,1,0.8,0.697,0.31,0.3881,87,589,676,349.9375,0.20553830131937076
11199,2012-04-16,2,1,4,19,1,1,0,1,0.76,0.6667,0.35,0.3881,61,461,522,349.96875,0.7124519804926924
11200,2012-04-16,2,1,4,20,1,1,0,1,0.74,0.6515,0.37,0.2985,48,327,375,350.0,0.97541719708042
11201,2012-04-16,2,1,4,21,1,1,0,1,0.68,0.6364,0.51,0.2537,39,232,271,350.03125,0.34158834103928476
11202,2012-04-16,2,1,4,22,1,1,0,1,0.68,0.6364,0.51,0.2537,35,179,214,350.0625,0.6062952604380238
11203,2012-04-16,2,1,4,23,1,1,0,1,0.7,0.6364,0.45,0.2985,24,97,121,350.09375,0.9967537955424619
11204,2012-04-17,2,1,4,0,0,2,1,1,0.66,0.6212,0.54,0.194,10,33,43,350.125,0.4708014877908011
11205,2012-04-17,2,1,4,1,0,2,1,1,0.64,0.6212,0.57,0.1642,6,5,11,350.15625,0.4880035366234206
11206,2012-04-17,2,1,4,2,0,2,1,1,0.56,0.5303,0.83,0.1045,1,3,4,350.1875,0.9981403600096838
11207,2012-04-17,2,1,4,3,0,2,1,1,0.56,0.5303,0.83,0.0896,0,6,6,350.21875,0.5905915395631539
11208,2012-04-17,2,1,4,4,0,2,1,1,0.66,0.6212,0.44,0.2239,3,6,9,350.25,0.35994441870531035
11209,2012-04-17,2,1,4,5,0,2,1,1,0.6,0.6212,0.53,0.2537,1,29,30,350.28125,0.9795491383848466
11210,2012-04-17,2,1,4,6,0,2,1,1,0.6,0.6212,0.46,0.2537,8,136,144,350.3125,0.6985608976556539
11211,2012-04-17,2,1,4,7,0,2,1,1,0.6,0.6212,0.43,0.2537,18,443,461,350.34375,0.22468101079951192
11212,2012-04-17,2,1,4,8,0,2,1,1,0.6,0.6212,0.43,0.2239,42,631,673,350.375,0.9413522340951752
11213,2012-04-17,2,1,4,9,0,2,1,1,0.6,0.6212,0.38,0.4925,71,329,400,350.40625,0.7925485546319841
11214,2012-04-17,2,1,4,10,0,2,1,1,0.6,0.6212,0.38,0.4179,52,165,217,350.4375,0.08492061093493057
11215,2012-04-17,2,1,4,11,0,2,1,1,0.6,0.6212,0.33,0.4179,65,174,239,350.46875,0.8843141584397324
11216,2012-04-17,2,1,4,12,0,2,1,1,0.6,0.6212,0.33,0.3582,65,179,244,350.5,0.8706733468987312
11217,2012-04-17,2,1,4,13,0,2,1,1,0.62,0.6212,0.29,0.2537,52,187,239,350.53125,0.05653947553489792
11218,2012-04-17,2,1,4,14,0,2,1,1,0.64,0.6212,0.27,0.2836,59,198,257,350.5625,0.80957652889057
11219,2012-04-17,2,1,4,15,0,2,1,1,0.66,0.6212,0.24,0.3284,91,217,308,350.59375,0.931371606207497
11220,2012-04-17,2,1,4,16,0,2,1,1,0.68,0.6212,0.22,0.3582,50,320,370,350.625,0.19686792401747738
11221,2012-04-17,2,1,4,17,0,2,1,1,0.64,0.6061,0.25,0.2985,108,673,781,350.65625,0.7186352196112635
11222,2012-04-17,2,1,4,18,0,2,1,1,0.64,0.6061,0.25,0.2836,105,670,775,350.6875,0.9734284564855228
11223,2012-04-17,2,1,4,19,0,2,1,1,0.6,0.6061,0.26,0.2537,73,464,537,350.71875,0.3332560596623205
11224,2012-04-17,2,1,4,20,0,2,1,1,0.6,0.6061,0.23,0.2836,44,358,402,350.75,0.6133104215253585
11225,2012-04-17,2,1,4,21,0,2,1,1,0.56,0.5303,0.26,0.2985,37,260,297,350.78125,0.9960021295885444
11226,2012-04-17,2,1,4,22,0,2,1,1,0.54,0.5152,0.3,0.2537,18,144,162,350.8125,0.462974073007178
11227,2012-04-17,2,1,4,23,0,2,1,1,0.54,0.5152,0.32,0.2239,10,72,82,350.84375,0.49571021118265896
11228,2012-04-18,2,1,4,0,0,3,1,1,0.54,0.5152,0.32,0.1642,3,35,38,350.875,0.9986408132959242
11229,2012-04-18,2,1,4,1,0,3,1,1,0.52,0.5,0.34,0.194,1,13,14,350.90625,0.5834256571329857
11230,2012-04-18,2,1,4,2,0,3,1,2,0.5,0.4848,0.42,0.194,1,8,9,350.9375,0.36818835759275065
11231,2012-04-18,2,1,4,3,0,3,1,2,0.5,0.4848,0.42,0.2239,0,6,6,350.96875,0.9812916943353184
11232,2012-04-18,2,1,4,4,0,3,1,2,0.5,0.4848,0.42,0.2836,0,7,7,351.0,0.6921999727645018
11233,2012-04-18,2,1,4,5,0,3,1,2,0.5,0.4848,0.39,0.2836,0,34,34,351.03125,0.23329721152227065
11234,2012-04-18,2,1,4,6,0,3,1,2,0.5,0.4848,0.39,0.2836,6,128,134,351.0625,0.9443020154406817
11235,2012-04-18,2,1,4,7,0,3,1,2,0.5,0.4848,0.39,0.194,10,408,418,351.09375,0.7871199012347935
11236,2012-04-18,2,1,4,8,0,3,1,3,0.5,0.4848,0.39,0.194,25,551,576,351.125,0.0937366201769592
11237,2012-04-18,2,1,4,9,0,3,1,3,0.48,0.4697,0.44,0.2985,20,245,265,351.15625,0.8884121252865875
11238,2012-04-18,2,1,4,10,0,3,1,3,0.48,0.4697,0.47,0.2239,31,116,147,351.1875,0.8662856195301565
11239,2012-04-18,2,1,4,11,0,3,1,3,0.46,0.4545,0.47,0.2537,14,105,119,351.21875,0.04770011025851958
11240,2012-04-18,2,1,4,12,0,3,1,3,0.46,0.4545,0.51,0.1045,15,95,110,351.25,0.8147406604044712
11241,2012-04-18,2,1,4,13,0,3,1,3,0.46,0.4545,0.59,0,13,51,64,351.28125,0.9281126252606532
11242,2012-04-18,2,1,4,14,0,3,1,3,0.44,0.4394,0.72,0.1045,8,43,51,351.3125,0.18818212266285583
11243,2012-04-18,2,1,4,15,0,3,1,3,0.42,0.4242,0.77,0.194,10,88,98,351.34375,0.7247621556648489
11244,2012-04-18,2,1,4,16,0,3,1,2,0.42,0.4242,0.77,0.2239,36,199,235,351.375,0.9713634504862187
11245,2012-04-18,2,1,4,17,0,3,1,2,0.42,0.4242,0.77,0.194,46,442,488,351.40625,0.32489766860262426
11246,2012-04-18,2,1,4,18,0,3,1,2,0.42,0.4242,0.77,0,27,478,505,351.4375,0.6202775314518576
11247,2012-04-18,2,1,4,19,0,3,1,2,0.42,0.4242,0.77,0.1343,26,342,368,351.46875,0.9951724296458967
11248,2012-04-18,2,1,4,20,0,3,1,2,0.42,0.4242,0.77,0.1045,8,252,260,351.5,0.45511038549629645
11249,2012-04-18,2,1,4,21,0,3,1,2,0.42,0.4242,0.82,0.0896,24,165,189,351.53125,0.5033780482295228
11250,2012-04-18,2,1,4,22,0,3,1,2,0.42,0.4242,0.77,0.0896,9,153,162,351.5625,0.9990630258599261
11251,2012-04-18,2,1,4,23,0,3,1,2,0.42,0.4242,0.77,0,14,56,70,351.59375,0.5762140649299151
11252,2012-04-19,2,1,4,0,0,4,1,3,0.42,0.4242,0.77,0,5,20,25,351.625,0.3764034499493519
11253,2012-04-19,2,1,4,1,0,4,1,3,0.42,0.4242,0.77,0.1045,2,11,13,351.65625,0.9829573688186306
11254,2012-04-19,2,1,4,2,0,4,1,2,0.42,0.4242,0.77,0,2,4,6,351.6875,0.6857848159362193
11255,2012-04-19,2,1,4,3,0,4,1,2,0.42,0.4242,0.77,0,1,3,4,351.71875,0.24189513405923652
11256,2012-04-19,2,1,4,4,0,4,1,2,0.42,0.4242,0.71,0,0,4,4,351.75,0.9471778133571959
11257,2012-04-19,2,1,4,5,0,4,1,1,0.4,0.4091,0.82,0,0,30,30,351.78125,0.7816295791888342
11258,2012-04-19,2,1,4,6,0,4,1,2,0.4,0.4091,0.82,0.1045,4,116,120,351.8125,0.10254528541625413
11259,2012-04-19,2,1,4,7,0,4,1,2,0.4,0.4091,0.82,0.1343,15,391,406,351.84375,0.8924404875214514
11260,2012-04-19,2,1,4,8,0,4,1,2,0.42,0.4242,0.82,0.1045,26,651,677,351.875,0.8618300210995998
11261,2012-04-19,2,1,4,9,0,4,1,2,0.46,0.4545,0.72,0,31,270,301,351.90625,0.038857007811551166
11262,2012-04-19,2,1,4,10,0,4,1,1,0.48,0.4697,0.63,0.0896,46,143,189,351.9375,0.8198409592601651
11263,2012-04-19,2,1,4,11,0,4,1,1,0.52,0.5,0.48,0,46,183,229,351.96875,0.9247809292783807
11264,2012-04-19,2,1,4,12,0,4,1,1,0.54,0.5152,0.49,0,51,213,264,352.0,0.17948157776381524
11265,2012-04-19,2,1,4,13,0,4,1,1,0.56,0.5303,0.46,0,52,186,238,352.03125,0.7308323086250983
11266,2012-04-19,2,1,4,14,0,4,1,1,0.58,0.5455,0.43,0,54,183,237,352.0625,0.9692223408699683
11267,2012-04-19,2,1,4,15,0,4,1,1,0.6,0.6212,0.43,0,66,196,262,352.09375,0.3165138227168217
11268,2012-04-19,2,1,4,16,0,4,1,1,0.62,0.6212,0.41,0.1045,63,324,387,352.125,0.6271960443638916
11269,2012-04-19,2,1,4,17,0,4,1,1,0.6,0.6212,0.43,0.0896,85,663,748,352.15625,0.9942647607191951
11270,2012-04-19,2,1,4,18,0,4,1,1,0.6,0.6212,0.43,0.0896,99,677,776,352.1875,0.447211041356139
11271,2012-04-19,2,1,4,19,0,4,1,1,0.58,0.5455,0.46,0.1343,70,516,586,352.21875,0.5110064470103673
11272,2012-04-19,2,1,4,20,0,4,1,1,0.56,0.5303,0.49,0.2239,52,352,404,352.25,0.9994069646225127
11273,2012-04-19,2,1,4,21,0,4,1,1,0.52,0.5,0.55,0.1045,27,240,267,352.28125,0.5689573279620764
11274,2012-04-19,2,1,4,22,0,4,1,1,0.52,0.5,0.59,0.194,29,219,248,352.3125,0.384589052145542
11275,2012-04-19,2,1,4,23,0,4,1,1,0.5,0.4848,0.63,0.1045,20,124,144,352.34375,0.9845460313338336
11276,2012-04-20,2,1,4,0,0,5,1,1,0.48,0.4697,0.67,0.1045,5,59,64,352.375,0.6793159297804501
11277,2012-04-20,2,1,4,1,0,5,1,1,0.46,0.4545,0.82,0.194,3,22,25,352.40625,0.2504741047871607
11278,2012-04-20,2,1,4,2,0,5,1,1,0.44,0.4394,0.88,0.194,3,18,21,352.4375,0.9499794025339721
11279,2012-04-20,2,1,4,3,0,5,1,1,0.44,0.4394,0.88,0.1045,1,9,10,352.46875,0.7760780186455248
11280,2012-04-20,2,1,4,4,0,5,1,1,0.42,0.4242,0.94,0.1045,0,3,3,352.5,0.1113459165184636
11281,2012-04-20,2,1,4,5,0,5,1,1,0.42,0.4242,0.94,0,1,24,25,352.53125,0.8963989295333794
11282,2012-04-20,2,1,4,6,0,5,1,1,0.42,0.4242,0.88,0,8,105,113,352.5625,0.8573069006907703
11283,2012-04-20,2,1,4,7,0,5,1,1,0.42,0.4242,0.94,0,9,350,359,352.59375,0.030010861026403574
11284,2012-04-20,2,1,4,8,0,5,1,1,0.44,0.4394,0.94,0,32,668,700,352.625,0.8248770258634621
11285,2012-04-20,2,1,4,9,0,5,1,1,0.46,0.4545,0.88,0.0896,30,329,359,352.65625,0.9213767792897669
11286,2012-04-20,2,1,4,10,0,5,1,1,0.5,0.4848,0.77,0.194,67,170,237,352.6875,0.17076697098378016
11287,2012-04-20,2,1,4,11,0,5,1,1,0.54,0.5152,0.68,0.1642,64,190,254,352.71875,0.7368452029124587
11288,2012-04-20,2,1,4,12,0,5,1,1,0.58,0.5455,0.53,0.194,102,260,362,352.75,0.9670052953867376
11289,2012-04-20,2,1,4,13,0,5,1,1,0.62,0.6212,0.43,0.194,105,276,381,352.78125,0.3081051788558531
11290,2012-04-20,2,1,4,14,0,5,1,1,0.64,0.6212,0.44,0.2239,156,238,394,352.8125,0.6340654182152715
11291,2012-04-20,2,1,4,15,0,5,1,1,0.64,0.6212,0.47,0.194,145,262,407,352.84375,0.9932791939217682
11292,2012-04-20,2,1,4,16,0,5,1,1,0.66,0.6212,0.44,0.194,151,429,580,352.875,0.4392766594782855
11293,2012-04-20,2,1,4,17,0,5,1,1,0.64,0.6212,0.47,0.2836,122,697,819,352.90625,0.5185948098614257
11294,2012-04-20,2,1,4,18,0,5,1,1,0.62,0.6212,0.5,0.2836,110,558,668,352.9375,0.999672602637041
11295,2012-04-20,2,1,4,19,0,5,1,1,0.6,0.6212,0.53,0.194,82,410,492,352.96875,0.56165601477457
11296,2012-04-20,2,1,4,20,0,5,1,1,0.58,0.5455,0.56,0.1642,52,289,341,353.0,0.39274452286222084
11297,2012-04-20,2,1,4,21,0,5,1,1,0.56,0.5303,0.68,0.1343,35,252,287,353.03125,0.9860575574136505
11298,2012-04-20,2,1,4,22,0,5,1,1,0.54,0.5152,0.68,0.2537,26,176,202,353.0625,0.672793821116381
11299,2012-04-20,2,1,4,23,0,5,1,1,0.52,0.5,0.72,0.1343,31,156,187,353.09375,0.25903345156761576
11300,2012-04-21,2,1,4,0,0,6,0,1,0.52,0.5,0.77,0.2239,31,111,142,353.125,0.9527065634743128
11301,2012-04-21,2,1,4,1,0,6,0,1,0.52,0.5,0.77,0.2239,24,64,88,353.15625,0.7704656545541491
11302,2012-04-21,2,1,4,2,0,6,0,1,0.52,0.5,0.77,0.1343,12,69,81,353.1875,0.12013782397868815
11303,2012-04-21,2,1,4,3,0,6,0,1,0.5,0.4848,0.82,0.2239,4,25,29,353.21875,0.9002871411894808
11304,2012-04-21,2,1,4,4,0,6,0,1,0.5,0.4848,0.82,0.2537,0,9,9,353.25,0.8527166126775357
11305,2012-04-21,2,1,4,5,0,6,0,1,0.5,0.4848,0.82,0.2537,0,1,1,353.28125,0.02116236297400308
11306,2012-04-21,2,1,4,6,0,6,0,1,0.5,0.4848,0.82,0.2239,10,21,31,353.3125,0.829848465652591
11307,2012-04-21,2,1,4,7,0,6,0,1,0.5,0.4848,0.82,0.2836,21,55,76,353.34375,0.9179004420004684
11308,2012-04-21,2,1,4,8,0,6,0,1,0.52,0.5,0.81,0.2537,52,149,201,353.375,0.16203898508788442
11309,2012-04-21,2,1,4,9,0,6,0,1,0.54,0.5152,0.77,0.1642,115,216,331,353.40625,0.7428003674334342
11310,2012-04-21,2,1,4,10,0,6,0,1,0.6,0.6061,0.64,0.2836,183,299,482,353.4375,0.9647124877358563
11311,2012-04-21,2,1,4,11,0,6,0,1,0.62,0.6061,0.61,0.3284,260,348,608,353.46875,0.299672395813511
11312,2012-04-21,2,1,4,12,0,6,0,1,0.64,0.6212,0.57,0.2239,262,378,640,353.5,0.6408851148097165
11313,2012-04-21,2,1,4,13,0,6,0,1,0.66,0.6212,0.54,0.2239,291,358,649,353.53125,0.9922158064700257
11314,2012-04-21,2,1,4,14,0,6,0,1,0.7,0.6364,0.45,0.2836,278,331,609,353.5625,0.4313078614994249
11315,2012-04-21,2,1,4,15,0,6,0,1,0.72,0.6515,0.39,0.2537,267,361,628,353.59375,0.5261425422556346
11316,2012-04-21,2,1,4,16,0,6,0,1,0.7,0.6364,0.42,0.3284,267,372,639,353.625,0.999859919091514
11317,2012-04-21,2,1,4,17,0,6,0,2,0.74,0.6515,0.3,0.3881,259,309,568,353.65625,0.5543106974049186
11318,2012-04-21,2,1,4,18,0,6,0,2,0.68,0.6364,0.47,0.4925,133,283,416,353.6875,0.40086922314100565
11319,2012-04-21,2,1,4,19,0,6,0,3,0.56,0.5303,0.73,0.4925,9,45,54,353.71875,0.987491828634229
11320,2012-04-21,2,1,4,20,0,6,0,3,0.5,0.4848,0.82,0.2985,5,34,39,353.75,0.6662190009330339
11321,2012-04-21,2,1,4,21,0,6,0,3,0.5,0.4848,0.82,0.3881,20,82,102,353.78125,0.26757250379965586
11322,2012-04-21,2,1,4,22,0,6,0,1,0.48,0.4697,0.82,0.2985,20,90,110,353.8125,0.9553590825127652
11323,2012-04-21,2,1,4,23,0,6,0,2,0.46,0.4545,0.82,0.2836,18,73,91,353.84375,0.7647929266277789
11324,2012-04-22,2,1,4,0,0,0,0,2,0.46,0.4545,0.82,0.194,32,85,117,353.875,0.12892031897550132
11325,2012-04-22,2,1,4,1,0,0,0,2,0.46,0.4545,0.82,0.3284,10,63,73,353.90625,0.9041048178592178
11326,2012-04-22,2,1,4,2,0,0,0,1,0.46,0.4545,0.72,0.2836,7,49,56,353.9375,0.8480595166961584
11327,2012-04-22,2,1,4,3,0,0,0,2,0.44,0.4394,0.82,0.1642,7,33,40,353.96875,0.012312206909491212
11328,2012-04-22,2,1,4,4,0,0,0,2,0.44,0.4394,0.77,0.1642,0,7,7,354.0,0.8347548891291109
11329,2012-04-22,2,1,4,5,0,0,0,2,0.44,0.4394,0.77,0.2239,0,6,6,354.03125,0.9143521897718151
11330,2012-04-22,2,1,4,6,0,0,0,2,0.44,0.4394,0.72,0.3284,6,6,12,354.0625,0.15329830388947824
11331,2012-04-22,2,1,4,7,0,0,0,3,0.42,0.4242,0.77,0.3881,2,22,24,354.09375,0.7486973356174953
11332,2012-04-22,2,1,4,8,0,0,0,3,0.4,0.4091,0.82,0.2537,8,43,51,354.125,0.9623440975524086
11333,2012-04-22,2,1,4,9,0,0,0,3,0.4,0.4091,0.82,0.2537,8,71,79,354.15625,0.29121613427482546
11334,2012-04-22,2,1,4,10,0,0,0,3,0.38,0.3939,0.82,0.3284,11,57,68,354.1875,0.6476545998430207
11335,2012-04-22,2,1,4,11,0,0,0,3,0.38,0.3939,0.87,0.2985,7,70,77,354.21875,0.9910746816774082
11336,2012-04-22,2,1,4,12,0,0,0,3,0.38,0.3939,0.87,0.3284,5,56,61,354.25,0.42330527175265176
11337,2012-04-22,2,1,4,13,0,0,0,3,0.38,0.3939,0.82,0.3582,5,47,52,354.28125,0.5336490528492137
11338,2012-04-22,2,1,4,14,0,0,0,3,0.38,0.3939,0.87,0.3284,3,50,53,354.3125,0.9999688993102096
11339,2012-04-22,2,1,4,15,0,0,0,3,0.38,0.3939,0.87,0.3881,0,38,38,354.34375,0.5469219513382501
11340,2012-04-22,2,1,4,16,0,0,0,3,0.38,0.3939,0.87,0.4478,4,32,36,354.375,0.40896251643429155
11341,2012-04-22,2,1,4,17,0,0,0,3,0.36,0.3182,0.93,0.4478,2,25,27,354.40625,0.9888487326244195
11342,2012-04-22,2,1,4,18,0,0,0,3,0.36,0.3182,0.93,0.4478,1,38,39,354.4375,0.6595919843492313
11343,2012-04-22,2,1,4,19,0,0,0,3,0.36,0.3182,0.87,0.5224,1,34,35,354.46875,0.27609059247235634
11344,2012-04-22,2,1,4,20,0,0,0,3,0.36,0.3333,0.93,0.4179,1,34,35,354.5,0.9579367518318612
11345,2012-04-22,2,1,4,21,0,0,0,3,0.36,0.3333,0.87,0.3881,0,11,11,354.53125,0.7590602793088247
11346,2012-04-22,2,1,4,22,0,0,0,3,0.34,0.2879,0.87,0.5224,0,13,13,354.5625,0.13769271342491687
11347,2012-04-22,2,1,4,23,0,0,0,3,0.36,0.3182,0.81,0.4627,0,17,17,354.59375,0.9078516604382718
11348,2012-04-23,2,1,4,0,0,1,1,3,0.36,0.3333,0.81,0.4179,0,6,6,354.625,0.8433359776171184
11349,2012-04-23,2,1,4,1,0,1,1,3,0.34,0.303,0.87,0.3582,1,1,2,354.65625,0.0034610862179101053
11350,2012-04-23,2,1,4,2,0,1,1,2,0.32,0.303,0.87,0.3284,1,3,4,354.6875,0.8395959118884279
11351,2012-04-23,2,1,4,3,0,1,1,2,0.32,0.303,0.81,0.2836,0,1,1,354.71875,0.9107323005994722
11352,2012-04-23,2,1,4,4,0,1,1,3,0.3,0.2879,0.81,0.2836,0,3,3,354.75,0.1445456121965533
11353,2012-04-23,2,1,4,5,0,1,1,3,0.3,0.2879,0.81,0.2836,0,14,14,354.78125,0.7545356454536329
11354,2012-04-23,2,1,4,6,0,1,1,2,0.3,0.2727,0.81,0.2985,2,43,45,354.8125,0.9599003103931593
11355,2012-04-23,2,1,4,7,0,1,1,3,0.3,0.2879,0.81,0.2537,1,206,207,354.84375,0.2827370567643011
11356,2012-04-23,2,1,4,8,0,1,1,2,0.3,0.2727,0.75,0.3284,11,471,482,354.875,0.6543733429449133
11357,2012-04-23,2,1,4,9,0,1,1,2,0.3,0.2727,0.75,0.3881,17,255,272,354.90625,0.9898559089478604
11358,2012-04-23,2,1,4,10,0,1,1,2,0.32,0.303,0.7,0.3284,12,88,100,354.9375,0.4152695172185513
