instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0,feature1,feature2,feature3,feature4
9936,2012-02-24,1,1,2,0,0,5,1,2,0.44,0.4394,0.58,0.0896,12,34,46,310.5,0.6542821609693977,0.7562505231979778,9.20391980417326,99.67948635501689
9937,2012-02-24,1,1,2,1,0,5,1,1,0.44,0.4394,0.62,0.194,3,15,18,310.53125,0.9898730327770443,0.1419555528353033,9.204020443231363,99.68450230602548
9938,2012-02-24,1,1,2,2,0,5,1,3,0.42,0.4242,0.77,0.2836,1,4,5,310.5625,0.4153792032828536,0.9096483482533796,9.204121072162266,99.68951800465283
9939,2012-02-24,1,1,2,3,0,5,1,1,0.42,0.4242,0.82,0.1343,0,5,5,310.59375,0.5410123500902512,0.8410146473455878,9.204221690968005,99.69453345093702
9940,2012-02-24,1,1,2,4,0,5,1,1,0.4,0.4091,0.87,0.1343,0,2,2,310.625,0.9999996437966616,0.000844041793976655,9.20432229965062,99.69954864491613
9941,2012-02-24,1,1,2,5,0,5,1,2,0.4,0.4091,0.87,0.194,1,25,26,310.65625,0.539591876731058,0.8419267228006572,9.204422898212146,99.70456358662827
9942,2012-02-24,1,1,2,6,0,5,1,2,0.4,0.4091,0.87,0.1642,2,80,82,310.6875,0.41691417334564623,0.9089458576084257,9.204523486654617,99.70957827611147
9943,2012-02-24,1,1,2,7,0,5,1,2,0.4,0.4091,0.76,0.2239,7,265,272,310.71875,0.990111255146582,0.14028436274959516,9.204624064980074,99.71459271340379
9944,2012-02-24,1,1,2,8,0,5,1,2,0.38,0.3939,0.76,0.3284,17,452,469,310.75,0.6530046150977463,0.757353928266728,9.204724633190548,99.71960689854328
9945,2012-02-24,1,1,2,9,0,5,1,3,0.36,0.3333,0.81,0.2537,15,229,244,310.78125,0.2844714565868833,0.9586845103512088,9.204825191288073,99.72462083156798
9946,2012-02-24,1,1,2,10,0,5,1,3,0.36,0.3485,0.81,0.1642,22,119,141,310.8125,0.9604057829928692,0.27860497481892516,9.204925739274683,99.72963451251589
9947,2012-02-24,1,1,2,11,0,5,1,2,0.36,0.3636,0.81,0.1045,27,136,163,310.84375,0.7533474616534036,0.6576226897092083,9.205026277152413,99.73464794142505
9948,2012-02-24,1,1,2,12,0,5,1,2,0.4,0.4091,0.76,0.1343,27,201,228,310.875,0.14633504169038133,0.989235086101112,9.205126804923296,99.73966111833346
9949,2012-02-24,1,1,2,13,0,5,1,2,0.42,0.4242,0.71,0.1045,30,153,183,310.90625,0.9114777825626503,0.4113493064229887,9.20522732258936,99.74467404327912
9950,2012-02-24,1,1,2,14,0,5,1,2,0.46,0.4545,0.67,0.1045,5,26,31,310.9375,0.8386120536419763,0.5447291285459104,9.205327830152639,99.74968671630002
9951,2012-02-24,1,1,2,15,0,5,1,3,0.4,0.4091,0.87,0.194,11,83,94,310.96875,0.005269729939498529,0.999986114876784,9.205428327615163,99.75469913743412
9952,2012-02-24,1,1,2,16,0,5,1,3,0.4,0.4091,0.87,0.194,12,166,178,311.0,0.8443065481172032,0.5358604788621874,9.20552881497896,99.75971130671941
9953,2012-02-24,1,1,2,17,0,5,1,3,0.42,0.4242,0.94,0.1045,14,242,256,311.03125,0.9070918196750902,0.4209328101710933,9.205629292246064,99.76472322419383
9954,2012-02-24,1,1,2,18,0,5,1,2,0.42,0.4242,0.94,0,11,289,300,311.0625,0.1359010554919528,0.9907224147641827,9.2057297594185,99.76973488989535
9955,2012-02-24,1,1,2,19,0,5,1,2,0.44,0.4394,0.88,0.1045,6,227,233,311.09375,0.7602365123706579,0.6496464001735855,9.205830216498297,99.77474630386187
9956,2012-02-24,1,1,2,20,0,5,1,1,0.44,0.4394,0.62,0.4179,8,159,167,311.125,0.9574161367699908,0.28871151873873363,9.205930663487482,99.77975746613137
9957,2012-02-24,1,1,2,21,0,5,1,1,0.42,0.4242,0.35,0.806,1,151,152,311.15625,0.2743517803737266,0.9616293987840464,9.206031100388085,99.78476837674175
9958,2012-02-24,1,1,2,22,0,5,1,1,0.4,0.4091,0.37,0.5821,4,102,106,311.1875,0.660950337660083,0.7504296443684926,9.206131527202128,99.7897790357309
9959,2012-02-24,1,1,2,23,0,5,1,1,0.38,0.3939,0.37,0.6866,10,76,86,311.21875,0.9885777633778634,0.15071166429583718,9.20623194393164,99.79478944313676
9960,2012-02-25,1,1,2,0,0,6,0,1,0.36,0.3333,0.43,0.3881,5,56,61,311.25,0.4073113525059726,0.9132893638490243,9.206332350578643,99.7997995989972
9961,2012-02-25,1,1,2,1,0,6,0,1,0.34,0.303,0.42,0.3582,4,42,46,311.28125,0.548435237447368,0.8361930341291113,9.206432747145165,99.80480950335009
9962,2012-02-25,1,1,2,2,0,6,0,1,0.32,0.303,0.45,0.2537,1,37,38,311.3125,0.9999529993302799,0.009695314867354466,9.20653313363323,99.80981915623332
9963,2012-02-25,1,1,2,3,0,6,0,1,0.3,0.2727,0.45,0.2985,0,7,7,311.34375,0.5321185851484572,0.8466698360870099,9.206633510044856,99.81482855768475
9964,2012-02-25,1,1,2,4,0,6,0,1,0.3,0.2727,0.42,0.3284,0,2,2,311.375,0.424943202228273,0.9052200146262681,9.20673387638207,99.81983770774224
9965,2012-02-25,1,1,2,5,0,6,0,2,0.3,0.2727,0.42,0.2985,0,3,3,311.40625,0.9913141692023114,0.13151508635411785,9.206834232646894,99.82484660644363
9966,2012-02-25,1,1,2,6,0,6,0,2,0.3,0.2727,0.42,0.2985,1,12,13,311.4375,0.6462754606912632,0.7631042057991133,9.20693457884135,99.82985525382675
9967,2012-02-25,1,1,2,7,0,6,0,1,0.28,0.2424,0.45,0.4478,3,20,23,311.46875,0.29294592592734386,0.9561290103759906,9.207034914967457,99.83486364992943
9968,2012-02-25,1,1,2,8,0,6,0,1,0.26,0.2273,0.48,0.2985,3,90,93,311.5,0.9628341792377054,0.27009321222802707,9.207135241027235,99.83987179478947
9969,2012-02-25,1,1,2,9,0,6,0,3,0.22,0.197,0.75,0.3284,15,107,122,311.53125,0.7474971284942361,0.6642650396437189,9.207235557022704,99.84487968844472
9970,2012-02-25,1,1,2,10,0,6,0,1,0.26,0.2273,0.6,0.3582,24,159,183,311.5625,0.15508533492720766,0.9879010774822122,9.207335862955883,99.84988733093293
9971,2012-02-25,1,1,2,11,0,6,0,1,0.3,0.2576,0.39,0.6119,23,187,210,311.59375,0.9150830566292422,0.40326542062279913,9.207436158828793,99.8548947222919
9972,2012-02-25,1,1,2,12,0,6,0,1,0.32,0.2727,0.29,0.6567,41,217,258,311.625,0.8337576361880824,0.552130604203445,9.207536444643448,99.85990186255943
9973,2012-02-25,1,1,2,13,0,6,0,1,0.32,0.2879,0.31,0.4925,48,178,226,311.65625,0.014120709894061266,0.9999002978057802,9.207636720401869,99.86490875177326
9974,2012-02-25,1,1,2,14,0,6,0,1,0.32,0.2727,0.29,0.5522,35,181,216,311.6875,0.8490165404205952,0.5283662688819603,9.207736986106068,99.86991538997117
9975,2012-02-25,1,1,2,15,0,6,0,1,0.32,0.2879,0.29,0.4179,21,211,232,311.71875,0.9033304791248151,0.42894527096604285,9.207837241758064,99.87492177719089
9976,2012-02-25,1,1,2,16,0,6,0,1,0.32,0.2727,0.26,0.5821,32,163,195,311.75,0.127126541243623,0.9918865068703342,9.207937487359873,99.87992791347018
9977,2012-02-25,1,1,2,17,0,6,0,1,0.3,0.2727,0.33,0.3582,16,143,159,311.78125,0.7659569523828738,0.642891862677029,9.208037722913508,99.88493379884676
9978,2012-02-25,1,1,2,18,0,6,0,1,0.3,0.2576,0.28,0.5821,7,126,133,311.8125,0.9548231563800222,0.2971745952138097,9.208137948420983,99.88993943335835
9979,2012-02-25,1,1,2,19,0,6,0,1,0.26,0.2121,0.33,0.4478,12,137,149,311.84375,0.26582935379396894,0.9640201007559339,9.208238163884312,99.89494481704267
9980,2012-02-25,1,1,2,20,0,6,0,1,0.26,0.2121,0.3,0.5522,10,95,105,311.875,0.6675667307353843,0.7445499714695252,9.20833836930551,99.89994994993741
9981,2012-02-25,1,1,2,21,0,6,0,1,0.24,0.2121,0.35,0.3284,5,80,85,311.90625,0.9872050416683363,0.15945596791784963,9.208438564686587,99.90495483208028
9982,2012-02-25,1,1,2,22,0,6,0,1,0.24,0.197,0.38,0.4627,4,78,82,311.9375,0.3992115900207258,0.9168588257704258,9.208538750029554,99.90995946350894
9983,2012-02-25,1,1,2,23,0,6,0,1,0.24,0.197,0.41,0.4179,7,84,91,311.96875,0.5558151564333672,0.8313059075207824,9.208638925336425,99.91496384426108
9984,2012-02-26,1,1,2,0,0,0,0,1,0.24,0.2121,0.41,0.3582,7,63,70,312.0,0.999828011335544,0.01854582833985531,9.208739090609209,99.91996797437437
9985,2012-02-26,1,1,2,1,0,0,0,1,0.24,0.2121,0.44,0.3284,5,50,55,312.03125,0.5246036035589347,0.8513466151532995,9.208839245849916,99.92497185388645
9986,2012-02-26,1,1,2,2,0,0,0,1,0.24,0.2121,0.44,0.3284,5,37,42,312.0625,0.4329389379962883,0.9014232501808715,9.208939391060555,99.92997548283498
9987,2012-02-26,1,1,2,3,0,0,0,1,0.24,0.2273,0.41,0.194,0,21,21,312.09375,0.9924394165579309,0.12273550611845632,9.209039526243135,99.93497886125758
9988,2012-02-26,1,1,2,4,0,0,0,1,0.24,0.2273,0.41,0.194,1,5,6,312.125,0.6394956724050744,0.7687946962454812,9.209139651399664,99.93998198919189
9989,2012-02-26,1,1,2,5,0,0,0,1,0.22,0.2121,0.44,0.2239,0,5,5,312.15625,0.3013974437716146,0.9534986003597155,9.20923976653215,99.94498486667553
9990,2012-02-26,1,1,2,6,0,0,0,1,0.22,0.197,0.44,0.3284,0,2,2,312.1875,0.9651871401102071,0.26156028858731495,9.2093398716426,99.9499874937461
9991,2012-02-26,1,1,2,7,0,0,0,1,0.2,0.1818,0.51,0.2985,2,20,22,312.21875,0.7415882310200257,0.6708553462651908,9.209439966733019,99.95498987044118
9992,2012-02-26,1,1,2,8,0,0,0,1,0.2,0.197,0.51,0.2537,2,57,59,312.25,0.16382347766061794,0.9864896695694187,9.209540051805414,99.9599919967984
9993,2012-02-26,1,1,2,9,0,0,0,1,0.22,0.2121,0.47,0.2239,11,76,87,312.28125,0.9186166364907647,0.39514994010172155,9.209640126861789,99.96499387285532
9994,2012-02-26,1,1,2,10,0,0,0,1,0.26,0.2576,0.41,0.1642,27,161,188,312.3125,0.8288378961489719,0.5594888219681838,9.20974019190415,99.9699954986495
9995,2012-02-26,1,1,2,11,0,0,0,1,0.28,0.2576,0.41,0.2836,43,184,227,312.34375,0.022970583530390335,0.9997361413354392,9.209840246934501,99.9749968742185
9996,2012-02-26,1,1,2,12,0,0,0,1,0.3,0.303,0.39,0.1343,49,256,305,312.375,0.8536600146461851,0.5208306628783247,9.209940291954844,99.9799979995999
9997,2012-02-26,1,1,2,13,0,0,0,1,0.32,0.3333,0.36,0,58,267,325,312.40625,0.8994983651511371,0.4369241250954582,9.210040326967182,99.98499887483122
9998,2012-02-26,1,1,2,14,0,0,0,1,0.34,0.3485,0.31,0,68,263,331,312.4375,0.11834206698537754,0.9929728874353159,9.210140351973516,99.98999949994999
9999,2012-02-26,1,1,2,15,0,0,0,1,0.36,0.3485,0.29,0,72,281,353,312.46875,0.7716173818043345,0.6360869563962336,9.21024036697585,99.99499987499375
10000,2012-02-26,1,1,2,16,0,0,0,1,0.36,0.3333,0.32,0.2537,64,275,339,312.5,0.9521553682590148,0.30561438888825215,9.210340371976184,100.0
10001,2012-02-26,1,1,2,17,0,0,0,1,0.36,0.3485,0.32,0.2239,46,241,287,312.53125,0.25728610022581244,0.9663352744418436,9.210440366976517,100.00499987500625
10002,2012-02-26,1,1,2,18,0,0,0,1,0.34,0.3182,0.36,0.2836,17,199,216,312.5625,0.6741308218193593,0.7386119651570473,9.21054035197885,100.00999950005
10003,2012-02-26,1,1,2,19,0,0,0,1,0.34,0.3333,0.34,0.1642,13,130,143,312.59375,0.9857549751973802,0.16818777860954215,9.21064032698518,100.01499887516871
10004,2012-02-26,1,1,2,20,0,0,0,1,0.32,0.3182,0.42,0.1642,9,79,88,312.625,0.3910805504209115,0.920356454360199,9.21074029199751,100.0199980003999
10005,2012-02-26,1,1,2,21,0,0,0,1,0.3,0.303,0.45,0.1343,8,75,83,312.65625,0.5631515288521807,0.8263536504133394,9.210840247017833,100.024996875781
10006,2012-02-26,1,1,2,22,0,0,0,1,0.3,0.2879,0.42,0.2239,3,68,71,312.6875,0.9996246896049144,0.02739488879843513,9.21094019204815,100.02999550134949
10007,2012-02-26,1,1,2,23,0,0,0,1,0.26,0.2576,0.56,0.1642,5,59,64,312.71875,0.5170475207403367,0.8559566935869309,9.211040127090456,100.03499387714281
10008,2012-02-27,1,1,2,0,0,1,1,1,0.26,0.2424,0.6,0.2537,2,27,29,312.75,0.440900754206097,0.8975558617381398,9.211140052146748,100.0399920031984
10009,2012-02-27,1,1,2,1,0,1,1,1,0.26,0.2576,0.65,0.2239,0,6,6,312.78125,0.9934869090534488,0.11394630989823341,9.211239967219019,100.04498987955368
10010,2012-02-27,1,1,2,2,0,1,1,1,0.26,0.2273,0.7,0.2985,0,4,4,312.8125,0.6326657814166815,0.7744249537717776,9.211339872309265,100.0499875062461
10011,2012-02-27,1,1,2,3,0,1,1,1,0.24,0.2424,0.75,0.1642,0,2,2,312.84375,0.30982534796684597,0.9507934863876712,9.211439767419483,100.05498488331304
10012,2012-02-27,1,1,2,4,0,1,1,1,0.22,0.2273,0.8,0.1343,0,1,1,312.875,0.9674644812624527,0.25300687242755543,9.211539652551664,100.05998201079191
10013,2012-02-27,1,1,2,5,0,1,1,1,0.22,0.2273,0.8,0.1343,0,16,16,312.90625,0.7356212321764077,0.6773930932414823,9.211639527707803,100.0649788887201
10014,2012-02-27,1,1,2,6,0,1,1,1,0.24,0.2273,0.7,0.2537,1,89,90,312.9375,0.17254878528150214,0.9850009729426048,9.211739392889891,100.069975517135
10015,2012-02-27,1,1,2,7,0,1,1,1,0.24,0.2273,0.6,0.2239,2,278,280,312.96875,0.9220782453010921,0.3870035006850186,9.211839248099919,100.07497189607399
10016,2012-02-27,1,1,2,8,0,1,1,1,0.24,0.2424,0.6,0,14,514,528,313.0,0.8238532189725543,0.5668032053442893,9.211939093339879,100.07996802557443
10017,2012-02-27,1,1,2,9,0,1,1,1,0.26,0.2576,0.6,0.194,11,219,230,313.03125,0.031818657485571056,0.999493658326963,9.212038928611765,100.08496390567366
10018,2012-02-27,1,1,2,10,0,1,1,1,0.32,0.303,0.45,0.2537,16,88,104,313.0625,0.8582366069907194,0.513254251244992,9.212138753917563,100.08995953640904
10019,2012-02-27,1,1,2,11,0,1,1,1,0.36,0.3333,0.43,0.2537,11,92,103,313.09375,0.8955957779894971,0.44486874743837357,9.212238569259263,100.09495491781792
10020,2012-02-27,1,1,2,12,0,1,1,1,0.4,0.4091,0.37,0.2985,13,164,177,313.125,0.10954832095627226,0.9939814713442406,9.212338374638856,100.09995004993759
10021,2012-02-27,1,1,2,13,0,1,1,1,0.4,0.4091,0.43,0.2836,23,159,182,313.15625,0.7772173571561832,0.6292322144766255,9.212438170058329,100.1049449328054
10022,2012-02-27,1,1,2,14,0,1,1,1,0.46,0.4545,0.36,0.2836,24,134,158,313.1875,0.9494129814207268,0.31403023852776757,9.21253795551967,100.10993956645864
10023,2012-02-27,1,1,2,15,0,1,1,1,0.52,0.5,0.25,0.4179,24,150,174,313.21875,0.2487226890093448,0.9685747384543749,9.212637731024866,100.11493395093461
10024,2012-02-27,1,1,2,16,0,1,1,1,0.54,0.5152,0.26,0.4478,20,266,286,313.25,0.6806420966337804,0.7326160906572906,9.212737496575905,100.11992808627062
10025,2012-02-27,1,1,2,17,0,1,1,1,0.54,0.5152,0.24,0.4478,26,503,529,313.28125,0.9842276775736583,0.17690641225790246,9.21283725217477,100.12492197250393
10026,2012-02-27,1,1,2,18,0,1,1,1,0.52,0.5,0.27,0.4179,10,517,527,313.3125,0.3829188707508026,0.9237819755888995,9.212936997823448,100.12991560967181
10027,2012-02-27,1,1,2,19,0,1,1,1,0.5,0.4848,0.29,0.3881,16,318,334,313.34375,0.5704437799194927,0.8213366508023134,9.213036733523925,100.13490899781155
10028,2012-02-27,1,1,2,20,0,1,1,1,0.48,0.4697,0.33,0.3582,11,208,219,313.375,0.9993430500680817,0.03624180294388945,9.213136459278184,100.13990213696037
10029,2012-02-27,1,1,2,21,0,1,1,1,0.46,0.4545,0.36,0.2836,14,181,195,313.40625,0.5094509286906759,0.8604997102011178,9.213236175088209,100.14489502715553
10030,2012-02-27,1,1,2,22,0,1,1,1,0.44,0.4394,0.44,0.2537,9,83,92,313.4375,0.4488280270716068,0.8936181522971705,9.21333588095598,100.14988766843426
10031,2012-02-27,1,1,2,23,0,1,1,1,0.42,0.4242,0.5,0.1642,6,50,56,313.46875,0.9944565646207499,0.10514818630245748,9.213435576883485,100.15488006083378
10032,2012-02-28,1,1,2,0,0,2,1,1,0.42,0.4242,0.54,0.1343,0,10,10,313.5,0.6257863228289929,0.7799945372630295,9.213535262872702,100.15987220439132
10033,2012-02-28,1,1,2,1,0,2,1,1,0.38,0.3939,0.62,0.1642,0,6,6,313.53125,0.318228978210252,0.9480138803979924,9.213634938925614,100.16486409914407
10034,2012-02-28,1,1,2,2,0,2,1,1,0.4,0.4091,0.54,0.1045,1,2,3,313.5625,0.9696660242711151,0.24443363388504674,9.213734605044198,100.16985574512923
10035,2012-02-28,1,1,2,3,0,2,1,1,0.4,0.4091,0.32,0.3582,0,6,6,313.59375,0.7295965994610982,0.6838777683583536,9.213834261230438,100.174847142384
10036,2012-02-28,1,1,2,4,0,2,1,1,0.32,0.2879,0.42,0.3582,0,2,2,313.625,0.18126057418634542,0.9834351042369986,9.213933907486313,100.17983829094555
10037,2012-02-28,1,1,2,5,0,2,1,1,0.32,0.2879,0.42,0.3582,1,20,21,313.65625,0.925467611852829,0.37882674062349586,9.2140335438138,100.18482919085105
10038,2012-02-28,1,1,2,6,0,2,1,1,0.3,0.2727,0.45,0.3284,1,100,101,313.6875,0.8188039951943826,0.5740731812702257,9.214133170214879,100.18981984213765
10039,2012-02-28,1,1,2,7,0,2,1,1,0.28,0.2576,0.45,0.2985,12,313,325,313.71875,0.040664238537688746,0.9991728677782188,9.214232786691527,100.19481024484253
10040,2012-02-28,1,1,2,8,0,2,1,1,0.26,0.2424,0.48,0.2836,16,543,559,313.75,0.8627459588909533,0.5056376275726814,9.214332393245721,100.1998003990028
10041,2012-02-28,1,1,2,9,0,2,1,1,0.28,0.2576,0.45,0.3582,7,225,232,313.78125,0.8916230233967138,0.452778515555788,9.214431989879436,100.20479030465559
10042,2012-02-28,1,1,2,10,0,2,1,1,0.3,0.2727,0.42,0.2985,14,118,132,313.8125,0.10074599212178036,0.9949121795773727,9.21453157659465,100.20977996183805
10043,2012-02-28,1,1,2,11,0,2,1,1,0.34,0.3182,0.36,0.2537,8,155,163,313.84375,0.7827564396959712,0.6223281739681142,9.21463115339334,100.21476937058729
10044,2012-02-28,1,1,2,12,0,2,1,1,0.36,0.3485,0.34,0.1343,19,164,183,313.875,0.9465962107235177,0.3224214847740108,9.214730720277476,100.2197585309404
10045,2012-02-28,1,1,2,13,0,2,1,1,0.36,0.3636,0.32,0.1045,16,174,190,313.90625,0.24013979106394903,0.9707383173377689,9.214830277249035,100.22474744293447
10046,2012-02-28,1,1,2,14,0,2,1,1,0.4,0.4091,0.28,0.1045,13,121,134,313.9375,0.6871000450384278,0.7265628177302982,9.21492982430999,100.22973610660661
10047,2012-02-28,1,1,2,15,0,2,1,1,0.42,0.4242,0.26,0.0896,17,149,166,313.96875,0.9826232684566795,0.18561118578230285,9.215029361462314,100.23472452199387
10048,2012-02-28,1,1,2,16,0,2,1,1,0.42,0.4242,0.28,0.0896,17,270,287,314.0,0.3747271904552361,0.927135121076494,9.21512888870798,100.23971268913334
10049,2012-02-28,1,1,2,17,0,2,1,1,0.42,0.4242,0.26,0.0896,33,497,530,314.03125,0.5776913383077721,0.8162553017556303,9.21522840604896,100.24470060806208
10050,2012-02-28,1,1,2,18,0,2,1,1,0.42,0.4242,0.28,0.1642,17,432,449,314.0625,0.9989831147907179,0.04508587764517144,9.215327913487222,100.2496882788171
10051,2012-02-28,1,1,2,19,0,2,1,1,0.42,0.4242,0.26,0,15,291,306,314.09375,0.5018144225817507,0.8649753090631802,9.21542741102474,100.25467570143549
10052,2012-02-28,1,1,2,20,0,2,1,1,0.4,0.4091,0.3,0.1343,2,202,204,314.125,0.4567201355131,0.8896104303665148,9.215526898663482,100.25966287595426
10053,2012-02-28,1,1,2,21,0,2,1,1,0.34,0.3485,0.46,0.1045,10,178,188,314.15625,0.995348307290025,0.09634182463957189,9.215626376405421,100.26464980241042
10054,2012-02-28,1,1,2,22,0,2,1,1,0.34,0.3485,0.46,0.1045,6,95,101,314.1875,0.6188578356284005,0.7855030103579055,9.215725844252521,100.269636480841
10055,2012-02-28,1,1,2,23,0,2,1,1,0.32,0.303,0.53,0.2239,4,61,65,314.21875,0.3266076761008431,0.945160000165055,9.215825302206753,100.27462291128299
10056,2012-02-29,1,1,2,0,0,3,1,1,0.32,0.3333,0.53,0.1045,2,30,32,314.25,0.9717915966514404,0.2358412446491156,9.215924750270084,100.2796090937734
10057,2012-02-29,1,1,2,1,0,3,1,1,0.32,0.3333,0.49,0.1045,0,6,6,314.28125,0.7235148048872658,0.6903088635595965,9.21602418844448,100.2845950283492
10058,2012-02-29,1,1,2,2,0,3,1,1,0.3,0.2879,0.56,0.2239,0,4,4,314.3125,0.18995816183078665,0.9817921861340457,9.21612361673191,100.28958071504736
10059,2012-02-29,1,1,2,3,0,3,1,1,0.28,0.303,0.7,0.0896,0,2,2,314.34375,0.9287844705985604,0.37062030054349693,9.216223035134337,100.29456615390487
10060,2012-02-29,1,1,2,5,0,3,1,1,0.26,0.2879,0.75,0.0896,0,29,29,314.375,0.8136906204070565,0.5812981801636571,9.21632244365373,100.29955134495867
10061,2012-02-29,1,1,2,6,0,3,1,2,0.28,0.303,0.75,0.0896,4,100,104,314.40625,0.04950663366014072,0.9987737948222514,9.21642184229205,100.30453628824571
10062,2012-02-29,1,1,2,7,0,3,1,2,0.26,0.2727,0.81,0.1343,11,242,253,314.4375,0.8671877170517431,0.4979813886026123,9.216521231051264,100.30952098380293
10063,2012-02-29,1,1,2,8,0,3,1,2,0.28,0.2879,0.75,0.1045,2,114,116,314.46875,0.8875804126270287,0.4606528097394322,9.216620609933333,100.31450543166726
10064,2012-02-29,1,1,2,9,0,3,1,3,0.3,0.303,0.81,0.1642,5,33,38,314.5,0.09193577011981392,0.9957649392163176,9.216719978940223,100.31948963187563
10065,2012-02-29,1,1,2,10,0,3,1,3,0.3,0.303,0.81,0.1642,0,10,10,314.53125,0.7882341954520313,0.6153753757830166,9.216819338073892,100.32447358446493
10066,2012-02-29,1,1,2,11,0,3,1,3,0.3,0.2879,0.87,0.194,1,9,10,314.5625,0.9437052768535148,0.33078747019624394,9.216918687336305,100.32945728947207
10067,2012-02-29,1,1,2,12,0,3,1,3,0.32,0.303,0.93,0.3284,1,69,70,314.59375,0.23153807883573915,0.9728258415816549,9.217018026729423,100.33444074693395
10068,2012-02-29,1,1,2,13,0,3,1,2,0.36,0.3333,0.93,0.3582,4,72,76,314.625,0.6935041610710568,0.7204526206331195,9.217117356255207,100.33942395688746
10069,2012-02-29,1,1,2,14,0,3,1,2,0.36,0.3333,0.93,0.3582,2,54,56,314.65625,0.9809418735474227,0.19430141718801772,9.217216675915616,100.34440691936945
10070,2012-02-29,1,1,2,15,0,3,1,2,0.4,0.4091,0.82,0.2836,3,87,90,314.6875,0.3665061513295144,0.9304156281133863,9.217315985712608,100.34938963441681
10071,2012-02-29,1,1,2,16,0,3,1,3,0.4,0.4091,0.82,0.2239,5,162,167,314.71875,0.5848936361910347,0.8111100013828146,9.217415285648144,100.35437210206639
10072,2012-02-29,1,1,2,17,0,3,1,2,0.4,0.4091,0.87,0.1642,7,246,253,314.75,0.9985449119727482,0.053926419993696816,9.217514575724183,100.35935432235502
10073,2012-02-29,1,1,2,18,0,3,1,3,0.4,0.4091,0.87,0,11,181,192,314.78125,0.49413860071251414,0.8693831395224308,9.21761385594268,100.36433629531956
10074,2012-02-29,1,1,2,19,0,3,1,2,0.4,0.4091,0.87,0.1045,0,102,102,314.8125,0.4645764612058934,0.8855330099400073,9.217713126305595,100.36931802099683
10075,2012-02-29,1,1,2,20,0,3,1,3,0.42,0.4242,0.88,0.1642,2,95,97,314.84375,0.9961620671957233,0.08752791486344955,9.217812386814884,100.37429949942366
10076,2012-02-29,1,1,2,21,0,3,1,3,0.42,0.4242,0.88,0.1642,0,39,39,314.875,0.6118808626425507,0.7909499414829032,9.2179116374725,100.37928073063684
10077,2012-02-29,1,1,2,22,0,3,1,3,0.42,0.4242,0.94,0.2537,2,53,55,314.90625,0.33496078519101014,0.9422320692824151,9.218010878280403,100.38426171467319
10078,2012-02-29,1,1,2,23,0,3,1,3,0.42,0.4242,0.94,0.2537,3,30,33,314.9375,0.9738410318707614,0.2272303779094921,9.218110109240543,100.38924245156949
10079,2012-03-01,1,1,3,0,0,4,1,2,0.42,0.4242,0.94,0,1,10,11,314.96875,0.7173763249465518,0.6966858749868403,9.218209330354878,100.39422294136251
10080,2012-03-01,1,1,3,1,0,4,1,3,0.46,0.4545,0.94,0.1045,0,12,12,315.0,0.19864086678309384,0.9800723473517968,9.21830854162536,100.39920318408906
10081,2012-03-01,1,1,3,2,0,4,1,2,0.46,0.4545,0.94,0.2836,0,6,6,315.03125,0.9320285616716549,0.3623848233967121,9.218407743053941,100.40418317978589
10082,2012-03-01,1,1,3,3,0,4,1,1,0.46,0.4545,0.94,0.2239,0,3,3,315.0625,0.8085134952292278,0.5884776359660726,9.218506934642576,100.40916292848975
10083,2012-03-01,1,1,3,4,0,4,1,1,0.48,0.4697,0.88,0.194,0,5,5,315.09375,0.058345150075933,0.9982964707253136,9.218606116393214,100.41414243023739
10084,2012-03-01,1,1,3,5,0,4,1,1,0.48,0.4697,0.88,0.1642,0,18,18,315.125,0.8715615334737263,0.4902861341797529,9.218705288307811,100.41912168506553
10085,2012-03-01,1,1,3,6,0,4,1,2,0.42,0.4242,0.94,0,2,107,109,315.15625,0.8834682624077194,0.46849101306032026,9.218804450388312,100.42410069301094
10086,2012-03-01,1,1,3,7,0,4,1,2,0.44,0.4394,0.94,0.1343,8,296,304,315.1875,0.08311834520669267,0.9965396834497365,9.21890360263667,100.42907945411031
10087,2012-03-01,1,1,3,8,0,4,1,1,0.42,0.4242,0.94,0.1343,15,579,594,315.21875,0.7936501952574792,0.608374364653677,9.219002745054835,100.43405796840034
10088,2012-03-01,1,1,3,9,0,4,1,1,0.46,0.4545,0.77,0.2537,5,281,286,315.25,0.9407404063073233,0.3391275393428441,9.219101877644755,100.43903623591775
10089,2012-03-01,1,1,3,10,0,4,1,1,0.52,0.5,0.55,0.1642,11,122,133,315.28125,0.2229182262448757,0.9748371476343309,9.219201000408379,100.44401425669923
10090,2012-03-01,1,1,3,11,0,4,1,1,0.56,0.5303,0.43,0.194,19,149,168,315.3125,0.6998539429870393,0.7142859780826543,9.219300113347655,100.44899203078147
10091,2012-03-01,1,1,3,12,0,4,1,1,0.56,0.5303,0.37,0.2239,16,204,220,315.34375,0.9791836245784895,0.20297642561965584,9.219399216464529,100.45396955820114
10092,2012-03-01,1,1,3,13,0,4,1,1,0.58,0.5455,0.32,0.2537,24,187,211,315.375,0.3582563974691222,0.9336232396810002,9.219498309760949,100.45894683899488
