instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0,feature1,feature2,feature3
8524,2011-12-26,1,0,12,21,1,1,0,1,0.26,0.303,0.7,0,10,39,49,266.375,0.6530959301282778,0.757275185153904,9.050640993218508
8525,2011-12-26,1,0,12,22,1,1,0,1,0.26,0.303,0.7,0,5,22,27,266.40625,0.28435585882063186,0.9587188042144479,9.050758302151717
8526,2011-12-26,1,0,12,23,1,1,0,1,0.26,0.2727,0.7,0.1045,4,25,29,266.4375,0.960372182544083,0.2787207760385195,9.050875597325156
8527,2011-12-27,1,0,12,0,0,2,1,1,0.26,0.2576,0.7,0.1642,3,9,12,266.46875,0.7534267506197402,0.657531848240509,9.050992878742049
8528,2011-12-27,1,0,12,1,0,2,1,1,0.26,0.2727,0.7,0.1343,0,6,6,266.5,0.14621576121891197,0.9892527236106929,9.051110146405625
8529,2011-12-27,1,0,12,2,0,2,1,1,0.26,0.2727,0.7,0.1343,2,2,4,266.53125,0.9114281765014272,0.41145920706588085,9.05122740031911
8530,2011-12-27,1,0,12,3,0,2,1,2,0.3,0.2879,0.61,0.2239,0,3,3,266.5625,0.8386777295749178,0.5446280069139494,9.051344640485725
8531,2011-12-27,1,0,12,4,0,2,1,2,0.3,0.2879,0.65,0.2239,0,3,3,266.59375,0.005149154162258659,0.9999867430178329,9.051461866908694
8532,2011-12-27,1,0,12,5,0,2,1,2,0.3,0.2727,0.64,0.2836,0,8,8,266.625,0.8442419293091956,0.5359622792662625,9.05157907959124
8533,2011-12-27,1,0,12,6,0,2,1,2,0.3,0.2727,0.61,0.2985,0,35,35,266.65625,0.9071425680703922,0.42082343232602193,9.051696278536586
8534,2011-12-27,1,0,12,7,0,2,1,2,0.3,0.2879,0.65,0.2836,1,79,80,266.6875,0.13602051324996192,0.9907060209644518,9.051813463747946
8535,2011-12-27,1,0,12,8,0,2,1,2,0.3,0.303,0.65,0.1642,9,155,164,266.71875,0.7601581741617476,0.6497380628030639,9.05193063522854
8536,2011-12-27,1,0,12,9,0,2,1,3,0.32,0.3333,0.66,0.1045,19,85,104,266.75,0.9574509418981763,0.28859607387886466,9.05204779298159
8537,2011-12-27,1,0,12,10,0,2,1,2,0.32,0.3333,0.66,0.0896,13,47,60,266.78125,0.2744677291646662,0.961596311165549,9.052164937010307
8538,2011-12-27,1,0,12,11,0,2,1,3,0.32,0.3333,0.66,0.1045,6,24,30,266.8125,0.6608598479900538,0.750509334595222,9.052282067317908
8539,2011-12-27,1,0,12,12,0,2,1,3,0.3,0.3182,0.81,0.0896,8,16,24,266.84375,0.988595928614055,0.15059246305082571,9.052399183907607
8540,2011-12-27,1,0,12,13,0,2,1,3,0.3,0.303,0.87,0.1343,1,19,20,266.875,0.40742147161400366,0.9132402446606696,9.052516286782616
8541,2011-12-27,1,0,12,14,0,2,1,3,0.42,0.4242,0.82,0.3881,0,14,14,266.90625,0.548334407467581,0.836259156952662,9.052633375946147
8542,2011-12-27,1,0,12,15,0,2,1,3,0.42,0.4242,0.82,0.3881,2,17,19,266.9375,0.9999541610971519,0.009574743050929932,9.052750451401412
8543,2011-12-27,1,0,12,16,0,2,1,3,0.44,0.4394,0.88,0.3284,2,44,46,266.96875,0.5322206705388838,0.8466056684496868,9.052867513151618
8544,2011-12-27,1,0,12,17,0,2,1,3,0.4,0.4091,0.87,0.1343,6,109,115,267.0,0.42483405005145897,0.9052712465978772,9.052984561199976
8545,2011-12-27,1,0,12,18,0,2,1,1,0.38,0.3939,0.87,0.2836,9,126,135,267.03125,0.9912983042470918,0.13163461549622996,9.053101595549691
8546,2011-12-27,1,0,12,19,0,2,1,1,0.34,0.3333,0.87,0.1642,3,87,90,267.0625,0.6463674691243018,0.7630262740285191,9.05321861620397
8547,2011-12-27,1,0,12,20,0,2,1,1,0.32,0.3333,0.93,0.0896,3,66,69,267.09375,0.292830636235064,0.9561643260873978,9.053335623166017
8548,2011-12-27,1,0,12,21,0,2,1,1,0.32,0.3333,0.87,0.0896,11,52,63,267.125,0.9628016050975808,0.2702093063192347,9.053452616439039
8549,2011-12-27,1,0,12,22,0,2,1,1,0.32,0.3333,0.87,0.0896,3,29,32,267.15625,0.747577218420474,0.6641749035447718,9.053569596026234
8550,2011-12-27,1,0,12,23,0,2,1,1,0.3,0.303,0.93,0.1343,2,24,26,267.1875,0.15496621524343682,0.9879197700892137,9.053686561930807
8551,2011-12-28,1,0,12,0,0,3,1,1,0.32,0.3182,0.87,0.1642,0,10,10,267.21875,0.9150344252758487,0.4033757560390774,9.053803514155955
8552,2011-12-28,1,0,12,1,0,3,1,1,0.32,0.3182,0.76,0.1642,0,12,12,267.25,0.8338242046071013,0.5520300678507783,9.053920452704881
8553,2011-12-28,1,0,12,2,0,3,1,1,0.32,0.303,0.61,0.2537,0,7,7,267.28125,0.014000144400080012,0.9999019931757197,9.054037377580782
8554,2011-12-28,1,0,12,3,0,3,1,1,0.32,0.303,0.61,0.2537,0,4,4,267.3125,0.8489528252108016,0.5284686372592021,9.054154288786854
8555,2011-12-28,1,0,12,5,0,3,1,1,0.32,0.2879,0.57,0.3582,0,9,9,267.34375,0.9033821936692558,0.42883634659543884,9.054271186326293
8556,2011-12-28,1,0,12,6,0,3,1,1,0.32,0.303,0.57,0.2537,1,42,43,267.375,0.12724613942863292,0.9918711710703708,9.054388070202297
8557,2011-12-28,1,0,12,7,0,3,1,1,0.32,0.303,0.57,0.2537,4,106,110,267.40625,0.7658794285770374,0.6429842151114681,9.054504940418054
8558,2011-12-28,1,0,12,8,0,3,1,1,0.32,0.2879,0.57,0.3582,11,206,217,267.4375,0.954858981982926,0.2970594629472865,9.054621796976763
8559,2011-12-28,1,0,12,9,0,3,1,1,0.32,0.303,0.57,0.3284,18,171,189,267.46875,0.26594559091152137,0.9639880407322083,9.05473863988161
8560,2011-12-28,1,0,12,10,0,3,1,1,0.34,0.3182,0.57,0.2239,12,84,96,267.5,0.667476949973006,0.7446304595265582,9.054855469135788
8561,2011-12-28,1,0,12,11,0,3,1,1,0.36,0.3333,0.46,0.3582,18,93,111,267.53125,0.9872242612800175,0.15933693212850458,9.054972284742485
8562,2011-12-28,1,0,12,12,0,3,1,1,0.34,0.2879,0.46,0.5522,32,108,140,267.5625,0.3993221395841226,0.9168106832045307,9.055089086704891
8563,2011-12-28,1,0,12,13,0,3,1,1,0.34,0.2879,0.39,0.4627,24,135,159,267.59375,0.5557149156770164,0.8313729202314005,9.055205875026193
8564,2011-12-28,1,0,12,14,0,3,1,1,0.32,0.2879,0.39,0.3881,24,96,120,267.625,0.9998302402753442,0.018425271529821437,9.055322649709574
8565,2011-12-28,1,0,12,15,0,3,1,1,0.32,0.2879,0.36,0.4179,16,101,117,267.65625,0.5247062529179128,0.8512833536190187,9.05543941075822
8566,2011-12-28,1,0,12,16,0,3,1,1,0.3,0.2727,0.36,0.4179,23,144,167,267.6875,0.43283024356538485,0.9014754462852161,9.055556158175316
8567,2011-12-28,1,0,12,17,0,3,1,1,0.28,0.2727,0.38,0.2537,25,225,250,267.71875,0.9924246102136048,0.12285517100380651,9.055672891964043
8568,2011-12-28,1,0,12,18,0,3,1,1,0.26,0.2273,0.38,0.3284,10,159,169,267.75,0.639588367032016,0.7687175819228536,9.055789612127585
8569,2011-12-28,1,0,12,19,0,3,1,1,0.24,0.2273,0.41,0.2537,16,135,151,267.78125,0.30128247118593215,0.9535349351524033,9.055906318669118
8570,2011-12-28,1,0,12,20,0,3,1,1,0.24,0.2273,0.41,0.2239,9,70,79,267.8125,0.965155594830837,0.26167666645448756,9.056023011591826
8571,2011-12-28,1,0,12,21,0,3,1,1,0.22,0.2273,0.44,0.1343,7,63,70,267.84375,0.7416691156313423,0.6707659225979079,9.056139690898883
8572,2011-12-28,1,0,12,22,0,3,1,1,0.22,0.2424,0.44,0.1045,2,31,33,267.875,0.16370452809724062,0.986509415809327,9.056256356593467
8573,2011-12-28,1,0,12,23,0,3,1,1,0.22,0.2121,0.44,0.2537,3,36,39,267.90625,0.9185689836553319,0.39526070164691385,9.056373008678756
8574,2011-12-29,1,0,12,0,0,4,1,2,0.22,0.2273,0.47,0.194,4,24,28,267.9375,0.8289053518386181,0.5593888787715543,9.056489647157923
8575,2011-12-29,1,0,12,1,0,4,1,1,0.22,0.2121,0.47,0.2239,0,15,15,267.96875,0.02285003776563786,0.999738903801442,9.056606272034141
8576,2011-12-29,1,0,12,2,0,4,1,1,0.2,0.2273,0.51,0.1045,0,3,3,268.0,0.8535972080265145,0.5209335912084565,9.056722883310583
8577,2011-12-29,1,0,12,3,0,4,1,1,0.2,0.197,0.55,0.194,0,2,2,268.03125,0.899551041793026,0.4368156627332421,9.056839480990421
8578,2011-12-29,1,0,12,4,0,4,1,1,0.2,0.2121,0.55,0.1642,1,2,3,268.0625,0.11846179622720403,0.9929586108366373,9.056956065076825
8579,2011-12-29,1,0,12,5,0,4,1,1,0.2,0.2273,0.55,0.1045,0,10,10,268.09375,0.7715406784753459,0.6361799914000776,9.057072635572965
8580,2011-12-29,1,0,12,6,0,4,1,1,0.2,0.2576,0.59,0,2,39,41,268.125,0.9521922115298008,0.3054995782353668,9.057189192482008
8581,2011-12-29,1,0,12,7,0,4,1,1,0.18,0.2121,0.64,0.0896,2,104,106,268.15625,0.25740261656312374,0.9663042445247032,9.057305735807121
8582,2011-12-29,1,0,12,8,0,4,1,2,0.2,0.2576,0.64,0,3,207,210,268.1875,0.6740417569987041,0.738693244738369,9.05742226555147
8583,2011-12-29,1,0,12,9,0,4,1,2,0.2,0.2121,0.64,0.1343,15,155,170,268.21875,0.985775247678748,0.16806891760198556,9.05753878171822
8584,2011-12-29,1,0,12,10,0,4,1,2,0.22,0.2273,0.64,0.1642,13,97,110,268.25,0.3911915217784241,0.9203092921885994,9.057655284310535
8585,2011-12-29,1,0,12,11,0,4,1,2,0.24,0.2576,0.6,0.0896,23,99,122,268.28125,0.5630518851728498,0.826421547760766,9.057771773331575
8586,2011-12-29,1,0,12,12,0,4,1,2,0.26,0.2727,0.56,0.1045,12,118,130,268.3125,0.9996279855430116,0.027274356440081717,9.057888248784506
8587,2011-12-29,1,0,12,13,0,4,1,2,0.28,0.2879,0.52,0.1045,36,95,131,268.34375,0.5171507260255754,0.8558943431120574,9.058004710672485
8588,2011-12-29,1,0,12,14,0,4,1,2,0.3,0.3333,0.52,0,30,112,142,268.375,0.44079252603700964,0.8976090178858009,9.058121158998672
8589,2011-12-29,1,0,12,15,0,4,1,2,0.3,0.3182,0.52,0.0896,27,150,177,268.40625,0.993473162480052,0.11406610115141169,9.058237593766226
8590,2011-12-29,1,0,12,16,0,4,1,1,0.3,0.303,0.52,0.1642,22,155,177,268.4375,0.6327591549751607,0.7743486629388086,9.0583540149783
8591,2011-12-29,1,0,12,17,0,4,1,1,0.3,0.303,0.61,0.1642,14,226,240,268.46875,0.30971070149554225,0.95083083741491,9.058470422638056
8592,2011-12-29,1,0,12,18,0,4,1,1,0.3,0.303,0.56,0.1343,15,192,207,268.5,0.9674339673153218,0.2531235249528117,9.058586816748646
8593,2011-12-29,1,0,12,19,0,4,1,1,0.3,0.3182,0.56,0.1045,11,124,135,268.53125,0.7357029051357196,0.6773043890119584,9.058703197313223
8594,2011-12-29,1,0,12,20,0,4,1,1,0.28,0.2879,0.65,0.1045,8,88,96,268.5625,0.1724300151578848,0.9850217712683571,9.058819564334941
8595,2011-12-29,1,0,12,21,0,4,1,2,0.28,0.2879,0.61,0.1343,8,60,68,268.59375,0.9220315747170865,0.3871146796812668,9.05893591781695
8596,2011-12-29,1,0,12,22,0,4,1,1,0.28,0.2879,0.65,0.1343,7,48,55,268.625,0.8239215566478627,0.5667038631339676,9.059052257762401
8597,2011-12-29,1,0,12,23,0,4,1,1,0.3,0.303,0.65,0.1642,1,44,45,268.65625,0.031698140894471795,0.9994974876725975,9.059168584174444
8598,2011-12-30,1,0,12,0,0,5,1,1,0.28,0.2879,0.7,0.1343,4,26,30,268.6875,0.8581747138818953,0.5133577314638663,9.059284897056227
8599,2011-12-30,1,0,12,1,0,5,1,1,0.26,0.2879,0.65,0.0896,9,11,20,268.71875,0.8956494126017663,0.444760755582269,9.059401196410896
8600,2011-12-30,1,0,12,2,0,5,1,1,0.24,0.2576,0.7,0.1045,2,10,12,268.75,0.10966817187446319,0.9939682550653784,9.0595174822416
8601,2011-12-30,1,0,12,3,0,5,1,1,0.24,0.2576,0.7,0.1045,0,6,6,268.78125,0.7771414803135346,0.6293259247608414,9.059633754551479
8602,2011-12-30,1,0,12,4,0,5,1,1,0.24,0.2576,0.7,0.0896,0,2,2,268.8125,0.9494508394728276,0.3139157584836144,9.059750013343681
8603,2011-12-30,1,0,12,5,0,5,1,1,0.22,0.2576,0.75,0.0896,0,10,10,268.84375,0.24883947543768492,0.9685447410749272,9.059866258621348
8604,2011-12-30,1,0,12,6,0,5,1,1,0.24,0.2576,0.7,0.0896,1,31,32,268.875,0.6805537547328286,0.7326981553948726,9.05998249038762
8605,2011-12-30,1,0,12,7,0,5,1,1,0.24,0.2576,0.75,0.0896,3,92,95,268.90625,0.9842490013364203,0.17678773534456274,9.06009870864564
8606,2011-12-30,1,0,12,8,0,5,1,2,0.24,0.2576,0.75,0.0896,12,193,205,268.9375,0.38303025520813466,0.9237357975066199,9.060214913398545
8607,2011-12-30,1,0,12,9,0,5,1,1,0.26,0.303,0.75,0,19,175,194,268.96875,0.5703447411239859,0.8214054274669808,9.060331104649475
8608,2011-12-30,1,0,12,10,0,5,1,1,0.3,0.2879,0.65,0.2537,10,108,118,269.0,0.9993474127462484,0.036121304480590574,9.060447282401565
8609,2011-12-30,1,0,12,11,0,5,1,1,0.32,0.3182,0.66,0.194,45,126,171,269.03125,0.5095546818163291,0.8604382756706372,9.060563446657955
8610,2011-12-30,1,0,12,12,0,5,1,1,0.32,0.3333,0.57,0.1343,38,159,197,269.0625,0.44872027364371064,0.8936722643235122,9.060679597421776
8611,2011-12-30,1,0,12,13,0,5,1,2,0.36,0.3485,0.53,0.1343,53,154,207,269.09375,0.9944438788952881,0.1052680945381533,9.060795734696166
8612,2011-12-30,1,0,12,14,0,5,1,2,0.4,0.4091,0.47,0.0896,67,178,245,269.125,0.6258803680034518,0.7799190758968931,9.060911858484253
8613,2011-12-30,1,0,12,15,0,5,1,1,0.42,0.4242,0.44,0,56,236,292,269.15625,0.31811466683555834,0.9480522447334333,9.061027968789174
8614,2011-12-30,1,0,12,16,0,5,1,1,0.42,0.4242,0.47,0.194,36,247,283,269.1875,0.9696365440469062,0.24455055192898678,9.061144065614055
8615,2011-12-30,1,0,12,17,0,5,1,1,0.38,0.3939,0.54,0.1642,54,188,242,269.21875,0.7296790543695566,0.6837897905163177,9.06126014896203
8616,2011-12-30,1,0,12,18,0,5,1,1,0.36,0.3485,0.62,0.1343,19,163,182,269.25,0.181141992807796,0.9834569530191041,9.061376218836225
8617,2011-12-30,1,0,12,19,0,5,1,2,0.34,0.303,0.49,0.4179,16,96,112,269.28125,0.9254219271767609,0.3789383283602357,9.061492275239766
8618,2011-12-30,1,0,12,20,0,5,1,2,0.34,0.3485,0.66,0.1045,16,75,91,269.3125,0.8188732095012872,0.5739744478293969,9.061608318175784
8619,2011-12-30,1,0,12,21,0,5,1,2,0.36,0.3636,0.66,0.1045,11,84,95,269.34375,0.04054376056238145,0.9991777637034664,9.061724347647399
8620,2011-12-30,1,0,12,22,0,5,1,2,0.34,0.3333,0.71,0.1642,7,78,85,269.375,0.8626849841421281,0.5057416515729115,9.061840363657739
8621,2011-12-30,1,0,12,23,0,5,1,2,0.36,0.3333,0.66,0.2537,13,60,73,269.40625,0.8916776117772413,0.4526710026666557,9.061956366209925
8622,2011-12-31,1,0,12,0,0,6,0,2,0.38,0.3939,0.62,0.3284,7,37,44,269.4375,0.1008659553263506,0.9949000246537854,9.06207235530708
8623,2011-12-31,1,0,12,1,0,6,0,2,0.4,0.4091,0.62,0.2836,4,31,35,269.46875,0.7826813952844013,0.6224225521907628,9.062188330952324
8624,2011-12-31,1,0,12,2,0,6,0,2,0.4,0.4091,0.62,0.2836,1,27,28,269.5,0.9466350805908604,0.32230734430778196,9.06230429314878
8625,2011-12-31,1,0,12,3,0,6,0,2,0.4,0.4091,0.62,0.2836,1,17,18,269.53125,0.2402568384334271,0.9707093548462249,9.062420241899561
8626,2011-12-31,1,0,12,4,0,6,0,1,0.38,0.3939,0.71,0.2239,1,9,10,269.5625,0.6870124329785209,0.7266456611945972,9.062536177207788
8627,2011-12-31,1,0,12,5,0,6,0,2,0.36,0.3485,0.76,0.2239,1,0,1,269.59375,0.9826456418301784,0.18549270226118517,9.062652099076578
8628,2011-12-31,1,0,12,6,0,6,0,2,0.4,0.4091,0.71,0.0896,1,5,6,269.625,0.3748389792857261,0.9270899307014584,9.062768007509048
8629,2011-12-31,1,0,12,7,0,6,0,3,0.38,0.3939,0.76,0,6,13,19,269.65625,0.577592912155503,0.8163249523490785,9.062883902508307
8630,2011-12-31,1,0,12,8,0,6,0,1,0.34,0.3333,0.81,0.1343,7,42,49,269.6875,0.9989885438671504,0.044965422517645605,9.062999784077473
8631,2011-12-31,1,0,12,9,0,6,0,1,0.38,0.3939,0.76,0,18,72,90,269.71875,0.5019187154190502,0.8649147952903167,9.063115652219658
8632,2011-12-31,1,0,12,10,0,6,0,1,0.4,0.4091,0.76,0.1642,20,108,128,269.75,0.4566128652685756,0.8896654940320107,9.06323150693797
8633,2011-12-31,1,0,12,11,0,6,0,1,0.42,0.4242,0.71,0.1642,65,152,217,269.78125,0.9953366834063894,0.09646184046330943,9.063347348235522
8634,2011-12-31,1,0,12,12,0,6,0,1,0.52,0.5,0.39,0.2985,93,180,273,269.8125,0.6189525450506619,0.7854283843707893,9.063463176115423
8635,2011-12-31,1,0,12,13,0,6,0,1,0.5,0.4848,0.42,0.4925,108,205,313,269.84375,0.32649370877873685,0.9451993748029595,9.06357899058078
8636,2011-12-31,1,0,12,14,0,6,0,1,0.46,0.4545,0.51,0.3284,115,185,300,269.875,0.9717631524598468,0.23595841905153675,9.063694791634697
8637,2011-12-31,1,0,12,15,0,6,0,1,0.46,0.4545,0.47,0.4925,89,164,253,269.90625,0.7235980352847587,0.6902216189978672,9.063810579280286
8638,2011-12-31,1,0,12,16,0,6,0,1,0.44,0.4394,0.51,0.3881,52,143,195,269.9375,0.18983977848782538,0.9818150836607132,9.063926353520646
8639,2011-12-31,1,0,12,17,0,6,0,1,0.42,0.4242,0.54,0.194,28,101,129,269.96875,0.9287397754096967,0.37073228827814053,9.064042114358884
8640,2011-12-31,1,0,12,18,0,6,0,1,0.42,0.4242,0.54,0.1343,13,80,93,270.0,0.8137607059228092,0.5812000632278108,9.064157861798101
8641,2011-12-31,1,0,12,19,0,6,0,1,0.42,0.4242,0.54,0.2239,19,73,92,270.03125,0.04938620373973872,0.99877975694353,9.0642735958414
8642,2011-12-31,1,0,12,20,0,6,0,1,0.42,0.4242,0.54,0.2239,8,63,71,270.0625,0.8671276654401183,0.49808594823420804,9.064389316491878
8643,2011-12-31,1,0,12,21,0,6,0,1,0.4,0.4091,0.58,0.194,2,50,52,270.09375,0.8876359504989668,0.4605457842406071,9.064505023752638
8644,2011-12-31,1,0,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343,2,36,38,270.125,0.092055836211981,0.9957538466003096,9.064620717626777
8645,2011-12-31,1,0,12,23,0,6,0,1,0.36,0.3788,0.66,0,4,27,31,270.15625,0.7881599893510605,0.6154704145498272,9.064736398117391
8646,2012-01-01,1,1,1,0,0,0,0,1,0.36,0.3788,0.66,0,5,43,48,270.1875,0.9437451554907539,0.3306736782505266,9.064852065227576
8647,2012-01-01,1,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,15,78,93,270.21875,0.23165537797602026,0.972797916247145,9.06496771896043
8648,2012-01-01,1,1,1,2,0,0,0,1,0.32,0.3485,0.76,0,16,59,75,270.25,0.6934172857163554,0.7205362363335811,9.065083359319043
8649,2012-01-01,1,1,1,3,0,0,0,1,0.3,0.3333,0.81,0,11,41,52,270.28125,0.9809652947787673,0.19418313634197543,9.065198986306513
8650,2012-01-01,1,1,1,4,0,0,0,1,0.28,0.303,0.81,0.0896,0,8,8,270.3125,0.3666183357748193,0.9303714289861345,9.065314599925925
8651,2012-01-01,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,0,5,5,270.34375,0.5847958303934178,0.811180520448114,9.065430200180375
8652,2012-01-01,1,1,1,6,0,0,0,1,0.26,0.2727,0.93,0.1343,1,1,2,270.375,0.9985514070220937,0.053806017639267276,9.06554578707295
8653,2012-01-01,1,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,1,6,7,270.40625,0.4942434250904072,0.8693235512482698,9.06566136060674
8654,2012-01-01,1,1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,4,10,14,270.4375,0.46446968254906523,0.8855890209305728,9.06577692078483
8655,2012-01-01,1,1,1,9,0,0,0,1,0.26,0.2727,0.93,0.1045,13,27,40,270.46875,0.9961515060646128,0.08764802887232379,9.06589246761031
8656,2012-01-01,1,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,18,52,70,270.5,0.6119762288923957,0.7908761567215452,9.066008001086264
8657,2012-01-01,1,1,1,11,0,0,0,1,0.34,0.3333,0.76,0.1343,40,98,138,270.53125,0.3348471708505131,0.94227245113789,9.066123521215774
8658,2012-01-01,1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201,270.5625,0.973813625940306,0.22734779949010678,9.066239028001926
8659,2012-01-01,1,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141,223,270.59375,0.7174603243122097,0.6965993705407857,9.066354521447801
8660,2012-01-01,1,1,1,14,0,0,0,1,0.44,0.4394,0.54,0.2985,120,147,267,270.625,0.19852269075072546,0.9800962918290691,9.06647000155648
8661,2012-01-01,1,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,101,164,265,270.65625,0.9319848594717389,0.3624972023553328,9.066585468331045
8662,2012-01-01,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215,270.6875,0.8085844464628239,0.5883801432223972,9.066700921774572
8663,2012-01-01,1,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642,36,75,111,270.71875,0.05822477764578464,0.9983034985755078,9.06681636189014
8664,2012-01-01,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,25,81,106,270.75,0.8715024097041782,0.4903912212507588,9.066931788680826
8665,2012-01-01,1,1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,20,85,105,270.78125,0.8835247454198308,0.4683844833369517,9.067047202149707
8666,2012-01-01,1,1,1,20,0,0,0,2,0.44,0.4394,0.62,0.2985,25,58,83,270.8125,0.08323850477961317,0.9965296540103833,9.067162602299854
8667,2012-01-01,1,1,1,21,0,0,0,2,0.44,0.4394,0.67,0.2537,10,61,71,270.84375,0.7935768332809484,0.6084700565186275,9.067277989134345
8668,2012-01-01,1,1,1,22,0,0,0,1,0.46,0.4545,0.55,0.4179,13,53,66,270.875,0.9407812905900786,0.3390141048329199,9.067393362656249
8669,2012-01-01,1,1,1,23,0,0,0,1,0.44,0.4394,0.51,0.2985,4,25,29,270.90625,0.22303576796589936,0.9748102616447272,9.06750872286864
8670,2012-01-02,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39,270.9375,0.6997678111439851,0.7143703594682216,9.067624069774588
8671,2012-01-02,1,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,1,11,12,270.96875,0.9792080918326914,0.20285835671566332,9.06773940337716
8672,2012-01-02,1,1,1,2,1,1,0,1,0.36,0.3182,0.34,0.4478,1,6,7,271.0,0.35836896873990354,0.9335800352644106,9.067854723679428
8673,2012-01-02,1,1,1,4,1,1,0,1,0.28,0.2576,0.45,0.3284,0,4,4,271.03125,0.5919529315091772,0.8059725348159771,9.067970030684457
8674,2012-01-02,1,1,1,5,1,1,0,1,0.28,0.2576,0.45,0.3284,1,3,4,271.0625,0.9980360364595303,0.06264239720948664,9.068085324395312
8675,2012-01-02,1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,0,14,14,271.09375,0.48652941216798884,0.8736641981307642,9.06820060481506
8676,2012-01-02,1,1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881,0,16,16,271.125,0.47229010992546044,0.8814431643994958,9.068315871946766
8677,2012-01-02,1,1,1,8,1,1,0,1,0.24,0.2273,0.35,0.2537,2,51,53,271.15625,0.9968882830308757,0.07882735030275038,9.06843112579349
8678,2012-01-02,1,1,1,9,1,1,0,1,0.24,0.2576,0.35,0,15,53,68,271.1875,0.6049519661035653,0.7962619661313924,9.068546366358296
8679,2012-01-02,1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,20,89,109,271.21875,0.34317439858043375,0.9392717030545302,9.068661593644245
8680,2012-01-02,1,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175,271.25,0.9757878038394061,0.2187193678627221,9.068776807654396
8681,2012-01-02,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202,271.28125,0.7112664023244445,0.702922545466029,9.068892008391808
8682,2012-01-02,1,1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,26,150,176,271.3125,0.20719004931453944,0.9783007121867175,9.06900719585954
8683,2012-01-02,1,1,1,14,1,1,0,1,0.3,0.2727,0.36,0.4179,10,141,151,271.34375,0.9351569251196029,0.35423371578782464,9.069122370060645
8684,2012-01-02,1,1,1,15,1,1,0,1,0.28,0.2424,0.38,0.4478,29,139,168,271.375,0.8033448366668221,0.5955141252739158,9.069237530998182
8685,2012-01-02,1,1,1,16,1,1,0,1,0.26,0.2273,0.35,0.4179,10,144,154,271.40625,0.06705878980290689,0.9977490259129144,9.069352678675205
8686,2012-01-02,1,1,1,17,1,1,0,1,0.26,0.2273,0.35,0.3881,17,136,153,271.4375,0.8758088741852971,0.48265807348296014,9.069467813094768
8687,2012-01-02,1,1,1,18,1,1,0,1,0.26,0.2424,0.33,0.2537,13,113,126,271.46875,0.879344318641284,0.4761864858154796,9.06958293425992
8688,2012-01-02,1,1,1,19,1,1,0,1,0.24,0.2273,0.38,0.2239,4,89,93,271.5,0.07441465184257087,0.9972273861016598,9.069698042173716
8689,2012-01-02,1,1,1,20,1,1,0,1,0.24,0.2273,0.41,0.2239,5,83,88,271.53125,0.7989315026794523,0.6014220265556893,9.069813136839207
8690,2012-01-02,1,1,1,21,1,1,0,2,0.24,0.2121,0.41,0.3284,3,63,66,271.5625,0.9377437180993827,0.34732797060580284,9.069928218259438
8691,2012-01-02,1,1,1,22,1,1,0,2,0.22,0.2121,0.44,0.2836,3,36,39,271.59375,0.21439868372546622,0.9767462333773228,9.07004328643746
8692,2012-01-02,1,1,1,23,1,1,0,1,0.22,0.2121,0.44,0.2537,2,32,34,271.625,0.7060635117154559,0.7081485136777724,9.07015834137632
8693,2012-01-03,1,1,1,0,0,2,1,1,0.2,0.197,0.51,0.2537,0,13,13,271.65625,0.9773741706639004,0.21151768370293011,9.070273383079064
8694,2012-01-03,1,1,1,1,0,2,1,1,0.18,0.1818,0.55,0.2239,1,5,6,271.6875,0.3500915244958763,0.9367154981509344,9.070388411548738
8695,2012-01-03,1,1,1,2,0,2,1,1,0.18,0.1667,0.51,0.2537,0,3,3,271.71875,0.5990636547638718,0.8007014034838159,9.070503426788383
8696,2012-01-03,1,1,1,3,0,2,1,1,0.16,0.1364,0.55,0.2836,0,2,2,271.75,0.9974424725573066,0.07147386892261148,9.070618428801046
